"TIME","GEO","AGE","INDIC_HE","UNIT","SEX","ICD10","Value","Value_imp"
2010,"Slovenia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",1438.3,FALSE
2010,"Slovenia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",1438.1,FALSE
2010,"Slovenia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",36.1,FALSE
2010,"Slovenia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0.1,FALSE
2010,"Slovenia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",2.9,FALSE
2010,"Slovenia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",3005.7,FALSE
2010,"Slovenia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",3005.1,FALSE
2010,"Slovenia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",68,FALSE
2010,"Slovenia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0.2,FALSE
2010,"Slovenia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",3.1,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",2320.6,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",2284.4,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",85.9,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",18.1,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",2497.6,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",2480.1,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",105.2,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",17.5,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",2131.7,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",2075.6,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",65.4,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0,FALSE
2010,"Slovenia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",18.7,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",1856.9,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",1856.9,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",155.4,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",30.3,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",2405,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",2405,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",177.2,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",35.4,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",1277.9,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",1277.9,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",132.3,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0,FALSE
2010,"Slovenia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",25,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",1111.9,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",1111.9,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",48.4,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",2.2,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",1477.3,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",1477.3,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",51.3,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",0,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",724.8,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",724.8,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",45.3,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0,FALSE
2010,"Slovenia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",4.5,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",623.7,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",623.7,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",29.9,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",4.3,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",754.5,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",754.5,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",26.9,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",4.1,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",484.6,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",484.6,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",33,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0,FALSE
2010,"Slovenia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",4.4,FALSE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",502.5,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",498.6,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",3.4,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",0.2,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",362.9,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",358.8,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",3.6,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",0.3,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",635.3,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",631.6,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",3.2,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0,TRUE
2010,"Slovakia","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",0.2,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",2033.6,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",1650.2,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",22.3,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",1.8,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",2216.7,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",1785.5,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",21,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",3.5,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",1831.4,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",1507.8,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",21.2,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0,TRUE
2010,"Slovakia","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",0,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",365.1,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",365.1,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",6.1,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",0.9,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",429.8,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",429.8,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",5.1,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",0.8,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",297.3,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",297.3,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",7,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0,TRUE
2010,"Slovakia","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",0.9,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",210.5,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",210.5,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",1.4,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",0,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",246.5,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",246.5,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",0.7,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",0,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",172.4,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",172.4,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",1.5,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0,TRUE
2010,"Slovakia","From 5 to 9 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",0,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",128.6,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",128.6,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",2.3,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",0.4,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",146.5,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",146.5,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",3,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",0.7,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",118.2,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",118.2,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",1.6,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0,TRUE
2010,"Slovakia","From 10 to 14 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",0,TRUE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",5323.6,TRUE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",5472.7,FALSE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",44.6,FALSE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0.8,FALSE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",4.6,FALSE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",5213,TRUE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",5269.9,FALSE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",45.4,FALSE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0.8,FALSE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",4,FALSE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",5430.5,TRUE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",5668.1,FALSE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",43.7,FALSE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0.9,FALSE
2010,"Finland","Total","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",5.3,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",6531.4,TRUE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",7426.2,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",166,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",52.6,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",7379.9,TRUE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",8372.3,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",180,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",45,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",5642.6,TRUE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",6435.3,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",151.5,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0,FALSE
2010,"Finland","Less than 1 year","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",60.6,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98",6795.8,TRUE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",7113.8,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Certain infectious and parasitic diseases (A00-B99)",91.2,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Tuberculosis",0,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Total","Intestinal infectious diseases except diarrhoea",36.4,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98",7991.6,TRUE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",8271.5,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Certain infectious and parasitic diseases (A00-B99)",90.9,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Tuberculosis",0,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Males","Intestinal infectious diseases except diarrhoea",37.7,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98",5546,TRUE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","All causes of diseases (A00-Z99) excluding V00-Y98 and Z38",5904.9,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Certain infectious and parasitic diseases (A00-B99)",91.5,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Tuberculosis",0,FALSE
2010,"Finland","From 1 to 4 years","Day cases (total number)","Per hundred thousand inhabitants","Females","Intestinal infectious diseases except diarrhoea",35.1,FALSE
