"TIME","GEO","ICHA_HC","INDIC_HE","UNIT","Value","Value_imp"
2012,"Ireland","In-patient care","Discharges","Number",616206,FALSE
2012,"Ireland","In-patient care","In-patient average length of stay (in days)","Number",6.2,FALSE
2012,"Ireland","In-patient care","Bed-days","Number",616206,TRUE
2012,"Greece","Services of curative care","Discharges","Number",2148553,FALSE
2012,"Greece","Services of curative care","In-patient average length of stay (in days)","Number",5.2,FALSE
2012,"Greece","Services of curative care","Bed-days","Number",12708241,TRUE
2012,"Greece","In-patient care","Discharges","Number",2169864,FALSE
2012,"Greece","In-patient care","In-patient average length of stay (in days)","Number",7.04,FALSE
2012,"Greece","In-patient care","Bed-days","Number",2169864,TRUE
2012,"Spain","Services of curative care","Discharges","Number",5134004,FALSE
2012,"Spain","Services of curative care","In-patient average length of stay (in days)","Number",6.15,FALSE
2012,"Spain","Services of curative care","Bed-days","Number",31558930,FALSE
2012,"Spain","In-patient care","Discharges","Number",5167453,FALSE
2012,"Spain","In-patient care","In-patient average length of stay (in days)","Number",7.62,FALSE
2012,"Spain","In-patient care","Bed-days","Number",5167453,TRUE
2012,"France","Services of curative care","Discharges","Number",10497570,FALSE
2012,"France","Services of curative care","In-patient average length of stay (in days)","Number",5.74,FALSE
2012,"France","Services of curative care","Bed-days","Number",60234143,FALSE
2012,"France","In-patient care","Discharges","Number",12158806,FALSE
2012,"France","In-patient care","In-patient average length of stay (in days)","Number",10.09,FALSE
2012,"France","In-patient care","Bed-days","Number",12158806,TRUE
2012,"Croatia","Services of curative care","Discharges","Number",684341,FALSE
2012,"Croatia","Services of curative care","In-patient average length of stay (in days)","Number",6.85,FALSE
2012,"Croatia","Services of curative care","Bed-days","Number",4688353,FALSE
2012,"Croatia","In-patient care","Discharges","Number",758169,FALSE
2012,"Croatia","In-patient care","In-patient average length of stay (in days)","Number",9.07,FALSE
2012,"Croatia","In-patient care","Bed-days","Number",758169,TRUE
2012,"Italy","Services of curative care","Discharges","Number",6841070,FALSE
2012,"Italy","Services of curative care","In-patient average length of stay (in days)","Number",6.79,FALSE
2012,"Italy","Services of curative care","Bed-days","Number",46443992,FALSE
2012,"Italy","In-patient care","Discharges","Number",7667771,FALSE
2012,"Italy","In-patient care","In-patient average length of stay (in days)","Number",7.7,FALSE
2012,"Italy","In-patient care","Bed-days","Number",7667771,TRUE
2012,"Cyprus","Services of curative care","Discharges","Number",69569,FALSE
2012,"Cyprus","Services of curative care","In-patient average length of stay (in days)","Number",5.6,FALSE
2012,"Cyprus","Services of curative care","Bed-days","Number",387279,FALSE
2012,"Cyprus","In-patient care","Discharges","Number",69968,FALSE
2012,"Cyprus","In-patient care","In-patient average length of stay (in days)","Number",6,FALSE
2012,"Cyprus","In-patient care","Bed-days","Number",69968,TRUE
2012,"Latvia","Services of curative care","Discharges","Number",311134,FALSE
2012,"Latvia","Services of curative care","In-patient average length of stay (in days)","Number",5.8,FALSE
2012,"Latvia","Services of curative care","Bed-days","Number",1803656,FALSE
2012,"Latvia","In-patient care","Discharges","Number",386691,FALSE
2012,"Latvia","In-patient care","In-patient average length of stay (in days)","Number",8.28,FALSE
2012,"Latvia","In-patient care","Bed-days","Number",386691,TRUE
2012,"Lithuania","Services of curative care","Discharges","Number",684991,FALSE
2012,"Lithuania","Services of curative care","In-patient average length of stay (in days)","Number",6.87,FALSE
2012,"Lithuania","Services of curative care","Bed-days","Number",4705294,FALSE
2012,"Lithuania","In-patient care","Discharges","Number",702631,FALSE
2012,"Lithuania","In-patient care","In-patient average length of stay (in days)","Number",7.93,FALSE
2012,"Lithuania","In-patient care","Bed-days","Number",702631,TRUE
2012,"Luxembourg","Services of curative care","Discharges","Number",78714,FALSE
2012,"Luxembourg","Services of curative care","In-patient average length of stay (in days)","Number",7.4,FALSE
2012,"Luxembourg","Services of curative care","Bed-days","Number",582679,FALSE
2012,"Luxembourg","In-patient care","Discharges","Number",80891,FALSE
2012,"Luxembourg","In-patient care","In-patient average length of stay (in days)","Number",8.81,FALSE
2012,"Luxembourg","In-patient care","Bed-days","Number",80891,TRUE
2012,"Hungary","Services of curative care","Discharges","Number",1741633,FALSE
2012,"Hungary","Services of curative care","In-patient average length of stay (in days)","Number",5.77,FALSE
2012,"Hungary","Services of curative care","Bed-days","Number",10043449,FALSE
2012,"Hungary","In-patient care","Discharges","Number",2010658,FALSE
2012,"Hungary","In-patient care","In-patient average length of stay (in days)","Number",9.57,FALSE
2012,"Hungary","In-patient care","Bed-days","Number",2010658,TRUE
2012,"Malta","Services of curative care","Discharges","Number",60065,FALSE
2012,"Malta","Services of curative care","In-patient average length of stay (in days)","Number",5.3,FALSE
2012,"Malta","Services of curative care","Bed-days","Number",318981,FALSE
2012,"Malta","In-patient care","Discharges","Number",62970,FALSE
2012,"Malta","In-patient care","In-patient average length of stay (in days)","Number",7.8,FALSE
2012,"Malta","In-patient care","Bed-days","Number",62970,TRUE
2012,"Netherlands","Services of curative care","Discharges","Number",1729144,TRUE
2012,"Netherlands","Services of curative care","In-patient average length of stay (in days)","Number",6.4,FALSE
2012,"Netherlands","Services of curative care","Bed-days","Number",8515399,TRUE
2012,"Netherlands","In-patient care","Discharges","Number",79097605,TRUE
2012,"Netherlands","In-patient care","In-patient average length of stay (in days)","Number",7.88,TRUE
2012,"Netherlands","In-patient care","Bed-days","Number",8515399,TRUE
2012,"Austria","Services of curative care","Discharges","Number",2138774,FALSE
2012,"Austria","Services of curative care","In-patient average length of stay (in days)","Number",6.5,FALSE
2012,"Austria","Services of curative care","Bed-days","Number",13906691,FALSE
2012,"Austria","In-patient care","Discharges","Number",2278592,FALSE
2012,"Austria","In-patient care","In-patient average length of stay (in days)","Number",7.9,FALSE
2012,"Austria","In-patient care","Bed-days","Number",2278592,TRUE
2012,"Poland","Services of curative care","Discharges","Number",6138705,FALSE
2012,"Poland","Services of curative care","In-patient average length of stay (in days)","Number",6.8,FALSE
2012,"Poland","Services of curative care","Bed-days","Number",41772109,FALSE
2012,"Poland","In-patient care","Discharges","Number",6251264,FALSE
2012,"Poland","In-patient care","In-patient average length of stay (in days)","Number",7.1,FALSE
2012,"Poland","In-patient care","Bed-days","Number",6251264,TRUE
2012,"Portugal","Services of curative care","Discharges","Number",1149692,FALSE
2012,"Portugal","Services of curative care","In-patient average length of stay (in days)","Number",8.86,FALSE
2012,"Portugal","Services of curative care","Bed-days","Number",10189158,FALSE
2012,"Portugal","In-patient care","Discharges","Number",1152269,FALSE
2012,"Portugal","In-patient care","In-patient average length of stay (in days)","Number",9,FALSE
2012,"Portugal","In-patient care","Bed-days","Number",1152269,TRUE
2012,"Romania","Services of curative care","Discharges","Number",4093293,FALSE
2012,"Romania","Services of curative care","In-patient average length of stay (in days)","Number",6.45,FALSE
2012,"Romania","Services of curative care","Bed-days","Number",26406634,FALSE
2012,"Romania","In-patient care","Discharges","Number",4431386,FALSE
2012,"Romania","In-patient care","In-patient average length of stay (in days)","Number",7.5,FALSE
2012,"Romania","In-patient care","Bed-days","Number",4431386,TRUE
2012,"Slovenia","Services of curative care","Discharges","Number",333928,FALSE
2012,"Slovenia","Services of curative care","In-patient average length of stay (in days)","Number",6.95,FALSE
2012,"Slovenia","Services of curative care","Bed-days","Number",2319875,FALSE
2012,"Slovenia","In-patient care","Discharges","Number",351915,FALSE
2012,"Slovenia","In-patient care","In-patient average length of stay (in days)","Number",7.48,FALSE
2012,"Slovenia","In-patient care","Bed-days","Number",351915,TRUE
2012,"Slovakia","Services of curative care","Discharges","Number",915356,FALSE
2012,"Slovakia","Services of curative care","In-patient average length of stay (in days)","Number",6.2,FALSE
2012,"Slovakia","Services of curative care","Bed-days","Number",5620574,FALSE
2012,"Slovakia","In-patient care","Discharges","Number",1029301,FALSE
2012,"Slovakia","In-patient care","In-patient average length of stay (in days)","Number",7.7,FALSE
2012,"Slovakia","In-patient care","Bed-days","Number",1029301,TRUE
2012,"Finland","Services of curative care","Discharges","Number",913457,FALSE
2012,"Finland","Services of curative care","In-patient average length of stay (in days)","Number",6.9,FALSE
2012,"Finland","Services of curative care","Bed-days","Number",6286571,FALSE
2012,"Finland","In-patient care","Discharges","Number",939935,FALSE
2012,"Finland","In-patient care","In-patient average length of stay (in days)","Number",11.2,FALSE
2012,"Finland","In-patient care","Bed-days","Number",939935,TRUE
2012,"Sweden","Services of curative care","Discharges","Number",1518630,FALSE
2012,"Sweden","Services of curative care","In-patient average length of stay (in days)","Number",5.58,FALSE
2012,"Sweden","Services of curative care","Bed-days","Number",12708241,TRUE
2012,"Sweden","In-patient care","Discharges","Number",1567080,FALSE
2012,"Sweden","In-patient care","In-patient average length of stay (in days)","Number",5.79,FALSE
2012,"Sweden","In-patient care","Bed-days","Number",1546624,TRUE
2012,"Iceland","Services of curative care","Discharges","Number",40025,FALSE
2012,"Iceland","Services of curative care","In-patient average length of stay (in days)","Number",5.46,FALSE
2012,"Iceland","Services of curative care","Bed-days","Number",218510,FALSE
2012,"Iceland","In-patient care","Discharges","Number",40876,FALSE
2012,"Iceland","In-patient care","In-patient average length of stay (in days)","Number",5.79,FALSE
2012,"Iceland","In-patient care","Bed-days","Number",40876,TRUE
2012,"Liechtenstein","Services of curative care","Discharges","Number",2319,FALSE
2012,"Liechtenstein","Services of curative care","In-patient average length of stay (in days)","Number",6.03,FALSE
2012,"Liechtenstein","Services of curative care","Bed-days","Number",13980,FALSE
2012,"Liechtenstein","In-patient care","Discharges","Number",2336,FALSE
2012,"Liechtenstein","In-patient care","In-patient average length of stay (in days)","Number",6.1,FALSE
2012,"Liechtenstein","In-patient care","Bed-days","Number",2336,TRUE
2012,"Norway","Services of curative care","Discharges","Number",949251,FALSE
2012,"Norway","Services of curative care","In-patient average length of stay (in days)","Number",5.8,FALSE
2012,"Norway","Services of curative care","Bed-days","Number",12708241,TRUE
2012,"Norway","In-patient care","Discharges","Number",980472,FALSE
2012,"Norway","In-patient care","In-patient average length of stay (in days)","Number",6.2,FALSE
2012,"Norway","In-patient care","Bed-days","Number",972960,TRUE
2012,"Switzerland","Services of curative care","Discharges","Number",1238280,FALSE
2012,"Switzerland","Services of curative care","In-patient average length of stay (in days)","Number",7.52,FALSE
2012,"Switzerland","Services of curative care","Bed-days","Number",9317440,FALSE
2012,"Switzerland","In-patient care","Discharges","Number",1330384,FALSE
2012,"Switzerland","In-patient care","In-patient average length of stay (in days)","Number",8.66,FALSE
2012,"Switzerland","In-patient care","Bed-days","Number",1330384,TRUE
2012,"United Kingdom","Services of curative care","Discharges","Number",8088069.08,FALSE
2012,"United Kingdom","Services of curative care","In-patient average length of stay (in days)","Number",6.01,FALSE
2012,"United Kingdom","Services of curative care","Bed-days","Number",48421552.63,TRUE
2012,"United Kingdom","In-patient care","Discharges","Number",8513950,FALSE
2012,"United Kingdom","In-patient care","In-patient average length of stay (in days)","Number",7.24,FALSE
2012,"United Kingdom","In-patient care","Bed-days","Number",8487740,TRUE
2012,"Montenegro","Services of curative care","Discharges","Number",1822346,TRUE
2012,"Montenegro","Services of curative care","In-patient average length of stay (in days)","Number",7,TRUE
2012,"Montenegro","Services of curative care","Bed-days","Number",12168465,TRUE
2012,"Montenegro","In-patient care","Discharges","Number",72263,FALSE
2012,"Montenegro","In-patient care","In-patient average length of stay (in days)","Number",7.88,FALSE
2012,"Montenegro","In-patient care","Bed-days","Number",72263,TRUE
2012,"North Macedonia","Services of curative care","Discharges","Number",200460,FALSE
2012,"North Macedonia","Services of curative care","In-patient average length of stay (in days)","Number",5.94,FALSE
2012,"North Macedonia","Services of curative care","Bed-days","Number",12708241,TRUE
2012,"North Macedonia","In-patient care","Discharges","Number",79097605,TRUE
2012,"North Macedonia","In-patient care","In-patient average length of stay (in days)","Number",7.88,TRUE
2012,"North Macedonia","In-patient care","Bed-days","Number",79097605,TRUE
2012,"Albania","Services of curative care","Discharges","Number",1974563,TRUE
2012,"Albania","Services of curative care","In-patient average length of stay (in days)","Number",7,TRUE
2012,"Albania","Services of curative care","Bed-days","Number",12708241,TRUE
2012,"Albania","In-patient care","Discharges","Number",247331,FALSE
2012,"Albania","In-patient care","In-patient average length of stay (in days)","Number",6.1,FALSE
2012,"Albania","In-patient care","Bed-days","Number",239049,TRUE
2012,"Serbia","Services of curative care","Discharges","Number",1022850,FALSE
2012,"Serbia","Services of curative care","In-patient average length of stay (in days)","Number",8,FALSE
2012,"Serbia","Services of curative care","Bed-days","Number",8188628,FALSE
2012,"Serbia","In-patient care","Discharges","Number",1126382,FALSE
2012,"Serbia","In-patient care","In-patient average length of stay (in days)","Number",8.8,FALSE
2012,"Serbia","In-patient care","Bed-days","Number",1126382,TRUE
2012,"Turkey","Services of curative care","Discharges","Number",11819345,FALSE
2012,"Turkey","Services of curative care","In-patient average length of stay (in days)","Number",3.94,FALSE
2012,"Turkey","Services of curative care","Bed-days","Number",46532066,FALSE
2012,"Turkey","In-patient care","Discharges","Number",11849456,FALSE
2012,"Turkey","In-patient care","In-patient average length of stay (in days)","Number",3.97,FALSE
2012,"Turkey","In-patient care","Bed-days","Number",11849456,TRUE
2013,"European Union - 27 countries (from 2020)","Services of curative care","Discharges","Number",1974085,TRUE
2013,"European Union - 27 countries (from 2020)","Services of curative care","In-patient average length of stay (in days)","Number",6.9,TRUE
2013,"European Union - 27 countries (from 2020)","Services of curative care","Bed-days","Number",12559888,TRUE
2013,"European Union - 27 countries (from 2020)","In-patient care","Discharges","Number",79225340,FALSE
2013,"European Union - 27 countries (from 2020)","In-patient care","In-patient average length of stay (in days)","Number",7.79,TRUE
2013,"European Union - 27 countries (from 2020)","In-patient care","Bed-days","Number",79225340,TRUE
2013,"European Union - 28 countries (2013-2020)","Services of curative care","Discharges","Number",1974085,TRUE
2013,"European Union - 28 countries (2013-2020)","Services of curative care","In-patient average length of stay (in days)","Number",6.9,TRUE
2013,"European Union - 28 countries (2013-2020)","Services of curative care","Bed-days","Number",12559888,TRUE
2013,"European Union - 28 countries (2013-2020)","In-patient care","Discharges","Number",87724900,FALSE
2013,"European Union - 28 countries (2013-2020)","In-patient care","In-patient average length of stay (in days)","Number",7.79,TRUE
2013,"European Union - 28 countries (2013-2020)","In-patient care","Bed-days","Number",87724900,TRUE
2013,"Belgium","Services of curative care","Discharges","Number",1819402,FALSE
2013,"Belgium","Services of curative care","In-patient average length of stay (in days)","Number",6.9,FALSE
2013,"Belgium","Services of curative care","Bed-days","Number",12559888,FALSE
2013,"Belgium","In-patient care","Discharges","Number",1846151,FALSE
2013,"Belgium","In-patient care","In-patient average length of stay (in days)","Number",7.79,FALSE
2013,"Belgium","In-patient care","Bed-days","Number",1846151,TRUE
2013,"Bulgaria","Services of curative care","Discharges","Number",2114108,TRUE
2013,"Bulgaria","Services of curative care","In-patient average length of stay (in days)","Number",6.04,TRUE
2013,"Bulgaria","Services of curative care","Bed-days","Number",12559888,TRUE
2013,"Bulgaria","In-patient care","Discharges","Number",2224520,FALSE
2013,"Bulgaria","In-patient care","In-patient average length of stay (in days)","Number",5.6,FALSE
2013,"Bulgaria","In-patient care","Bed-days","Number",2041507,TRUE
2013,"Czechia","Services of curative care","Discharges","Number",1974085,FALSE
2013,"Czechia","Services of curative care","In-patient average length of stay (in days)","Number",6.04,FALSE
2013,"Czechia","Services of curative care","Bed-days","Number",11931792,FALSE
2013,"Czechia","In-patient care","Discharges","Number",2142523,FALSE
2013,"Czechia","In-patient care","In-patient average length of stay (in days)","Number",9.38,FALSE
2013,"Czechia","In-patient care","Bed-days","Number",2142523,TRUE
2013,"Denmark","Services of curative care","Discharges","Number",1819402,TRUE
2013,"Denmark","Services of curative care","In-patient average length of stay (in days)","Number",6.04,TRUE
2013,"Denmark","Services of curative care","Bed-days","Number",12559888,TRUE
2013,"Denmark","In-patient care","Discharges","Number",851976,FALSE
2013,"Denmark","In-patient care","In-patient average length of stay (in days)","Number",5.62,FALSE
2013,"Denmark","In-patient care","Bed-days","Number",851976,TRUE
2013,"Germany (until 1990 former territory of the FRG)","Services of curative care","Discharges","Number",18703261,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Services of curative care","In-patient average length of stay (in days)","Number",7.7,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Services of curative care","Bed-days","Number",144939299,FALSE
2013,"Germany (until 1990 former territory of the FRG)","In-patient care","Discharges","Number",20342322,FALSE
2013,"Germany (until 1990 former territory of the FRG)","In-patient care","In-patient average length of stay (in days)","Number",9.1,FALSE
2013,"Germany (until 1990 former territory of the FRG)","In-patient care","Bed-days","Number",20342322,TRUE
2013,"Estonia","Services of curative care","Discharges","Number",212014,FALSE
2013,"Estonia","Services of curative care","In-patient average length of stay (in days)","Number",6,FALSE
2013,"Estonia","Services of curative care","Bed-days","Number",1269102,FALSE
2013,"Estonia","In-patient care","Discharges","Number",233560,FALSE
2013,"Estonia","In-patient care","In-patient average length of stay (in days)","Number",7.5,FALSE
2013,"Estonia","In-patient care","Bed-days","Number",233560,TRUE
2013,"Ireland","Services of curative care","Discharges","Number",641736,FALSE
2013,"Ireland","Services of curative care","In-patient average length of stay (in days)","Number",5.7,FALSE
2013,"Ireland","Services of curative care","Bed-days","Number",3650712,FALSE
2013,"Ireland","In-patient care","Discharges","Number",649105,FALSE
2013,"Ireland","In-patient care","In-patient average length of stay (in days)","Number",6,FALSE
2013,"Ireland","In-patient care","Bed-days","Number",649105,TRUE
2013,"Greece","Services of curative care","Discharges","Number",1576551,FALSE
2013,"Greece","Services of curative care","In-patient average length of stay (in days)","Number",5.6,FALSE
2013,"Greece","Services of curative care","Bed-days","Number",12559888,TRUE
2013,"Greece","In-patient care","Discharges","Number",1597333,FALSE
2013,"Greece","In-patient care","In-patient average length of stay (in days)","Number",7.5,FALSE
2013,"Greece","In-patient care","Bed-days","Number",1597333,TRUE
2013,"Spain","Services of curative care","Discharges","Number",5116261,FALSE
2013,"Spain","Services of curative care","In-patient average length of stay (in days)","Number",6.13,FALSE
2013,"Spain","Services of curative care","Bed-days","Number",31383503,FALSE
2013,"Spain","In-patient care","Discharges","Number",5145075,FALSE
2013,"Spain","In-patient care","In-patient average length of stay (in days)","Number",7.57,FALSE
2013,"Spain","In-patient care","Bed-days","Number",5145075,TRUE
2013,"France","Services of curative care","Discharges","Number",11054242,FALSE
2013,"France","Services of curative care","In-patient average length of stay (in days)","Number",5.65,FALSE
2013,"France","Services of curative care","Bed-days","Number",62447906,FALSE
2013,"France","In-patient care","Discharges","Number",12736700,FALSE
2013,"France","In-patient care","In-patient average length of stay (in days)","Number",8.93,FALSE
2013,"France","In-patient care","Bed-days","Number",12736700,TRUE
2013,"Croatia","Services of curative care","Discharges","Number",666955,FALSE
2013,"Croatia","Services of curative care","In-patient average length of stay (in days)","Number",6.8,FALSE
2013,"Croatia","Services of curative care","Bed-days","Number",4537276,FALSE
2013,"Croatia","In-patient care","Discharges","Number",739957,FALSE
2013,"Croatia","In-patient care","In-patient average length of stay (in days)","Number",8.9,FALSE
2013,"Croatia","In-patient care","Bed-days","Number",739957,TRUE
2013,"Italy","Services of curative care","Discharges","Number",6635024,FALSE
2013,"Italy","Services of curative care","In-patient average length of stay (in days)","Number",6.75,FALSE
2013,"Italy","Services of curative care","Bed-days","Number",44802968,FALSE
2013,"Italy","In-patient care","Discharges","Number",7455020,FALSE
2013,"Italy","In-patient care","In-patient average length of stay (in days)","Number",7.68,FALSE
2013,"Italy","In-patient care","Bed-days","Number",7455020,TRUE
2013,"Cyprus","Services of curative care","Discharges","Number",67174,FALSE
2013,"Cyprus","Services of curative care","In-patient average length of stay (in days)","Number",5.7,FALSE
2013,"Cyprus","Services of curative care","Bed-days","Number",380101,FALSE
2013,"Cyprus","In-patient care","Discharges","Number",67556,FALSE
2013,"Cyprus","In-patient care","In-patient average length of stay (in days)","Number",6.1,FALSE
2013,"Cyprus","In-patient care","Bed-days","Number",67556,TRUE
2013,"Latvia","Services of curative care","Discharges","Number",300933,FALSE
2013,"Latvia","Services of curative care","In-patient average length of stay (in days)","Number",5.82,FALSE
2013,"Latvia","Services of curative care","Bed-days","Number",1751705,FALSE
2013,"Latvia","In-patient care","Discharges","Number",377307,FALSE
2013,"Latvia","In-patient care","In-patient average length of stay (in days)","Number",8.29,FALSE
2013,"Latvia","In-patient care","Bed-days","Number",377307,TRUE
2013,"Lithuania","Services of curative care","Discharges","Number",668899,FALSE
2013,"Lithuania","Services of curative care","In-patient average length of stay (in days)","Number",6.88,FALSE
2013,"Lithuania","Services of curative care","Bed-days","Number",4602220,FALSE
2013,"Lithuania","In-patient care","Discharges","Number",685663,FALSE
2013,"Lithuania","In-patient care","In-patient average length of stay (in days)","Number",7.95,FALSE
2013,"Lithuania","In-patient care","Bed-days","Number",685663,TRUE
2013,"Luxembourg","Services of curative care","Discharges","Number",77813,FALSE
2013,"Luxembourg","Services of curative care","In-patient average length of stay (in days)","Number",7.33,FALSE
2013,"Luxembourg","Services of curative care","Bed-days","Number",570147,FALSE
2013,"Luxembourg","In-patient care","Discharges","Number",79997,FALSE
2013,"Luxembourg","In-patient care","In-patient average length of stay (in days)","Number",8.99,FALSE
2013,"Luxembourg","In-patient care","Bed-days","Number",79997,TRUE
2013,"Hungary","Services of curative care","Discharges","Number",1730479,FALSE
2013,"Hungary","Services of curative care","In-patient average length of stay (in days)","Number",5.71,FALSE
2013,"Hungary","Services of curative care","Bed-days","Number",9883219,FALSE
2013,"Hungary","In-patient care","Discharges","Number",1999137,FALSE
2013,"Hungary","In-patient care","In-patient average length of stay (in days)","Number",9.41,FALSE
2013,"Hungary","In-patient care","Bed-days","Number",1999137,TRUE
2013,"Malta","Services of curative care","Discharges","Number",60050,FALSE
2013,"Malta","Services of curative care","In-patient average length of stay (in days)","Number",5.29,FALSE
2013,"Malta","Services of curative care","Bed-days","Number",317950,FALSE
2013,"Malta","In-patient care","Discharges","Number",63137,FALSE
2013,"Malta","In-patient care","In-patient average length of stay (in days)","Number",8.58,FALSE
2013,"Malta","In-patient care","Bed-days","Number",63137,TRUE
2013,"Netherlands","Services of curative care","Discharges","Number",1729144,TRUE
2013,"Netherlands","Services of curative care","In-patient average length of stay (in days)","Number",6.7,FALSE
2013,"Netherlands","Services of curative care","Bed-days","Number",8515399,TRUE
2013,"Netherlands","In-patient care","Discharges","Number",79225340,TRUE
2013,"Netherlands","In-patient care","In-patient average length of stay (in days)","Number",7.79,TRUE
2013,"Netherlands","In-patient care","Bed-days","Number",8515399,TRUE
2013,"Austria","Services of curative care","Discharges","Number",2106981,FALSE
2013,"Austria","Services of curative care","In-patient average length of stay (in days)","Number",6.5,FALSE
2013,"Austria","Services of curative care","Bed-days","Number",13696184,FALSE
2013,"Austria","In-patient care","Discharges","Number",2251959,FALSE
2013,"Austria","In-patient care","In-patient average length of stay (in days)","Number",8.1,FALSE
2013,"Austria","In-patient care","Bed-days","Number",2251959,TRUE
2013,"Poland","Services of curative care","Discharges","Number",6245639,FALSE
2013,"Poland","Services of curative care","In-patient average length of stay (in days)","Number",6.7,FALSE
2013,"Poland","Services of curative care","Bed-days","Number",41585404,FALSE
2013,"Poland","In-patient care","Discharges","Number",6352351,FALSE
2013,"Poland","In-patient care","In-patient average length of stay (in days)","Number",7,FALSE
2013,"Poland","In-patient care","Bed-days","Number",6352351,TRUE
2013,"Portugal","Services of curative care","Discharges","Number",1134258,FALSE
2013,"Portugal","Services of curative care","In-patient average length of stay (in days)","Number",8.84,FALSE
2013,"Portugal","Services of curative care","Bed-days","Number",10021300,FALSE
2013,"Portugal","In-patient care","Discharges","Number",1137408,FALSE
2013,"Portugal","In-patient care","In-patient average length of stay (in days)","Number",8.9,FALSE
2013,"Portugal","In-patient care","Bed-days","Number",1137408,TRUE
2013,"Romania","Services of curative care","Discharges","Number",4092677,FALSE
2013,"Romania","Services of curative care","In-patient average length of stay (in days)","Number",6.3,FALSE
2013,"Romania","Services of curative care","Bed-days","Number",25770995,FALSE
2013,"Romania","In-patient care","Discharges","Number",4449797,FALSE
2013,"Romania","In-patient care","In-patient average length of stay (in days)","Number",7.35,FALSE
2013,"Romania","In-patient care","Bed-days","Number",4449797,TRUE
2013,"Slovenia","Services of curative care","Discharges","Number",339392,FALSE
2013,"Slovenia","Services of curative care","In-patient average length of stay (in days)","Number",6.6,FALSE
2013,"Slovenia","Services of curative care","Bed-days","Number",2240546,FALSE
2013,"Slovenia","In-patient care","Discharges","Number",373899,FALSE
2013,"Slovenia","In-patient care","In-patient average length of stay (in days)","Number",6.8,FALSE
2013,"Slovenia","In-patient care","Bed-days","Number",373899,TRUE
2013,"Slovakia","Services of curative care","Discharges","Number",892072,FALSE
2013,"Slovakia","Services of curative care","In-patient average length of stay (in days)","Number",6.2,FALSE
2013,"Slovakia","Services of curative care","Bed-days","Number",5459238,FALSE
2013,"Slovakia","In-patient care","Discharges","Number",1029301,TRUE
2013,"Slovakia","In-patient care","In-patient average length of stay (in days)","Number",7.7,TRUE
2013,"Slovakia","In-patient care","Bed-days","Number",5459238,TRUE
2013,"Finland","Services of curative care","Discharges","Number",896617,FALSE
2013,"Finland","Services of curative care","In-patient average length of stay (in days)","Number",6.8,FALSE
2013,"Finland","Services of curative care","Bed-days","Number",6077461,FALSE
2013,"Finland","In-patient care","Discharges","Number",921730,FALSE
2013,"Finland","In-patient care","In-patient average length of stay (in days)","Number",10.8,FALSE
2013,"Finland","In-patient care","Bed-days","Number",921730,TRUE
2013,"Sweden","Services of curative care","Discharges","Number",1486376,FALSE
2013,"Sweden","Services of curative care","In-patient average length of stay (in days)","Number",5.59,FALSE
2013,"Sweden","Services of curative care","Bed-days","Number",12559888,TRUE
2013,"Sweden","In-patient care","Discharges","Number",1536856,FALSE
2013,"Sweden","In-patient care","In-patient average length of stay (in days)","Number",5.81,FALSE
2013,"Sweden","In-patient care","Bed-days","Number",1536856,TRUE
2013,"Iceland","Services of curative care","Discharges","Number",39133,FALSE
2013,"Iceland","Services of curative care","In-patient average length of stay (in days)","Number",5.6,FALSE
2013,"Iceland","Services of curative care","Bed-days","Number",219155,FALSE
2013,"Iceland","In-patient care","Discharges","Number",40016,FALSE
2013,"Iceland","In-patient care","In-patient average length of stay (in days)","Number",5.91,FALSE
2013,"Iceland","In-patient care","Bed-days","Number",40016,TRUE
2013,"Liechtenstein","Services of curative care","Discharges","Number",2632,FALSE
2013,"Liechtenstein","Services of curative care","In-patient average length of stay (in days)","Number",6.12,FALSE
2013,"Liechtenstein","Services of curative care","Bed-days","Number",16120,FALSE
2013,"Liechtenstein","In-patient care","Discharges","Number",2636,FALSE
2013,"Liechtenstein","In-patient care","In-patient average length of stay (in days)","Number",6.14,FALSE
2013,"Liechtenstein","In-patient care","Bed-days","Number",2636,TRUE
2013,"Norway","Services of curative care","Discharges","Number",952121,FALSE
2013,"Norway","Services of curative care","In-patient average length of stay (in days)","Number",5.5,FALSE
2013,"Norway","Services of curative care","Bed-days","Number",12559888,TRUE
2013,"Norway","In-patient care","Discharges","Number",982326,FALSE
2013,"Norway","In-patient care","In-patient average length of stay (in days)","Number",6.1,FALSE
2013,"Norway","In-patient care","Bed-days","Number",980472,TRUE
2013,"Switzerland","Services of curative care","Discharges","Number",1254310,FALSE
2013,"Switzerland","Services of curative care","In-patient average length of stay (in days)","Number",7.45,FALSE
2013,"Switzerland","Services of curative care","Bed-days","Number",9340431,FALSE
2013,"Switzerland","In-patient care","Discharges","Number",1350811,FALSE
2013,"Switzerland","In-patient care","In-patient average length of stay (in days)","Number",8.61,FALSE
2013,"Switzerland","In-patient care","Bed-days","Number",1350811,TRUE
2013,"United Kingdom","Services of curative care","Discharges","Number",8075653.04,FALSE
2013,"United Kingdom","Services of curative care","In-patient average length of stay (in days)","Number",5.98,FALSE
2013,"United Kingdom","Services of curative care","Bed-days","Number",48421552.63,TRUE
2013,"United Kingdom","In-patient care","Discharges","Number",8499560,FALSE
