"TIME","GEO","UNIT","SOURCE","ICD10","Value","Value_imp"
2012,"Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.66,TRUE
2012,"Spain","Percentage","Programme data","Malignant neoplasm of breast",62.7,TRUE
2012,"Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",64.2,TRUE
2012,"France","Percentage","Survey data","Malignant neoplasm of breast",75,TRUE
2012,"France","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,FALSE
2012,"France","Percentage","Programme data","Malignant neoplasm of breast",53.3,FALSE
2012,"France","Percentage","Programme data","Malignant neoplasm of cervix uteri",59,TRUE
2012,"Croatia","Percentage","Survey data","Malignant neoplasm of breast",67.4,TRUE
2012,"Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri",77,TRUE
2012,"Croatia","Percentage","Programme data","Malignant neoplasm of breast",60,FALSE
2012,"Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",64.2,TRUE
2012,"Italy","Percentage","Survey data","Malignant neoplasm of breast",70,FALSE
2012,"Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri",77,FALSE
2012,"Italy","Percentage","Programme data","Malignant neoplasm of breast",57.5,FALSE
2012,"Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri",41,FALSE
2012,"Cyprus","Percentage","Survey data","Malignant neoplasm of breast",70,TRUE
2012,"Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Cyprus","Percentage","Programme data","Malignant neoplasm of breast",31.28,FALSE
2012,"Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",64.2,TRUE
2012,"Latvia","Percentage","Survey data","Malignant neoplasm of breast",70,TRUE
2012,"Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Latvia","Percentage","Programme data","Malignant neoplasm of breast",32.7,FALSE
2012,"Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri",26.7,FALSE
2012,"Lithuania","Percentage","Survey data","Malignant neoplasm of breast",70,TRUE
2012,"Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Lithuania","Percentage","Programme data","Malignant neoplasm of breast",37.5,FALSE
2012,"Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri",43.8,FALSE
2012,"Luxembourg","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2012,"Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri",77,TRUE
2012,"Luxembourg","Percentage","Programme data","Malignant neoplasm of breast",64.7,FALSE
2012,"Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri",67.75,TRUE
2012,"Hungary","Percentage","Survey data","Malignant neoplasm of breast",70,TRUE
2012,"Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Hungary","Percentage","Programme data","Malignant neoplasm of breast",44.27,FALSE
2012,"Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri",37.53,FALSE
2012,"Malta","Percentage","Survey data","Malignant neoplasm of breast",70,TRUE
2012,"Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Malta","Percentage","Programme data","Malignant neoplasm of breast",53.5,FALSE
2012,"Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri",24,TRUE
2012,"Netherlands","Percentage","Survey data","Malignant neoplasm of breast",87.3,FALSE
2012,"Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri",64.9,FALSE
2012,"Netherlands","Percentage","Programme data","Malignant neoplasm of breast",80.3,FALSE
2012,"Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri",65.2,FALSE
2012,"Austria","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2012,"Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Austria","Percentage","Programme data","Malignant neoplasm of breast",62.7,TRUE
2012,"Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",64.2,TRUE
2012,"Poland","Percentage","Survey data","Malignant neoplasm of breast",70,TRUE
2012,"Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Poland","Percentage","Programme data","Malignant neoplasm of breast",62.7,TRUE
2012,"Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",64.2,TRUE
2012,"Portugal","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2012,"Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Portugal","Percentage","Programme data","Malignant neoplasm of breast",62.7,TRUE
2012,"Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",64.2,TRUE
2012,"Romania","Percentage","Survey data","Malignant neoplasm of breast",70,TRUE
2012,"Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Romania","Percentage","Programme data","Malignant neoplasm of breast",0.2,TRUE
2012,"Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri",1.2,FALSE
2012,"Slovenia","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2012,"Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Slovenia","Percentage","Programme data","Malignant neoplasm of breast",69.8,FALSE
2012,"Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri",71.3,FALSE
2012,"Slovakia","Percentage","Survey data","Malignant neoplasm of breast",70,TRUE
2012,"Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Slovakia","Percentage","Programme data","Malignant neoplasm of breast",31.64,FALSE
2012,"Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri",47.45,FALSE
2012,"Finland","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2012,"Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Finland","Percentage","Programme data","Malignant neoplasm of breast",83,FALSE
2012,"Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri",67.4,FALSE
2012,"Sweden","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2012,"Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Sweden","Percentage","Programme data","Malignant neoplasm of breast",62.7,TRUE
2012,"Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri",79.7,FALSE
2012,"Iceland","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2012,"Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Iceland","Percentage","Programme data","Malignant neoplasm of breast",59,FALSE
2012,"Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri",64,FALSE
2012,"Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast",37,FALSE
2012,"Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri",50.3,FALSE
2012,"Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast",30.5,TRUE
2012,"Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri",30.54,TRUE
2012,"Norway","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2012,"Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Norway","Percentage","Programme data","Malignant neoplasm of breast",73.1,FALSE
2012,"Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri",75.9,FALSE
2012,"Switzerland","Percentage","Survey data","Malignant neoplasm of breast",47.4,FALSE
2012,"Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.6,FALSE
2012,"Switzerland","Percentage","Programme data","Malignant neoplasm of breast",62.7,TRUE
2012,"Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",64.2,TRUE
2012,"United Kingdom","Percentage","Survey data","Malignant neoplasm of breast",70,TRUE
2012,"United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"United Kingdom","Percentage","Programme data","Malignant neoplasm of breast",76.73,FALSE
2012,"United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri",78.67,FALSE
2012,"Montenegro","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2012,"Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Montenegro","Percentage","Programme data","Malignant neoplasm of breast",54.9,TRUE
2012,"Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri",59.71,TRUE
2012,"North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2012,"North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",62.7,TRUE
2012,"North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",14.6,TRUE
2012,"Serbia","Percentage","Survey data","Malignant neoplasm of breast",70,TRUE
2012,"Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2012,"Serbia","Percentage","Programme data","Malignant neoplasm of breast",7.6,TRUE
2012,"Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri",6,TRUE
2012,"Turkey","Percentage","Survey data","Malignant neoplasm of breast",28.1,TRUE
2012,"Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri",26.3,TRUE
2012,"Turkey","Percentage","Programme data","Malignant neoplasm of breast",30.82,TRUE
2012,"Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri",40.01,FALSE
2013,"Belgium","Percentage","Survey data","Malignant neoplasm of breast",75.5,FALSE
2013,"Belgium","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,FALSE
2013,"Belgium","Percentage","Programme data","Malignant neoplasm of breast",62.3,FALSE
2013,"Belgium","Percentage","Programme data","Malignant neoplasm of cervix uteri",59.66,FALSE
2013,"Bulgaria","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"Bulgaria","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Bulgaria","Percentage","Programme data","Malignant neoplasm of breast",20.55,TRUE
2013,"Bulgaria","Percentage","Programme data","Malignant neoplasm of cervix uteri",13.35,TRUE
2013,"Czechia","Percentage","Survey data","Malignant neoplasm of breast",75.5,TRUE
2013,"Czechia","Percentage","Survey data","Malignant neoplasm of cervix uteri",74.72,TRUE
2013,"Czechia","Percentage","Programme data","Malignant neoplasm of breast",58,FALSE
2013,"Czechia","Percentage","Programme data","Malignant neoplasm of cervix uteri",74.72,FALSE
2013,"Denmark","Percentage","Survey data","Malignant neoplasm of breast",75,TRUE
2013,"Denmark","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Denmark","Percentage","Programme data","Malignant neoplasm of breast",83,TRUE
2013,"Denmark","Percentage","Programme data","Malignant neoplasm of cervix uteri",66.2,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of breast",73.5,TRUE
2013,"Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of cervix uteri",77,TRUE
2013,"Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of breast",56.6,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of cervix uteri",66.2,TRUE
2013,"Estonia","Percentage","Survey data","Malignant neoplasm of breast",53.4,TRUE
2013,"Estonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",57.7,TRUE
2013,"Estonia","Percentage","Programme data","Malignant neoplasm of breast",53.4,FALSE
2013,"Estonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",49.2,FALSE
2013,"Ireland","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2013,"Ireland","Percentage","Survey data","Malignant neoplasm of cervix uteri",74.7,TRUE
2013,"Ireland","Percentage","Programme data","Malignant neoplasm of breast",70.2,FALSE
2013,"Ireland","Percentage","Programme data","Malignant neoplasm of cervix uteri",74.7,FALSE
2013,"Greece","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"Greece","Percentage","Survey data","Malignant neoplasm of cervix uteri",75.52,TRUE
2013,"Greece","Percentage","Programme data","Malignant neoplasm of breast",58,TRUE
2013,"Greece","Percentage","Programme data","Malignant neoplasm of cervix uteri",66.2,TRUE
2013,"Spain","Percentage","Survey data","Malignant neoplasm of breast",79.8,TRUE
2013,"Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.66,TRUE
2013,"Spain","Percentage","Programme data","Malignant neoplasm of breast",58,TRUE
2013,"Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",66.2,TRUE
2013,"France","Percentage","Survey data","Malignant neoplasm of breast",75.4,TRUE
2013,"France","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2013,"France","Percentage","Programme data","Malignant neoplasm of breast",52.1,FALSE
2013,"France","Percentage","Programme data","Malignant neoplasm of cervix uteri",59,TRUE
2013,"Croatia","Percentage","Survey data","Malignant neoplasm of breast",67.4,TRUE
2013,"Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri",77,TRUE
2013,"Croatia","Percentage","Programme data","Malignant neoplasm of breast",60,FALSE
2013,"Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",66.2,TRUE
2013,"Italy","Percentage","Survey data","Malignant neoplasm of breast",70.2,FALSE
2013,"Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri",77,FALSE
2013,"Italy","Percentage","Programme data","Malignant neoplasm of breast",62.2,FALSE
2013,"Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri",41.5,FALSE
2013,"Cyprus","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Cyprus","Percentage","Programme data","Malignant neoplasm of breast",31.72,FALSE
2013,"Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",66.2,TRUE
2013,"Latvia","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Latvia","Percentage","Programme data","Malignant neoplasm of breast",34.2,FALSE
2013,"Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri",27.4,FALSE
2013,"Lithuania","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Lithuania","Percentage","Programme data","Malignant neoplasm of breast",38.4,FALSE
2013,"Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri",45.6,FALSE
2013,"Luxembourg","Percentage","Survey data","Malignant neoplasm of breast",75.5,TRUE
2013,"Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri",77,TRUE
2013,"Luxembourg","Percentage","Programme data","Malignant neoplasm of breast",56.6,FALSE
2013,"Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri",50.8,FALSE
2013,"Hungary","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Hungary","Percentage","Programme data","Malignant neoplasm of breast",43.19,FALSE
2013,"Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri",36.6,FALSE
2013,"Malta","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Malta","Percentage","Programme data","Malignant neoplasm of breast",53.9,FALSE
2013,"Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri",24,TRUE
2013,"Netherlands","Percentage","Survey data","Malignant neoplasm of breast",85.3,FALSE
2013,"Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri",65.1,FALSE
2013,"Netherlands","Percentage","Programme data","Malignant neoplasm of breast",80.1,FALSE
2013,"Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri",66.2,FALSE
2013,"Austria","Percentage","Survey data","Malignant neoplasm of breast",72.7,TRUE
2013,"Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Austria","Percentage","Programme data","Malignant neoplasm of breast",58,TRUE
2013,"Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",66.2,TRUE
2013,"Poland","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",71.7,TRUE
2013,"Poland","Percentage","Programme data","Malignant neoplasm of breast",58,TRUE
2013,"Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",66.2,TRUE
2013,"Portugal","Percentage","Survey data","Malignant neoplasm of breast",75.5,TRUE
2013,"Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",70.7,TRUE
2013,"Portugal","Percentage","Programme data","Malignant neoplasm of breast",58,TRUE
2013,"Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",66.2,TRUE
2013,"Romania","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Romania","Percentage","Programme data","Malignant neoplasm of breast",0.2,TRUE
2013,"Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri",4.1,FALSE
2013,"Slovenia","Percentage","Survey data","Malignant neoplasm of breast",72.1,TRUE
2013,"Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",70.7,TRUE
2013,"Slovenia","Percentage","Programme data","Malignant neoplasm of breast",82.6,FALSE
2013,"Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri",71.5,FALSE
2013,"Slovakia","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",69,TRUE
2013,"Slovakia","Percentage","Programme data","Malignant neoplasm of breast",30.54,FALSE
2013,"Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri",47.24,FALSE
2013,"Finland","Percentage","Survey data","Malignant neoplasm of breast",75.5,TRUE
2013,"Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Finland","Percentage","Programme data","Malignant neoplasm of breast",82.5,FALSE
2013,"Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri",70.9,FALSE
2013,"Sweden","Percentage","Survey data","Malignant neoplasm of breast",75.5,TRUE
2013,"Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Sweden","Percentage","Programme data","Malignant neoplasm of breast",58,TRUE
2013,"Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri",80.5,FALSE
2013,"Iceland","Percentage","Survey data","Malignant neoplasm of breast",75.5,TRUE
2013,"Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Iceland","Percentage","Programme data","Malignant neoplasm of breast",59,FALSE
2013,"Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri",64,FALSE
2013,"Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast",14.43,TRUE
2013,"Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri",30.54,TRUE
2013,"Norway","Percentage","Survey data","Malignant neoplasm of breast",75.5,TRUE
2013,"Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Norway","Percentage","Programme data","Malignant neoplasm of breast",74.7,FALSE
2013,"Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri",74.1,FALSE
2013,"Switzerland","Percentage","Survey data","Malignant neoplasm of breast",49,TRUE
2013,"Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.6,TRUE
2013,"Switzerland","Percentage","Programme data","Malignant neoplasm of breast",58,TRUE
2013,"Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",66.2,TRUE
2013,"United Kingdom","Percentage","Survey data","Malignant neoplasm of breast",70.2,TRUE
2013,"United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"United Kingdom","Percentage","Programme data","Malignant neoplasm of breast",75.86,FALSE
2013,"United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri",78.34,FALSE
2013,"Montenegro","Percentage","Survey data","Malignant neoplasm of breast",75.5,TRUE
2013,"Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"Montenegro","Percentage","Programme data","Malignant neoplasm of breast",58,TRUE
2013,"Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri",59.66,TRUE
2013,"North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",75.5,TRUE
2013,"North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.7,TRUE
2013,"North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",58,TRUE
2013,"North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",14.6,TRUE
2013,"Serbia","Percentage","Survey data","Malignant neoplasm of breast",22.7,FALSE
2013,"Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri",59.7,FALSE
2013,"Serbia","Percentage","Programme data","Malignant neoplasm of breast",3.3,FALSE
2013,"Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri",2.4,FALSE
2013,"Turkey","Percentage","Survey data","Malignant neoplasm of breast",28.1,TRUE
2013,"Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri",26.3,TRUE
2013,"Turkey","Percentage","Programme data","Malignant neoplasm of breast",30.17,FALSE
2013,"Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri",41.19,FALSE
2014,"Belgium","Percentage","Survey data","Malignant neoplasm of breast",67.3,TRUE
2014,"Belgium","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.1,TRUE
2014,"Belgium","Percentage","Programme data","Malignant neoplasm of breast",61.9,FALSE
2014,"Belgium","Percentage","Programme data","Malignant neoplasm of cervix uteri",54.15,FALSE
2014,"Bulgaria","Percentage","Survey data","Malignant neoplasm of breast",31.8,FALSE
2014,"Bulgaria","Percentage","Survey data","Malignant neoplasm of cervix uteri",52.2,FALSE
2014,"Bulgaria","Percentage","Programme data","Malignant neoplasm of breast",20.55,TRUE
2014,"Bulgaria","Percentage","Programme data","Malignant neoplasm of cervix uteri",13.35,TRUE
2014,"Czechia","Percentage","Survey data","Malignant neoplasm of breast",76.7,FALSE
2014,"Czechia","Percentage","Survey data","Malignant neoplasm of cervix uteri",87.2,FALSE
2014,"Czechia","Percentage","Programme data","Malignant neoplasm of breast",60.8,FALSE
2014,"Czechia","Percentage","Programme data","Malignant neoplasm of cervix uteri",75.67,FALSE
2014,"Denmark","Percentage","Survey data","Malignant neoplasm of breast",75,TRUE
2014,"Denmark","Percentage","Survey data","Malignant neoplasm of cervix uteri",66,TRUE
2014,"Denmark","Percentage","Programme data","Malignant neoplasm of breast",84.3,FALSE
2014,"Denmark","Percentage","Programme data","Malignant neoplasm of cervix uteri",66,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of breast",73.5,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of cervix uteri",80.4,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of breast",54.3,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of cervix uteri",66,TRUE
2014,"Estonia","Percentage","Survey data","Malignant neoplasm of breast",39,FALSE
2014,"Estonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",57.7,FALSE
2014,"Estonia","Percentage","Programme data","Malignant neoplasm of breast",58,FALSE
2014,"Estonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",50,FALSE
2014,"Ireland","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2014,"Ireland","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2014,"Ireland","Percentage","Programme data","Malignant neoplasm of breast",76.5,FALSE
2014,"Ireland","Percentage","Programme data","Malignant neoplasm of cervix uteri",77,FALSE
2014,"Greece","Percentage","Survey data","Malignant neoplasm of breast",59.61,FALSE
2014,"Greece","Percentage","Survey data","Malignant neoplasm of cervix uteri",75.52,FALSE
2014,"Greece","Percentage","Programme data","Malignant neoplasm of breast",61.9,TRUE
2014,"Greece","Percentage","Programme data","Malignant neoplasm of cervix uteri",66,TRUE
2014,"Spain","Percentage","Survey data","Malignant neoplasm of breast",79.8,FALSE
2014,"Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.66,FALSE
2014,"Spain","Percentage","Programme data","Malignant neoplasm of breast",61.9,TRUE
2014,"Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",66,TRUE
2014,"France","Percentage","Survey data","Malignant neoplasm of breast",75,FALSE
2014,"France","Percentage","Survey data","Malignant neoplasm of cervix uteri",75.39,FALSE
2014,"France","Percentage","Programme data","Malignant neoplasm of breast",52.5,FALSE
2014,"France","Percentage","Programme data","Malignant neoplasm of cervix uteri",58.7,FALSE
2014,"Croatia","Percentage","Survey data","Malignant neoplasm of breast",67.4,FALSE
2014,"Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri",77.1,FALSE
2014,"Croatia","Percentage","Programme data","Malignant neoplasm of breast",60,FALSE
2014,"Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",66,TRUE
2014,"Italy","Percentage","Survey data","Malignant neoplasm of breast",71,FALSE
2014,"Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri",79,FALSE
2014,"Italy","Percentage","Programme data","Malignant neoplasm of breast",57,FALSE
2014,"Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri",40.5,FALSE
2014,"Cyprus","Percentage","Survey data","Malignant neoplasm of breast",65.7,FALSE
2014,"Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri",64.64,FALSE
2014,"Cyprus","Percentage","Programme data","Malignant neoplasm of breast",33.64,FALSE
2014,"Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",66,TRUE
2014,"Latvia","Percentage","Survey data","Malignant neoplasm of breast",73.5,TRUE
2014,"Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",80.4,TRUE
2014,"Latvia","Percentage","Programme data","Malignant neoplasm of breast",35.9,FALSE
2014,"Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri",27.8,FALSE
2014,"Lithuania","Percentage","Survey data","Malignant neoplasm of breast",46.5,FALSE
2014,"Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri",53,FALSE
2014,"Lithuania","Percentage","Programme data","Malignant neoplasm of breast",40.8,FALSE
2014,"Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri",46.7,FALSE
2014,"Luxembourg","Percentage","Survey data","Malignant neoplasm of breast",81.02,FALSE
2014,"Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri",83.6,FALSE
2014,"Luxembourg","Percentage","Programme data","Malignant neoplasm of breast",61,FALSE
2014,"Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri",67.75,FALSE
2014,"Hungary","Percentage","Survey data","Malignant neoplasm of breast",64.9,FALSE
2014,"Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",59.6,FALSE
2014,"Hungary","Percentage","Programme data","Malignant neoplasm of breast",42.08,FALSE
2014,"Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri",35.63,FALSE
2014,"Malta","Percentage","Survey data","Malignant neoplasm of breast",68,FALSE
