"TIME","GEO","UNIT","ICHA11_HF","Value","Value_imp"
2011,"Cyprus","Million euro","Government schemes",601.79,FALSE
2011,"Cyprus","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",9.2,FALSE
2011,"Cyprus","Million euro","Social health insurance schemes",9.2,FALSE
2011,"Latvia","Million euro","All financing schemes",939.05,TRUE
2011,"Latvia","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2011,"Latvia","Million euro","Government schemes",770.23,TRUE
2011,"Latvia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2011,"Latvia","Million euro","Social health insurance schemes",0,TRUE
2011,"Lithuania","Million euro","All financing schemes",898.48,TRUE
2011,"Lithuania","Million euro","Government schemes and compulsory contributory health care financing schemes",610.98,TRUE
2011,"Lithuania","Million euro","Government schemes",196.68,FALSE
2011,"Lithuania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2011,"Lithuania","Million euro","Social health insurance schemes",0,TRUE
2011,"Luxembourg","Million euro","All financing schemes",898.48,TRUE
2011,"Luxembourg","Million euro","Government schemes and compulsory contributory health care financing schemes",610.98,TRUE
2011,"Luxembourg","Million euro","Government schemes",177.33,FALSE
2011,"Luxembourg","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2011,"Luxembourg","Million euro","Social health insurance schemes",0,TRUE
2011,"Hungary","Million euro","All financing schemes",898.48,TRUE
2011,"Hungary","Million euro","Government schemes and compulsory contributory health care financing schemes",614.77,TRUE
2011,"Hungary","Million euro","Government schemes",614.77,FALSE
2011,"Hungary","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2011,"Hungary","Million euro","Social health insurance schemes",0,TRUE
2011,"Malta","Million euro","All financing schemes",889.47,TRUE
2011,"Malta","Million euro","Government schemes and compulsory contributory health care financing schemes",538.74,TRUE
2011,"Malta","Million euro","Government schemes",538.74,TRUE
2011,"Malta","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2011,"Malta","Million euro","Social health insurance schemes",0,TRUE
2011,"Netherlands","Million euro","All financing schemes",939.05,TRUE
2011,"Netherlands","Million euro","Government schemes and compulsory contributory health care financing schemes",719.29,TRUE
2011,"Netherlands","Million euro","Government schemes",456.59,TRUE
2011,"Netherlands","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2011,"Netherlands","Million euro","Social health insurance schemes",0,TRUE
2011,"Austria","Million euro","All financing schemes",939.05,TRUE
2011,"Austria","Million euro","Government schemes and compulsory contributory health care financing schemes",719.29,TRUE
2011,"Austria","Million euro","Government schemes",456.59,TRUE
2011,"Austria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2011,"Austria","Million euro","Social health insurance schemes",0,TRUE
2011,"Poland","Million euro","All financing schemes",939.05,TRUE
2011,"Poland","Million euro","Government schemes and compulsory contributory health care financing schemes",719.29,TRUE
2011,"Poland","Million euro","Government schemes",456.59,TRUE
2011,"Poland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2011,"Poland","Million euro","Social health insurance schemes",0,TRUE
2011,"Portugal","Million euro","All financing schemes",179.69,TRUE
2011,"Portugal","Million euro","Government schemes and compulsory contributory health care financing schemes",610.98,TRUE
2011,"Portugal","Million euro","Government schemes",456.59,TRUE
2011,"Portugal","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",179.69,FALSE
2011,"Portugal","Million euro","Social health insurance schemes",179.69,FALSE
2011,"Romania","Million euro","All financing schemes",898.48,TRUE
2011,"Romania","Million euro","Government schemes and compulsory contributory health care financing schemes",610.98,TRUE
2011,"Romania","Million euro","Government schemes",608.41,FALSE
2011,"Romania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2011,"Romania","Million euro","Social health insurance schemes",0,TRUE
2011,"Slovenia","Million euro","All financing schemes",939.05,TRUE
2011,"Slovenia","Million euro","Government schemes and compulsory contributory health care financing schemes",719.29,TRUE
2011,"Slovenia","Million euro","Government schemes",118.98,TRUE
2011,"Slovenia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2011,"Slovenia","Million euro","Social health insurance schemes",0,TRUE
2011,"Slovakia","Million euro","All financing schemes",898.48,TRUE
2011,"Slovakia","Million euro","Government schemes and compulsory contributory health care financing schemes",719.29,TRUE
2011,"Slovakia","Million euro","Government schemes",371.58,TRUE
2011,"Slovakia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2011,"Slovakia","Million euro","Social health insurance schemes",0,TRUE
2011,"Finland","Million euro","All financing schemes",939.05,TRUE
2011,"Finland","Million euro","Government schemes and compulsory contributory health care financing schemes",719.29,TRUE
2011,"Finland","Million euro","Government schemes",456.59,TRUE
2011,"Finland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2011,"Finland","Million euro","Social health insurance schemes",0,TRUE
2011,"Sweden","Million euro","All financing schemes",0,TRUE
2011,"Sweden","Million euro","Government schemes and compulsory contributory health care financing schemes",610.98,TRUE
2011,"Sweden","Million euro","Government schemes",456.59,TRUE
2011,"Sweden","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2011,"Sweden","Million euro","Social health insurance schemes",0,FALSE
2011,"Iceland","Million euro","All financing schemes",898.48,FALSE
2011,"Iceland","Million euro","Government schemes and compulsory contributory health care financing schemes",719.29,FALSE
2011,"Iceland","Million euro","Government schemes",719.29,FALSE
2011,"Iceland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2011,"Iceland","Million euro","Social health insurance schemes",0,FALSE
2011,"Liechtenstein","Million euro","All financing schemes",283.02,TRUE
2011,"Liechtenstein","Million euro","Government schemes and compulsory contributory health care financing schemes",185.77,TRUE
2011,"Liechtenstein","Million euro","Government schemes",43.46,TRUE
2011,"Liechtenstein","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",144.7,TRUE
2011,"Liechtenstein","Million euro","Social health insurance schemes",144.7,TRUE
2011,"Norway","Million euro","All financing schemes",939.05,TRUE
2011,"Norway","Million euro","Government schemes and compulsory contributory health care financing schemes",719.29,TRUE
2011,"Norway","Million euro","Government schemes",456.59,TRUE
2011,"Norway","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2011,"Norway","Million euro","Social health insurance schemes",0,TRUE
2011,"Switzerland","Million euro","All financing schemes",939.05,TRUE
2011,"Switzerland","Million euro","Government schemes and compulsory contributory health care financing schemes",719.29,TRUE
2011,"Switzerland","Million euro","Government schemes",456.59,TRUE
2011,"Switzerland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",56.22,TRUE
2011,"Switzerland","Million euro","Social health insurance schemes",0,TRUE
2011,"United Kingdom","Million euro","All financing schemes",939.05,TRUE
2011,"United Kingdom","Million euro","Government schemes and compulsory contributory health care financing schemes",719.29,TRUE
2011,"United Kingdom","Million euro","Government schemes",456.59,TRUE
2011,"United Kingdom","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2011,"United Kingdom","Million euro","Social health insurance schemes",0,TRUE
2011,"Bosnia and Herzegovina","Million euro","All financing schemes",939.05,TRUE
2011,"Bosnia and Herzegovina","Million euro","Government schemes and compulsory contributory health care financing schemes",936.07,TRUE
2011,"Bosnia and Herzegovina","Million euro","Government schemes",29.05,TRUE
2011,"Bosnia and Herzegovina","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",907.03,TRUE
2011,"Bosnia and Herzegovina","Million euro","Social health insurance schemes",937.77,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","All financing schemes",939.05,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Government schemes",350.12,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Social health insurance schemes",0,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","All financing schemes",939.05,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Government schemes",350.12,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Social health insurance schemes",0,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","All financing schemes",939.05,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Government schemes",350.12,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Social health insurance schemes",0,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","All financing schemes",939.05,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Government schemes",350.12,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Social health insurance schemes",0,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","All financing schemes",939.05,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Government schemes",350.12,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Social health insurance schemes",0,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","All financing schemes",939.05,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Government schemes",350.12,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Social health insurance schemes",0,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","All financing schemes",939.05,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Government schemes",350.12,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Social health insurance schemes",0,TRUE
2012,"Belgium","Million euro","All financing schemes",939.05,TRUE
2012,"Belgium","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Belgium","Million euro","Government schemes",350.12,TRUE
2012,"Belgium","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Belgium","Million euro","Social health insurance schemes",0,TRUE
2012,"Bulgaria","Million euro","All financing schemes",456.59,TRUE
2012,"Bulgaria","Million euro","Government schemes and compulsory contributory health care financing schemes",590.54,TRUE
2012,"Bulgaria","Million euro","Government schemes",350.12,FALSE
2012,"Bulgaria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",350.12,TRUE
2012,"Bulgaria","Million euro","Social health insurance schemes",350.12,TRUE
2012,"Czechia","Million euro","All financing schemes",939.05,TRUE
2012,"Czechia","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Czechia","Million euro","Government schemes",350.12,TRUE
2012,"Czechia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Czechia","Million euro","Social health insurance schemes",0,TRUE
2012,"Denmark","Million euro","All financing schemes",0,TRUE
2012,"Denmark","Million euro","Government schemes and compulsory contributory health care financing schemes",0,TRUE
2012,"Denmark","Million euro","Government schemes",0,TRUE
2012,"Denmark","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2012,"Denmark","Million euro","Social health insurance schemes",0,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","All financing schemes",939.05,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Government schemes",350.12,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Social health insurance schemes",0,TRUE
2012,"Estonia","Million euro","All financing schemes",932.1,TRUE
2012,"Estonia","Million euro","Government schemes and compulsory contributory health care financing schemes",801.14,FALSE
2012,"Estonia","Million euro","Government schemes",113.21,FALSE
2012,"Estonia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",687.93,FALSE
2012,"Estonia","Million euro","Social health insurance schemes",687.93,FALSE
2012,"Ireland","Million euro","All financing schemes",52.64,TRUE
2012,"Ireland","Million euro","Government schemes and compulsory contributory health care financing schemes",52.64,TRUE
2012,"Ireland","Million euro","Government schemes",113.21,TRUE
2012,"Ireland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,FALSE
2012,"Ireland","Million euro","Social health insurance schemes",0,FALSE
2012,"Greece","Million euro","All financing schemes",939.05,TRUE
2012,"Greece","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Greece","Million euro","Government schemes",350.12,TRUE
2012,"Greece","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Greece","Million euro","Social health insurance schemes",0,TRUE
2012,"Spain","Million euro","All financing schemes",939.05,TRUE
2012,"Spain","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Spain","Million euro","Government schemes",350.12,TRUE
2012,"Spain","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Spain","Million euro","Social health insurance schemes",0,TRUE
2012,"France","Million euro","All financing schemes",939.05,TRUE
2012,"France","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"France","Million euro","Government schemes",350.12,TRUE
2012,"France","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"France","Million euro","Social health insurance schemes",0,TRUE
2012,"Croatia","Million euro","All financing schemes",939.05,TRUE
2012,"Croatia","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Croatia","Million euro","Government schemes",86.03,TRUE
2012,"Croatia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Croatia","Million euro","Social health insurance schemes",0,TRUE
2012,"Italy","Million euro","All financing schemes",326,TRUE
2012,"Italy","Million euro","Government schemes and compulsory contributory health care financing schemes",326,TRUE
2012,"Italy","Million euro","Government schemes",326,TRUE
2012,"Italy","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",326,FALSE
2012,"Italy","Million euro","Social health insurance schemes",326,FALSE
2012,"Cyprus","Million euro","All financing schemes",581.57,TRUE
2012,"Cyprus","Million euro","Government schemes and compulsory contributory health care financing schemes",590.54,FALSE
2012,"Cyprus","Million euro","Government schemes",581.57,FALSE
2012,"Cyprus","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",8.98,FALSE
2012,"Cyprus","Million euro","Social health insurance schemes",8.98,FALSE
2012,"Latvia","Million euro","All financing schemes",939.05,TRUE
2012,"Latvia","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2012,"Latvia","Million euro","Government schemes",770.23,TRUE
2012,"Latvia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2012,"Latvia","Million euro","Social health insurance schemes",0,TRUE
2012,"Lithuania","Million euro","All financing schemes",939.05,TRUE
2012,"Lithuania","Million euro","Government schemes and compulsory contributory health care financing schemes",590.54,TRUE
2012,"Lithuania","Million euro","Government schemes",192.7,FALSE
2012,"Lithuania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Lithuania","Million euro","Social health insurance schemes",0,TRUE
2012,"Luxembourg","Million euro","All financing schemes",939.05,TRUE
2012,"Luxembourg","Million euro","Government schemes and compulsory contributory health care financing schemes",590.54,TRUE
2012,"Luxembourg","Million euro","Government schemes",94.17,FALSE
2012,"Luxembourg","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Luxembourg","Million euro","Social health insurance schemes",0,TRUE
2012,"Hungary","Million euro","All financing schemes",939.05,TRUE
2012,"Hungary","Million euro","Government schemes and compulsory contributory health care financing schemes",642.03,TRUE
2012,"Hungary","Million euro","Government schemes",642.03,FALSE
2012,"Hungary","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Hungary","Million euro","Social health insurance schemes",0,TRUE
2012,"Malta","Million euro","All financing schemes",889.47,TRUE
2012,"Malta","Million euro","Government schemes and compulsory contributory health care financing schemes",538.74,TRUE
2012,"Malta","Million euro","Government schemes",538.74,TRUE
2012,"Malta","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2012,"Malta","Million euro","Social health insurance schemes",0,TRUE
2012,"Netherlands","Million euro","All financing schemes",939.05,TRUE
2012,"Netherlands","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Netherlands","Million euro","Government schemes",350.12,TRUE
2012,"Netherlands","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Netherlands","Million euro","Social health insurance schemes",0,TRUE
2012,"Austria","Million euro","All financing schemes",939.05,TRUE
2012,"Austria","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Austria","Million euro","Government schemes",350.12,TRUE
2012,"Austria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Austria","Million euro","Social health insurance schemes",0,TRUE
2012,"Poland","Million euro","All financing schemes",939.05,TRUE
2012,"Poland","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Poland","Million euro","Government schemes",350.12,TRUE
2012,"Poland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Poland","Million euro","Social health insurance schemes",0,TRUE
2012,"Portugal","Million euro","All financing schemes",182.71,TRUE
2012,"Portugal","Million euro","Government schemes and compulsory contributory health care financing schemes",590.54,TRUE
2012,"Portugal","Million euro","Government schemes",350.12,TRUE
2012,"Portugal","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",182.71,FALSE
2012,"Portugal","Million euro","Social health insurance schemes",182.71,FALSE
2012,"Romania","Million euro","All financing schemes",939.05,TRUE
2012,"Romania","Million euro","Government schemes and compulsory contributory health care financing schemes",626.87,TRUE
2012,"Romania","Million euro","Government schemes",626.87,FALSE
2012,"Romania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Romania","Million euro","Social health insurance schemes",0,TRUE
2012,"Slovenia","Million euro","All financing schemes",939.05,TRUE
2012,"Slovenia","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Slovenia","Million euro","Government schemes",118.98,TRUE
2012,"Slovenia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Slovenia","Million euro","Social health insurance schemes",0,TRUE
2012,"Slovakia","Million euro","All financing schemes",939.05,TRUE
2012,"Slovakia","Million euro","Government schemes and compulsory contributory health care financing schemes",590.54,TRUE
2012,"Slovakia","Million euro","Government schemes",376.89,FALSE
2012,"Slovakia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Slovakia","Million euro","Social health insurance schemes",0,TRUE
2012,"Finland","Million euro","All financing schemes",939.05,TRUE
2012,"Finland","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Finland","Million euro","Government schemes",350.12,TRUE
2012,"Finland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Finland","Million euro","Social health insurance schemes",0,TRUE
2012,"Sweden","Million euro","All financing schemes",0,TRUE
2012,"Sweden","Million euro","Government schemes and compulsory contributory health care financing schemes",590.54,TRUE
2012,"Sweden","Million euro","Government schemes",350.12,TRUE
2012,"Sweden","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2012,"Sweden","Million euro","Social health insurance schemes",0,FALSE
2012,"Iceland","Million euro","All financing schemes",939.05,FALSE
2012,"Iceland","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,FALSE
2012,"Iceland","Million euro","Government schemes",750.62,FALSE
2012,"Iceland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2012,"Iceland","Million euro","Social health insurance schemes",0,FALSE
2012,"Liechtenstein","Million euro","All financing schemes",283.02,TRUE
2012,"Liechtenstein","Million euro","Government schemes and compulsory contributory health care financing schemes",185.77,TRUE
2012,"Liechtenstein","Million euro","Government schemes",43.46,TRUE
2012,"Liechtenstein","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",144.7,TRUE
2012,"Liechtenstein","Million euro","Social health insurance schemes",144.7,TRUE
2012,"Norway","Million euro","All financing schemes",939.05,TRUE
2012,"Norway","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Norway","Million euro","Government schemes",350.12,TRUE
2012,"Norway","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2012,"Norway","Million euro","Social health insurance schemes",0,TRUE
2012,"Switzerland","Million euro","All financing schemes",939.05,TRUE
2012,"Switzerland","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"Switzerland","Million euro","Government schemes",350.12,TRUE
2012,"Switzerland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",52.64,TRUE
2012,"Switzerland","Million euro","Social health insurance schemes",0,TRUE
2012,"United Kingdom","Million euro","All financing schemes",939.05,TRUE
2012,"United Kingdom","Million euro","Government schemes and compulsory contributory health care financing schemes",750.62,TRUE
2012,"United Kingdom","Million euro","Government schemes",350.12,TRUE
2012,"United Kingdom","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2012,"United Kingdom","Million euro","Social health insurance schemes",0,TRUE
2012,"Bosnia and Herzegovina","Million euro","All financing schemes",939.05,TRUE
2012,"Bosnia and Herzegovina","Million euro","Government schemes and compulsory contributory health care financing schemes",936.07,TRUE
2012,"Bosnia and Herzegovina","Million euro","Government schemes",29.05,TRUE
2012,"Bosnia and Herzegovina","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",907.03,TRUE
2012,"Bosnia and Herzegovina","Million euro","Social health insurance schemes",937.77,TRUE
2013,"European Union - 27 countries (from 2020)","Million euro","All financing schemes",939.05,TRUE
2013,"European Union - 27 countries (from 2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",739.8,TRUE
2013,"European Union - 27 countries (from 2020)","Million euro","Government schemes",124.32,TRUE
2013,"European Union - 27 countries (from 2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2013,"European Union - 27 countries (from 2020)","Million euro","Social health insurance schemes",60.1,TRUE
2013,"European Union - 28 countries (2013-2020)","Million euro","All financing schemes",939.05,TRUE
2013,"European Union - 28 countries (2013-2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",739.8,TRUE
2013,"European Union - 28 countries (2013-2020)","Million euro","Government schemes",124.32,TRUE
2013,"European Union - 28 countries (2013-2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2013,"European Union - 28 countries (2013-2020)","Million euro","Social health insurance schemes",60.1,TRUE
2013,"European Union - 27 countries (2007-2013)","Million euro","All financing schemes",939.05,TRUE
2013,"European Union - 27 countries (2007-2013)","Million euro","Government schemes and compulsory contributory health care financing schemes",739.8,TRUE
2013,"European Union - 27 countries (2007-2013)","Million euro","Government schemes",124.32,TRUE
2013,"European Union - 27 countries (2007-2013)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2013,"European Union - 27 countries (2007-2013)","Million euro","Social health insurance schemes",60.1,TRUE
2013,"European Union - 15 countries (1995-2004)","Million euro","All financing schemes",939.05,TRUE
2013,"European Union - 15 countries (1995-2004)","Million euro","Government schemes and compulsory contributory health care financing schemes",739.8,TRUE
2013,"European Union - 15 countries (1995-2004)","Million euro","Government schemes",124.32,TRUE
2013,"European Union - 15 countries (1995-2004)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2013,"European Union - 15 countries (1995-2004)","Million euro","Social health insurance schemes",60.1,TRUE
2013,"Euro area - 19 countries  (from 2015)","Million euro","All financing schemes",939.05,TRUE
2013,"Euro area - 19 countries  (from 2015)","Million euro","Government schemes and compulsory contributory health care financing schemes",739.8,TRUE
2013,"Euro area - 19 countries  (from 2015)","Million euro","Government schemes",124.32,TRUE
2013,"Euro area - 19 countries  (from 2015)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2013,"Euro area - 19 countries  (from 2015)","Million euro","Social health insurance schemes",60.1,TRUE
2013,"Euro area - 18 countries (2014)","Million euro","All financing schemes",939.05,TRUE
2013,"Euro area - 18 countries (2014)","Million euro","Government schemes and compulsory contributory health care financing schemes",739.8,TRUE
2013,"Euro area - 18 countries (2014)","Million euro","Government schemes",124.32,TRUE
2013,"Euro area - 18 countries (2014)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2013,"Euro area - 18 countries (2014)","Million euro","Social health insurance schemes",60.1,TRUE
2013,"Euro area - 12 countries (2001-2006)","Million euro","All financing schemes",939.05,TRUE
2013,"Euro area - 12 countries (2001-2006)","Million euro","Government schemes and compulsory contributory health care financing schemes",739.8,TRUE
2013,"Euro area - 12 countries (2001-2006)","Million euro","Government schemes",124.32,TRUE
2013,"Euro area - 12 countries (2001-2006)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2013,"Euro area - 12 countries (2001-2006)","Million euro","Social health insurance schemes",60.1,TRUE
2013,"Belgium","Million euro","All financing schemes",939.05,TRUE
