"TIME","GEO","ISCO08","UNIT","Value","Flag.and.Footnotes","Value_imp"
2011,"Norway","Nursing professionals and midwives","Full-time equivalent (FTE)",37711,"",FALSE
2011,"Norway","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2011,"Norway","Health care assistants","Full-time equivalent (FTE)",8647,"",FALSE
2011,"Norway","Hospital employment","Full-time equivalent (FTE)",96331,"",FALSE
2011,"Switzerland","Medical doctors","Full-time equivalent (FTE)",18059.48,"",FALSE
2011,"Switzerland","Nursing professionals and midwives","Full-time equivalent (FTE)",43005.48,"",FALSE
2011,"Switzerland","Nursing associate professionals","Full-time equivalent (FTE)",5476.86,"",FALSE
2011,"Switzerland","Health care assistants","Full-time equivalent (FTE)",10921.61,"",FALSE
2011,"Switzerland","Hospital employment","Full-time equivalent (FTE)",141311.37,"",FALSE
2011,"United Kingdom","Medical doctors","Full-time equivalent (FTE)",115989.96,"e",FALSE
2011,"United Kingdom","Nursing professionals and midwives","Full-time equivalent (FTE)",360464.18,"e",FALSE
2011,"United Kingdom","Nursing associate professionals","Full-time equivalent (FTE)",76567.22,"e",FALSE
2011,"United Kingdom","Health care assistants","Full-time equivalent (FTE)",55103.74,"e",FALSE
2011,"United Kingdom","Hospital employment","Full-time equivalent (FTE)",1223996.34,"e",FALSE
2011,"Montenegro","Medical doctors","Full-time equivalent (FTE)",20057.43,"",TRUE
2011,"Montenegro","Nursing professionals and midwives","Full-time equivalent (FTE)",53562.02,"",TRUE
2011,"Montenegro","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2011,"Montenegro","Health care assistants","Full-time equivalent (FTE)",3055.3,"",TRUE
2011,"Montenegro","Hospital employment","Full-time equivalent (FTE)",134386.54,"",TRUE
2011,"North Macedonia","Medical doctors","Full-time equivalent (FTE)",20057.43,"",TRUE
2011,"North Macedonia","Nursing professionals and midwives","Full-time equivalent (FTE)",53562.02,"",TRUE
2011,"North Macedonia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2011,"North Macedonia","Health care assistants","Full-time equivalent (FTE)",3055.3,"",TRUE
2011,"North Macedonia","Hospital employment","Full-time equivalent (FTE)",134386.54,"",TRUE
2011,"Albania","Medical doctors","Full-time equivalent (FTE)",20057.43,"",TRUE
2011,"Albania","Nursing professionals and midwives","Full-time equivalent (FTE)",53562.02,"",TRUE
2011,"Albania","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2011,"Albania","Health care assistants","Full-time equivalent (FTE)",3055.3,"",TRUE
2011,"Albania","Hospital employment","Full-time equivalent (FTE)",134386.54,"",TRUE
2011,"Serbia","Medical doctors","Full-time equivalent (FTE)",11048,"",FALSE
2011,"Serbia","Nursing professionals and midwives","Full-time equivalent (FTE)",5212,"",FALSE
2011,"Serbia","Nursing associate professionals","Full-time equivalent (FTE)",23148,"",FALSE
2011,"Serbia","Health care assistants","Full-time equivalent (FTE)",0,"",FALSE
2011,"Serbia","Hospital employment","Full-time equivalent (FTE)",63656,"",FALSE
2011,"Turkey","Medical doctors","Full-time equivalent (FTE)",20057.43,"",TRUE
2011,"Turkey","Nursing professionals and midwives","Full-time equivalent (FTE)",53562.02,"",TRUE
2011,"Turkey","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2011,"Turkey","Health care assistants","Full-time equivalent (FTE)",3055.3,"",TRUE
2011,"Turkey","Hospital employment","Full-time equivalent (FTE)",134386.54,"",TRUE
2012,"Belgium","Medical doctors","Full-time equivalent (FTE)",6627.94,"e",FALSE
2012,"Belgium","Nursing professionals and midwives","Full-time equivalent (FTE)",60708.79,"e",FALSE
2012,"Belgium","Nursing associate professionals","Full-time equivalent (FTE)",1049.01,"e",FALSE
2012,"Belgium","Health care assistants","Full-time equivalent (FTE)",9282.42,"e",FALSE
2012,"Belgium","Hospital employment","Full-time equivalent (FTE)",146171.23,"e",FALSE
2012,"Bulgaria","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Bulgaria","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Bulgaria","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Bulgaria","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Bulgaria","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Czechia","Medical doctors","Full-time equivalent (FTE)",20386.79,"",FALSE
2012,"Czechia","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",FALSE
2012,"Czechia","Nursing associate professionals","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Czechia","Health care assistants","Full-time equivalent (FTE)",2791.48,"",FALSE
2012,"Czechia","Hospital employment","Full-time equivalent (FTE)",134949.51,"",FALSE
2012,"Denmark","Medical doctors","Full-time equivalent (FTE)",14796,"",FALSE
2012,"Denmark","Nursing professionals and midwives","Full-time equivalent (FTE)",35996,"",FALSE
2012,"Denmark","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2012,"Denmark","Health care assistants","Full-time equivalent (FTE)",10196,"",FALSE
2012,"Denmark","Hospital employment","Full-time equivalent (FTE)",103270,"",FALSE
2012,"Germany (until 1990 former territory of the FRG)","Medical doctors","Full-time equivalent (FTE)",151000,"",FALSE
2012,"Germany (until 1990 former territory of the FRG)","Nursing professionals and midwives","Full-time equivalent (FTE)",322000,"",FALSE
2012,"Germany (until 1990 former territory of the FRG)","Nursing associate professionals","Full-time equivalent (FTE)",31000,"",FALSE
2012,"Germany (until 1990 former territory of the FRG)","Health care assistants","Full-time equivalent (FTE)",10196,"",TRUE
2012,"Germany (until 1990 former territory of the FRG)","Hospital employment","Full-time equivalent (FTE)",946000,"",FALSE
2012,"Estonia","Medical doctors","Full-time equivalent (FTE)",2679.5,"",FALSE
2012,"Estonia","Nursing professionals and midwives","Full-time equivalent (FTE)",5855.4,"b",FALSE
2012,"Estonia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2012,"Estonia","Health care assistants","Full-time equivalent (FTE)",3110.9,"",FALSE
2012,"Estonia","Hospital employment","Full-time equivalent (FTE)",18256.1,"",FALSE
2012,"Ireland","Medical doctors","Full-time equivalent (FTE)",6269,"",FALSE
2012,"Ireland","Nursing professionals and midwives","Full-time equivalent (FTE)",19369,"",FALSE
2012,"Ireland","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2012,"Ireland","Health care assistants","Full-time equivalent (FTE)",3262,"",FALSE
2012,"Ireland","Hospital employment","Full-time equivalent (FTE)",48289,"",FALSE
2012,"Greece","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Greece","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Greece","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Greece","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Greece","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Spain","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Spain","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Spain","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Spain","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Spain","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"France","Medical doctors","Full-time equivalent (FTE)",114599.04,"",FALSE
2012,"France","Nursing professionals and midwives","Full-time equivalent (FTE)",345798.06,"",FALSE
2012,"France","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2012,"France","Health care assistants","Full-time equivalent (FTE)",228124.77,"",FALSE
2012,"France","Hospital employment","Full-time equivalent (FTE)",1150444.67,"",FALSE
2012,"Croatia","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Croatia","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Croatia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Croatia","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Croatia","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Italy","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Italy","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Italy","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Italy","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Italy","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Cyprus","Medical doctors","Full-time equivalent (FTE)",747,"",FALSE
2012,"Cyprus","Nursing professionals and midwives","Full-time equivalent (FTE)",3630,"",FALSE
2012,"Cyprus","Nursing associate professionals","Full-time equivalent (FTE)",139,"",FALSE
2012,"Cyprus","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Cyprus","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Latvia","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Latvia","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Latvia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Latvia","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Latvia","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Lithuania","Medical doctors","Full-time equivalent (FTE)",10067,"",FALSE
2012,"Lithuania","Nursing professionals and midwives","Full-time equivalent (FTE)",16106,"",FALSE
2012,"Lithuania","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2012,"Lithuania","Health care assistants","Full-time equivalent (FTE)",5607,"",FALSE
2012,"Lithuania","Hospital employment","Full-time equivalent (FTE)",47396,"",FALSE
2012,"Luxembourg","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Luxembourg","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Luxembourg","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Luxembourg","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Luxembourg","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Hungary","Medical doctors","Full-time equivalent (FTE)",15676.92,"",FALSE
2012,"Hungary","Nursing professionals and midwives","Full-time equivalent (FTE)",26107.91,"",FALSE
2012,"Hungary","Nursing associate professionals","Full-time equivalent (FTE)",7028.78,"",FALSE
2012,"Hungary","Health care assistants","Full-time equivalent (FTE)",12806.64,"",FALSE
2012,"Hungary","Hospital employment","Full-time equivalent (FTE)",94745.35,"",FALSE
2012,"Malta","Medical doctors","Full-time equivalent (FTE)",788.02,"",FALSE
2012,"Malta","Nursing professionals and midwives","Full-time equivalent (FTE)",2221.07,"",FALSE
2012,"Malta","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2012,"Malta","Health care assistants","Full-time equivalent (FTE)",1401.43,"",FALSE
2012,"Malta","Hospital employment","Full-time equivalent (FTE)",7006.63,"",FALSE
2012,"Netherlands","Medical doctors","Full-time equivalent (FTE)",22285,"e",FALSE
2012,"Netherlands","Nursing professionals and midwives","Full-time equivalent (FTE)",61278,"e",FALSE
2012,"Netherlands","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Netherlands","Health care assistants","Full-time equivalent (FTE)",11101,"be",FALSE
2012,"Netherlands","Hospital employment","Full-time equivalent (FTE)",215396,"b",FALSE
2012,"Austria","Medical doctors","Full-time equivalent (FTE)",21361,"",FALSE
2012,"Austria","Nursing professionals and midwives","Full-time equivalent (FTE)",49318,"",FALSE
2012,"Austria","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2012,"Austria","Health care assistants","Full-time equivalent (FTE)",8628.31,"",FALSE
2012,"Austria","Hospital employment","Full-time equivalent (FTE)",135061,"",FALSE
2012,"Poland","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Poland","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Poland","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Poland","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Poland","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Portugal","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Portugal","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Portugal","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Portugal","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Portugal","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Romania","Medical doctors","Full-time equivalent (FTE)",25906,"",FALSE
2012,"Romania","Nursing professionals and midwives","Full-time equivalent (FTE)",7055,"",FALSE
2012,"Romania","Nursing associate professionals","Full-time equivalent (FTE)",50875,"",FALSE
2012,"Romania","Health care assistants","Full-time equivalent (FTE)",37350,"",FALSE
2012,"Romania","Hospital employment","Full-time equivalent (FTE)",150489,"",FALSE
2012,"Slovenia","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Slovenia","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Slovenia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Slovenia","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Slovenia","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Slovakia","Medical doctors","Full-time equivalent (FTE)",8532.88,"",FALSE
2012,"Slovakia","Nursing professionals and midwives","Full-time equivalent (FTE)",21453.48,"",FALSE
2012,"Slovakia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2012,"Slovakia","Health care assistants","Full-time equivalent (FTE)",5878,"",FALSE
2012,"Slovakia","Hospital employment","Full-time equivalent (FTE)",40256.78,"",FALSE
2012,"Finland","Medical doctors","Full-time equivalent (FTE)",7366.72,"e",FALSE
2012,"Finland","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Finland","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Finland","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Finland","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Iceland","Medical doctors","Full-time equivalent (FTE)",564.69,"",FALSE
2012,"Iceland","Nursing professionals and midwives","Full-time equivalent (FTE)",1360.83,"",FALSE
2012,"Iceland","Nursing associate professionals","Full-time equivalent (FTE)",541.54,"",FALSE
2012,"Iceland","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Iceland","Hospital employment","Full-time equivalent (FTE)",4615.07,"",FALSE
2012,"Liechtenstein","Medical doctors","Full-time equivalent (FTE)",10.51,"",FALSE
2012,"Liechtenstein","Nursing professionals and midwives","Full-time equivalent (FTE)",49.73,"",FALSE
2012,"Liechtenstein","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2012,"Liechtenstein","Health care assistants","Full-time equivalent (FTE)",22.52,"",FALSE
2012,"Liechtenstein","Hospital employment","Full-time equivalent (FTE)",147.12,"",FALSE
2012,"Norway","Medical doctors","Full-time equivalent (FTE)",11419,"",FALSE
2012,"Norway","Nursing professionals and midwives","Full-time equivalent (FTE)",37702,"",FALSE
2012,"Norway","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2012,"Norway","Health care assistants","Full-time equivalent (FTE)",8356,"",FALSE
2012,"Norway","Hospital employment","Full-time equivalent (FTE)",92822,"",FALSE
2012,"Switzerland","Medical doctors","Full-time equivalent (FTE)",18426.31,"",FALSE
2012,"Switzerland","Nursing professionals and midwives","Full-time equivalent (FTE)",43644.56,"",FALSE
2012,"Switzerland","Nursing associate professionals","Full-time equivalent (FTE)",5919.73,"",FALSE
2012,"Switzerland","Health care assistants","Full-time equivalent (FTE)",10901.35,"",FALSE
2012,"Switzerland","Hospital employment","Full-time equivalent (FTE)",144065.66,"",FALSE
2012,"United Kingdom","Medical doctors","Full-time equivalent (FTE)",116291.96,"e",FALSE
2012,"United Kingdom","Nursing professionals and midwives","Full-time equivalent (FTE)",350464.87,"e",FALSE
2012,"United Kingdom","Nursing associate professionals","Full-time equivalent (FTE)",71135.73,"e",FALSE
2012,"United Kingdom","Health care assistants","Full-time equivalent (FTE)",56655.33,"e",FALSE
2012,"United Kingdom","Hospital employment","Full-time equivalent (FTE)",1190503.45,"e",FALSE
2012,"Montenegro","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Montenegro","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Montenegro","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Montenegro","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Montenegro","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"North Macedonia","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"North Macedonia","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"North Macedonia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"North Macedonia","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"North Macedonia","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Albania","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Albania","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Albania","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Albania","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Albania","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2012,"Serbia","Medical doctors","Full-time equivalent (FTE)",11256,"",FALSE
2012,"Serbia","Nursing professionals and midwives","Full-time equivalent (FTE)",5279,"",FALSE
2012,"Serbia","Nursing associate professionals","Full-time equivalent (FTE)",23216,"",FALSE
2012,"Serbia","Health care assistants","Full-time equivalent (FTE)",0,"",FALSE
2012,"Serbia","Hospital employment","Full-time equivalent (FTE)",64423,"",FALSE
2012,"Turkey","Medical doctors","Full-time equivalent (FTE)",20386.79,"",TRUE
2012,"Turkey","Nursing professionals and midwives","Full-time equivalent (FTE)",53455.95,"",TRUE
2012,"Turkey","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2012,"Turkey","Health care assistants","Full-time equivalent (FTE)",3110.9,"",TRUE
2012,"Turkey","Hospital employment","Full-time equivalent (FTE)",134949.51,"",TRUE
2013,"Belgium","Medical doctors","Full-time equivalent (FTE)",6308.2,"e",FALSE
2013,"Belgium","Nursing professionals and midwives","Full-time equivalent (FTE)",61609.04,"e",FALSE
2013,"Belgium","Nursing associate professionals","Full-time equivalent (FTE)",908.04,"e",FALSE
2013,"Belgium","Health care assistants","Full-time equivalent (FTE)",8760.16,"e",FALSE
2013,"Belgium","Hospital employment","Full-time equivalent (FTE)",146152.98,"e",FALSE
2013,"Bulgaria","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Bulgaria","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Bulgaria","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Bulgaria","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Bulgaria","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Czechia","Medical doctors","Full-time equivalent (FTE)",20377.24,"",FALSE
2013,"Czechia","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",FALSE
2013,"Czechia","Nursing associate professionals","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Czechia","Health care assistants","Full-time equivalent (FTE)",2824.92,"",FALSE
2013,"Czechia","Hospital employment","Full-time equivalent (FTE)",134002.9,"",FALSE
2013,"Denmark","Medical doctors","Full-time equivalent (FTE)",15120,"",FALSE
2013,"Denmark","Nursing professionals and midwives","Full-time equivalent (FTE)",36802,"",FALSE
2013,"Denmark","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2013,"Denmark","Health care assistants","Full-time equivalent (FTE)",10546,"",FALSE
2013,"Denmark","Hospital employment","Full-time equivalent (FTE)",105861,"",FALSE
2013,"Germany (until 1990 former territory of the FRG)","Medical doctors","Full-time equivalent (FTE)",155000,"",FALSE
2013,"Germany (until 1990 former territory of the FRG)","Nursing professionals and midwives","Full-time equivalent (FTE)",332000,"",FALSE
2013,"Germany (until 1990 former territory of the FRG)","Nursing associate professionals","Full-time equivalent (FTE)",32000,"",FALSE
2013,"Germany (until 1990 former territory of the FRG)","Health care assistants","Full-time equivalent (FTE)",10546,"",TRUE
2013,"Germany (until 1990 former territory of the FRG)","Hospital employment","Full-time equivalent (FTE)",959000,"",FALSE
2013,"Estonia","Medical doctors","Full-time equivalent (FTE)",2502,"b",FALSE
2013,"Estonia","Nursing professionals and midwives","Full-time equivalent (FTE)",4858.9,"b",FALSE
2013,"Estonia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2013,"Estonia","Health care assistants","Full-time equivalent (FTE)",2766.9,"b",FALSE
2013,"Estonia","Hospital employment","Full-time equivalent (FTE)",12756.6,"b",FALSE
2013,"Ireland","Medical doctors","Full-time equivalent (FTE)",6302,"",FALSE
2013,"Ireland","Nursing professionals and midwives","Full-time equivalent (FTE)",19221,"",FALSE
2013,"Ireland","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2013,"Ireland","Health care assistants","Full-time equivalent (FTE)",3237,"",FALSE
2013,"Ireland","Hospital employment","Full-time equivalent (FTE)",47935,"",FALSE
2013,"Greece","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Greece","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Greece","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Greece","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Greece","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Spain","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Spain","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Spain","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Spain","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Spain","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"France","Medical doctors","Full-time equivalent (FTE)",121137.02,"b",FALSE
2013,"France","Nursing professionals and midwives","Full-time equivalent (FTE)",345196.95,"b",FALSE
2013,"France","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2013,"France","Health care assistants","Full-time equivalent (FTE)",225947.78,"b",FALSE
2013,"France","Hospital employment","Full-time equivalent (FTE)",1147732.18,"b",FALSE
2013,"Croatia","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Croatia","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Croatia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Croatia","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Croatia","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Italy","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Italy","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Italy","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Italy","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Italy","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Cyprus","Medical doctors","Full-time equivalent (FTE)",796,"",FALSE
2013,"Cyprus","Nursing professionals and midwives","Full-time equivalent (FTE)",3711,"",FALSE
2013,"Cyprus","Nursing associate professionals","Full-time equivalent (FTE)",134,"",FALSE
2013,"Cyprus","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Cyprus","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Latvia","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Latvia","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Latvia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Latvia","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Latvia","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Lithuania","Medical doctors","Full-time equivalent (FTE)",10007,"",FALSE
2013,"Lithuania","Nursing professionals and midwives","Full-time equivalent (FTE)",15962,"",FALSE
2013,"Lithuania","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2013,"Lithuania","Health care assistants","Full-time equivalent (FTE)",5710,"",FALSE
2013,"Lithuania","Hospital employment","Full-time equivalent (FTE)",46819,"",FALSE
2013,"Luxembourg","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Luxembourg","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Luxembourg","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Luxembourg","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Luxembourg","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Hungary","Medical doctors","Full-time equivalent (FTE)",17209.44,"",FALSE
2013,"Hungary","Nursing professionals and midwives","Full-time equivalent (FTE)",28701.12,"",FALSE
2013,"Hungary","Nursing associate professionals","Full-time equivalent (FTE)",7751.04,"",FALSE
2013,"Hungary","Health care assistants","Full-time equivalent (FTE)",14114.23,"",FALSE
2013,"Hungary","Hospital employment","Full-time equivalent (FTE)",102494.73,"",FALSE
2013,"Malta","Medical doctors","Full-time equivalent (FTE)",886.65,"",FALSE
2013,"Malta","Nursing professionals and midwives","Full-time equivalent (FTE)",2304.38,"",FALSE
2013,"Malta","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2013,"Malta","Health care assistants","Full-time equivalent (FTE)",1434.24,"",FALSE
2013,"Malta","Hospital employment","Full-time equivalent (FTE)",7214.87,"",FALSE
2013,"Netherlands","Medical doctors","Full-time equivalent (FTE)",23222,"e",FALSE
2013,"Netherlands","Nursing professionals and midwives","Full-time equivalent (FTE)",61564,"e",FALSE
2013,"Netherlands","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Netherlands","Health care assistants","Full-time equivalent (FTE)",13543,"e",FALSE
2013,"Netherlands","Hospital employment","Full-time equivalent (FTE)",215281,"",FALSE
2013,"Austria","Medical doctors","Full-time equivalent (FTE)",21514,"",FALSE
2013,"Austria","Nursing professionals and midwives","Full-time equivalent (FTE)",49775,"",FALSE
2013,"Austria","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2013,"Austria","Health care assistants","Full-time equivalent (FTE)",8672.96,"",FALSE
2013,"Austria","Hospital employment","Full-time equivalent (FTE)",135829,"",FALSE
2013,"Poland","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Poland","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Poland","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
