"TIME","GEO","UNIT","MED_SPEC","Value","Value_imp"
2012,"Romania","Number","Generalist medical practitioners",16741,FALSE
2012,"Romania","Number","General practitioners",13766,FALSE
2012,"Romania","Number","Other generalist medical practitioners",2975,FALSE
2012,"Romania","Number","Specialist medical practitioners",35621,FALSE
2012,"Romania","Number","General paediatricians",2402,FALSE
2012,"Slovenia","Number","Generalist medical practitioners",1127,FALSE
2012,"Slovenia","Number","General practitioners",959,FALSE
2012,"Slovenia","Number","Other generalist medical practitioners",168,FALSE
2012,"Slovenia","Number","Specialist medical practitioners",3948,FALSE
2012,"Slovenia","Number","General paediatricians",524,FALSE
2012,"Finland","Number","Generalist medical practitioners",6604,FALSE
2012,"Finland","Number","General practitioners",7386,TRUE
2012,"Finland","Number","Other generalist medical practitioners",0,TRUE
2012,"Finland","Number","Specialist medical practitioners",10454,FALSE
2012,"Finland","Number","General paediatricians",788,FALSE
2012,"Sweden","Number","Generalist medical practitioners",6106,FALSE
2012,"Sweden","Number","General practitioners",6106,FALSE
2012,"Sweden","Number","Other generalist medical practitioners",0,FALSE
2012,"Sweden","Number","Specialist medical practitioners",20564,FALSE
2012,"Sweden","Number","General paediatricians",995,FALSE
2012,"Iceland","Number","Generalist medical practitioners",184,FALSE
2012,"Iceland","Number","General practitioners",184,FALSE
2012,"Iceland","Number","Other generalist medical practitioners",0,TRUE
2012,"Iceland","Number","Specialist medical practitioners",703,FALSE
2012,"Iceland","Number","General paediatricians",14,FALSE
2012,"Liechtenstein","Number","Generalist medical practitioners",37,FALSE
2012,"Liechtenstein","Number","General practitioners",27,FALSE
2012,"Liechtenstein","Number","Other generalist medical practitioners",10,FALSE
2012,"Liechtenstein","Number","Specialist medical practitioners",79,FALSE
2012,"Liechtenstein","Number","General paediatricians",5,FALSE
2012,"Norway","Number","Generalist medical practitioners",4317,FALSE
2012,"Norway","Number","General practitioners",3891,FALSE
2012,"Norway","Number","Other generalist medical practitioners",426,FALSE
2012,"Norway","Number","Specialist medical practitioners",8484,FALSE
2012,"Norway","Number","General paediatricians",673,FALSE
2012,"Switzerland","Number","Generalist medical practitioners",8618,FALSE
2012,"Switzerland","Number","General practitioners",7386,TRUE
2012,"Switzerland","Number","Other generalist medical practitioners",0,TRUE
2012,"Switzerland","Number","Specialist medical practitioners",17958,FALSE
2012,"Switzerland","Number","General paediatricians",1473,FALSE
2012,"United Kingdom","Number","Generalist medical practitioners",50008,FALSE
2012,"United Kingdom","Number","General practitioners",50008,FALSE
2012,"United Kingdom","Number","Other generalist medical practitioners",0,TRUE
2012,"United Kingdom","Number","Specialist medical practitioners",122061,FALSE
2012,"United Kingdom","Number","General paediatricians",9339,FALSE
2012,"Montenegro","Number","Generalist medical practitioners",204,FALSE
2012,"Montenegro","Number","General practitioners",204,FALSE
2012,"Montenegro","Number","Other generalist medical practitioners",0,FALSE
2012,"Montenegro","Number","Specialist medical practitioners",1072,FALSE
2012,"Montenegro","Number","General paediatricians",169,FALSE
2012,"North Macedonia","Number","Generalist medical practitioners",2063,FALSE
2012,"North Macedonia","Number","General practitioners",7386,TRUE
2012,"North Macedonia","Number","Other generalist medical practitioners",0,TRUE
2012,"North Macedonia","Number","Specialist medical practitioners",3692,FALSE
2012,"North Macedonia","Number","General paediatricians",394,FALSE
2012,"Albania","Number","Generalist medical practitioners",7386,TRUE
2012,"Albania","Number","General practitioners",1603,FALSE
2012,"Albania","Number","Other generalist medical practitioners",0,TRUE
2012,"Albania","Number","Specialist medical practitioners",2093,FALSE
2012,"Albania","Number","General paediatricians",1378,TRUE
2012,"Serbia","Number","Generalist medical practitioners",6495,FALSE
2012,"Serbia","Number","General practitioners",5136,FALSE
2012,"Serbia","Number","Other generalist medical practitioners",1359,FALSE
2012,"Serbia","Number","Specialist medical practitioners",15820,FALSE
2012,"Serbia","Number","General paediatricians",2016,FALSE
2012,"Turkey","Number","Generalist medical practitioners",41401,FALSE
2012,"Turkey","Number","General practitioners",41401,FALSE
2012,"Turkey","Number","Other generalist medical practitioners",0,TRUE
2012,"Turkey","Number","Specialist medical practitioners",88371,FALSE
2012,"Turkey","Number","General paediatricians",6724,FALSE
2013,"Belgium","Number","Generalist medical practitioners",12483,FALSE
2013,"Belgium","Number","General practitioners",12483,FALSE
2013,"Belgium","Number","Other generalist medical practitioners",0,FALSE
2013,"Belgium","Number","Specialist medical practitioners",20108,FALSE
2013,"Belgium","Number","General paediatricians",1414,FALSE
2013,"Bulgaria","Number","Generalist medical practitioners",4781,FALSE
2013,"Bulgaria","Number","General practitioners",4572,FALSE
2013,"Bulgaria","Number","Other generalist medical practitioners",209,FALSE
2013,"Bulgaria","Number","Specialist medical practitioners",24110,FALSE
2013,"Bulgaria","Number","General paediatricians",1448,FALSE
2013,"Czechia","Number","Generalist medical practitioners",7371,FALSE
2013,"Czechia","Number","General practitioners",7371,FALSE
2013,"Czechia","Number","Other generalist medical practitioners",0,FALSE
2013,"Czechia","Number","Specialist medical practitioners",31405,FALSE
2013,"Czechia","Number","General paediatricians",1296,FALSE
2013,"Denmark","Number","Generalist medical practitioners",4455,FALSE
2013,"Denmark","Number","General practitioners",7371,TRUE
2013,"Denmark","Number","Other generalist medical practitioners",0,TRUE
2013,"Denmark","Number","Specialist medical practitioners",9358,FALSE
2013,"Denmark","Number","General paediatricians",408,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Number","Generalist medical practitioners",78608,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Number","General practitioners",56961.5,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Number","Other generalist medical practitioners",21646.5,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Number","Specialist medical practitioners",246799,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Number","General paediatricians",13227,FALSE
2013,"Estonia","Number","Generalist medical practitioners",1052,FALSE
2013,"Estonia","Number","General practitioners",932,FALSE
2013,"Estonia","Number","Other generalist medical practitioners",120,FALSE
2013,"Estonia","Number","Specialist medical practitioners",3343,FALSE
2013,"Estonia","Number","General paediatricians",179,FALSE
2013,"Ireland","Number","Generalist medical practitioners",10781,FALSE
2013,"Ireland","Number","General practitioners",3361,FALSE
2013,"Ireland","Number","Other generalist medical practitioners",7420,FALSE
2013,"Ireland","Number","Specialist medical practitioners",7346,FALSE
2013,"Ireland","Number","General paediatricians",453,FALSE
2013,"Greece","Number","Generalist medical practitioners",3494,FALSE
2013,"Greece","Number","General practitioners",2561,FALSE
2013,"Greece","Number","Other generalist medical practitioners",933,FALSE
2013,"Greece","Number","Specialist medical practitioners",41783,FALSE
2013,"Greece","Number","General paediatricians",3326,FALSE
2013,"Spain","Number","Generalist medical practitioners",35017,FALSE
2013,"Spain","Number","General practitioners",35017,FALSE
2013,"Spain","Number","Other generalist medical practitioners",0,FALSE
2013,"Spain","Number","Specialist medical practitioners",112464,FALSE
2013,"Spain","Number","General paediatricians",11896,FALSE
2013,"France","Number","Generalist medical practitioners",93944,FALSE
2013,"France","Number","General practitioners",62864,FALSE
2013,"France","Number","Other generalist medical practitioners",31080,FALSE
2013,"France","Number","Specialist medical practitioners",110185,FALSE
2013,"France","Number","General paediatricians",7585,FALSE
2013,"Croatia","Number","Generalist medical practitioners",3335,FALSE
2013,"Croatia","Number","General practitioners",2286,FALSE
2013,"Croatia","Number","Other generalist medical practitioners",1049,FALSE
2013,"Croatia","Number","Specialist medical practitioners",9571,FALSE
2013,"Croatia","Number","General paediatricians",788,FALSE
2013,"Italy","Number","Generalist medical practitioners",53525,FALSE
2013,"Italy","Number","General practitioners",45203,FALSE
2013,"Italy","Number","Other generalist medical practitioners",8322,FALSE
2013,"Italy","Number","Specialist medical practitioners",181393,FALSE
2013,"Italy","Number","General paediatricians",17472,FALSE
2013,"Cyprus","Number","Generalist medical practitioners",735,TRUE
2013,"Cyprus","Number","General practitioners",735,TRUE
2013,"Cyprus","Number","Other generalist medical practitioners",0,TRUE
2013,"Cyprus","Number","Specialist medical practitioners",2311,TRUE
2013,"Cyprus","Number","General paediatricians",242,TRUE
2013,"Latvia","Number","Generalist medical practitioners",1357,FALSE
2013,"Latvia","Number","General practitioners",1357,FALSE
2013,"Latvia","Number","Other generalist medical practitioners",0,FALSE
2013,"Latvia","Number","Specialist medical practitioners",5066,FALSE
2013,"Latvia","Number","General paediatricians",255,FALSE
2013,"Lithuania","Number","Generalist medical practitioners",2709,FALSE
2013,"Lithuania","Number","General practitioners",2552,FALSE
2013,"Lithuania","Number","Other generalist medical practitioners",157,FALSE
2013,"Lithuania","Number","Specialist medical practitioners",9941,FALSE
2013,"Lithuania","Number","General paediatricians",796,FALSE
2013,"Luxembourg","Number","Generalist medical practitioners",467,FALSE
2013,"Luxembourg","Number","General practitioners",467,FALSE
2013,"Luxembourg","Number","Other generalist medical practitioners",0,FALSE
2013,"Luxembourg","Number","Specialist medical practitioners",1070,FALSE
2013,"Luxembourg","Number","General paediatricians",81,FALSE
2013,"Hungary","Number","Generalist medical practitioners",7096,TRUE
2013,"Hungary","Number","General practitioners",4390,TRUE
2013,"Hungary","Number","Other generalist medical practitioners",2481,TRUE
2013,"Hungary","Number","Specialist medical practitioners",25615,TRUE
2013,"Hungary","Number","General paediatricians",2371,TRUE
2013,"Malta","Number","Generalist medical practitioners",340,FALSE
2013,"Malta","Number","General practitioners",340,FALSE
2013,"Malta","Number","Other generalist medical practitioners",0,FALSE
2013,"Malta","Number","Specialist medical practitioners",708,FALSE
2013,"Malta","Number","General paediatricians",59,FALSE
2013,"Netherlands","Number","Generalist medical practitioners",24498,FALSE
2013,"Netherlands","Number","General practitioners",13192,FALSE
2013,"Netherlands","Number","Other generalist medical practitioners",11306,FALSE
2013,"Netherlands","Number","Specialist medical practitioners",31183,FALSE
2013,"Netherlands","Number","General paediatricians",1603,FALSE
2013,"Austria","Number","Generalist medical practitioners",13924,FALSE
2013,"Austria","Number","General practitioners",6523,FALSE
2013,"Austria","Number","Other generalist medical practitioners",7401,FALSE
2013,"Austria","Number","Specialist medical practitioners",22180,FALSE
2013,"Austria","Number","General paediatricians",1292,FALSE
2013,"Poland","Number","Generalist medical practitioners",12846,FALSE
2013,"Poland","Number","General practitioners",8270,FALSE
2013,"Poland","Number","Other generalist medical practitioners",4576,FALSE
2013,"Poland","Number","Specialist medical practitioners",72400,FALSE
2013,"Poland","Number","General paediatricians",5008,FALSE
2013,"Portugal","Number","Generalist medical practitioners",22744,FALSE
2013,"Portugal","Number","General practitioners",20901,FALSE
2013,"Portugal","Number","Other generalist medical practitioners",1843,FALSE
2013,"Portugal","Number","Specialist medical practitioners",23266,FALSE
2013,"Portugal","Number","General paediatricians",1861,FALSE
2013,"Romania","Number","Generalist medical practitioners",15923,FALSE
2013,"Romania","Number","General practitioners",12735,FALSE
2013,"Romania","Number","Other generalist medical practitioners",3188,FALSE
2013,"Romania","Number","Specialist medical practitioners",36905,FALSE
2013,"Romania","Number","General paediatricians",2452,FALSE
2013,"Slovenia","Number","Generalist medical practitioners",1204,FALSE
2013,"Slovenia","Number","General practitioners",1025,FALSE
2013,"Slovenia","Number","Other generalist medical practitioners",179,FALSE
2013,"Slovenia","Number","Specialist medical practitioners",4087,FALSE
2013,"Slovenia","Number","General paediatricians",540,FALSE
2013,"Finland","Number","Generalist medical practitioners",6849,FALSE
2013,"Finland","Number","General practitioners",7371,TRUE
2013,"Finland","Number","Other generalist medical practitioners",0,TRUE
2013,"Finland","Number","Specialist medical practitioners",10049,FALSE
2013,"Finland","Number","General paediatricians",703,FALSE
2013,"Sweden","Number","Generalist medical practitioners",6201,FALSE
2013,"Sweden","Number","General practitioners",6201,FALSE
2013,"Sweden","Number","Other generalist medical practitioners",0,FALSE
2013,"Sweden","Number","Specialist medical practitioners",21174,FALSE
2013,"Sweden","Number","General paediatricians",1015,FALSE
2013,"Iceland","Number","Generalist medical practitioners",188,FALSE
2013,"Iceland","Number","General practitioners",188,FALSE
2013,"Iceland","Number","Other generalist medical practitioners",0,TRUE
2013,"Iceland","Number","Specialist medical practitioners",706,FALSE
2013,"Iceland","Number","General paediatricians",15,FALSE
2013,"Liechtenstein","Number","Generalist medical practitioners",37,FALSE
2013,"Liechtenstein","Number","General practitioners",27,FALSE
2013,"Liechtenstein","Number","Other generalist medical practitioners",10,FALSE
2013,"Liechtenstein","Number","Specialist medical practitioners",83,FALSE
2013,"Liechtenstein","Number","General paediatricians",5,FALSE
2013,"Norway","Number","Generalist medical practitioners",4437,FALSE
2013,"Norway","Number","General practitioners",3965,FALSE
2013,"Norway","Number","Other generalist medical practitioners",472,FALSE
2013,"Norway","Number","Specialist medical practitioners",8765,FALSE
2013,"Norway","Number","General paediatricians",707,FALSE
2013,"Switzerland","Number","Generalist medical practitioners",8986,FALSE
2013,"Switzerland","Number","General practitioners",7371,TRUE
2013,"Switzerland","Number","Other generalist medical practitioners",0,TRUE
2013,"Switzerland","Number","Specialist medical practitioners",18945,FALSE
2013,"Switzerland","Number","General paediatricians",1548,FALSE
2013,"United Kingdom","Number","Generalist medical practitioners",49875,FALSE
2013,"United Kingdom","Number","General practitioners",49875,FALSE
2013,"United Kingdom","Number","Other generalist medical practitioners",0,TRUE
2013,"United Kingdom","Number","Specialist medical practitioners",124110,FALSE
2013,"United Kingdom","Number","General paediatricians",9432,FALSE
2013,"Montenegro","Number","Generalist medical practitioners",241,FALSE
2013,"Montenegro","Number","General practitioners",241,FALSE
2013,"Montenegro","Number","Other generalist medical practitioners",0,FALSE
2013,"Montenegro","Number","Specialist medical practitioners",1107,FALSE
2013,"Montenegro","Number","General paediatricians",165,FALSE
2013,"North Macedonia","Number","Generalist medical practitioners",2017,FALSE
2013,"North Macedonia","Number","General practitioners",7371,TRUE
2013,"North Macedonia","Number","Other generalist medical practitioners",0,TRUE
2013,"North Macedonia","Number","Specialist medical practitioners",3787,FALSE
2013,"North Macedonia","Number","General paediatricians",400,FALSE
2013,"Albania","Number","Generalist medical practitioners",7371,TRUE
2013,"Albania","Number","General practitioners",1618,FALSE
2013,"Albania","Number","Other generalist medical practitioners",0,TRUE
2013,"Albania","Number","Specialist medical practitioners",2087,FALSE
2013,"Albania","Number","General paediatricians",147,FALSE
2013,"Serbia","Number","Generalist medical practitioners",6480,FALSE
2013,"Serbia","Number","General practitioners",5119,FALSE
2013,"Serbia","Number","Other generalist medical practitioners",1361,FALSE
2013,"Serbia","Number","Specialist medical practitioners",15768,FALSE
2013,"Serbia","Number","General paediatricians",1983,FALSE
2013,"Turkey","Number","Generalist medical practitioners",41040,FALSE
2013,"Turkey","Number","General practitioners",41040,FALSE
2013,"Turkey","Number","Other generalist medical practitioners",0,TRUE
2013,"Turkey","Number","Specialist medical practitioners",92735,FALSE
2013,"Turkey","Number","General paediatricians",6792,FALSE
2014,"Belgium","Number","Generalist medical practitioners",12560,FALSE
2014,"Belgium","Number","General practitioners",12560,FALSE
2014,"Belgium","Number","Other generalist medical practitioners",0,FALSE
2014,"Belgium","Number","Specialist medical practitioners",20389,FALSE
2014,"Belgium","Number","General paediatricians",1429,FALSE
2014,"Bulgaria","Number","Generalist medical practitioners",4747,FALSE
2014,"Bulgaria","Number","General practitioners",4525,FALSE
2014,"Bulgaria","Number","Other generalist medical practitioners",222,FALSE
2014,"Bulgaria","Number","Specialist medical practitioners",24054,FALSE
2014,"Bulgaria","Number","General paediatricians",1459,FALSE
2014,"Czechia","Number","Generalist medical practitioners",7371,TRUE
2014,"Czechia","Number","General practitioners",7371,TRUE
2014,"Czechia","Number","Other generalist medical practitioners",0,TRUE
2014,"Czechia","Number","Specialist medical practitioners",31238,TRUE
2014,"Czechia","Number","General paediatricians",1296,TRUE
2014,"Denmark","Number","Generalist medical practitioners",4495,FALSE
2014,"Denmark","Number","General practitioners",4525,TRUE
2014,"Denmark","Number","Other generalist medical practitioners",222,TRUE
2014,"Denmark","Number","Specialist medical practitioners",9597,FALSE
2014,"Denmark","Number","General paediatricians",435,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","Generalist medical practitioners",80226,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","General practitioners",57360,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","Other generalist medical practitioners",22866,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","Specialist medical practitioners",252469,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","General paediatricians",13322,FALSE
2014,"Estonia","Number","Generalist medical practitioners",1057,FALSE
2014,"Estonia","Number","General practitioners",940,FALSE
2014,"Estonia","Number","Other generalist medical practitioners",117,FALSE
2014,"Estonia","Number","Specialist medical practitioners",3361,FALSE
2014,"Estonia","Number","General paediatricians",167,FALSE
2014,"Ireland","Number","Generalist medical practitioners",8214,FALSE
2014,"Ireland","Number","General practitioners",3585,FALSE
2014,"Ireland","Number","Other generalist medical practitioners",4629,FALSE
2014,"Ireland","Number","Specialist medical practitioners",5753,FALSE
2014,"Ireland","Number","General paediatricians",419,FALSE
2014,"Greece","Number","Generalist medical practitioners",4307,FALSE
2014,"Greece","Number","General practitioners",3292,FALSE
2014,"Greece","Number","Other generalist medical practitioners",1015,FALSE
2014,"Greece","Number","Specialist medical practitioners",51520,FALSE
2014,"Greece","Number","General paediatricians",3963,FALSE
2014,"Spain","Number","Generalist medical practitioners",34880,FALSE
2014,"Spain","Number","General practitioners",34880,FALSE
2014,"Spain","Number","Other generalist medical practitioners",0,FALSE
2014,"Spain","Number","Specialist medical practitioners",113206,FALSE
2014,"Spain","Number","General paediatricians",12070,FALSE
2014,"France","Number","Generalist medical practitioners",94322,FALSE
2014,"France","Number","General practitioners",62129,FALSE
2014,"France","Number","Other generalist medical practitioners",32193,FALSE
2014,"France","Number","Specialist medical practitioners",111837,FALSE
2014,"France","Number","General paediatricians",7724,FALSE
2014,"Croatia","Number","Generalist medical practitioners",3502,FALSE
2014,"Croatia","Number","General practitioners",2426,FALSE
2014,"Croatia","Number","Other generalist medical practitioners",1076,FALSE
2014,"Croatia","Number","Specialist medical practitioners",9800,FALSE
2014,"Croatia","Number","General paediatricians",798,FALSE
2014,"Italy","Number","Generalist medical practitioners",53463,FALSE
2014,"Italy","Number","General practitioners",44937,FALSE
2014,"Italy","Number","Other generalist medical practitioners",8526,FALSE
2014,"Italy","Number","Specialist medical practitioners",182426,FALSE
2014,"Italy","Number","General paediatricians",17495,FALSE
2014,"Cyprus","Number","Generalist medical practitioners",680,FALSE
2014,"Cyprus","Number","General practitioners",680,FALSE
2014,"Cyprus","Number","Other generalist medical practitioners",0,FALSE
2014,"Cyprus","Number","Specialist medical practitioners",2200,FALSE
2014,"Cyprus","Number","General paediatricians",238,FALSE
2014,"Latvia","Number","Generalist medical practitioners",1394,FALSE
2014,"Latvia","Number","General practitioners",1394,FALSE
2014,"Latvia","Number","Other generalist medical practitioners",0,FALSE
2014,"Latvia","Number","Specialist medical practitioners",5018,FALSE
2014,"Latvia","Number","General paediatricians",256,FALSE
2014,"Lithuania","Number","Generalist medical practitioners",2769,FALSE
2014,"Lithuania","Number","General practitioners",2600,FALSE
2014,"Lithuania","Number","Other generalist medical practitioners",169,FALSE
2014,"Lithuania","Number","Specialist medical practitioners",9862,FALSE
2014,"Lithuania","Number","General paediatricians",778,FALSE
2014,"Luxembourg","Number","Generalist medical practitioners",489,FALSE
2014,"Luxembourg","Number","General practitioners",489,FALSE
2014,"Luxembourg","Number","Other generalist medical practitioners",0,FALSE
2014,"Luxembourg","Number","Specialist medical practitioners",1113,FALSE
2014,"Luxembourg","Number","General paediatricians",84,FALSE
2014,"Hungary","Number","Generalist medical practitioners",7096,TRUE
2014,"Hungary","Number","General practitioners",4390,TRUE
2014,"Hungary","Number","Other generalist medical practitioners",2481,TRUE
2014,"Hungary","Number","Specialist medical practitioners",25615,TRUE
2014,"Hungary","Number","General paediatricians",2371,TRUE
2014,"Malta","Number","Generalist medical practitioners",346,FALSE
2014,"Malta","Number","General practitioners",346,FALSE
2014,"Malta","Number","Other generalist medical practitioners",0,FALSE
2014,"Malta","Number","Specialist medical practitioners",798,FALSE
2014,"Malta","Number","General paediatricians",68,FALSE
2014,"Netherlands","Number","Generalist medical practitioners",25611,FALSE
2014,"Netherlands","Number","General practitioners",13888,FALSE
2014,"Netherlands","Number","Other generalist medical practitioners",11723,FALSE
2014,"Netherlands","Number","Specialist medical practitioners",32151,FALSE
2014,"Netherlands","Number","General paediatricians",1645,FALSE
2014,"Austria","Number","Generalist medical practitioners",14130,FALSE
2014,"Austria","Number","General practitioners",6614,FALSE
2014,"Austria","Number","Other generalist medical practitioners",7516,FALSE
2014,"Austria","Number","Specialist medical practitioners",22902,FALSE
2014,"Austria","Number","General paediatricians",1340,FALSE
2014,"Poland","Number","Generalist medical practitioners",13744,FALSE
2014,"Poland","Number","General practitioners",8439,FALSE
2014,"Poland","Number","Other generalist medical practitioners",5305,FALSE
2014,"Poland","Number","Specialist medical practitioners",73943,FALSE
2014,"Poland","Number","General paediatricians",5143,FALSE
2014,"Portugal","Number","Generalist medical practitioners",23748,FALSE
2014,"Portugal","Number","General practitioners",21926,FALSE
2014,"Portugal","Number","Other generalist medical practitioners",1822,FALSE
2014,"Portugal","Number","Specialist medical practitioners",23725,FALSE
2014,"Portugal","Number","General paediatricians",1914,FALSE
2014,"Romania","Number","Generalist medical practitioners",15740,FALSE
2014,"Romania","Number","General practitioners",12655,FALSE
2014,"Romania","Number","Other generalist medical practitioners",3085,FALSE
2014,"Romania","Number","Specialist medical practitioners",37980,FALSE
2014,"Romania","Number","General paediatricians",2501,FALSE
2014,"Slovenia","Number","Generalist medical practitioners",1284,FALSE
2014,"Slovenia","Number","General practitioners",1064,FALSE
2014,"Slovenia","Number","Other generalist medical practitioners",220,FALSE
2014,"Slovenia","Number","Specialist medical practitioners",4278,FALSE
2014,"Slovenia","Number","General paediatricians",574,FALSE
2014,"Finland","Number","Generalist medical practitioners",7167,FALSE
2014,"Finland","Number","General practitioners",12560,TRUE
2014,"Finland","Number","Other generalist medical practitioners",222,TRUE
2014,"Finland","Number","Specialist medical practitioners",10775,FALSE
2014,"Finland","Number","General paediatricians",720,FALSE
2014,"Sweden","Number","Generalist medical practitioners",6270,FALSE
2014,"Sweden","Number","General practitioners",6270,FALSE
2014,"Sweden","Number","Other generalist medical practitioners",0,FALSE
2014,"Sweden","Number","Specialist medical practitioners",21600,FALSE
2014,"Sweden","Number","General paediatricians",1002,FALSE
2014,"Iceland","Number","Generalist medical practitioners",188,FALSE
2014,"Iceland","Number","General practitioners",188,FALSE
2014,"Iceland","Number","Other generalist medical practitioners",222,TRUE
2014,"Iceland","Number","Specialist medical practitioners",722,FALSE
2014,"Iceland","Number","General paediatricians",15,FALSE
2014,"Liechtenstein","Number","Generalist medical practitioners",34,FALSE
2014,"Liechtenstein","Number","General practitioners",23,FALSE
2014,"Liechtenstein","Number","Other generalist medical practitioners",11,FALSE
2014,"Liechtenstein","Number","Specialist medical practitioners",85,FALSE
2014,"Liechtenstein","Number","General paediatricians",5,FALSE
2014,"Norway","Number","Generalist medical practitioners",4595,FALSE
2014,"Norway","Number","General practitioners",4083,FALSE
2014,"Norway","Number","Other generalist medical practitioners",512,FALSE
2014,"Norway","Number","Specialist medical practitioners",9203,FALSE
2014,"Norway","Number","General paediatricians",744,FALSE
2014,"Switzerland","Number","Generalist medical practitioners",9225,FALSE
2014,"Switzerland","Number","General practitioners",12560,TRUE
2014,"Switzerland","Number","Other generalist medical practitioners",222,TRUE
2014,"Switzerland","Number","Specialist medical practitioners",19639,FALSE
2014,"Switzerland","Number","General paediatricians",1635,FALSE
2014,"United Kingdom","Number","Generalist medical practitioners",50595,FALSE
2014,"United Kingdom","Number","General practitioners",50595,FALSE
2014,"United Kingdom","Number","Other generalist medical practitioners",222,TRUE
2014,"United Kingdom","Number","Specialist medical practitioners",127025,FALSE
2014,"United Kingdom","Number","General paediatricians",9841,FALSE
2014,"Montenegro","Number","Generalist medical practitioners",245,FALSE
2014,"Montenegro","Number","General practitioners",245,FALSE
2014,"Montenegro","Number","Other generalist medical practitioners",0,FALSE
2014,"Montenegro","Number","Specialist medical practitioners",1125,FALSE
2014,"Montenegro","Number","General paediatricians",163,FALSE
2014,"North Macedonia","Number","Generalist medical practitioners",2112,FALSE
2014,"North Macedonia","Number","General practitioners",12560,TRUE
2014,"North Macedonia","Number","Other generalist medical practitioners",222,TRUE
2014,"North Macedonia","Number","Specialist medical practitioners",3923,FALSE
2014,"North Macedonia","Number","General paediatricians",396,FALSE
2014,"Albania","Number","Generalist medical practitioners",4747,TRUE
2014,"Albania","Number","General practitioners",1603,TRUE
2014,"Albania","Number","Other generalist medical practitioners",222,TRUE
2014,"Albania","Number","Specialist medical practitioners",2087,TRUE
2014,"Albania","Number","General paediatricians",1429,TRUE
2014,"Serbia","Number","Generalist medical practitioners",6440,FALSE
2014,"Serbia","Number","General practitioners",5043,FALSE
2014,"Serbia","Number","Other generalist medical practitioners",1397,FALSE
2014,"Serbia","Number","Specialist medical practitioners",15460,FALSE
2014,"Serbia","Number","General paediatricians",1911,FALSE
2014,"Turkey","Number","Generalist medical practitioners",41542,FALSE
2014,"Turkey","Number","General practitioners",41542,FALSE
2014,"Turkey","Number","Other generalist medical practitioners",222,TRUE
2014,"Turkey","Number","Specialist medical practitioners",94074,FALSE
2014,"Turkey","Number","General paediatricians",6780,FALSE
2015,"Belgium","Number","Generalist medical practitioners",12693,FALSE
2015,"Belgium","Number","General practitioners",12693,FALSE
2015,"Belgium","Number","Other generalist medical practitioners",0,FALSE
2015,"Belgium","Number","Specialist medical practitioners",20881,FALSE
2015,"Belgium","Number","General paediatricians",1482,FALSE
2015,"Bulgaria","Number","Generalist medical practitioners",4517,FALSE
2015,"Bulgaria","Number","General practitioners",4433,FALSE
2015,"Bulgaria","Number","Other generalist medical practitioners",84,FALSE
2015,"Bulgaria","Number","Specialist medical practitioners",24521,FALSE
2015,"Bulgaria","Number","General paediatricians",1420,FALSE
2015,"Czechia","Number","Generalist medical practitioners",7371,TRUE
2015,"Czechia","Number","General practitioners",7371,TRUE
2015,"Czechia","Number","Other generalist medical practitioners",0,TRUE
2015,"Czechia","Number","Specialist medical practitioners",31405,TRUE
2015,"Czechia","Number","General paediatricians",1296,TRUE
2015,"Denmark","Number","Generalist medical practitioners",4571,FALSE
2015,"Denmark","Number","General practitioners",4571,TRUE
2015,"Denmark","Number","Other generalist medical practitioners",84,TRUE
2015,"Denmark","Number","Specialist medical practitioners",9857,FALSE
2015,"Denmark","Number","General paediatricians",436,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Number","Generalist medical practitioners",78601,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Number","General practitioners",57652.5,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Number","Other generalist medical practitioners",20948.5,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Number","Specialist medical practitioners",259528,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Number","General paediatricians",13621,FALSE
2015,"Estonia","Number","Generalist medical practitioners",1052,FALSE
2015,"Estonia","Number","General practitioners",946,FALSE
2015,"Estonia","Number","Other generalist medical practitioners",106,FALSE
2015,"Estonia","Number","Specialist medical practitioners",3440,FALSE
2015,"Estonia","Number","General paediatricians",172,FALSE
2015,"Ireland","Number","Generalist medical practitioners",8610,FALSE
2015,"Ireland","Number","General practitioners",3523,FALSE
2015,"Ireland","Number","Other generalist medical practitioners",5087,FALSE
2015,"Ireland","Number","Specialist medical practitioners",6011,FALSE
2015,"Ireland","Number","General paediatricians",421,FALSE
2015,"Greece","Number","Generalist medical practitioners",4396,FALSE
2015,"Greece","Number","General practitioners",3425,FALSE
2015,"Greece","Number","Other generalist medical practitioners",971,FALSE
2015,"Greece","Number","Specialist medical practitioners",51596,FALSE
2015,"Greece","Number","General paediatricians",4035,FALSE
