"TIME","GEO","UNIT","SOURCE","ICD10","Value","Flag and Footnotes"
"2012","Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Hungary","Percentage","Programme data","Malignant neoplasm of breast","44.27",""
"2012","Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri","37.53",""
"2012","Malta","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Malta","Percentage","Programme data","Malignant neoplasm of breast","53.50","d"
"2012","Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2012","Netherlands","Percentage","Survey data","Malignant neoplasm of breast","87.30",""
"2012","Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri","64.90",""
"2012","Netherlands","Percentage","Programme data","Malignant neoplasm of breast","80.30",""
"2012","Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri","65.20","d"
"2012","Austria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Austria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2012","Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2012","Poland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Poland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2012","Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2012","Portugal","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Portugal","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2012","Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2012","Romania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Romania","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2012","Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri","1.20",""
"2012","Slovenia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Slovenia","Percentage","Programme data","Malignant neoplasm of breast","69.80",""
"2012","Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri","71.30","d"
"2012","Slovakia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Slovakia","Percentage","Programme data","Malignant neoplasm of breast","31.64","d"
"2012","Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri","47.45","d"
"2012","Finland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Finland","Percentage","Programme data","Malignant neoplasm of breast","83.00",""
"2012","Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri","67.40","d"
"2012","Sweden","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Sweden","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2012","Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri","79.70","d"
"2012","Iceland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Iceland","Percentage","Programme data","Malignant neoplasm of breast","59.00","d"
"2012","Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri","64.00",""
"2012","Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast","37.00",""
"2012","Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri","50.30",""
"2012","Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2012","Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2012","Norway","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Norway","Percentage","Programme data","Malignant neoplasm of breast","73.10",""
"2012","Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri","75.90",""
"2012","Switzerland","Percentage","Survey data","Malignant neoplasm of breast","47.40",""
"2012","Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri","73.60",""
"2012","Switzerland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2012","Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2012","United Kingdom","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","United Kingdom","Percentage","Programme data","Malignant neoplasm of breast","76.73",""
"2012","United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri","78.67",""
"2012","Montenegro","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Montenegro","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2012","Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2012","North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2012","North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2012","Serbia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Serbia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2012","Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2012","Turkey","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2012","Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2012","Turkey","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2012","Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri","40.01","d"
"2013","Belgium","Percentage","Survey data","Malignant neoplasm of breast","75.50",""
"2013","Belgium","Percentage","Survey data","Malignant neoplasm of cervix uteri","68.70",""
"2013","Belgium","Percentage","Programme data","Malignant neoplasm of breast","62.30",""
"2013","Belgium","Percentage","Programme data","Malignant neoplasm of cervix uteri","59.66",""
"2013","Bulgaria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Bulgaria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Bulgaria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Bulgaria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Czechia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Czechia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Czechia","Percentage","Programme data","Malignant neoplasm of breast","58.00",""
"2013","Czechia","Percentage","Programme data","Malignant neoplasm of cervix uteri","74.72",""
"2013","Denmark","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Denmark","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Denmark","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Denmark","Percentage","Programme data","Malignant neoplasm of cervix uteri","66.20","d"
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of breast","56.60",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Estonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Estonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Estonia","Percentage","Programme data","Malignant neoplasm of breast","53.40","d"
"2013","Estonia","Percentage","Programme data","Malignant neoplasm of cervix uteri","49.20","d"
"2013","Ireland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Ireland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Ireland","Percentage","Programme data","Malignant neoplasm of breast","70.20","d"
"2013","Ireland","Percentage","Programme data","Malignant neoplasm of cervix uteri","74.70","bd"
"2013","Greece","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Greece","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Greece","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Greece","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Spain","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Spain","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","France","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","France","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","France","Percentage","Programme data","Malignant neoplasm of breast","52.10",""
"2013","France","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Croatia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Croatia","Percentage","Programme data","Malignant neoplasm of breast","60.00",""
"2013","Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Italy","Percentage","Survey data","Malignant neoplasm of breast","70.20",""
"2013","Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri","77.00",""
"2013","Italy","Percentage","Programme data","Malignant neoplasm of breast","62.20",""
"2013","Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri","41.50",""
"2013","Cyprus","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Cyprus","Percentage","Programme data","Malignant neoplasm of breast","31.72","d"
"2013","Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Latvia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Latvia","Percentage","Programme data","Malignant neoplasm of breast","34.20",""
"2013","Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri","27.40",""
"2013","Lithuania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Lithuania","Percentage","Programme data","Malignant neoplasm of breast","38.40",""
"2013","Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri","45.60","d"
"2013","Luxembourg","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Luxembourg","Percentage","Programme data","Malignant neoplasm of breast","56.60",""
"2013","Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri","50.80",""
"2013","Hungary","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Hungary","Percentage","Programme data","Malignant neoplasm of breast","43.19",""
"2013","Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri","36.60",""
"2013","Malta","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Malta","Percentage","Programme data","Malignant neoplasm of breast","53.90","d"
"2013","Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Netherlands","Percentage","Survey data","Malignant neoplasm of breast","85.30",""
"2013","Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri","65.10",""
"2013","Netherlands","Percentage","Programme data","Malignant neoplasm of breast","80.10",""
"2013","Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri","66.20","d"
"2013","Austria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Austria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Poland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Poland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Portugal","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Portugal","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Romania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Romania","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri","4.10",""
"2013","Slovenia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Slovenia","Percentage","Programme data","Malignant neoplasm of breast","82.60",""
"2013","Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri","71.50","d"
"2013","Slovakia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Slovakia","Percentage","Programme data","Malignant neoplasm of breast","30.54","d"
"2013","Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri","47.24","d"
"2013","Finland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Finland","Percentage","Programme data","Malignant neoplasm of breast","82.50",""
"2013","Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri","70.90","d"
"2013","Sweden","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Sweden","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri","80.50","d"
"2013","Iceland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Iceland","Percentage","Programme data","Malignant neoplasm of breast","59.00","d"
"2013","Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri","64.00",""
"2013","Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Norway","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Norway","Percentage","Programme data","Malignant neoplasm of breast","74.70",""
"2013","Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri","74.10",""
"2013","Switzerland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Switzerland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","United Kingdom","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","United Kingdom","Percentage","Programme data","Malignant neoplasm of breast","75.86",""
"2013","United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri","78.34",""
"2013","Montenegro","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Montenegro","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2013","North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2013","Serbia","Percentage","Survey data","Malignant neoplasm of breast","22.70",""
"2013","Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri","59.70","d"
"2013","Serbia","Percentage","Programme data","Malignant neoplasm of breast","3.30",""
"2013","Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri","2.40","d"
"2013","Turkey","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2013","Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2013","Turkey","Percentage","Programme data","Malignant neoplasm of breast","30.17","d"
"2013","Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri","41.19","d"
"2014","Belgium","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2014","Belgium","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Belgium","Percentage","Programme data","Malignant neoplasm of breast","61.90",""
"2014","Belgium","Percentage","Programme data","Malignant neoplasm of cervix uteri","54.15",""
"2014","Bulgaria","Percentage","Survey data","Malignant neoplasm of breast","31.80",""
"2014","Bulgaria","Percentage","Survey data","Malignant neoplasm of cervix uteri","52.20",""
"2014","Bulgaria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2014","Bulgaria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","Czechia","Percentage","Survey data","Malignant neoplasm of breast","76.70",""
"2014","Czechia","Percentage","Survey data","Malignant neoplasm of cervix uteri","87.20",""
"2014","Czechia","Percentage","Programme data","Malignant neoplasm of breast","60.80",""
"2014","Czechia","Percentage","Programme data","Malignant neoplasm of cervix uteri","75.67",""
"2014","Denmark","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2014","Denmark","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Denmark","Percentage","Programme data","Malignant neoplasm of breast","84.30",""
"2014","Denmark","Percentage","Programme data","Malignant neoplasm of cervix uteri","66.00","d"
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of breast","73.50",""
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of cervix uteri","80.40",""
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of breast","54.30",""
"2014","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","Estonia","Percentage","Survey data","Malignant neoplasm of breast","39.00",""
"2014","Estonia","Percentage","Survey data","Malignant neoplasm of cervix uteri","57.70",""
"2014","Estonia","Percentage","Programme data","Malignant neoplasm of breast","58.00","d"
"2014","Estonia","Percentage","Programme data","Malignant neoplasm of cervix uteri","50.00","d"
"2014","Ireland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2014","Ireland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Ireland","Percentage","Programme data","Malignant neoplasm of breast","76.50","d"
"2014","Ireland","Percentage","Programme data","Malignant neoplasm of cervix uteri","77.00","d"
"2014","Greece","Percentage","Survey data","Malignant neoplasm of breast","59.61",""
"2014","Greece","Percentage","Survey data","Malignant neoplasm of cervix uteri","75.52",""
"2014","Greece","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2014","Greece","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","Spain","Percentage","Survey data","Malignant neoplasm of breast","79.80",""
"2014","Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri","68.66",""
"2014","Spain","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2014","Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","France","Percentage","Survey data","Malignant neoplasm of breast","75.00",""
"2014","France","Percentage","Survey data","Malignant neoplasm of cervix uteri","75.39",""
"2014","France","Percentage","Programme data","Malignant neoplasm of breast","52.50",""
"2014","France","Percentage","Programme data","Malignant neoplasm of cervix uteri","58.70","d"
"2014","Croatia","Percentage","Survey data","Malignant neoplasm of breast","67.40",""
"2014","Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri","77.10",""
"2014","Croatia","Percentage","Programme data","Malignant neoplasm of breast","60.00",""
"2014","Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","Italy","Percentage","Survey data","Malignant neoplasm of breast","71.00",""
"2014","Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri","79.00",""
"2014","Italy","Percentage","Programme data","Malignant neoplasm of breast","57.00",""
"2014","Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri","40.50",""
"2014","Cyprus","Percentage","Survey data","Malignant neoplasm of breast","65.70",""
"2014","Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri","64.64",""
"2014","Cyprus","Percentage","Programme data","Malignant neoplasm of breast","33.64","d"
"2014","Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","Latvia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2014","Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Latvia","Percentage","Programme data","Malignant neoplasm of breast","35.90",""
"2014","Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri","27.80",""
"2014","Lithuania","Percentage","Survey data","Malignant neoplasm of breast","46.50",""
"2014","Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri","53.00",""
"2014","Lithuania","Percentage","Programme data","Malignant neoplasm of breast","40.80",""
"2014","Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri","46.70","d"
"2014","Luxembourg","Percentage","Survey data","Malignant neoplasm of breast","81.02",""
"2014","Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri","83.60",""
"2014","Luxembourg","Percentage","Programme data","Malignant neoplasm of breast","61.00",""
"2014","Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri","67.75",""
"2014","Hungary","Percentage","Survey data","Malignant neoplasm of breast","64.90",""
"2014","Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri","59.60",""
"2014","Hungary","Percentage","Programme data","Malignant neoplasm of breast","42.08",""
"2014","Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri","35.63",""
"2014","Malta","Percentage","Survey data","Malignant neoplasm of breast","68.00",""
"2014","Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri","61.60",""
"2014","Malta","Percentage","Programme data","Malignant neoplasm of breast","55.90","d"
"2014","Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","Netherlands","Percentage","Survey data","Malignant neoplasm of breast","79.80","b"
"2014","Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri","62.90","b"
"2014","Netherlands","Percentage","Programme data","Malignant neoplasm of breast","79.40",""
"2014","Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri","64.60","d"
"2014","Austria","Percentage","Survey data","Malignant neoplasm of breast","72.70",""
"2014","Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Austria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2014","Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","Poland","Percentage","Survey data","Malignant neoplasm of breast","58.60",""
"2014","Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri","71.70",""
"2014","Poland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2014","Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","Portugal","Percentage","Survey data","Malignant neoplasm of breast","84.20",""
"2014","Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri","70.70",""
"2014","Portugal","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2014","Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","Romania","Percentage","Survey data","Malignant neoplasm of breast","6.40",""
"2014","Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri","25.90",""
"2014","Romania","Percentage","Programme data","Malignant neoplasm of breast","0.04",""
"2014","Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri","2.30",""
"2014","Slovenia","Percentage","Survey data","Malignant neoplasm of breast","72.10",""
"2014","Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri","70.70",""
"2014","Slovenia","Percentage","Programme data","Malignant neoplasm of breast","78.50",""
"2014","Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri","71.30","d"
"2014","Slovakia","Percentage","Survey data","Malignant neoplasm of breast","54.10",""
"2014","Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri","69.00",""
"2014","Slovakia","Percentage","Programme data","Malignant neoplasm of breast","30.05","d"
"2014","Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri","46.94","d"
"2014","Finland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2014","Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Finland","Percentage","Programme data","Malignant neoplasm of breast","82.80",""
"2014","Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri","70.10","d"
"2014","Sweden","Percentage","Survey data","Malignant neoplasm of breast","90.40",""
"2014","Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Sweden","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2014","Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri","81.40","d"
"2014","Iceland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2014","Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Iceland","Percentage","Programme data","Malignant neoplasm of breast","59.00","d"
"2014","Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri","73.00","bd"
"2014","Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2014","Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast","11.65","b"
"2014","Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri","30.54","b"
"2014","Norway","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2014","Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Norway","Percentage","Programme data","Malignant neoplasm of breast","74.90",""
"2014","Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri","73.50",""
"2014","Switzerland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2014","Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Switzerland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2014","Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","United Kingdom","Percentage","Survey data","Malignant neoplasm of breast","57.90",""
"2014","United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri","62.80",""
"2014","United Kingdom","Percentage","Programme data","Malignant neoplasm of breast","75.32",""
"2014","United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri","77.78",""
"2014","Montenegro","Percentage","Survey data","Malignant neoplasm of breast",":",""
