"TIME","GEO","MORTALIT","SEX","ICD10","UNIT","Value","Value_imp"
2012,"Ireland","Treatable mortality","Males","Total","Number",1543.5,FALSE
2012,"Ireland","Treatable mortality","Males","Total","Rate",99.04,FALSE
2012,"Ireland","Treatable mortality","Females","Total","Number",1323.5,FALSE
2012,"Ireland","Treatable mortality","Females","Total","Rate",80.62,FALSE
2012,"Greece","Total","Total","Total","Number",23930,FALSE
2012,"Greece","Total","Total","Total","Rate",247.36,FALSE
2012,"Greece","Total","Males","Total","Number",16705,FALSE
2012,"Greece","Total","Males","Total","Rate",361.99,FALSE
2012,"Greece","Total","Females","Total","Number",7225,FALSE
2012,"Greece","Total","Females","Total","Rate",142.73,FALSE
2012,"Greece","Preventable mortality","Total","Total","Number",14649.5,FALSE
2012,"Greece","Preventable mortality","Total","Total","Rate",151,FALSE
2012,"Greece","Preventable mortality","Males","Total","Number",11325,FALSE
2012,"Greece","Preventable mortality","Males","Total","Rate",244.36,FALSE
2012,"Greece","Preventable mortality","Females","Total","Number",3324.5,FALSE
2012,"Greece","Preventable mortality","Females","Total","Rate",65.58,FALSE
2012,"Greece","Treatable mortality","Total","Total","Number",9280.5,FALSE
2012,"Greece","Treatable mortality","Total","Total","Rate",96.36,FALSE
2012,"Greece","Treatable mortality","Males","Total","Number",5380,FALSE
2012,"Greece","Treatable mortality","Males","Total","Rate",117.64,FALSE
2012,"Greece","Treatable mortality","Females","Total","Number",3900.5,FALSE
2012,"Greece","Treatable mortality","Females","Total","Rate",77.14,FALSE
2012,"Spain","Total","Total","Total","Number",74282,FALSE
2012,"Spain","Total","Total","Total","Rate",198.27,FALSE
2012,"Spain","Total","Males","Total","Number",52268,FALSE
2012,"Spain","Total","Males","Total","Rate",290.89,FALSE
2012,"Spain","Total","Females","Total","Number",22014,FALSE
2012,"Spain","Total","Females","Total","Rate",113.08,FALSE
2012,"Spain","Preventable mortality","Total","Total","Number",47394.5,FALSE
2012,"Spain","Preventable mortality","Total","Total","Rate",125.74,FALSE
2012,"Spain","Preventable mortality","Males","Total","Number",37028.5,FALSE
2012,"Spain","Preventable mortality","Males","Total","Rate",204.53,FALSE
2012,"Spain","Preventable mortality","Females","Total","Number",10366,FALSE
2012,"Spain","Preventable mortality","Females","Total","Rate",52.94,FALSE
2012,"Spain","Treatable mortality","Total","Total","Number",26887.5,FALSE
2012,"Spain","Treatable mortality","Total","Total","Rate",72.53,FALSE
2012,"Spain","Treatable mortality","Males","Total","Number",15239.5,FALSE
2012,"Spain","Treatable mortality","Males","Total","Rate",86.36,FALSE
2012,"Spain","Treatable mortality","Females","Total","Number",11648,FALSE
2012,"Spain","Treatable mortality","Females","Total","Rate",60.14,FALSE
2012,"France","Total","Total","Total","Number",112949,FALSE
2012,"France","Total","Total","Total","Rate",208.84,FALSE
2012,"France","Total","Males","Total","Number",76232,FALSE
2012,"France","Total","Males","Total","Rate",294.51,FALSE
2012,"France","Total","Females","Total","Number",36717,FALSE
2012,"France","Total","Females","Total","Rate",130.55,FALSE
2012,"France","Preventable mortality","Total","Total","Number",77596.5,FALSE
2012,"France","Preventable mortality","Total","Total","Rate",142.78,FALSE
2012,"France","Preventable mortality","Males","Total","Number",58103.5,FALSE
2012,"France","Preventable mortality","Males","Total","Rate",223.26,FALSE
2012,"France","Preventable mortality","Females","Total","Number",19493,FALSE
2012,"France","Preventable mortality","Females","Total","Rate",69.02,FALSE
2012,"France","Treatable mortality","Total","Total","Number",35352.5,FALSE
2012,"France","Treatable mortality","Total","Total","Rate",66.06,FALSE
2012,"France","Treatable mortality","Males","Total","Number",18128.5,FALSE
2012,"France","Treatable mortality","Males","Total","Rate",71.26,FALSE
2012,"France","Treatable mortality","Females","Total","Number",17224,FALSE
2012,"France","Treatable mortality","Females","Total","Rate",61.53,FALSE
2012,"Croatia","Total","Total","Total","Number",15705,FALSE
2012,"Croatia","Total","Total","Total","Rate",404.92,FALSE
2012,"Croatia","Total","Males","Total","Number",10666,FALSE
2012,"Croatia","Total","Males","Total","Rate",598.45,FALSE
2012,"Croatia","Total","Females","Total","Number",5039,FALSE
2012,"Croatia","Total","Females","Total","Rate",239.96,FALSE
2012,"Croatia","Preventable mortality","Total","Total","Number",9896,FALSE
2012,"Croatia","Preventable mortality","Total","Total","Rate",254.28,FALSE
2012,"Croatia","Preventable mortality","Males","Total","Number",7356.5,FALSE
2012,"Croatia","Preventable mortality","Males","Total","Rate",409.87,FALSE
2012,"Croatia","Preventable mortality","Females","Total","Number",2539.5,FALSE
2012,"Croatia","Preventable mortality","Females","Total","Rate",120.78,FALSE
2012,"Croatia","Treatable mortality","Total","Total","Number",5809,FALSE
2012,"Croatia","Treatable mortality","Total","Total","Rate",150.64,FALSE
2012,"Croatia","Treatable mortality","Males","Total","Number",3309.5,FALSE
2012,"Croatia","Treatable mortality","Males","Total","Rate",188.58,FALSE
2012,"Croatia","Treatable mortality","Females","Total","Number",2499.5,FALSE
2012,"Croatia","Treatable mortality","Females","Total","Rate",119.18,FALSE
2012,"Italy","Total","Total","Total","Number",108447,FALSE
2012,"Italy","Total","Total","Total","Rate",197.18,FALSE
2012,"Italy","Total","Males","Total","Number",69791,FALSE
2012,"Italy","Total","Males","Total","Rate",266.89,FALSE
2012,"Italy","Total","Females","Total","Number",38656,FALSE
2012,"Italy","Total","Females","Total","Rate",134.04,FALSE
2012,"Italy","Preventable mortality","Total","Total","Number",67225,FALSE
2012,"Italy","Preventable mortality","Total","Total","Rate",122.12,FALSE
2012,"Italy","Preventable mortality","Males","Total","Number",48588,FALSE
2012,"Italy","Preventable mortality","Males","Total","Rate",185.42,FALSE
2012,"Italy","Preventable mortality","Females","Total","Number",18637,FALSE
2012,"Italy","Preventable mortality","Females","Total","Rate",64.49,FALSE
2012,"Italy","Treatable mortality","Total","Total","Number",41222,FALSE
2012,"Italy","Treatable mortality","Total","Total","Rate",75.07,FALSE
2012,"Italy","Treatable mortality","Males","Total","Number",21203,FALSE
2012,"Italy","Treatable mortality","Males","Total","Rate",81.47,FALSE
2012,"Italy","Treatable mortality","Females","Total","Number",20019,FALSE
2012,"Italy","Treatable mortality","Females","Total","Rate",69.54,FALSE
2012,"Cyprus","Total","Total","Total","Number",1287,FALSE
2012,"Cyprus","Total","Total","Total","Rate",196.93,FALSE
2012,"Cyprus","Total","Males","Total","Number",894,FALSE
2012,"Cyprus","Total","Males","Total","Rate",282.5,FALSE
2012,"Cyprus","Total","Females","Total","Number",393,FALSE
2012,"Cyprus","Total","Females","Total","Rate",117.3,FALSE
2012,"Cyprus","Preventable mortality","Total","Total","Number",746,FALSE
2012,"Cyprus","Preventable mortality","Total","Total","Rate",112.69,FALSE
2012,"Cyprus","Preventable mortality","Males","Total","Number",579.5,FALSE
2012,"Cyprus","Preventable mortality","Males","Total","Rate",180.62,FALSE
2012,"Cyprus","Preventable mortality","Females","Total","Number",166.5,FALSE
2012,"Cyprus","Preventable mortality","Females","Total","Rate",49.38,FALSE
2012,"Cyprus","Treatable mortality","Total","Total","Number",541,FALSE
2012,"Cyprus","Treatable mortality","Total","Total","Rate",84.24,FALSE
2012,"Cyprus","Treatable mortality","Males","Total","Number",314.5,FALSE
2012,"Cyprus","Treatable mortality","Males","Total","Rate",101.88,FALSE
2012,"Cyprus","Treatable mortality","Females","Total","Number",226.5,FALSE
2012,"Cyprus","Treatable mortality","Females","Total","Rate",67.92,FALSE
2012,"Latvia","Total","Total","Total","Number",11025,FALSE
2012,"Latvia","Total","Total","Total","Rate",591.8,FALSE
2012,"Latvia","Total","Males","Total","Number",7299,FALSE
2012,"Latvia","Total","Males","Total","Rate",947.94,FALSE
2012,"Latvia","Total","Females","Total","Number",3726,FALSE
2012,"Latvia","Total","Females","Total","Rate",337.99,FALSE
2012,"Latvia","Preventable mortality","Total","Total","Number",6825,FALSE
2012,"Latvia","Preventable mortality","Total","Total","Rate",365.8,FALSE
2012,"Latvia","Preventable mortality","Males","Total","Number",4896.5,FALSE
2012,"Latvia","Preventable mortality","Males","Total","Rate",627.36,FALSE
2012,"Latvia","Preventable mortality","Females","Total","Number",1928.5,FALSE
2012,"Latvia","Preventable mortality","Females","Total","Rate",176.25,FALSE
2012,"Latvia","Treatable mortality","Total","Total","Number",4200,FALSE
2012,"Latvia","Treatable mortality","Total","Total","Rate",226,FALSE
2012,"Latvia","Treatable mortality","Males","Total","Number",2402.5,FALSE
2012,"Latvia","Treatable mortality","Males","Total","Rate",320.58,FALSE
2012,"Latvia","Treatable mortality","Females","Total","Number",1797.5,FALSE
2012,"Latvia","Treatable mortality","Females","Total","Rate",161.74,FALSE
2012,"Lithuania","Total","Total","Total","Number",15514,FALSE
2012,"Lithuania","Total","Total","Total","Rate",591.03,FALSE
2012,"Lithuania","Total","Males","Total","Number",10667,FALSE
2012,"Lithuania","Total","Males","Total","Rate",959.66,FALSE
2012,"Lithuania","Total","Females","Total","Number",4847,FALSE
2012,"Lithuania","Total","Females","Total","Rate",318.97,FALSE
2012,"Lithuania","Preventable mortality","Total","Total","Number",9830,FALSE
2012,"Lithuania","Preventable mortality","Total","Total","Rate",371.96,FALSE
2012,"Lithuania","Preventable mortality","Males","Total","Number",7259,FALSE
2012,"Lithuania","Preventable mortality","Males","Total","Rate",641.56,FALSE
2012,"Lithuania","Preventable mortality","Females","Total","Number",2571,FALSE
2012,"Lithuania","Preventable mortality","Females","Total","Rate",169.57,FALSE
2012,"Lithuania","Treatable mortality","Total","Total","Number",5684,FALSE
2012,"Lithuania","Treatable mortality","Total","Total","Rate",219.07,FALSE
2012,"Lithuania","Treatable mortality","Males","Total","Number",3408,FALSE
2012,"Lithuania","Treatable mortality","Males","Total","Rate",318.1,FALSE
2012,"Lithuania","Treatable mortality","Females","Total","Number",2276,FALSE
2012,"Lithuania","Treatable mortality","Females","Total","Rate",149.4,FALSE
2012,"Luxembourg","Total","Total","Total","Number",911,FALSE
2012,"Luxembourg","Total","Total","Total","Rate",228.08,FALSE
2012,"Luxembourg","Total","Males","Total","Number",592,FALSE
2012,"Luxembourg","Total","Males","Total","Rate",300.93,FALSE
2012,"Luxembourg","Total","Females","Total","Number",319,FALSE
2012,"Luxembourg","Total","Females","Total","Rate",157.99,FALSE
2012,"Luxembourg","Preventable mortality","Total","Total","Number",614.5,FALSE
2012,"Luxembourg","Preventable mortality","Total","Total","Rate",151.51,FALSE
2012,"Luxembourg","Preventable mortality","Males","Total","Number",433.5,FALSE
2012,"Luxembourg","Preventable mortality","Males","Total","Rate",216.43,FALSE
2012,"Luxembourg","Preventable mortality","Females","Total","Number",181,FALSE
2012,"Luxembourg","Preventable mortality","Females","Total","Rate",88.67,FALSE
2012,"Luxembourg","Treatable mortality","Total","Total","Number",296.5,FALSE
2012,"Luxembourg","Treatable mortality","Total","Total","Rate",76.56,FALSE
2012,"Luxembourg","Treatable mortality","Males","Total","Number",158.5,FALSE
2012,"Luxembourg","Treatable mortality","Males","Total","Rate",84.5,FALSE
2012,"Luxembourg","Treatable mortality","Females","Total","Number",138,FALSE
2012,"Luxembourg","Treatable mortality","Females","Total","Rate",69.32,FALSE
2012,"Hungary","Total","Total","Total","Number",48621,FALSE
2012,"Hungary","Total","Total","Total","Rate",542.36,FALSE
2012,"Hungary","Total","Males","Total","Number",31219,FALSE
2012,"Hungary","Total","Males","Total","Rate",787.08,FALSE
2012,"Hungary","Total","Females","Total","Number",17402,FALSE
2012,"Hungary","Total","Females","Total","Rate",349.06,FALSE
2012,"Hungary","Preventable mortality","Total","Total","Number",31511.5,FALSE
2012,"Hungary","Preventable mortality","Total","Total","Rate",349.32,FALSE
2012,"Hungary","Preventable mortality","Males","Total","Number",21585.5,FALSE
2012,"Hungary","Preventable mortality","Males","Total","Rate",538.49,FALSE
2012,"Hungary","Preventable mortality","Females","Total","Number",9926,FALSE
2012,"Hungary","Preventable mortality","Females","Total","Rate",198.36,FALSE
2012,"Hungary","Treatable mortality","Total","Total","Number",17109.5,FALSE
2012,"Hungary","Treatable mortality","Total","Total","Rate",193.03,FALSE
2012,"Hungary","Treatable mortality","Males","Total","Number",9633.5,FALSE
2012,"Hungary","Treatable mortality","Males","Total","Rate",248.59,FALSE
2012,"Hungary","Treatable mortality","Females","Total","Number",7476,FALSE
2012,"Hungary","Treatable mortality","Females","Total","Rate",150.7,FALSE
2012,"Malta","Total","Total","Total","Number",896,FALSE
2012,"Malta","Total","Total","Total","Rate",239.33,FALSE
2012,"Malta","Total","Males","Total","Number",576,FALSE
2012,"Malta","Total","Males","Total","Rate",316.3,FALSE
2012,"Malta","Total","Females","Total","Number",320,FALSE
2012,"Malta","Total","Females","Total","Rate",167.44,FALSE
2012,"Malta","Preventable mortality","Total","Total","Number",490.5,FALSE
2012,"Malta","Preventable mortality","Total","Total","Rate",129.97,FALSE
2012,"Malta","Preventable mortality","Males","Total","Number",353,FALSE
2012,"Malta","Preventable mortality","Males","Total","Rate",192.8,FALSE
2012,"Malta","Preventable mortality","Females","Total","Number",137.5,FALSE
2012,"Malta","Preventable mortality","Females","Total","Rate",71.08,FALSE
2012,"Malta","Treatable mortality","Total","Total","Number",405.5,FALSE
2012,"Malta","Treatable mortality","Total","Total","Rate",109.36,FALSE
2012,"Malta","Treatable mortality","Males","Total","Number",223,FALSE
2012,"Malta","Treatable mortality","Males","Total","Rate",123.5,FALSE
2012,"Malta","Treatable mortality","Females","Total","Number",182.5,FALSE
2012,"Malta","Treatable mortality","Females","Total","Rate",96.36,FALSE
2012,"Netherlands","Total","Total","Total","Number",31637,FALSE
2012,"Netherlands","Total","Total","Total","Rate",218.25,FALSE
2012,"Netherlands","Total","Males","Total","Number",18498,FALSE
2012,"Netherlands","Total","Males","Total","Rate",259.76,FALSE
2012,"Netherlands","Total","Females","Total","Number",13139,FALSE
2012,"Netherlands","Total","Females","Total","Rate",178.28,FALSE
2012,"Netherlands","Preventable mortality","Total","Total","Number",20296,FALSE
2012,"Netherlands","Preventable mortality","Total","Total","Rate",139.81,FALSE
2012,"Netherlands","Preventable mortality","Males","Total","Number",12874.5,FALSE
2012,"Netherlands","Preventable mortality","Males","Total","Rate",180.13,FALSE
2012,"Netherlands","Preventable mortality","Females","Total","Number",7421.5,FALSE
2012,"Netherlands","Preventable mortality","Females","Total","Rate",100.72,FALSE
2012,"Netherlands","Treatable mortality","Total","Total","Number",11341,FALSE
2012,"Netherlands","Treatable mortality","Total","Total","Rate",78.44,FALSE
2012,"Netherlands","Treatable mortality","Males","Total","Number",5623.5,FALSE
2012,"Netherlands","Treatable mortality","Males","Total","Rate",79.63,FALSE
2012,"Netherlands","Treatable mortality","Females","Total","Number",5717.5,FALSE
2012,"Netherlands","Treatable mortality","Females","Total","Rate",77.56,FALSE
2012,"Austria","Total","Total","Total","Number",18852,FALSE
2012,"Austria","Total","Total","Total","Rate",250.84,FALSE
2012,"Austria","Total","Males","Total","Number",12346,FALSE
2012,"Austria","Total","Males","Total","Rate",343.73,FALSE
2012,"Austria","Total","Females","Total","Number",6506,FALSE
2012,"Austria","Total","Females","Total","Rate",165.88,FALSE
2012,"Austria","Preventable mortality","Total","Total","Number",12878.5,FALSE
2012,"Austria","Preventable mortality","Total","Total","Rate",170.95,FALSE
2012,"Austria","Preventable mortality","Males","Total","Number",9111,FALSE
2012,"Austria","Preventable mortality","Males","Total","Rate",252.28,FALSE
2012,"Austria","Preventable mortality","Females","Total","Number",3767.5,FALSE
2012,"Austria","Preventable mortality","Females","Total","Rate",96.16,FALSE
2012,"Austria","Treatable mortality","Total","Total","Number",5973.5,FALSE
2012,"Austria","Treatable mortality","Total","Total","Rate",79.89,FALSE
2012,"Austria","Treatable mortality","Males","Total","Number",3235,FALSE
2012,"Austria","Treatable mortality","Males","Total","Rate",91.45,FALSE
2012,"Austria","Treatable mortality","Females","Total","Number",2738.5,FALSE
2012,"Austria","Treatable mortality","Females","Total","Rate",69.72,FALSE
2012,"Poland","Total","Total","Total","Number",121334,FALSE
2012,"Poland","Total","Total","Total","Rate",389.06,FALSE
2012,"Poland","Total","Males","Total","Number",82724,FALSE
2012,"Poland","Total","Males","Total","Rate",575.98,FALSE
2012,"Poland","Total","Females","Total","Number",38610,FALSE
2012,"Poland","Total","Females","Total","Rate",232.27,FALSE
2012,"Poland","Preventable mortality","Total","Total","Number",76992,FALSE
2012,"Poland","Preventable mortality","Total","Total","Rate",242.66,FALSE
2012,"Poland","Preventable mortality","Males","Total","Number",56975.5,FALSE
2012,"Poland","Preventable mortality","Males","Total","Rate",388.55,FALSE
2012,"Poland","Preventable mortality","Females","Total","Number",20016.5,FALSE
2012,"Poland","Preventable mortality","Females","Total","Rate",119.22,FALSE
2012,"Poland","Treatable mortality","Total","Total","Number",44342,FALSE
2012,"Poland","Treatable mortality","Total","Total","Rate",146.39,FALSE
2012,"Poland","Treatable mortality","Males","Total","Number",25748.5,FALSE
2012,"Poland","Treatable mortality","Males","Total","Rate",187.43,FALSE
2012,"Poland","Treatable mortality","Females","Total","Number",18593.5,FALSE
2012,"Poland","Treatable mortality","Females","Total","Rate",113.05,FALSE
2012,"Portugal","Total","Total","Total","Number",22046,FALSE
2012,"Portugal","Total","Total","Total","Rate",236.26,FALSE
2012,"Portugal","Total","Males","Total","Number",14826,FALSE
2012,"Portugal","Total","Males","Total","Rate",343.31,FALSE
2012,"Portugal","Total","Females","Total","Number",7220,FALSE
2012,"Portugal","Total","Females","Total","Rate",144.27,FALSE
2012,"Portugal","Preventable mortality","Total","Total","Number",13440.5,FALSE
2012,"Portugal","Preventable mortality","Total","Total","Rate",143.21,FALSE
2012,"Portugal","Preventable mortality","Males","Total","Number",10157,FALSE
2012,"Portugal","Preventable mortality","Males","Total","Rate",232.96,FALSE
2012,"Portugal","Preventable mortality","Females","Total","Number",3283.5,FALSE
2012,"Portugal","Preventable mortality","Females","Total","Rate",65.44,FALSE
2012,"Portugal","Treatable mortality","Total","Total","Number",8605.5,FALSE
2012,"Portugal","Treatable mortality","Total","Total","Rate",93.05,FALSE
2012,"Portugal","Treatable mortality","Males","Total","Number",4669,FALSE
2012,"Portugal","Treatable mortality","Males","Total","Rate",110.35,FALSE
2012,"Portugal","Treatable mortality","Females","Total","Number",3936.5,FALSE
2012,"Portugal","Treatable mortality","Females","Total","Rate",78.83,FALSE
2012,"Romania","Total","Total","Total","Number",94848,FALSE
2012,"Romania","Total","Total","Total","Rate",552.27,FALSE
2012,"Romania","Total","Males","Total","Number",61599,FALSE
2012,"Romania","Total","Males","Total","Rate",781.93,FALSE
2012,"Romania","Total","Females","Total","Number",33249,FALSE
2012,"Romania","Total","Females","Total","Rate",357.68,FALSE
2012,"Romania","Preventable mortality","Total","Total","Number",57486.5,FALSE
2012,"Romania","Preventable mortality","Total","Total","Rate",332.47,FALSE
2012,"Romania","Preventable mortality","Males","Total","Number",40407,FALSE
2012,"Romania","Preventable mortality","Males","Total","Rate",507.18,FALSE
2012,"Romania","Preventable mortality","Females","Total","Number",17079.5,FALSE
2012,"Romania","Preventable mortality","Females","Total","Rate",183.13,FALSE
2012,"Romania","Treatable mortality","Total","Total","Number",37361.5,FALSE
2012,"Romania","Treatable mortality","Total","Total","Rate",219.8,FALSE
2012,"Romania","Treatable mortality","Males","Total","Number",21192,FALSE
2012,"Romania","Treatable mortality","Males","Total","Rate",274.74,FALSE
2012,"Romania","Treatable mortality","Females","Total","Number",16169.5,FALSE
2012,"Romania","Treatable mortality","Females","Total","Rate",174.55,FALSE
2012,"Slovenia","Total","Total","Total","Number",5416,FALSE
2012,"Slovenia","Total","Total","Total","Rate",297.41,FALSE
2012,"Slovenia","Total","Males","Total","Number",3720,FALSE
2012,"Slovenia","Total","Males","Total","Rate",423.69,FALSE
2012,"Slovenia","Total","Females","Total","Number",1696,FALSE
2012,"Slovenia","Total","Females","Total","Rate",180.63,FALSE
2012,"Slovenia","Preventable mortality","Total","Total","Number",3741,FALSE
2012,"Slovenia","Preventable mortality","Total","Total","Rate",203.29,FALSE
2012,"Slovenia","Preventable mortality","Males","Total","Number",2773.5,FALSE
2012,"Slovenia","Preventable mortality","Males","Total","Rate",311.21,FALSE
2012,"Slovenia","Preventable mortality","Females","Total","Number",967.5,FALSE
2012,"Slovenia","Preventable mortality","Females","Total","Rate",102.52,FALSE
2012,"Slovenia","Treatable mortality","Total","Total","Number",1675,FALSE
2012,"Slovenia","Treatable mortality","Total","Total","Rate",94.13,FALSE
2012,"Slovenia","Treatable mortality","Males","Total","Number",946.5,FALSE
2012,"Slovenia","Treatable mortality","Males","Total","Rate",112.49,FALSE
2012,"Slovenia","Treatable mortality","Females","Total","Number",728.5,FALSE
2012,"Slovenia","Treatable mortality","Females","Total","Rate",78.11,FALSE
2012,"Slovakia","Total","Total","Total","Number",19709,FALSE
2012,"Slovakia","Total","Total","Total","Rate",458.45,FALSE
2012,"Slovakia","Total","Males","Total","Number",13363,FALSE
2012,"Slovakia","Total","Males","Total","Rate",684.49,FALSE
2012,"Slovakia","Total","Females","Total","Number",6346,FALSE
2012,"Slovakia","Total","Females","Total","Rate",274.44,FALSE
2012,"Slovakia","Preventable mortality","Total","Total","Number",12090,FALSE
2012,"Slovakia","Preventable mortality","Total","Total","Rate",276.16,FALSE
2012,"Slovakia","Preventable mortality","Males","Total","Number",8932.5,FALSE
2012,"Slovakia","Preventable mortality","Males","Total","Rate",447.23,FALSE
2012,"Slovakia","Preventable mortality","Females","Total","Number",3157.5,FALSE
2012,"Slovakia","Preventable mortality","Females","Total","Rate",135.42,FALSE
2012,"Slovakia","Treatable mortality","Total","Total","Number",7619,FALSE
2012,"Slovakia","Treatable mortality","Total","Total","Rate",182.3,FALSE
2012,"Slovakia","Treatable mortality","Males","Total","Number",4430.5,FALSE
2012,"Slovakia","Treatable mortality","Males","Total","Rate",237.26,FALSE
2012,"Slovakia","Treatable mortality","Females","Total","Number",3188.5,FALSE
2012,"Slovakia","Treatable mortality","Females","Total","Rate",139.03,FALSE
2012,"Finland","Total","Total","Total","Number",13371,FALSE
2012,"Finland","Total","Total","Total","Rate",267.92,FALSE
2012,"Finland","Total","Males","Total","Number",9189,FALSE
2012,"Finland","Total","Males","Total","Rate",380.76,FALSE
2012,"Finland","Total","Females","Total","Number",4182,FALSE
2012,"Finland","Total","Females","Total","Rate",162.55,FALSE
2012,"Finland","Preventable mortality","Total","Total","Number",9146,FALSE
2012,"Finland","Preventable mortality","Total","Total","Rate",182.95,FALSE
2012,"Finland","Preventable mortality","Males","Total","Number",6743.5,FALSE
2012,"Finland","Preventable mortality","Males","Total","Rate",278.31,FALSE
2012,"Finland","Preventable mortality","Females","Total","Number",2402.5,FALSE
2012,"Finland","Preventable mortality","Females","Total","Rate",93.26,FALSE
2012,"Finland","Treatable mortality","Total","Total","Number",4225,FALSE
2012,"Finland","Treatable mortality","Total","Total","Rate",84.97,FALSE
2012,"Finland","Treatable mortality","Males","Total","Number",2445.5,FALSE
2012,"Finland","Treatable mortality","Males","Total","Rate",102.45,FALSE
2012,"Finland","Treatable mortality","Females","Total","Number",1779.5,FALSE
2012,"Finland","Treatable mortality","Females","Total","Rate",69.29,FALSE
2012,"Sweden","Total","Total","Total","Number",17038,FALSE
2012,"Sweden","Total","Total","Total","Rate",201.45,FALSE
2012,"Sweden","Total","Males","Total","Number",10438,FALSE
2012,"Sweden","Total","Males","Total","Rate",248.48,FALSE
2012,"Sweden","Total","Females","Total","Number",6600,FALSE
2012,"Sweden","Total","Females","Total","Rate",155.1,FALSE
2012,"Sweden","Preventable mortality","Total","Total","Number",10646.5,FALSE
2012,"Sweden","Preventable mortality","Total","Total","Rate",125.76,FALSE
2012,"Sweden","Preventable mortality","Males","Total","Number",6914,FALSE
2012,"Sweden","Preventable mortality","Males","Total","Rate",164.2,FALSE
2012,"Sweden","Preventable mortality","Females","Total","Number",3732.5,FALSE
2012,"Sweden","Preventable mortality","Females","Total","Rate",87.65,FALSE
2012,"Sweden","Treatable mortality","Total","Total","Number",6391.5,FALSE
2012,"Sweden","Treatable mortality","Total","Total","Rate",75.7,FALSE
2012,"Sweden","Treatable mortality","Males","Total","Number",3524,FALSE
2012,"Sweden","Treatable mortality","Males","Total","Rate",84.27,FALSE
2012,"Sweden","Treatable mortality","Females","Total","Number",2867.5,FALSE
2012,"Sweden","Treatable mortality","Females","Total","Rate",67.44,FALSE
2012,"Iceland","Total","Total","Total","Number",433,FALSE
2012,"Iceland","Total","Total","Total","Rate",192.02,FALSE
2012,"Iceland","Total","Males","Total","Number",251,FALSE
2012,"Iceland","Total","Males","Total","Rate",219.53,FALSE
2012,"Iceland","Total","Females","Total","Number",182,FALSE
2012,"Iceland","Total","Females","Total","Rate",164.55,FALSE
2012,"Iceland","Preventable mortality","Total","Total","Number",294.5,FALSE
2012,"Iceland","Preventable mortality","Total","Total","Rate",129.87,FALSE
2012,"Iceland","Preventable mortality","Males","Total","Number",177.5,FALSE
2012,"Iceland","Preventable mortality","Males","Total","Rate",152.87,FALSE
2012,"Iceland","Preventable mortality","Females","Total","Number",117,FALSE
2012,"Iceland","Preventable mortality","Females","Total","Rate",106.78,FALSE
2012,"Iceland","Treatable mortality","Total","Total","Number",138.5,FALSE
2012,"Iceland","Treatable mortality","Total","Total","Rate",62.15,FALSE
2012,"Iceland","Treatable mortality","Males","Total","Number",73.5,FALSE
2012,"Iceland","Treatable mortality","Males","Total","Rate",66.66,FALSE
2012,"Iceland","Treatable mortality","Females","Total","Number",65,FALSE
2012,"Iceland","Treatable mortality","Females","Total","Rate",57.77,FALSE
2012,"Liechtenstein","Total","Total","Total","Number",57,FALSE
2012,"Liechtenstein","Total","Total","Total","Rate",179.51,FALSE
2012,"Liechtenstein","Total","Males","Total","Number",37,FALSE
2012,"Liechtenstein","Total","Males","Total","Rate",244.43,FALSE
2012,"Liechtenstein","Total","Females","Total","Number",20,FALSE
2012,"Liechtenstein","Total","Females","Total","Rate",118.3,FALSE
2012,"Liechtenstein","Preventable mortality","Total","Total","Number",35,FALSE
2012,"Liechtenstein","Preventable mortality","Total","Total","Rate",108.03,FALSE
2012,"Liechtenstein","Preventable mortality","Males","Total","Number",23,FALSE
2012,"Liechtenstein","Preventable mortality","Males","Total","Rate",149.5,FALSE
2012,"Liechtenstein","Preventable mortality","Females","Total","Number",12,FALSE
2012,"Liechtenstein","Preventable mortality","Females","Total","Rate",68.89,FALSE
2012,"Liechtenstein","Treatable mortality","Total","Total","Number",22,FALSE
2012,"Liechtenstein","Treatable mortality","Total","Total","Rate",71.48,FALSE
2012,"Liechtenstein","Treatable mortality","Males","Total","Number",14,FALSE
2012,"Liechtenstein","Treatable mortality","Males","Total","Rate",94.93,FALSE
2012,"Liechtenstein","Treatable mortality","Females","Total","Number",8,FALSE
2012,"Liechtenstein","Treatable mortality","Females","Total","Rate",49.41,FALSE
2012,"Norway","Total","Total","Total","Number",8446,FALSE
2012,"Norway","Total","Total","Total","Rate",211.89,FALSE
2012,"Norway","Total","Males","Total","Number",5223,FALSE
2012,"Norway","Total","Males","Total","Rate",262.32,FALSE
2012,"Norway","Total","Females","Total","Number",3223,FALSE
2012,"Norway","Total","Females","Total","Rate",161.98,FALSE
2012,"Norway","Preventable mortality","Total","Total","Number",5499,FALSE
2012,"Norway","Preventable mortality","Total","Total","Rate",137.16,FALSE
2012,"Norway","Preventable mortality","Males","Total","Number",3587.5,FALSE
2012,"Norway","Preventable mortality","Males","Total","Rate",178.58,FALSE
2012,"Norway","Preventable mortality","Females","Total","Number",1911.5,FALSE
2012,"Norway","Preventable mortality","Females","Total","Rate",95.92,FALSE
2012,"Norway","Treatable mortality","Total","Total","Number",2947,FALSE
2012,"Norway","Treatable mortality","Total","Total","Rate",74.74,FALSE
2012,"Norway","Treatable mortality","Males","Total","Number",1635.5,FALSE
2012,"Norway","Treatable mortality","Males","Total","Rate",83.74,FALSE
