"TIME","GEO","FACILITY","UNIT","Value","Value_imp"
2012,"Malta","Day care places altogether","Number",149,FALSE
2012,"Malta","Surgical day care places","Number",2247,TRUE
2012,"Malta","Oncological day care place","Number",27,TRUE
2012,"Malta","Psychiatric day care place","Number",3848,TRUE
2012,"Malta","Geriatric day care places","Number",30,TRUE
2012,"Netherlands","Operation theatres in hospital","Number",1177,TRUE
2012,"Netherlands","Day care places altogether","Number",5126,TRUE
2012,"Netherlands","Surgical day care places","Number",2247,TRUE
2012,"Netherlands","Oncological day care place","Number",1501,TRUE
2012,"Netherlands","Psychiatric day care place","Number",3848,TRUE
2012,"Netherlands","Geriatric day care places","Number",2013,TRUE
2012,"Austria","Operation theatres in hospital","Number",291,FALSE
2012,"Austria","Day care places altogether","Number",2049,TRUE
2012,"Austria","Surgical day care places","Number",2247,TRUE
2012,"Austria","Oncological day care place","Number",1501,TRUE
2012,"Austria","Psychiatric day care place","Number",3848,TRUE
2012,"Austria","Geriatric day care places","Number",2013,TRUE
2012,"Poland","Operation theatres in hospital","Number",3381,FALSE
2012,"Poland","Day care places altogether","Number",8415,FALSE
2012,"Poland","Surgical day care places","Number",1036,TRUE
2012,"Poland","Oncological day care place","Number",492,TRUE
2012,"Poland","Psychiatric day care place","Number",1196,TRUE
2012,"Poland","Geriatric day care places","Number",0,TRUE
2012,"Portugal","Operation theatres in hospital","Number",892,FALSE
2012,"Portugal","Day care places altogether","Number",1697,FALSE
2012,"Portugal","Surgical day care places","Number",2247,TRUE
2012,"Portugal","Oncological day care place","Number",1501,TRUE
2012,"Portugal","Psychiatric day care place","Number",3848,TRUE
2012,"Portugal","Geriatric day care places","Number",2013,TRUE
2012,"Romania","Operation theatres in hospital","Number",1814,FALSE
2012,"Romania","Day care places altogether","Number",6177,FALSE
2012,"Romania","Surgical day care places","Number",578,FALSE
2012,"Romania","Oncological day care place","Number",548,FALSE
2012,"Romania","Psychiatric day care place","Number",270,FALSE
2012,"Romania","Geriatric day care places","Number",5,FALSE
2012,"Slovenia","Operation theatres in hospital","Number",155,FALSE
2012,"Slovenia","Day care places altogether","Number",2049,TRUE
2012,"Slovenia","Surgical day care places","Number",2247,TRUE
2012,"Slovenia","Oncological day care place","Number",1501,TRUE
2012,"Slovenia","Psychiatric day care place","Number",3848,TRUE
2012,"Slovenia","Geriatric day care places","Number",2013,TRUE
2012,"Slovakia","Operation theatres in hospital","Number",993,TRUE
2012,"Slovakia","Day care places altogether","Number",4228,FALSE
2012,"Slovakia","Surgical day care places","Number",2057,FALSE
2012,"Slovakia","Oncological day care place","Number",35,FALSE
2012,"Slovakia","Psychiatric day care place","Number",432,FALSE
2012,"Slovakia","Geriatric day care places","Number",27,FALSE
2012,"Liechtenstein","Operation theatres in hospital","Number",4,FALSE
2012,"Liechtenstein","Day care places altogether","Number",7,FALSE
2012,"Liechtenstein","Surgical day care places","Number",7,FALSE
2012,"Liechtenstein","Oncological day care place","Number",0,FALSE
2012,"Liechtenstein","Psychiatric day care place","Number",0,FALSE
2012,"Liechtenstein","Geriatric day care places","Number",0,FALSE
2012,"Switzerland","Operation theatres in hospital","Number",970,FALSE
2012,"Switzerland","Day care places altogether","Number",2049,TRUE
2012,"Switzerland","Surgical day care places","Number",2247,TRUE
2012,"Switzerland","Oncological day care place","Number",1501,TRUE
2012,"Switzerland","Psychiatric day care place","Number",3848,TRUE
2012,"Switzerland","Geriatric day care places","Number",2013,TRUE
2012,"United Kingdom","Operation theatres in hospital","Number",3684,FALSE
2012,"United Kingdom","Day care places altogether","Number",14193,FALSE
2012,"United Kingdom","Surgical day care places","Number",2247,TRUE
2012,"United Kingdom","Oncological day care place","Number",1501,TRUE
2012,"United Kingdom","Psychiatric day care place","Number",3848,TRUE
2012,"United Kingdom","Geriatric day care places","Number",2013,TRUE
2012,"North Macedonia","Operation theatres in hospital","Number",993,TRUE
2012,"North Macedonia","Day care places altogether","Number",151,FALSE
2012,"North Macedonia","Surgical day care places","Number",0,FALSE
2012,"North Macedonia","Oncological day care place","Number",38,FALSE
2012,"North Macedonia","Psychiatric day care place","Number",10,FALSE
2012,"North Macedonia","Geriatric day care places","Number",0,FALSE
2012,"Serbia","Operation theatres in hospital","Number",549,FALSE
2012,"Serbia","Day care places altogether","Number",2903,FALSE
2012,"Serbia","Surgical day care places","Number",538,FALSE
2012,"Serbia","Oncological day care place","Number",260,FALSE
2012,"Serbia","Psychiatric day care place","Number",1073,FALSE
2012,"Serbia","Geriatric day care places","Number",2,FALSE
2012,"Turkey","Operation theatres in hospital","Number",5697,FALSE
2012,"Turkey","Day care places altogether","Number",2049,TRUE
2012,"Turkey","Surgical day care places","Number",2247,TRUE
2012,"Turkey","Oncological day care place","Number",1501,TRUE
2012,"Turkey","Psychiatric day care place","Number",3848,TRUE
2012,"Turkey","Geriatric day care places","Number",2013,TRUE
2013,"Belgium","Operation theatres in hospital","Number",1188,FALSE
2013,"Belgium","Day care places altogether","Number",5960,TRUE
2013,"Belgium","Surgical day care places","Number",2788,FALSE
2013,"Belgium","Oncological day care place","Number",1319,FALSE
2013,"Belgium","Psychiatric day care place","Number",1023,FALSE
2013,"Belgium","Geriatric day care places","Number",405,FALSE
2013,"Bulgaria","Operation theatres in hospital","Number",999,TRUE
2013,"Bulgaria","Day care places altogether","Number",2187,TRUE
2013,"Bulgaria","Surgical day care places","Number",2788,TRUE
2013,"Bulgaria","Oncological day care place","Number",1319,TRUE
2013,"Bulgaria","Psychiatric day care place","Number",917,TRUE
2013,"Bulgaria","Geriatric day care places","Number",2097,TRUE
2013,"Czechia","Operation theatres in hospital","Number",999,FALSE
2013,"Czechia","Day care places altogether","Number",999,TRUE
2013,"Czechia","Surgical day care places","Number",999,TRUE
2013,"Czechia","Oncological day care place","Number",999,TRUE
2013,"Czechia","Psychiatric day care place","Number",1023,TRUE
2013,"Czechia","Geriatric day care places","Number",999,TRUE
2013,"Denmark","Operation theatres in hospital","Number",999,TRUE
2013,"Denmark","Day care places altogether","Number",2021,TRUE
2013,"Denmark","Surgical day care places","Number",2788,TRUE
2013,"Denmark","Oncological day care place","Number",1319,TRUE
2013,"Denmark","Psychiatric day care place","Number",3942,TRUE
2013,"Denmark","Geriatric day care places","Number",2097,TRUE
2013,"Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",1188,TRUE
2013,"Germany (until 1990 former territory of the FRG)","Day care places altogether","Number",26341,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Surgical day care places","Number",69,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Oncological day care place","Number",997,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number",17686,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number",2097,FALSE
2013,"Estonia","Operation theatres in hospital","Number",126,FALSE
2013,"Estonia","Day care places altogether","Number",397,FALSE
2013,"Estonia","Surgical day care places","Number",126,TRUE
2013,"Estonia","Oncological day care place","Number",997,TRUE
2013,"Estonia","Psychiatric day care place","Number",1023,TRUE
2013,"Estonia","Geriatric day care places","Number",405,TRUE
2013,"Ireland","Operation theatres in hospital","Number",225,FALSE
2013,"Ireland","Day care places altogether","Number",2021,FALSE
2013,"Ireland","Surgical day care places","Number",225,TRUE
2013,"Ireland","Oncological day care place","Number",997,TRUE
2013,"Ireland","Psychiatric day care place","Number",1023,TRUE
2013,"Ireland","Geriatric day care places","Number",405,TRUE
2013,"Greece","Operation theatres in hospital","Number",1286,TRUE
2013,"Greece","Day care places altogether","Number",3022,FALSE
2013,"Greece","Surgical day care places","Number",269,TRUE
2013,"Greece","Oncological day care place","Number",479,TRUE
2013,"Greece","Psychiatric day care place","Number",118,TRUE
2013,"Greece","Geriatric day care places","Number",2097,TRUE
2013,"Spain","Operation theatres in hospital","Number",4307,FALSE
2013,"Spain","Day care places altogether","Number",16841,FALSE
2013,"Spain","Surgical day care places","Number",2892,FALSE
2013,"Spain","Oncological day care place","Number",7644,FALSE
2013,"Spain","Psychiatric day care place","Number",3942,FALSE
2013,"Spain","Geriatric day care places","Number",2363,FALSE
2013,"France","Operation theatres in hospital","Number",11505,FALSE
2013,"France","Day care places altogether","Number",71942,FALSE
2013,"France","Surgical day care places","Number",15856,FALSE
2013,"France","Oncological day care place","Number",5710,FALSE
2013,"France","Psychiatric day care place","Number",29065,FALSE
2013,"France","Geriatric day care places","Number",633,FALSE
2013,"Croatia","Operation theatres in hospital","Number",374,FALSE
2013,"Croatia","Day care places altogether","Number",2669,FALSE
2013,"Croatia","Surgical day care places","Number",244,FALSE
2013,"Croatia","Oncological day care place","Number",214,FALSE
2013,"Croatia","Psychiatric day care place","Number",1044,FALSE
2013,"Croatia","Geriatric day care places","Number",0,FALSE
2013,"Italy","Operation theatres in hospital","Number",6078,FALSE
2013,"Italy","Day care places altogether","Number",17594,FALSE
2013,"Italy","Surgical day care places","Number",8102,FALSE
2013,"Italy","Oncological day care place","Number",2768,FALSE
2013,"Italy","Psychiatric day care place","Number",676,FALSE
2013,"Italy","Geriatric day care places","Number",154,FALSE
2013,"Cyprus","Operation theatres in hospital","Number",28,FALSE
2013,"Cyprus","Day care places altogether","Number",212,FALSE
2013,"Cyprus","Surgical day care places","Number",5,FALSE
2013,"Cyprus","Oncological day care place","Number",26,FALSE
2013,"Cyprus","Psychiatric day care place","Number",0,FALSE
2013,"Cyprus","Geriatric day care places","Number",0,FALSE
2013,"Latvia","Operation theatres in hospital","Number",259,FALSE
2013,"Latvia","Day care places altogether","Number",1561,FALSE
2013,"Latvia","Surgical day care places","Number",2788,TRUE
2013,"Latvia","Oncological day care place","Number",1319,TRUE
2013,"Latvia","Psychiatric day care place","Number",185,FALSE
2013,"Latvia","Geriatric day care places","Number",2097,TRUE
2013,"Lithuania","Operation theatres in hospital","Number",999,TRUE
2013,"Lithuania","Day care places altogether","Number",259,FALSE
2013,"Lithuania","Surgical day care places","Number",2788,TRUE
2013,"Lithuania","Oncological day care place","Number",1319,TRUE
2013,"Lithuania","Psychiatric day care place","Number",3942,TRUE
2013,"Lithuania","Geriatric day care places","Number",2097,TRUE
2013,"Luxembourg","Operation theatres in hospital","Number",52,FALSE
2013,"Luxembourg","Day care places altogether","Number",2021,TRUE
2013,"Luxembourg","Surgical day care places","Number",2788,TRUE
2013,"Luxembourg","Oncological day care place","Number",1319,TRUE
2013,"Luxembourg","Psychiatric day care place","Number",3942,TRUE
2013,"Luxembourg","Geriatric day care places","Number",405,TRUE
2013,"Hungary","Operation theatres in hospital","Number",1014,TRUE
2013,"Hungary","Day care places altogether","Number",2021,TRUE
2013,"Hungary","Surgical day care places","Number",2788,TRUE
2013,"Hungary","Oncological day care place","Number",1319,TRUE
2013,"Hungary","Psychiatric day care place","Number",3942,TRUE
2013,"Hungary","Geriatric day care places","Number",2097,TRUE
2013,"Malta","Operation theatres in hospital","Number",44,FALSE
2013,"Malta","Day care places altogether","Number",162,FALSE
2013,"Malta","Surgical day care places","Number",2788,TRUE
2013,"Malta","Oncological day care place","Number",27,TRUE
2013,"Malta","Psychiatric day care place","Number",3942,TRUE
2013,"Malta","Geriatric day care places","Number",30,TRUE
2013,"Netherlands","Operation theatres in hospital","Number",1177,TRUE
2013,"Netherlands","Day care places altogether","Number",5126,TRUE
2013,"Netherlands","Surgical day care places","Number",2788,TRUE
2013,"Netherlands","Oncological day care place","Number",1319,TRUE
2013,"Netherlands","Psychiatric day care place","Number",3942,TRUE
2013,"Netherlands","Geriatric day care places","Number",2097,TRUE
2013,"Austria","Operation theatres in hospital","Number",296,FALSE
2013,"Austria","Day care places altogether","Number",2021,TRUE
2013,"Austria","Surgical day care places","Number",2788,TRUE
2013,"Austria","Oncological day care place","Number",1319,TRUE
2013,"Austria","Psychiatric day care place","Number",3942,TRUE
2013,"Austria","Geriatric day care places","Number",2097,TRUE
2013,"Poland","Operation theatres in hospital","Number",3279,FALSE
2013,"Poland","Day care places altogether","Number",7570,FALSE
2013,"Poland","Surgical day care places","Number",1036,TRUE
2013,"Poland","Oncological day care place","Number",492,TRUE
2013,"Poland","Psychiatric day care place","Number",1160,TRUE
2013,"Poland","Geriatric day care places","Number",0,TRUE
2013,"Portugal","Operation theatres in hospital","Number",906,FALSE
2013,"Portugal","Day care places altogether","Number",1845,FALSE
2013,"Portugal","Surgical day care places","Number",2788,TRUE
2013,"Portugal","Oncological day care place","Number",1319,TRUE
2013,"Portugal","Psychiatric day care place","Number",3942,TRUE
2013,"Portugal","Geriatric day care places","Number",2097,TRUE
2013,"Romania","Operation theatres in hospital","Number",1846,FALSE
2013,"Romania","Day care places altogether","Number",6603,FALSE
2013,"Romania","Surgical day care places","Number",637,FALSE
2013,"Romania","Oncological day care place","Number",609,FALSE
2013,"Romania","Psychiatric day care place","Number",280,FALSE
2013,"Romania","Geriatric day care places","Number",7,FALSE
2013,"Slovenia","Operation theatres in hospital","Number",144,FALSE
2013,"Slovenia","Day care places altogether","Number",2021,TRUE
2013,"Slovenia","Surgical day care places","Number",2788,TRUE
2013,"Slovenia","Oncological day care place","Number",1319,TRUE
2013,"Slovenia","Psychiatric day care place","Number",3942,TRUE
2013,"Slovenia","Geriatric day care places","Number",2097,TRUE
2013,"Slovakia","Operation theatres in hospital","Number",999,TRUE
2013,"Slovakia","Day care places altogether","Number",4483,FALSE
2013,"Slovakia","Surgical day care places","Number",2304,FALSE
2013,"Slovakia","Oncological day care place","Number",19,FALSE
2013,"Slovakia","Psychiatric day care place","Number",503,FALSE
2013,"Slovakia","Geriatric day care places","Number",15,FALSE
2013,"Liechtenstein","Operation theatres in hospital","Number",4,FALSE
2013,"Liechtenstein","Day care places altogether","Number",14,FALSE
2013,"Liechtenstein","Surgical day care places","Number",13,FALSE
2013,"Liechtenstein","Oncological day care place","Number",1,FALSE
2013,"Liechtenstein","Psychiatric day care place","Number",0,FALSE
2013,"Liechtenstein","Geriatric day care places","Number",0,FALSE
2013,"Switzerland","Operation theatres in hospital","Number",961,FALSE
2013,"Switzerland","Day care places altogether","Number",2021,TRUE
2013,"Switzerland","Surgical day care places","Number",2788,TRUE
2013,"Switzerland","Oncological day care place","Number",1319,TRUE
2013,"Switzerland","Psychiatric day care place","Number",3942,TRUE
2013,"Switzerland","Geriatric day care places","Number",2097,TRUE
2013,"United Kingdom","Operation theatres in hospital","Number",3776,FALSE
2013,"United Kingdom","Day care places altogether","Number",14344,FALSE
2013,"United Kingdom","Surgical day care places","Number",2788,TRUE
2013,"United Kingdom","Oncological day care place","Number",1319,TRUE
2013,"United Kingdom","Psychiatric day care place","Number",3942,TRUE
2013,"United Kingdom","Geriatric day care places","Number",2097,TRUE
2013,"North Macedonia","Operation theatres in hospital","Number",999,TRUE
2013,"North Macedonia","Day care places altogether","Number",150,FALSE
2013,"North Macedonia","Surgical day care places","Number",0,FALSE
2013,"North Macedonia","Oncological day care place","Number",38,FALSE
2013,"North Macedonia","Psychiatric day care place","Number",10,FALSE
2013,"North Macedonia","Geriatric day care places","Number",0,FALSE
2013,"Serbia","Operation theatres in hospital","Number",564,FALSE
2013,"Serbia","Day care places altogether","Number",3009,FALSE
2013,"Serbia","Surgical day care places","Number",635,FALSE
2013,"Serbia","Oncological day care place","Number",264,FALSE
2013,"Serbia","Psychiatric day care place","Number",1115,FALSE
2013,"Serbia","Geriatric day care places","Number",2,FALSE
2013,"Turkey","Operation theatres in hospital","Number",5526,FALSE
2013,"Turkey","Day care places altogether","Number",2021,TRUE
2013,"Turkey","Surgical day care places","Number",2788,TRUE
2013,"Turkey","Oncological day care place","Number",1319,TRUE
2013,"Turkey","Psychiatric day care place","Number",3942,TRUE
2013,"Turkey","Geriatric day care places","Number",2097,TRUE
2014,"Belgium","Operation theatres in hospital","Number",1274,FALSE
2014,"Belgium","Day care places altogether","Number",5960,TRUE
2014,"Belgium","Surgical day care places","Number",3118,FALSE
2014,"Belgium","Oncological day care place","Number",1448,FALSE
2014,"Belgium","Psychiatric day care place","Number",1174,FALSE
2014,"Belgium","Geriatric day care places","Number",446,FALSE
2014,"Bulgaria","Operation theatres in hospital","Number",976,TRUE
2014,"Bulgaria","Day care places altogether","Number",2187,TRUE
2014,"Bulgaria","Surgical day care places","Number",2855,TRUE
2014,"Bulgaria","Oncological day care place","Number",928,TRUE
2014,"Bulgaria","Psychiatric day care place","Number",917,TRUE
2014,"Bulgaria","Geriatric day care places","Number",2195,TRUE
2014,"Czechia","Operation theatres in hospital","Number",976,FALSE
2014,"Czechia","Day care places altogether","Number",976,TRUE
2014,"Czechia","Surgical day care places","Number",976,TRUE
2014,"Czechia","Oncological day care place","Number",976,TRUE
2014,"Czechia","Psychiatric day care place","Number",1174,TRUE
2014,"Czechia","Geriatric day care places","Number",976,TRUE
2014,"Denmark","Operation theatres in hospital","Number",976,TRUE
2014,"Denmark","Day care places altogether","Number",2006,TRUE
2014,"Denmark","Surgical day care places","Number",2855,TRUE
2014,"Denmark","Oncological day care place","Number",928,TRUE
2014,"Denmark","Psychiatric day care place","Number",1174,TRUE
2014,"Denmark","Geriatric day care places","Number",2195,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",1274,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Day care places altogether","Number",27444,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Surgical day care places","Number",60,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Oncological day care place","Number",928,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number",18753,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number",2195,FALSE
2014,"Estonia","Operation theatres in hospital","Number",132,FALSE
2014,"Estonia","Day care places altogether","Number",420,FALSE
2014,"Estonia","Surgical day care places","Number",132,TRUE
2014,"Estonia","Oncological day care place","Number",928,TRUE
2014,"Estonia","Psychiatric day care place","Number",1174,TRUE
2014,"Estonia","Geriatric day care places","Number",446,TRUE
2014,"Ireland","Operation theatres in hospital","Number",243,FALSE
2014,"Ireland","Day care places altogether","Number",2006,FALSE
2014,"Ireland","Surgical day care places","Number",243,TRUE
2014,"Ireland","Oncological day care place","Number",928,TRUE
2014,"Ireland","Psychiatric day care place","Number",1174,TRUE
2014,"Ireland","Geriatric day care places","Number",446,TRUE
2014,"Greece","Operation theatres in hospital","Number",1286,FALSE
2014,"Greece","Day care places altogether","Number",3548,FALSE
2014,"Greece","Surgical day care places","Number",269,TRUE
2014,"Greece","Oncological day care place","Number",443,FALSE
2014,"Greece","Psychiatric day care place","Number",97,FALSE
2014,"Greece","Geriatric day care places","Number",1286,TRUE
2014,"Spain","Operation theatres in hospital","Number",4352,FALSE
2014,"Spain","Day care places altogether","Number",17159,FALSE
2014,"Spain","Surgical day care places","Number",2855,FALSE
2014,"Spain","Oncological day care place","Number",7951,FALSE
2014,"Spain","Psychiatric day care place","Number",4018,FALSE
2014,"Spain","Geriatric day care places","Number",2335,FALSE
2014,"France","Operation theatres in hospital","Number",11337,FALSE
2014,"France","Day care places altogether","Number",72536,FALSE
2014,"France","Surgical day care places","Number",16334,FALSE
2014,"France","Oncological day care place","Number",6052,FALSE
2014,"France","Psychiatric day care place","Number",29245,FALSE
2014,"France","Geriatric day care places","Number",627,FALSE
2014,"Croatia","Operation theatres in hospital","Number",412,FALSE
2014,"Croatia","Day care places altogether","Number",2963,FALSE
2014,"Croatia","Surgical day care places","Number",324,FALSE
2014,"Croatia","Oncological day care place","Number",230,FALSE
2014,"Croatia","Psychiatric day care place","Number",1125,FALSE
2014,"Croatia","Geriatric day care places","Number",0,FALSE
2014,"Italy","Operation theatres in hospital","Number",6095,FALSE
2014,"Italy","Day care places altogether","Number",16703,FALSE
2014,"Italy","Surgical day care places","Number",7877,FALSE
2014,"Italy","Oncological day care place","Number",2715,FALSE
2014,"Italy","Psychiatric day care place","Number",529,FALSE
2014,"Italy","Geriatric day care places","Number",126,FALSE
2014,"Cyprus","Operation theatres in hospital","Number",28,FALSE
2014,"Cyprus","Day care places altogether","Number",232,FALSE
2014,"Cyprus","Surgical day care places","Number",21,FALSE
2014,"Cyprus","Oncological day care place","Number",26,FALSE
2014,"Cyprus","Psychiatric day care place","Number",0,FALSE
2014,"Cyprus","Geriatric day care places","Number",0,FALSE
2014,"Latvia","Operation theatres in hospital","Number",274,FALSE
2014,"Latvia","Day care places altogether","Number",1643,FALSE
2014,"Latvia","Surgical day care places","Number",2855,TRUE
2014,"Latvia","Oncological day care place","Number",928,TRUE
2014,"Latvia","Psychiatric day care place","Number",187,FALSE
2014,"Latvia","Geriatric day care places","Number",2195,TRUE
2014,"Lithuania","Operation theatres in hospital","Number",976,TRUE
2014,"Lithuania","Day care places altogether","Number",219,FALSE
2014,"Lithuania","Surgical day care places","Number",2855,TRUE
2014,"Lithuania","Oncological day care place","Number",928,TRUE
2014,"Lithuania","Psychiatric day care place","Number",1174,TRUE
2014,"Lithuania","Geriatric day care places","Number",2195,TRUE
2014,"Luxembourg","Operation theatres in hospital","Number",51,FALSE
2014,"Luxembourg","Day care places altogether","Number",2006,TRUE
2014,"Luxembourg","Surgical day care places","Number",2855,TRUE
2014,"Luxembourg","Oncological day care place","Number",928,TRUE
2014,"Luxembourg","Psychiatric day care place","Number",1174,TRUE
2014,"Luxembourg","Geriatric day care places","Number",446,TRUE
2014,"Hungary","Operation theatres in hospital","Number",1014,TRUE
2014,"Hungary","Day care places altogether","Number",2006,TRUE
2014,"Hungary","Surgical day care places","Number",2855,TRUE
2014,"Hungary","Oncological day care place","Number",928,TRUE
2014,"Hungary","Psychiatric day care place","Number",1174,TRUE
2014,"Hungary","Geriatric day care places","Number",2195,TRUE
2014,"Malta","Operation theatres in hospital","Number",44,FALSE
2014,"Malta","Day care places altogether","Number",171,FALSE
2014,"Malta","Surgical day care places","Number",2855,TRUE
2014,"Malta","Oncological day care place","Number",27,TRUE
2014,"Malta","Psychiatric day care place","Number",1174,TRUE
2014,"Malta","Geriatric day care places","Number",30,TRUE
2014,"Netherlands","Operation theatres in hospital","Number",1177,TRUE
2014,"Netherlands","Day care places altogether","Number",5126,TRUE
2014,"Netherlands","Surgical day care places","Number",2855,TRUE
2014,"Netherlands","Oncological day care place","Number",928,TRUE
2014,"Netherlands","Psychiatric day care place","Number",1174,TRUE
2014,"Netherlands","Geriatric day care places","Number",2195,TRUE
2014,"Austria","Operation theatres in hospital","Number",296,FALSE
2014,"Austria","Day care places altogether","Number",2006,TRUE
2014,"Austria","Surgical day care places","Number",2855,TRUE
2014,"Austria","Oncological day care place","Number",928,TRUE
2014,"Austria","Psychiatric day care place","Number",1174,TRUE
2014,"Austria","Geriatric day care places","Number",2195,TRUE
2014,"Poland","Operation theatres in hospital","Number",3528,FALSE
2014,"Poland","Day care places altogether","Number",6476,FALSE
2014,"Poland","Surgical day care places","Number",1036,TRUE
2014,"Poland","Oncological day care place","Number",492,TRUE
2014,"Poland","Psychiatric day care place","Number",1174,TRUE
2014,"Poland","Geriatric day care places","Number",0,TRUE
2014,"Portugal","Operation theatres in hospital","Number",902,FALSE
2014,"Portugal","Day care places altogether","Number",1957,FALSE
2014,"Portugal","Surgical day care places","Number",2855,TRUE
2014,"Portugal","Oncological day care place","Number",928,TRUE
2014,"Portugal","Psychiatric day care place","Number",1174,TRUE
2014,"Portugal","Geriatric day care places","Number",2195,TRUE
2014,"Romania","Operation theatres in hospital","Number",1860,FALSE
2014,"Romania","Day care places altogether","Number",7185,FALSE
2014,"Romania","Surgical day care places","Number",784,FALSE
2014,"Romania","Oncological day care place","Number",616,FALSE
2014,"Romania","Psychiatric day care place","Number",283,FALSE
2014,"Romania","Geriatric day care places","Number",3,FALSE
2014,"Slovenia","Operation theatres in hospital","Number",147,FALSE
2014,"Slovenia","Day care places altogether","Number",2006,TRUE
2014,"Slovenia","Surgical day care places","Number",2855,TRUE
2014,"Slovenia","Oncological day care place","Number",928,TRUE
2014,"Slovenia","Psychiatric day care place","Number",1174,TRUE
2014,"Slovenia","Geriatric day care places","Number",2195,TRUE
2014,"Slovakia","Operation theatres in hospital","Number",976,TRUE
2014,"Slovakia","Day care places altogether","Number",5316,FALSE
2014,"Slovakia","Surgical day care places","Number",2770,FALSE
2014,"Slovakia","Oncological day care place","Number",19,FALSE
2014,"Slovakia","Psychiatric day care place","Number",611,FALSE
2014,"Slovakia","Geriatric day care places","Number",27,FALSE
2014,"Liechtenstein","Operation theatres in hospital","Number",4,FALSE
2014,"Liechtenstein","Day care places altogether","Number",14,FALSE
2014,"Liechtenstein","Surgical day care places","Number",13,FALSE
2014,"Liechtenstein","Oncological day care place","Number",1,FALSE
2014,"Liechtenstein","Psychiatric day care place","Number",0,FALSE
2014,"Liechtenstein","Geriatric day care places","Number",0,FALSE
2014,"Switzerland","Operation theatres in hospital","Number",986,FALSE
2014,"Switzerland","Day care places altogether","Number",2006,TRUE
2014,"Switzerland","Surgical day care places","Number",2855,TRUE
2014,"Switzerland","Oncological day care place","Number",928,TRUE
2014,"Switzerland","Psychiatric day care place","Number",1174,TRUE
2014,"Switzerland","Geriatric day care places","Number",2195,TRUE
2014,"United Kingdom","Operation theatres in hospital","Number",3800,FALSE
2014,"United Kingdom","Day care places altogether","Number",14952,FALSE
2014,"United Kingdom","Surgical day care places","Number",2855,TRUE
2014,"United Kingdom","Oncological day care place","Number",928,TRUE
2014,"United Kingdom","Psychiatric day care place","Number",1174,TRUE
2014,"United Kingdom","Geriatric day care places","Number",2195,TRUE
2014,"North Macedonia","Operation theatres in hospital","Number",976,TRUE
2014,"North Macedonia","Day care places altogether","Number",151,FALSE
2014,"North Macedonia","Surgical day care places","Number",0,FALSE
2014,"North Macedonia","Oncological day care place","Number",38,FALSE
2014,"North Macedonia","Psychiatric day care place","Number",10,FALSE
2014,"North Macedonia","Geriatric day care places","Number",0,FALSE
2014,"Serbia","Operation theatres in hospital","Number",559,FALSE
2014,"Serbia","Day care places altogether","Number",2900,FALSE
2014,"Serbia","Surgical day care places","Number",649,FALSE
2014,"Serbia","Oncological day care place","Number",286,FALSE
2014,"Serbia","Psychiatric day care place","Number",1071,FALSE
2014,"Serbia","Geriatric day care places","Number",2,FALSE
2014,"Turkey","Operation theatres in hospital","Number",5682,FALSE
2014,"Turkey","Day care places altogether","Number",2006,TRUE
2014,"Turkey","Surgical day care places","Number",2855,TRUE
2014,"Turkey","Oncological day care place","Number",928,TRUE
2014,"Turkey","Psychiatric day care place","Number",1174,TRUE
2014,"Turkey","Geriatric day care places","Number",2195,TRUE
2015,"Belgium","Operation theatres in hospital","Number",1336,FALSE
2015,"Belgium","Day care places altogether","Number",5960,TRUE
2015,"Belgium","Surgical day care places","Number",3243,FALSE
2015,"Belgium","Oncological day care place","Number",1527,FALSE
2015,"Belgium","Psychiatric day care place","Number",2473,FALSE
2015,"Belgium","Geriatric day care places","Number",478,FALSE
2015,"Bulgaria","Operation theatres in hospital","Number",950,TRUE
2015,"Bulgaria","Day care places altogether","Number",2187,TRUE
2015,"Bulgaria","Surgical day care places","Number",3225,TRUE
2015,"Bulgaria","Oncological day care place","Number",962,TRUE
2015,"Bulgaria","Psychiatric day care place","Number",917,TRUE
2015,"Bulgaria","Geriatric day care places","Number",2330,TRUE
2015,"Czechia","Operation theatres in hospital","Number",950,FALSE
2015,"Czechia","Day care places altogether","Number",950,TRUE
2015,"Czechia","Surgical day care places","Number",950,TRUE
2015,"Czechia","Oncological day care place","Number",962,TRUE
2015,"Czechia","Psychiatric day care place","Number",2473,TRUE
2015,"Czechia","Geriatric day care places","Number",950,TRUE
2015,"Denmark","Operation theatres in hospital","Number",950,TRUE
2015,"Denmark","Day care places altogether","Number",2026,TRUE
2015,"Denmark","Surgical day care places","Number",3225,TRUE
2015,"Denmark","Oncological day care place","Number",962,TRUE
2015,"Denmark","Psychiatric day care place","Number",2473,TRUE
