"TIME","GEO","UNIT","ICHA11_HC","Value","Value_imp"
2010,"Sweden","Million euro","Curative care",16182.22,TRUE
2010,"Sweden","Million euro","Inpatient curative and rehabilitative care",8392.73,FALSE
2010,"Sweden","Million euro","Inpatient curative care",9165.23,TRUE
2010,"Iceland","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2010,"Iceland","Million euro","Curative care and rehabilitative care",527.56,TRUE
2010,"Iceland","Million euro","Curative care",477.44,TRUE
2010,"Iceland","Million euro","Inpatient curative and rehabilitative care",245.83,TRUE
2010,"Iceland","Million euro","Inpatient curative care",221.62,TRUE
2010,"Liechtenstein","Million euro","Current health care expenditure (CHE)",283.02,TRUE
2010,"Liechtenstein","Million euro","Curative care and rehabilitative care",177.86,TRUE
2010,"Liechtenstein","Million euro","Curative care",157.24,TRUE
2010,"Liechtenstein","Million euro","Inpatient curative and rehabilitative care",79.41,TRUE
2010,"Liechtenstein","Million euro","Inpatient curative care",70.7,TRUE
2010,"Norway","Million euro","Current health care expenditure (CHE)",34806.36,TRUE
2010,"Norway","Million euro","Curative care and rehabilitative care",17084.32,TRUE
2010,"Norway","Million euro","Curative care",16427.2,TRUE
2010,"Norway","Million euro","Inpatient curative and rehabilitative care",9525.89,TRUE
2010,"Norway","Million euro","Inpatient curative care",8868.78,TRUE
2010,"Switzerland","Million euro","Current health care expenditure (CHE)",45327.09,FALSE
2010,"Switzerland","Million euro","Curative care and rehabilitative care",24445.55,FALSE
2010,"Switzerland","Million euro","Curative care",22384.02,FALSE
2010,"Switzerland","Million euro","Inpatient curative and rehabilitative care",12216.64,FALSE
2010,"Switzerland","Million euro","Inpatient curative care",10931.21,FALSE
2010,"United Kingdom","Million euro","Current health care expenditure (CHE)",229998.79,TRUE
2010,"United Kingdom","Million euro","Curative care and rehabilitative care",126551.13,TRUE
2010,"United Kingdom","Million euro","Curative care",16182.22,TRUE
2010,"United Kingdom","Million euro","Inpatient curative and rehabilitative care",53271.07,TRUE
2010,"United Kingdom","Million euro","Inpatient curative care",9165.23,TRUE
2010,"Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)",1322.65,TRUE
2010,"Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care",763.08,TRUE
2010,"Bosnia and Herzegovina","Million euro","Curative care",726.79,TRUE
2010,"Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care",410.5,TRUE
2010,"Bosnia and Herzegovina","Million euro","Inpatient curative care",391.3,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)",1213033.52,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care",651214.95,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Curative care",13971.84,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care",324206.51,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",9818.06,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)",1474601,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care",798747.96,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Curative care",13971.84,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care",386040.94,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",9818.06,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)",1471573.22,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care",797030.29,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Curative care",13971.84,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care",385288.98,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",9818.06,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)",1333671.16,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care",717423.88,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Curative care",13971.84,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care",348033.69,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",9818.06,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)",1074381.4,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care",575572.5,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Curative care",13971.84,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care",288322.18,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",9818.06,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)",1071957.52,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care",574309.33,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Curative care",13971.84,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care",287646.05,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Inpatient curative care",9818.06,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)",1001514.67,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care",536670.5,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Curative care",13971.84,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care",271396.76,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",9818.06,TRUE
2011,"Belgium","Million euro","Current health care expenditure (CHE)",39071.17,FALSE
2011,"Belgium","Million euro","Curative care and rehabilitative care",20105.42,FALSE
2011,"Belgium","Million euro","Curative care",17218.47,FALSE
2011,"Belgium","Million euro","Inpatient curative and rehabilitative care",10837.66,FALSE
2011,"Belgium","Million euro","Inpatient curative care",9818.06,FALSE
2011,"Bulgaria","Million euro","Current health care expenditure (CHE)",2946.38,FALSE
2011,"Bulgaria","Million euro","Curative care and rehabilitative care",1441.84,FALSE
2011,"Bulgaria","Million euro","Curative care",1406.06,FALSE
2011,"Bulgaria","Million euro","Inpatient curative and rehabilitative care",1047.44,TRUE
2011,"Bulgaria","Million euro","Inpatient curative care",1003.69,TRUE
2011,"Czechia","Million euro","Current health care expenditure (CHE)",12202.11,TRUE
2011,"Czechia","Million euro","Curative care and rehabilitative care",6545.97,TRUE
2011,"Czechia","Million euro","Curative care",6005.52,TRUE
2011,"Czechia","Million euro","Inpatient curative and rehabilitative care",2982.27,TRUE
2011,"Czechia","Million euro","Inpatient curative care",2749.67,TRUE
2011,"Denmark","Million euro","Current health care expenditure (CHE)",25167.02,FALSE
2011,"Denmark","Million euro","Curative care and rehabilitative care",14164.09,FALSE
2011,"Denmark","Million euro","Curative care",13971.84,FALSE
2011,"Denmark","Million euro","Inpatient curative and rehabilitative care",7008.4,FALSE
2011,"Denmark","Million euro","Inpatient curative care",7008.4,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)",290266,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care",150588,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care",141807,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care",80315,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care",72510,FALSE
2011,"Estonia","Million euro","Current health care expenditure (CHE)",970.49,FALSE
2011,"Estonia","Million euro","Curative care and rehabilitative care",549.25,FALSE
2011,"Estonia","Million euro","Curative care",533.71,FALSE
2011,"Estonia","Million euro","Inpatient curative and rehabilitative care",253.54,FALSE
2011,"Estonia","Million euro","Inpatient curative care",248.56,FALSE
2011,"Ireland","Million euro","Current health care expenditure (CHE)",18292.67,FALSE
2011,"Ireland","Million euro","Curative care and rehabilitative care",9854.81,FALSE
2011,"Ireland","Million euro","Curative care",13971.84,TRUE
2011,"Ireland","Million euro","Inpatient curative and rehabilitative care",4453.2,FALSE
2011,"Ireland","Million euro","Inpatient curative care",9818.06,TRUE
2011,"Greece","Million euro","Current health care expenditure (CHE)",18690.74,FALSE
2011,"Greece","Million euro","Curative care and rehabilitative care",11030.12,FALSE
2011,"Greece","Million euro","Curative care",11020.55,FALSE
2011,"Greece","Million euro","Inpatient curative and rehabilitative care",6736.15,FALSE
2011,"Greece","Million euro","Inpatient curative care",6728.05,FALSE
2011,"Spain","Million euro","Current health care expenditure (CHE)",97532.09,FALSE
2011,"Spain","Million euro","Curative care and rehabilitative care",55849.51,FALSE
2011,"Spain","Million euro","Curative care",55849.51,FALSE
2011,"Spain","Million euro","Inpatient curative and rehabilitative care",23772.32,FALSE
2011,"Spain","Million euro","Inpatient curative care",23772.32,FALSE
2011,"France","Million euro","Current health care expenditure (CHE)",230575.03,FALSE
2011,"France","Million euro","Curative care and rehabilitative care",121151.32,FALSE
2011,"France","Million euro","Curative care",98303.06,FALSE
2011,"France","Million euro","Inpatient curative and rehabilitative care",64954.38,FALSE
2011,"France","Million euro","Inpatient curative care",48777.99,FALSE
2011,"Croatia","Million euro","Current health care expenditure (CHE)",2907.78,TRUE
2011,"Croatia","Million euro","Curative care and rehabilitative care",1623.96,TRUE
2011,"Croatia","Million euro","Curative care",1531.85,TRUE
2011,"Croatia","Million euro","Inpatient curative and rehabilitative care",692.84,TRUE
2011,"Croatia","Million euro","Inpatient curative care",652.78,TRUE
2011,"Italy","Million euro","Current health care expenditure (CHE)",142676,TRUE
2011,"Italy","Million euro","Curative care and rehabilitative care",79760,TRUE
2011,"Italy","Million euro","Curative care",13971.84,TRUE
2011,"Italy","Million euro","Inpatient curative and rehabilitative care",41034,TRUE
2011,"Italy","Million euro","Inpatient curative care",9818.06,TRUE
2011,"Cyprus","Million euro","Current health care expenditure (CHE)",1277.15,FALSE
2011,"Cyprus","Million euro","Curative care and rehabilitative care",829.3,FALSE
2011,"Cyprus","Million euro","Curative care",748.44,FALSE
2011,"Cyprus","Million euro","Inpatient curative and rehabilitative care",404.01,FALSE
2011,"Cyprus","Million euro","Inpatient curative care",374.19,FALSE
2011,"Latvia","Million euro","Current health care expenditure (CHE)",1290.77,TRUE
2011,"Latvia","Million euro","Curative care and rehabilitative care",639.95,TRUE
2011,"Latvia","Million euro","Curative care",618.56,TRUE
2011,"Latvia","Million euro","Inpatient curative and rehabilitative care",291.9,TRUE
2011,"Latvia","Million euro","Inpatient curative care",279.79,TRUE
2011,"Lithuania","Million euro","Current health care expenditure (CHE)",2031.79,FALSE
2011,"Lithuania","Million euro","Curative care and rehabilitative care",1093.37,FALSE
2011,"Lithuania","Million euro","Curative care",1007.56,FALSE
2011,"Lithuania","Million euro","Inpatient curative and rehabilitative care",589.71,FALSE
2011,"Lithuania","Million euro","Inpatient curative care",511.05,FALSE
2011,"Luxembourg","Million euro","Current health care expenditure (CHE)",2638.25,FALSE
2011,"Luxembourg","Million euro","Curative care and rehabilitative care",1463.24,FALSE
2011,"Luxembourg","Million euro","Curative care",1327.2,FALSE
2011,"Luxembourg","Million euro","Inpatient curative and rehabilitative care",740.68,FALSE
2011,"Luxembourg","Million euro","Inpatient curative care",633.38,FALSE
2011,"Hungary","Million euro","Current health care expenditure (CHE)",7642.3,FALSE
2011,"Hungary","Million euro","Curative care and rehabilitative care",3689.1,FALSE
2011,"Hungary","Million euro","Curative care",3438.14,FALSE
2011,"Hungary","Million euro","Inpatient curative and rehabilitative care",1855.73,FALSE
2011,"Hungary","Million euro","Inpatient curative care",1666.82,FALSE
2011,"Malta","Million euro","Current health care expenditure (CHE)",889.47,TRUE
2011,"Malta","Million euro","Curative care and rehabilitative care",442.28,TRUE
2011,"Malta","Million euro","Curative care",414.01,TRUE
2011,"Malta","Million euro","Inpatient curative and rehabilitative care",207.39,TRUE
2011,"Malta","Million euro","Inpatient curative care",179.89,TRUE
2011,"Netherlands","Million euro","Current health care expenditure (CHE)",66554.7,FALSE
2011,"Netherlands","Million euro","Curative care and rehabilitative care",32277.1,FALSE
2011,"Netherlands","Million euro","Curative care",29755.34,FALSE
2011,"Netherlands","Million euro","Inpatient curative and rehabilitative care",12668.17,FALSE
2011,"Netherlands","Million euro","Inpatient curative care",11973.41,FALSE
2011,"Austria","Million euro","Current health care expenditure (CHE)",31093.91,FALSE
2011,"Austria","Million euro","Curative care and rehabilitative care",18424.41,FALSE
2011,"Austria","Million euro","Curative care",16495.25,FALSE
2011,"Austria","Million euro","Inpatient curative and rehabilitative care",10546.27,FALSE
2011,"Austria","Million euro","Inpatient curative care",9218.74,FALSE
2011,"Poland","Million euro","Current health care expenditure (CHE)",25681.21,TRUE
2011,"Poland","Million euro","Curative care and rehabilitative care",15478.29,TRUE
2011,"Poland","Million euro","Curative care",14541.32,TRUE
2011,"Poland","Million euro","Inpatient curative and rehabilitative care",8686.14,TRUE
2011,"Poland","Million euro","Inpatient curative care",8156.45,TRUE
2011,"Portugal","Million euro","Current health care expenditure (CHE)",16790.72,FALSE
2011,"Portugal","Million euro","Curative care and rehabilitative care",10682,FALSE
2011,"Portugal","Million euro","Curative care",9991.5,FALSE
2011,"Portugal","Million euro","Inpatient curative and rehabilitative care",2914.26,FALSE
2011,"Portugal","Million euro","Inpatient curative care",2727.35,FALSE
2011,"Romania","Million euro","Current health care expenditure (CHE)",6199.11,FALSE
2011,"Romania","Million euro","Curative care and rehabilitative care",2838.16,FALSE
2011,"Romania","Million euro","Curative care",2664.47,FALSE
2011,"Romania","Million euro","Inpatient curative and rehabilitative care",1681.94,FALSE
2011,"Romania","Million euro","Inpatient curative care",1607.79,FALSE
2011,"Slovenia","Million euro","Current health care expenditure (CHE)",3309.2,TRUE
2011,"Slovenia","Million euro","Curative care and rehabilitative care",1910.05,TRUE
2011,"Slovenia","Million euro","Curative care",1834.32,TRUE
2011,"Slovenia","Million euro","Inpatient curative and rehabilitative care",910.51,TRUE
2011,"Slovenia","Million euro","Inpatient curative care",857.73,TRUE
2011,"Slovakia","Million euro","Current health care expenditure (CHE)",5550.07,TRUE
2011,"Slovakia","Million euro","Curative care and rehabilitative care",2665.54,TRUE
2011,"Slovakia","Million euro","Curative care",2615.61,TRUE
2011,"Slovakia","Million euro","Inpatient curative and rehabilitative care",1326.96,TRUE
2011,"Slovakia","Million euro","Inpatient curative care",1325.36,TRUE
2011,"Finland","Million euro","Current health care expenditure (CHE)",18261.42,FALSE
2011,"Finland","Million euro","Curative care and rehabilitative care",10223.87,FALSE
2011,"Finland","Million euro","Curative care",9785.1,FALSE
2011,"Finland","Million euro","Inpatient curative and rehabilitative care",4454.94,FALSE
2011,"Finland","Million euro","Inpatient curative care",4213.64,FALSE
2011,"Sweden","Million euro","Current health care expenditure (CHE)",43024.65,FALSE
2011,"Sweden","Million euro","Curative care and rehabilitative care",22465.5,FALSE
2011,"Sweden","Million euro","Curative care",13971.84,TRUE
2011,"Sweden","Million euro","Inpatient curative and rehabilitative care",9212.5,FALSE
2011,"Sweden","Million euro","Inpatient curative care",9818.06,TRUE
2011,"Iceland","Million euro","Current health care expenditure (CHE)",898.48,FALSE
2011,"Iceland","Million euro","Curative care and rehabilitative care",499.18,FALSE
2011,"Iceland","Million euro","Curative care",453.06,FALSE
2011,"Iceland","Million euro","Inpatient curative and rehabilitative care",229.26,FALSE
2011,"Iceland","Million euro","Inpatient curative care",207.86,FALSE
2011,"Liechtenstein","Million euro","Current health care expenditure (CHE)",283.02,TRUE
2011,"Liechtenstein","Million euro","Curative care and rehabilitative care",177.86,TRUE
2011,"Liechtenstein","Million euro","Curative care",157.24,TRUE
2011,"Liechtenstein","Million euro","Inpatient curative and rehabilitative care",79.41,TRUE
2011,"Liechtenstein","Million euro","Inpatient curative care",70.7,TRUE
2011,"Norway","Million euro","Current health care expenditure (CHE)",31493.31,FALSE
2011,"Norway","Million euro","Curative care and rehabilitative care",15698.8,FALSE
2011,"Norway","Million euro","Curative care",15122.67,FALSE
2011,"Norway","Million euro","Inpatient curative and rehabilitative care",8737.91,FALSE
2011,"Norway","Million euro","Inpatient curative care",8161.78,FALSE
2011,"Switzerland","Million euro","Current health care expenditure (CHE)",52119.65,FALSE
2011,"Switzerland","Million euro","Curative care and rehabilitative care",28001.05,FALSE
2011,"Switzerland","Million euro","Curative care",25614.75,FALSE
2011,"Switzerland","Million euro","Inpatient curative and rehabilitative care",14047.46,FALSE
2011,"Switzerland","Million euro","Inpatient curative care",12545.84,FALSE
2011,"United Kingdom","Million euro","Current health care expenditure (CHE)",229998.79,TRUE
2011,"United Kingdom","Million euro","Curative care and rehabilitative care",126551.13,TRUE
2011,"United Kingdom","Million euro","Curative care",13971.84,TRUE
2011,"United Kingdom","Million euro","Inpatient curative and rehabilitative care",53271.07,TRUE
2011,"United Kingdom","Million euro","Inpatient curative care",9818.06,TRUE
2011,"Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)",1322.65,TRUE
2011,"Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care",763.08,TRUE
2011,"Bosnia and Herzegovina","Million euro","Curative care",726.79,TRUE
2011,"Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care",410.5,TRUE
2011,"Bosnia and Herzegovina","Million euro","Inpatient curative care",391.3,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)",1213033.52,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care",651214.95,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Curative care",14544.86,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care",324206.51,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",7162.92,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)",1474601,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care",798747.96,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Curative care",14544.86,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care",386040.94,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",7162.92,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)",1471573.22,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care",797030.29,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Curative care",14544.86,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care",385288.98,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",7162.92,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)",1333671.16,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care",717423.88,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Curative care",14544.86,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care",348033.69,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",7162.92,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)",1074381.4,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care",575572.5,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Curative care",14544.86,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care",288322.18,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",7162.92,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)",1071957.52,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care",574309.33,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Curative care",14544.86,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care",287646.05,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Inpatient curative care",7162.92,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)",986082.66,FALSE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care",529351.01,FALSE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Curative care",529351.01,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care",269405.47,FALSE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",529351.01,TRUE
2012,"Belgium","Million euro","Current health care expenditure (CHE)",40574.75,FALSE
2012,"Belgium","Million euro","Curative care and rehabilitative care",21012.56,FALSE
2012,"Belgium","Million euro","Curative care",17913.69,FALSE
2012,"Belgium","Million euro","Inpatient curative and rehabilitative care",11355.74,FALSE
2012,"Belgium","Million euro","Inpatient curative care",10231.97,FALSE
2012,"Bulgaria","Million euro","Current health care expenditure (CHE)",3185.79,FALSE
2012,"Bulgaria","Million euro","Curative care and rehabilitative care",1608.72,FALSE
2012,"Bulgaria","Million euro","Curative care",1569.2,FALSE
2012,"Bulgaria","Million euro","Inpatient curative and rehabilitative care",1038.25,FALSE
2012,"Bulgaria","Million euro","Inpatient curative care",1003.69,FALSE
2012,"Czechia","Million euro","Current health care expenditure (CHE)",12202.11,TRUE
2012,"Czechia","Million euro","Curative care and rehabilitative care",6545.97,TRUE
2012,"Czechia","Million euro","Curative care",6005.52,TRUE
2012,"Czechia","Million euro","Inpatient curative and rehabilitative care",2982.27,TRUE
2012,"Czechia","Million euro","Inpatient curative care",2749.67,TRUE
2012,"Denmark","Million euro","Current health care expenditure (CHE)",26072.23,FALSE
2012,"Denmark","Million euro","Curative care and rehabilitative care",14765.03,FALSE
2012,"Denmark","Million euro","Curative care",14544.86,FALSE
2012,"Denmark","Million euro","Inpatient curative and rehabilitative care",7162.92,FALSE
2012,"Denmark","Million euro","Inpatient curative care",7162.92,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)",297784,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care",154062,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care",144966,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care",82352,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care",74268,FALSE
2012,"Estonia","Million euro","Current health care expenditure (CHE)",1045.15,FALSE
2012,"Estonia","Million euro","Curative care and rehabilitative care",590.42,FALSE
2012,"Estonia","Million euro","Curative care",574.87,FALSE
2012,"Estonia","Million euro","Inpatient curative and rehabilitative care",270.16,FALSE
2012,"Estonia","Million euro","Inpatient curative care",264.88,FALSE
2012,"Ireland","Million euro","Current health care expenditure (CHE)",18714.64,FALSE
2012,"Ireland","Million euro","Curative care and rehabilitative care",9955.94,FALSE
2012,"Ireland","Million euro","Curative care",14544.86,TRUE
2012,"Ireland","Million euro","Inpatient curative and rehabilitative care",4500.24,FALSE
2012,"Ireland","Million euro","Inpatient curative care",7162.92,TRUE
2012,"Greece","Million euro","Current health care expenditure (CHE)",16811.38,FALSE
2012,"Greece","Million euro","Curative care and rehabilitative care",10340.96,FALSE
2012,"Greece","Million euro","Curative care",10326.96,FALSE
2012,"Greece","Million euro","Inpatient curative and rehabilitative care",7097.67,FALSE
2012,"Greece","Million euro","Inpatient curative care",7083.67,FALSE
2012,"Spain","Million euro","Current health care expenditure (CHE)",94417.66,FALSE
2012,"Spain","Million euro","Curative care and rehabilitative care",54581.13,FALSE
2012,"Spain","Million euro","Curative care",54581.13,FALSE
2012,"Spain","Million euro","Inpatient curative and rehabilitative care",23051.63,FALSE
2012,"Spain","Million euro","Inpatient curative care",23051.63,FALSE
2012,"France","Million euro","Current health care expenditure (CHE)",236311.46,FALSE
2012,"France","Million euro","Curative care and rehabilitative care",124822.41,FALSE
2012,"France","Million euro","Curative care",101086.09,FALSE
2012,"France","Million euro","Inpatient curative and rehabilitative care",66410.25,FALSE
2012,"France","Million euro","Inpatient curative care",49764.97,FALSE
2012,"Croatia","Million euro","Current health care expenditure (CHE)",2907.78,TRUE
2012,"Croatia","Million euro","Curative care and rehabilitative care",1623.96,TRUE
2012,"Croatia","Million euro","Curative care",1531.85,TRUE
2012,"Croatia","Million euro","Inpatient curative and rehabilitative care",692.84,TRUE
2012,"Croatia","Million euro","Inpatient curative care",652.78,TRUE
2012,"Italy","Million euro","Current health care expenditure (CHE)",142676,FALSE
2012,"Italy","Million euro","Curative care and rehabilitative care",79760,FALSE
2012,"Italy","Million euro","Curative care",14544.86,TRUE
2012,"Italy","Million euro","Inpatient curative and rehabilitative care",42348,FALSE
2012,"Italy","Million euro","Inpatient curative care",7162.92,TRUE
2012,"Cyprus","Million euro","Current health care expenditure (CHE)",1274.3,FALSE
2012,"Cyprus","Million euro","Curative care and rehabilitative care",820.81,FALSE
2012,"Cyprus","Million euro","Curative care",739.48,FALSE
2012,"Cyprus","Million euro","Inpatient curative and rehabilitative care",391.02,FALSE
2012,"Cyprus","Million euro","Inpatient curative care",361.48,FALSE
2012,"Latvia","Million euro","Current health care expenditure (CHE)",1290.77,TRUE
2012,"Latvia","Million euro","Curative care and rehabilitative care",639.95,TRUE
2012,"Latvia","Million euro","Curative care",618.56,TRUE
2012,"Latvia","Million euro","Inpatient curative and rehabilitative care",291.9,TRUE
2012,"Latvia","Million euro","Inpatient curative care",279.79,TRUE
2012,"Lithuania","Million euro","Current health care expenditure (CHE)",2096.85,FALSE
2012,"Lithuania","Million euro","Curative care and rehabilitative care",1098.03,FALSE
2012,"Lithuania","Million euro","Curative care",1004.15,FALSE
2012,"Lithuania","Million euro","Inpatient curative and rehabilitative care",624.19,FALSE
2012,"Lithuania","Million euro","Inpatient curative care",537.15,FALSE
2012,"Luxembourg","Million euro","Current health care expenditure (CHE)",2463.12,FALSE
2012,"Luxembourg","Million euro","Curative care and rehabilitative care",1361.01,FALSE
2012,"Luxembourg","Million euro","Curative care",1305.46,FALSE
2012,"Luxembourg","Million euro","Inpatient curative and rehabilitative care",652.62,FALSE
2012,"Luxembourg","Million euro","Inpatient curative care",619.19,FALSE
2012,"Hungary","Million euro","Current health care expenditure (CHE)",7428.99,FALSE
2012,"Hungary","Million euro","Curative care and rehabilitative care",3781.18,FALSE
2012,"Hungary","Million euro","Curative care",3515.64,FALSE
2012,"Hungary","Million euro","Inpatient curative and rehabilitative care",1909.96,FALSE
2012,"Hungary","Million euro","Inpatient curative care",1726.84,FALSE
2012,"Malta","Million euro","Current health care expenditure (CHE)",889.47,TRUE
2012,"Malta","Million euro","Curative care and rehabilitative care",442.28,TRUE
2012,"Malta","Million euro","Curative care",414.01,TRUE
2012,"Malta","Million euro","Inpatient curative and rehabilitative care",207.39,TRUE
2012,"Malta","Million euro","Inpatient curative care",179.89,TRUE
2012,"Netherlands","Million euro","Current health care expenditure (CHE)",68816.48,FALSE
2012,"Netherlands","Million euro","Curative care and rehabilitative care",33085.28,FALSE
2012,"Netherlands","Million euro","Curative care",30543.72,FALSE
2012,"Netherlands","Million euro","Inpatient curative and rehabilitative care",13035.33,FALSE
2012,"Netherlands","Million euro","Inpatient curative care",12297.8,FALSE
2012,"Austria","Million euro","Current health care expenditure (CHE)",32499.92,FALSE
2012,"Austria","Million euro","Curative care and rehabilitative care",19321.18,FALSE
2012,"Austria","Million euro","Curative care",17259.34,FALSE
