"TIME","GEO","ISCO08","UNIT","Value","Flag and Footnotes"
"2012","Belgium","Health care assistants","Full-time equivalent (FTE)","9 282.42","e"
"2012","Belgium","Hospital employment","Full-time equivalent (FTE)","146 171.23","e"
"2012","Bulgaria","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Bulgaria","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Bulgaria","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Bulgaria","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Bulgaria","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Czechia","Medical doctors","Full-time equivalent (FTE)","20 386.79",""
"2012","Czechia","Nursing professionals and midwives","Full-time equivalent (FTE)","53 455.95",""
"2012","Czechia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Czechia","Health care assistants","Full-time equivalent (FTE)","2 791.48",""
"2012","Czechia","Hospital employment","Full-time equivalent (FTE)","134 949.51",""
"2012","Denmark","Medical doctors","Full-time equivalent (FTE)","14 796.00",""
"2012","Denmark","Nursing professionals and midwives","Full-time equivalent (FTE)","35 996.00",""
"2012","Denmark","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2012","Denmark","Health care assistants","Full-time equivalent (FTE)","10 196.00",""
"2012","Denmark","Hospital employment","Full-time equivalent (FTE)","103 270.00",""
"2012","Germany (until 1990 former territory of the FRG)","Medical doctors","Full-time equivalent (FTE)","151 000.00",""
"2012","Germany (until 1990 former territory of the FRG)","Nursing professionals and midwives","Full-time equivalent (FTE)","322 000.00",""
"2012","Germany (until 1990 former territory of the FRG)","Nursing associate professionals","Full-time equivalent (FTE)","31 000.00",""
"2012","Germany (until 1990 former territory of the FRG)","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Germany (until 1990 former territory of the FRG)","Hospital employment","Full-time equivalent (FTE)","946 000.00",""
"2012","Estonia","Medical doctors","Full-time equivalent (FTE)","2 679.50",""
"2012","Estonia","Nursing professionals and midwives","Full-time equivalent (FTE)","5 855.40","b"
"2012","Estonia","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2012","Estonia","Health care assistants","Full-time equivalent (FTE)","3 110.90",""
"2012","Estonia","Hospital employment","Full-time equivalent (FTE)","18 256.10",""
"2012","Ireland","Medical doctors","Full-time equivalent (FTE)","6 269.00",""
"2012","Ireland","Nursing professionals and midwives","Full-time equivalent (FTE)","19 369.00",""
"2012","Ireland","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2012","Ireland","Health care assistants","Full-time equivalent (FTE)","3 262.00",""
"2012","Ireland","Hospital employment","Full-time equivalent (FTE)","48 289.00",""
"2012","Greece","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Greece","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Greece","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Greece","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Greece","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Spain","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Spain","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Spain","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Spain","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Spain","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","France","Medical doctors","Full-time equivalent (FTE)","114 599.04",""
"2012","France","Nursing professionals and midwives","Full-time equivalent (FTE)","345 798.06",""
"2012","France","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2012","France","Health care assistants","Full-time equivalent (FTE)","228 124.77",""
"2012","France","Hospital employment","Full-time equivalent (FTE)","1 150 444.67",""
"2012","Croatia","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Croatia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Croatia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Croatia","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Croatia","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Italy","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Italy","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Italy","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Italy","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Italy","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Cyprus","Medical doctors","Full-time equivalent (FTE)","747.00",""
"2012","Cyprus","Nursing professionals and midwives","Full-time equivalent (FTE)","3 630.00",""
"2012","Cyprus","Nursing associate professionals","Full-time equivalent (FTE)","139.00",""
"2012","Cyprus","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Cyprus","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Latvia","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Latvia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Latvia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Latvia","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Latvia","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Lithuania","Medical doctors","Full-time equivalent (FTE)","10 067.00",""
"2012","Lithuania","Nursing professionals and midwives","Full-time equivalent (FTE)","16 106.00",""
"2012","Lithuania","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2012","Lithuania","Health care assistants","Full-time equivalent (FTE)","5 607.00",""
"2012","Lithuania","Hospital employment","Full-time equivalent (FTE)","47 396.00",""
"2012","Luxembourg","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Luxembourg","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Luxembourg","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Luxembourg","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Luxembourg","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Hungary","Medical doctors","Full-time equivalent (FTE)","15 676.92",""
"2012","Hungary","Nursing professionals and midwives","Full-time equivalent (FTE)","26 107.91",""
"2012","Hungary","Nursing associate professionals","Full-time equivalent (FTE)","7 028.78",""
"2012","Hungary","Health care assistants","Full-time equivalent (FTE)","12 806.64",""
"2012","Hungary","Hospital employment","Full-time equivalent (FTE)","94 745.35",""
"2012","Malta","Medical doctors","Full-time equivalent (FTE)","788.02",""
"2012","Malta","Nursing professionals and midwives","Full-time equivalent (FTE)","2 221.07",""
"2012","Malta","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2012","Malta","Health care assistants","Full-time equivalent (FTE)","1 401.43",""
"2012","Malta","Hospital employment","Full-time equivalent (FTE)","7 006.63",""
"2012","Netherlands","Medical doctors","Full-time equivalent (FTE)","22 285.00","e"
"2012","Netherlands","Nursing professionals and midwives","Full-time equivalent (FTE)","61 278.00","e"
"2012","Netherlands","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Netherlands","Health care assistants","Full-time equivalent (FTE)","11 101.00","be"
"2012","Netherlands","Hospital employment","Full-time equivalent (FTE)","215 396.00","b"
"2012","Austria","Medical doctors","Full-time equivalent (FTE)","21 361.00",""
"2012","Austria","Nursing professionals and midwives","Full-time equivalent (FTE)","49 318.00",""
"2012","Austria","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2012","Austria","Health care assistants","Full-time equivalent (FTE)","8 628.31",""
"2012","Austria","Hospital employment","Full-time equivalent (FTE)","135 061.00",""
"2012","Poland","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Poland","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Poland","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Poland","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Poland","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Portugal","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Portugal","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Portugal","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Portugal","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Portugal","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Romania","Medical doctors","Full-time equivalent (FTE)","25 906.00",""
"2012","Romania","Nursing professionals and midwives","Full-time equivalent (FTE)","7 055.00",""
"2012","Romania","Nursing associate professionals","Full-time equivalent (FTE)","50 875.00",""
"2012","Romania","Health care assistants","Full-time equivalent (FTE)","37 350.00",""
"2012","Romania","Hospital employment","Full-time equivalent (FTE)","150 489.00",""
"2012","Slovenia","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Slovenia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Slovenia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Slovenia","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Slovenia","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Slovakia","Medical doctors","Full-time equivalent (FTE)","8 532.88",""
"2012","Slovakia","Nursing professionals and midwives","Full-time equivalent (FTE)","21 453.48",""
"2012","Slovakia","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2012","Slovakia","Health care assistants","Full-time equivalent (FTE)","5 878.00",""
"2012","Slovakia","Hospital employment","Full-time equivalent (FTE)","40 256.78",""
"2012","Finland","Medical doctors","Full-time equivalent (FTE)","7 366.72","e"
"2012","Finland","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Finland","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Finland","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Finland","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Iceland","Medical doctors","Full-time equivalent (FTE)","564.69",""
"2012","Iceland","Nursing professionals and midwives","Full-time equivalent (FTE)","1 360.83",""
"2012","Iceland","Nursing associate professionals","Full-time equivalent (FTE)","541.54",""
"2012","Iceland","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Iceland","Hospital employment","Full-time equivalent (FTE)","4 615.07",""
"2012","Liechtenstein","Medical doctors","Full-time equivalent (FTE)","10.51",""
"2012","Liechtenstein","Nursing professionals and midwives","Full-time equivalent (FTE)","49.73",""
"2012","Liechtenstein","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2012","Liechtenstein","Health care assistants","Full-time equivalent (FTE)","22.52",""
"2012","Liechtenstein","Hospital employment","Full-time equivalent (FTE)","147.12",""
"2012","Norway","Medical doctors","Full-time equivalent (FTE)","11 419.00",""
"2012","Norway","Nursing professionals and midwives","Full-time equivalent (FTE)","37 702.00",""
"2012","Norway","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2012","Norway","Health care assistants","Full-time equivalent (FTE)","8 356.00",""
"2012","Norway","Hospital employment","Full-time equivalent (FTE)","92 822.00",""
"2012","Switzerland","Medical doctors","Full-time equivalent (FTE)","18 426.31",""
"2012","Switzerland","Nursing professionals and midwives","Full-time equivalent (FTE)","43 644.56",""
"2012","Switzerland","Nursing associate professionals","Full-time equivalent (FTE)","5 919.73",""
"2012","Switzerland","Health care assistants","Full-time equivalent (FTE)","10 901.35",""
"2012","Switzerland","Hospital employment","Full-time equivalent (FTE)","144 065.66",""
"2012","United Kingdom","Medical doctors","Full-time equivalent (FTE)","116 291.96","e"
"2012","United Kingdom","Nursing professionals and midwives","Full-time equivalent (FTE)","350 464.87","e"
"2012","United Kingdom","Nursing associate professionals","Full-time equivalent (FTE)","71 135.73","e"
"2012","United Kingdom","Health care assistants","Full-time equivalent (FTE)","56 655.33","e"
"2012","United Kingdom","Hospital employment","Full-time equivalent (FTE)","1 190 503.45","e"
"2012","Montenegro","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Montenegro","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Montenegro","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Montenegro","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Montenegro","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","North Macedonia","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","North Macedonia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","North Macedonia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","North Macedonia","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","North Macedonia","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Albania","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Albania","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Albania","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Albania","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Albania","Hospital employment","Full-time equivalent (FTE)",":",""
"2012","Serbia","Medical doctors","Full-time equivalent (FTE)","11 256.00",""
"2012","Serbia","Nursing professionals and midwives","Full-time equivalent (FTE)","5 279.00",""
"2012","Serbia","Nursing associate professionals","Full-time equivalent (FTE)","23 216.00",""
"2012","Serbia","Health care assistants","Full-time equivalent (FTE)","0.00",""
"2012","Serbia","Hospital employment","Full-time equivalent (FTE)","64 423.00",""
"2012","Turkey","Medical doctors","Full-time equivalent (FTE)",":",""
"2012","Turkey","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2012","Turkey","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2012","Turkey","Health care assistants","Full-time equivalent (FTE)",":",""
"2012","Turkey","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Belgium","Medical doctors","Full-time equivalent (FTE)","6 308.20","e"
"2013","Belgium","Nursing professionals and midwives","Full-time equivalent (FTE)","61 609.04","e"
"2013","Belgium","Nursing associate professionals","Full-time equivalent (FTE)","908.04","e"
"2013","Belgium","Health care assistants","Full-time equivalent (FTE)","8 760.16","e"
"2013","Belgium","Hospital employment","Full-time equivalent (FTE)","146 152.98","e"
"2013","Bulgaria","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Bulgaria","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Bulgaria","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Bulgaria","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Bulgaria","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Czechia","Medical doctors","Full-time equivalent (FTE)","20 377.24",""
"2013","Czechia","Nursing professionals and midwives","Full-time equivalent (FTE)","52 749.84",""
"2013","Czechia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Czechia","Health care assistants","Full-time equivalent (FTE)","2 824.92",""
"2013","Czechia","Hospital employment","Full-time equivalent (FTE)","134 002.90",""
"2013","Denmark","Medical doctors","Full-time equivalent (FTE)","15 120.00",""
"2013","Denmark","Nursing professionals and midwives","Full-time equivalent (FTE)","36 802.00",""
"2013","Denmark","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2013","Denmark","Health care assistants","Full-time equivalent (FTE)","10 546.00",""
"2013","Denmark","Hospital employment","Full-time equivalent (FTE)","105 861.00",""
"2013","Germany (until 1990 former territory of the FRG)","Medical doctors","Full-time equivalent (FTE)","155 000.00",""
"2013","Germany (until 1990 former territory of the FRG)","Nursing professionals and midwives","Full-time equivalent (FTE)","332 000.00",""
"2013","Germany (until 1990 former territory of the FRG)","Nursing associate professionals","Full-time equivalent (FTE)","32 000.00",""
"2013","Germany (until 1990 former territory of the FRG)","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Germany (until 1990 former territory of the FRG)","Hospital employment","Full-time equivalent (FTE)","959 000.00",""
"2013","Estonia","Medical doctors","Full-time equivalent (FTE)","2 502.00","b"
"2013","Estonia","Nursing professionals and midwives","Full-time equivalent (FTE)","4 858.90","b"
"2013","Estonia","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2013","Estonia","Health care assistants","Full-time equivalent (FTE)","2 766.90","b"
"2013","Estonia","Hospital employment","Full-time equivalent (FTE)","12 756.60","b"
"2013","Ireland","Medical doctors","Full-time equivalent (FTE)","6 302.00",""
"2013","Ireland","Nursing professionals and midwives","Full-time equivalent (FTE)","19 221.00",""
"2013","Ireland","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2013","Ireland","Health care assistants","Full-time equivalent (FTE)","3 237.00",""
"2013","Ireland","Hospital employment","Full-time equivalent (FTE)","47 935.00",""
"2013","Greece","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Greece","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Greece","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Greece","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Greece","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Spain","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Spain","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Spain","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Spain","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Spain","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","France","Medical doctors","Full-time equivalent (FTE)","121 137.02","b"
"2013","France","Nursing professionals and midwives","Full-time equivalent (FTE)","345 196.95","b"
"2013","France","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2013","France","Health care assistants","Full-time equivalent (FTE)","225 947.78","b"
"2013","France","Hospital employment","Full-time equivalent (FTE)","1 147 732.18","b"
"2013","Croatia","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Croatia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Croatia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Croatia","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Croatia","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Italy","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Italy","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Italy","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Italy","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Italy","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Cyprus","Medical doctors","Full-time equivalent (FTE)","796.00",""
"2013","Cyprus","Nursing professionals and midwives","Full-time equivalent (FTE)","3 711.00",""
"2013","Cyprus","Nursing associate professionals","Full-time equivalent (FTE)","134.00",""
"2013","Cyprus","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Cyprus","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Latvia","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Latvia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Latvia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Latvia","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Latvia","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Lithuania","Medical doctors","Full-time equivalent (FTE)","10 007.00",""
"2013","Lithuania","Nursing professionals and midwives","Full-time equivalent (FTE)","15 962.00",""
"2013","Lithuania","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2013","Lithuania","Health care assistants","Full-time equivalent (FTE)","5 710.00",""
"2013","Lithuania","Hospital employment","Full-time equivalent (FTE)","46 819.00",""
"2013","Luxembourg","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Luxembourg","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Luxembourg","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Luxembourg","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Luxembourg","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Hungary","Medical doctors","Full-time equivalent (FTE)","17 209.44",""
"2013","Hungary","Nursing professionals and midwives","Full-time equivalent (FTE)","28 701.12",""
"2013","Hungary","Nursing associate professionals","Full-time equivalent (FTE)","7 751.04",""
"2013","Hungary","Health care assistants","Full-time equivalent (FTE)","14 114.23",""
"2013","Hungary","Hospital employment","Full-time equivalent (FTE)","102 494.73",""
"2013","Malta","Medical doctors","Full-time equivalent (FTE)","886.65",""
"2013","Malta","Nursing professionals and midwives","Full-time equivalent (FTE)","2 304.38",""
"2013","Malta","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2013","Malta","Health care assistants","Full-time equivalent (FTE)","1 434.24",""
"2013","Malta","Hospital employment","Full-time equivalent (FTE)","7 214.87",""
"2013","Netherlands","Medical doctors","Full-time equivalent (FTE)","23 222.00","e"
"2013","Netherlands","Nursing professionals and midwives","Full-time equivalent (FTE)","61 564.00","e"
"2013","Netherlands","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Netherlands","Health care assistants","Full-time equivalent (FTE)","13 543.00","e"
"2013","Netherlands","Hospital employment","Full-time equivalent (FTE)","215 281.00",""
"2013","Austria","Medical doctors","Full-time equivalent (FTE)","21 514.00",""
"2013","Austria","Nursing professionals and midwives","Full-time equivalent (FTE)","49 775.00",""
"2013","Austria","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2013","Austria","Health care assistants","Full-time equivalent (FTE)","8 672.96",""
"2013","Austria","Hospital employment","Full-time equivalent (FTE)","135 829.00",""
"2013","Poland","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Poland","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Poland","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Poland","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Poland","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Portugal","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Portugal","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Portugal","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Portugal","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Portugal","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Romania","Medical doctors","Full-time equivalent (FTE)","26 011.00",""
"2013","Romania","Nursing professionals and midwives","Full-time equivalent (FTE)","8 219.00",""
"2013","Romania","Nursing associate professionals","Full-time equivalent (FTE)","50 952.00",""
"2013","Romania","Health care assistants","Full-time equivalent (FTE)","37 243.00",""
"2013","Romania","Hospital employment","Full-time equivalent (FTE)","152 126.00",""
"2013","Slovenia","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Slovenia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Slovenia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Slovenia","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Slovenia","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Slovakia","Medical doctors","Full-time equivalent (FTE)","8 748.94",""
"2013","Slovakia","Nursing professionals and midwives","Full-time equivalent (FTE)","21 491.75",""
"2013","Slovakia","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2013","Slovakia","Health care assistants","Full-time equivalent (FTE)","6 083.74",""
"2013","Slovakia","Hospital employment","Full-time equivalent (FTE)","40 723.64",""
"2013","Finland","Medical doctors","Full-time equivalent (FTE)","7 490.92","e"
"2013","Finland","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Finland","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Finland","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Finland","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Iceland","Medical doctors","Full-time equivalent (FTE)","546.42",""
"2013","Iceland","Nursing professionals and midwives","Full-time equivalent (FTE)","1 382.78",""
"2013","Iceland","Nursing associate professionals","Full-time equivalent (FTE)","541.86",""
"2013","Iceland","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Iceland","Hospital employment","Full-time equivalent (FTE)","4 629.52",""
"2013","Liechtenstein","Medical doctors","Full-time equivalent (FTE)","12.10",""
"2013","Liechtenstein","Nursing professionals and midwives","Full-time equivalent (FTE)","52.20",""
"2013","Liechtenstein","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2013","Liechtenstein","Health care assistants","Full-time equivalent (FTE)","22.60",""
"2013","Liechtenstein","Hospital employment","Full-time equivalent (FTE)","153.80",""
"2013","Norway","Medical doctors","Full-time equivalent (FTE)","11 631.00",""
"2013","Norway","Nursing professionals and midwives","Full-time equivalent (FTE)","37 637.00",""
"2013","Norway","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2013","Norway","Health care assistants","Full-time equivalent (FTE)","7 921.00",""
"2013","Norway","Hospital employment","Full-time equivalent (FTE)","91 981.00",""
"2013","Switzerland","Medical doctors","Full-time equivalent (FTE)","19 026.13",""
"2013","Switzerland","Nursing professionals and midwives","Full-time equivalent (FTE)","45 343.32",""
"2013","Switzerland","Nursing associate professionals","Full-time equivalent (FTE)","6 447.43",""
"2013","Switzerland","Health care assistants","Full-time equivalent (FTE)","10 919.81",""
"2013","Switzerland","Hospital employment","Full-time equivalent (FTE)","148 362.81",""
"2013","United Kingdom","Medical doctors","Full-time equivalent (FTE)","118 086.09","e"
"2013","United Kingdom","Nursing professionals and midwives","Full-time equivalent (FTE)","354 397.24","e"
"2013","United Kingdom","Nursing associate professionals","Full-time equivalent (FTE)","70 366.21","e"
"2013","United Kingdom","Health care assistants","Full-time equivalent (FTE)","61 782.11","e"
"2013","United Kingdom","Hospital employment","Full-time equivalent (FTE)","1 204 434.87","e"
"2013","Montenegro","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Montenegro","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Montenegro","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Montenegro","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Montenegro","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","North Macedonia","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","North Macedonia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","North Macedonia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","North Macedonia","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","North Macedonia","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Albania","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Albania","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Albania","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Albania","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Albania","Hospital employment","Full-time equivalent (FTE)",":",""
"2013","Serbia","Medical doctors","Full-time equivalent (FTE)","11 379.00",""
"2013","Serbia","Nursing professionals and midwives","Full-time equivalent (FTE)","5 424.00",""
"2013","Serbia","Nursing associate professionals","Full-time equivalent (FTE)","23 617.00",""
"2013","Serbia","Health care assistants","Full-time equivalent (FTE)","0.00",""
"2013","Serbia","Hospital employment","Full-time equivalent (FTE)","64 940.00",""
"2013","Turkey","Medical doctors","Full-time equivalent (FTE)",":",""
"2013","Turkey","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2013","Turkey","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2013","Turkey","Health care assistants","Full-time equivalent (FTE)",":",""
"2013","Turkey","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Belgium","Medical doctors","Full-time equivalent (FTE)","6 522.08","e"
"2014","Belgium","Nursing professionals and midwives","Full-time equivalent (FTE)","62 181.95","e"
"2014","Belgium","Nursing associate professionals","Full-time equivalent (FTE)","773.80","e"
"2014","Belgium","Health care assistants","Full-time equivalent (FTE)","7 444.63","e"
"2014","Belgium","Hospital employment","Full-time equivalent (FTE)","146 475.33","e"
"2014","Bulgaria","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Bulgaria","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Bulgaria","Nursing associate professionals","Full-time equivalent (FTE)",":",""
