"TIME","GEO","UNIT","WSTATUS","ISCO08","Value","Flag and Footnotes"
"2012","North Macedonia","Number","Practising","Dentists",":",""
"2012","North Macedonia","Number","Practising","Pharmacists",":",""
"2012","North Macedonia","Number","Practising","Physiotherapists",":",""
"2012","Albania","Number","Practising","Medical doctors","3 696.00",""
"2012","Albania","Number","Practising","Dentists",":",""
"2012","Albania","Number","Practising","Pharmacists",":",""
"2012","Albania","Number","Practising","Physiotherapists",":",""
"2012","Serbia","Number","Practising","Medical doctors",":",""
"2012","Serbia","Number","Practising","Dentists",":",""
"2012","Serbia","Number","Practising","Pharmacists",":",""
"2012","Serbia","Number","Practising","Physiotherapists",":",""
"2012","Turkey","Number","Practising","Medical doctors",":",""
"2012","Turkey","Number","Practising","Dentists",":",""
"2012","Turkey","Number","Practising","Pharmacists",":",""
"2012","Turkey","Number","Practising","Physiotherapists",":",""
"2013","European Union - 27 countries (from 2020)","Number","Practising","Medical doctors",":",""
"2013","European Union - 27 countries (from 2020)","Number","Practising","Dentists",":",""
"2013","European Union - 27 countries (from 2020)","Number","Practising","Pharmacists",":",""
"2013","European Union - 27 countries (from 2020)","Number","Practising","Physiotherapists",":",""
"2013","European Union - 28 countries (2013-2020)","Number","Practising","Medical doctors",":",""
"2013","European Union - 28 countries (2013-2020)","Number","Practising","Dentists",":",""
"2013","European Union - 28 countries (2013-2020)","Number","Practising","Pharmacists",":",""
"2013","European Union - 28 countries (2013-2020)","Number","Practising","Physiotherapists",":",""
"2013","Belgium","Number","Practising","Medical doctors","32 999.00",""
"2013","Belgium","Number","Practising","Dentists","7 965.00",""
"2013","Belgium","Number","Practising","Pharmacists","13 280.00",""
"2013","Belgium","Number","Practising","Physiotherapists",":",""
"2013","Bulgaria","Number","Practising","Medical doctors","28 891.00",""
"2013","Bulgaria","Number","Practising","Dentists","7 293.00",""
"2013","Bulgaria","Number","Practising","Pharmacists",":",""
"2013","Bulgaria","Number","Practising","Physiotherapists",":",""
"2013","Czechia","Number","Practising","Medical doctors","38 776.00",""
"2013","Czechia","Number","Practising","Dentists","7 426.00",""
"2013","Czechia","Number","Practising","Pharmacists","6 383.00",""
"2013","Czechia","Number","Practising","Physiotherapists",":",""
"2013","Denmark","Number","Practising","Medical doctors","21 614.00",""
"2013","Denmark","Number","Practising","Dentists","4 393.00",""
"2013","Denmark","Number","Practising","Pharmacists","2 849.00",""
"2013","Denmark","Number","Practising","Physiotherapists",":",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Practising","Medical doctors","325 407.00",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Practising","Dentists","68 329.00",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Practising","Pharmacists","51 431.00",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Practising","Physiotherapists",":",""
"2013","Estonia","Number","Practising","Medical doctors","4 395.00","b"
"2013","Estonia","Number","Practising","Dentists","1 190.00","b"
"2013","Estonia","Number","Practising","Pharmacists","868.00","b"
"2013","Estonia","Number","Practising","Physiotherapists",":",""
"2013","Ireland","Number","Practising","Medical doctors","12 367.00","e"
"2013","Ireland","Number","Practising","Dentists",":",""
"2013","Ireland","Number","Practising","Pharmacists",":",""
"2013","Ireland","Number","Practising","Physiotherapists",":",""
"2013","Greece","Number","Practising","Medical doctors",":",""
"2013","Greece","Number","Practising","Dentists",":",""
"2013","Greece","Number","Practising","Pharmacists",":",""
"2013","Greece","Number","Practising","Physiotherapists",":",""
"2013","Spain","Number","Practising","Medical doctors","177 665.00",""
"2013","Spain","Number","Practising","Dentists",":",""
"2013","Spain","Number","Practising","Pharmacists","52 100.00",""
"2013","Spain","Number","Practising","Physiotherapists",":",""
"2013","France","Number","Practising","Medical doctors","204 129.00",""
"2013","France","Number","Practising","Dentists","42 084.00",""
"2013","France","Number","Practising","Pharmacists","69 679.00",""
"2013","France","Number","Practising","Physiotherapists",":",""
"2013","France (metropolitan)","Number","Practising","Medical doctors",":",""
"2013","France (metropolitan)","Number","Practising","Dentists",":",""
"2013","France (metropolitan)","Number","Practising","Pharmacists",":",""
"2013","France (metropolitan)","Number","Practising","Physiotherapists",":",""
"2013","Croatia","Number","Practising","Medical doctors","12 906.00",""
"2013","Croatia","Number","Practising","Dentists","3 225.00",""
"2013","Croatia","Number","Practising","Pharmacists","2 982.00",""
"2013","Croatia","Number","Practising","Physiotherapists",":",""
"2013","Italy","Number","Practising","Medical doctors","234 918.00",""
"2013","Italy","Number","Practising","Dentists","47 038.00","e"
"2013","Italy","Number","Practising","Pharmacists","68 474.00","e"
"2013","Italy","Number","Practising","Physiotherapists",":",""
"2013","Cyprus","Number","Practising","Medical doctors","2 754.00",""
"2013","Cyprus","Number","Practising","Dentists","829.00",""
"2013","Cyprus","Number","Practising","Pharmacists","187.00",""
"2013","Cyprus","Number","Practising","Physiotherapists",":",""
"2013","Latvia","Number","Practising","Medical doctors","6 423.00",""
"2013","Latvia","Number","Practising","Dentists","1 459.00",""
"2013","Latvia","Number","Practising","Pharmacists","1 612.00","b"
"2013","Latvia","Number","Practising","Physiotherapists",":",""
"2013","Lithuania","Number","Practising","Medical doctors","12 650.00",""
"2013","Lithuania","Number","Practising","Dentists","2 678.00",""
"2013","Lithuania","Number","Practising","Pharmacists",":",""
"2013","Lithuania","Number","Practising","Physiotherapists",":",""
"2013","Luxembourg","Number","Practising","Medical doctors","1 538.00",""
"2013","Luxembourg","Number","Practising","Dentists","460.00",""
"2013","Luxembourg","Number","Practising","Pharmacists","382.00",""
"2013","Luxembourg","Number","Practising","Physiotherapists",":",""
"2013","Hungary","Number","Practising","Medical doctors","31 748.00",""
"2013","Hungary","Number","Practising","Dentists","5 963.00",""
"2013","Hungary","Number","Practising","Pharmacists","7 524.00","b"
"2013","Hungary","Number","Practising","Physiotherapists",":",""
"2013","Malta","Number","Practising","Medical doctors","1 466.00",""
"2013","Malta","Number","Practising","Dentists","197.00",""
"2013","Malta","Number","Practising","Pharmacists","469.00","e"
"2013","Malta","Number","Practising","Physiotherapists",":",""
"2013","Netherlands","Number","Practising","Medical doctors",":",""
"2013","Netherlands","Number","Practising","Dentists","8 315.00",""
"2013","Netherlands","Number","Practising","Pharmacists","3 566.00",""
"2013","Netherlands","Number","Practising","Physiotherapists",":",""
"2013","Austria","Number","Practising","Medical doctors","42 302.00",""
"2013","Austria","Number","Practising","Dentists","4 853.00",""
"2013","Austria","Number","Practising","Pharmacists","5 918.00",""
"2013","Austria","Number","Practising","Physiotherapists",":",""
"2013","Poland","Number","Practising","Medical doctors","85 246.00",""
"2013","Poland","Number","Practising","Dentists","12 322.00",""
"2013","Poland","Number","Practising","Pharmacists","27 446.00",""
"2013","Poland","Number","Practising","Physiotherapists",":",""
"2013","Portugal","Number","Practising","Medical doctors",":",""
"2013","Portugal","Number","Practising","Dentists",":",""
"2013","Portugal","Number","Practising","Pharmacists","8 068.00",""
"2013","Portugal","Number","Practising","Physiotherapists",":",""
"2013","Romania","Number","Practising","Medical doctors","52 828.00",""
"2013","Romania","Number","Practising","Dentists","14 248.00",""
"2013","Romania","Number","Practising","Pharmacists","16 231.00",""
"2013","Romania","Number","Practising","Physiotherapists",":",""
"2013","Slovenia","Number","Practising","Medical doctors","5 416.00",""
"2013","Slovenia","Number","Practising","Dentists","1 337.00",""
"2013","Slovenia","Number","Practising","Pharmacists","1 189.00",""
"2013","Slovenia","Number","Practising","Physiotherapists",":",""
"2013","Slovakia","Number","Practising","Medical doctors",":",""
"2013","Slovakia","Number","Practising","Dentists",":",""
"2013","Slovakia","Number","Practising","Pharmacists",":",""
"2013","Slovakia","Number","Practising","Physiotherapists",":",""
"2013","Finland","Number","Practising","Medical doctors","17 116.00","e"
"2013","Finland","Number","Practising","Dentists","3 948.00",""
"2013","Finland","Number","Practising","Pharmacists","6 020.00",""
"2013","Finland","Number","Practising","Physiotherapists",":",""
"2013","Sweden","Number","Practising","Medical doctors","38 817.00",""
"2013","Sweden","Number","Practising","Dentists","7 841.00",""
"2013","Sweden","Number","Practising","Pharmacists","7 268.00",""
"2013","Sweden","Number","Practising","Physiotherapists",":",""
"2013","Iceland","Number","Practising","Medical doctors","1 168.00",""
"2013","Iceland","Number","Practising","Dentists","272.00",""
"2013","Iceland","Number","Practising","Pharmacists","153.00",""
"2013","Iceland","Number","Practising","Physiotherapists",":",""
"2013","Liechtenstein","Number","Practising","Medical doctors","120.00",""
"2013","Liechtenstein","Number","Practising","Dentists","51.00",""
"2013","Liechtenstein","Number","Practising","Pharmacists","12.00",""
"2013","Liechtenstein","Number","Practising","Physiotherapists",":",""
"2013","Norway","Number","Practising","Medical doctors","21 874.00",""
"2013","Norway","Number","Practising","Dentists","4 434.00",""
"2013","Norway","Number","Practising","Pharmacists","3 506.00",""
"2013","Norway","Number","Practising","Physiotherapists",":",""
"2013","Switzerland","Number","Practising","Medical doctors","32 681.00",""
"2013","Switzerland","Number","Practising","Dentists","4 208.00",""
"2013","Switzerland","Number","Practising","Pharmacists","5 223.00",""
"2013","Switzerland","Number","Practising","Physiotherapists",":",""
"2013","United Kingdom","Number","Practising","Medical doctors","173 976.00",""
"2013","United Kingdom","Number","Practising","Dentists","33 676.00",""
"2013","United Kingdom","Number","Practising","Pharmacists","51 315.00",""
"2013","United Kingdom","Number","Practising","Physiotherapists",":",""
"2013","Montenegro","Number","Practising","Medical doctors","1 326.00",""
"2013","Montenegro","Number","Practising","Dentists",":",""
"2013","Montenegro","Number","Practising","Pharmacists",":",""
"2013","Montenegro","Number","Practising","Physiotherapists",":",""
"2013","North Macedonia","Number","Practising","Medical doctors",":",""
"2013","North Macedonia","Number","Practising","Dentists",":",""
"2013","North Macedonia","Number","Practising","Pharmacists",":",""
"2013","North Macedonia","Number","Practising","Physiotherapists",":",""
"2013","Albania","Number","Practising","Medical doctors","3 709.00",""
"2013","Albania","Number","Practising","Dentists",":",""
"2013","Albania","Number","Practising","Pharmacists","2 441.00",""
"2013","Albania","Number","Practising","Physiotherapists",":",""
"2013","Serbia","Number","Practising","Medical doctors",":",""
"2013","Serbia","Number","Practising","Dentists",":",""
"2013","Serbia","Number","Practising","Pharmacists",":",""
"2013","Serbia","Number","Practising","Physiotherapists",":",""
"2013","Turkey","Number","Practising","Medical doctors",":",""
"2013","Turkey","Number","Practising","Dentists",":",""
"2013","Turkey","Number","Practising","Pharmacists",":",""
"2013","Turkey","Number","Practising","Physiotherapists",":",""
"2014","European Union - 27 countries (from 2020)","Number","Practising","Medical doctors",":",""
"2014","European Union - 27 countries (from 2020)","Number","Practising","Dentists",":",""
"2014","European Union - 27 countries (from 2020)","Number","Practising","Pharmacists",":",""
"2014","European Union - 27 countries (from 2020)","Number","Practising","Physiotherapists",":",""
"2014","European Union - 28 countries (2013-2020)","Number","Practising","Medical doctors",":",""
"2014","European Union - 28 countries (2013-2020)","Number","Practising","Dentists",":",""
"2014","European Union - 28 countries (2013-2020)","Number","Practising","Pharmacists",":",""
"2014","European Union - 28 countries (2013-2020)","Number","Practising","Physiotherapists",":",""
"2014","Belgium","Number","Practising","Medical doctors","33 353.00",""
"2014","Belgium","Number","Practising","Dentists","8 108.00",""
"2014","Belgium","Number","Practising","Pharmacists","13 508.00",""
"2014","Belgium","Number","Practising","Physiotherapists",":",""
"2014","Bulgaria","Number","Practising","Medical doctors","28 801.00",""
"2014","Bulgaria","Number","Practising","Dentists","7 054.00",""
"2014","Bulgaria","Number","Practising","Pharmacists",":",""
"2014","Bulgaria","Number","Practising","Physiotherapists",":",""
"2014","Czechia","Number","Practising","Medical doctors",":",""
"2014","Czechia","Number","Practising","Dentists","7 906.00","be"
"2014","Czechia","Number","Practising","Pharmacists","6 724.00","be"
"2014","Czechia","Number","Practising","Physiotherapists",":",""
"2014","Denmark","Number","Practising","Medical doctors","21 882.00",""
"2014","Denmark","Number","Practising","Dentists","4 342.00",""
"2014","Denmark","Number","Practising","Pharmacists","2 879.00",""
"2014","Denmark","Number","Practising","Physiotherapists",":",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Practising","Medical doctors","332 695.00",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Practising","Dentists","69 216.00",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Practising","Pharmacists","52 004.00",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Practising","Physiotherapists",":",""
"2014","Estonia","Number","Practising","Medical doctors","4 418.00",""
"2014","Estonia","Number","Practising","Dentists","1 223.00",""
"2014","Estonia","Number","Practising","Pharmacists","883.00",""
"2014","Estonia","Number","Practising","Physiotherapists",":",""
"2014","Ireland","Number","Practising","Medical doctors","14 029.00","b"
"2014","Ireland","Number","Practising","Dentists",":",""
"2014","Ireland","Number","Practising","Pharmacists",":",""
"2014","Ireland","Number","Practising","Physiotherapists",":",""
"2014","Greece","Number","Practising","Medical doctors",":",""
"2014","Greece","Number","Practising","Dentists",":",""
"2014","Greece","Number","Practising","Pharmacists",":",""
"2014","Greece","Number","Practising","Physiotherapists",":",""
"2014","Spain","Number","Practising","Medical doctors","176 665.00",""
"2014","Spain","Number","Practising","Dentists",":",""
"2014","Spain","Number","Practising","Pharmacists","54 567.00",""
"2014","Spain","Number","Practising","Physiotherapists",":",""
"2014","France","Number","Practising","Medical doctors","206 159.00",""
"2014","France","Number","Practising","Dentists","42 281.00",""
"2014","France","Number","Practising","Pharmacists","70 136.00",""
"2014","France","Number","Practising","Physiotherapists",":",""
"2014","France (metropolitan)","Number","Practising","Medical doctors",":",""
"2014","France (metropolitan)","Number","Practising","Dentists",":",""
"2014","France (metropolitan)","Number","Practising","Pharmacists",":",""
"2014","France (metropolitan)","Number","Practising","Physiotherapists",":",""
"2014","Croatia","Number","Practising","Medical doctors","13 302.00",""
"2014","Croatia","Number","Practising","Dentists","3 327.00",""
"2014","Croatia","Number","Practising","Pharmacists","3 024.00",""
"2014","Croatia","Number","Practising","Physiotherapists",":",""
"2014","Italy","Number","Practising","Medical doctors","235 889.00",""
"2014","Italy","Number","Practising","Dentists","47 610.00","e"
"2014","Italy","Number","Practising","Pharmacists","70 277.00","e"
"2014","Italy","Number","Practising","Physiotherapists",":",""
"2014","Cyprus","Number","Practising","Medical doctors","2 880.00","b"
"2014","Cyprus","Number","Practising","Dentists","839.00","b"
"2014","Cyprus","Number","Practising","Pharmacists","188.00",""
"2014","Cyprus","Number","Practising","Physiotherapists",":",""
"2014","Latvia","Number","Practising","Medical doctors","6 412.00",""
"2014","Latvia","Number","Practising","Dentists","1 400.00",""
"2014","Latvia","Number","Practising","Pharmacists","1 548.00",""
"2014","Latvia","Number","Practising","Physiotherapists",":",""
"2014","Lithuania","Number","Practising","Medical doctors","12 631.00",""
"2014","Lithuania","Number","Practising","Dentists","2 669.00",""
"2014","Lithuania","Number","Practising","Pharmacists",":",""
"2014","Lithuania","Number","Practising","Physiotherapists",":",""
"2014","Luxembourg","Number","Practising","Medical doctors","1 603.00",""
"2014","Luxembourg","Number","Practising","Dentists","476.00","b"
"2014","Luxembourg","Number","Practising","Pharmacists","382.00",""
"2014","Luxembourg","Number","Practising","Physiotherapists",":",""
"2014","Hungary","Number","Practising","Medical doctors","32 791.00",""
"2014","Hungary","Number","Practising","Dentists","6 203.00",""
"2014","Hungary","Number","Practising","Pharmacists","7 594.00",""
"2014","Hungary","Number","Practising","Physiotherapists",":",""
"2014","Malta","Number","Practising","Medical doctors","1 566.00",""
"2014","Malta","Number","Practising","Dentists","201.00",""
"2014","Malta","Number","Practising","Pharmacists","493.00","e"
"2014","Malta","Number","Practising","Physiotherapists",":",""
"2014","Netherlands","Number","Practising","Medical doctors","57 762.00",""
"2014","Netherlands","Number","Practising","Dentists","8 410.00",""
"2014","Netherlands","Number","Practising","Pharmacists","3 635.00",""
"2014","Netherlands","Number","Practising","Physiotherapists",":",""
"2014","Austria","Number","Practising","Medical doctors","43 126.00",""
"2014","Austria","Number","Practising","Dentists","4 893.00",""
"2014","Austria","Number","Practising","Pharmacists","5 999.00",""
"2014","Austria","Number","Practising","Physiotherapists",":",""
"2014","Poland","Number","Practising","Medical doctors","87 687.00",""
"2014","Poland","Number","Practising","Dentists","13 088.00",""
"2014","Poland","Number","Practising","Pharmacists","27 747.00",""
"2014","Poland","Number","Practising","Physiotherapists",":",""
"2014","Portugal","Number","Practising","Medical doctors",":",""
"2014","Portugal","Number","Practising","Dentists",":",""
"2014","Portugal","Number","Practising","Pharmacists","8 379.00",""
"2014","Portugal","Number","Practising","Physiotherapists",":",""
"2014","Romania","Number","Practising","Medical doctors","53 720.00",""
"2014","Romania","Number","Practising","Dentists","14 846.00",""
"2014","Romania","Number","Practising","Pharmacists","17 025.00",""
"2014","Romania","Number","Practising","Physiotherapists",":",""
"2014","Slovenia","Number","Practising","Medical doctors","5 712.00",""
"2014","Slovenia","Number","Practising","Dentists","1 365.00",""
"2014","Slovenia","Number","Practising","Pharmacists","1 244.00",""
"2014","Slovenia","Number","Practising","Physiotherapists",":",""
"2014","Slovakia","Number","Practising","Medical doctors",":",""
"2014","Slovakia","Number","Practising","Dentists",":",""
"2014","Slovakia","Number","Practising","Pharmacists",":",""
"2014","Slovakia","Number","Practising","Physiotherapists",":",""
"2014","Finland","Number","Practising","Medical doctors","17 511.00","e"
"2014","Finland","Number","Practising","Dentists","3 988.00",""
"2014","Finland","Number","Practising","Pharmacists","5 941.00",""
"2014","Finland","Number","Practising","Physiotherapists",":",""
"2014","Sweden","Number","Practising","Medical doctors","39 839.00",""
"2014","Sweden","Number","Practising","Dentists","7 900.00",""
"2014","Sweden","Number","Practising","Pharmacists","7 372.00",""
"2014","Sweden","Number","Practising","Physiotherapists",":",""
"2014","Iceland","Number","Practising","Medical doctors","1 193.00",""
"2014","Iceland","Number","Practising","Dentists","274.00",""
"2014","Iceland","Number","Practising","Pharmacists","153.00",""
"2014","Iceland","Number","Practising","Physiotherapists",":",""
"2014","Liechtenstein","Number","Practising","Medical doctors","119.00",""
"2014","Liechtenstein","Number","Practising","Dentists","51.00",""
"2014","Liechtenstein","Number","Practising","Pharmacists","15.00",""
"2014","Liechtenstein","Number","Practising","Physiotherapists",":",""
"2014","Norway","Number","Practising","Medical doctors","22 754.00",""
"2014","Norway","Number","Practising","Dentists","4 450.00",""
"2014","Norway","Number","Practising","Pharmacists","3 710.00",""
"2014","Norway","Number","Practising","Physiotherapists",":",""
"2014","Switzerland","Number","Practising","Medical doctors","33 785.00",""
"2014","Switzerland","Number","Practising","Dentists","4 180.00",""
"2014","Switzerland","Number","Practising","Pharmacists","5 292.00",""
"2014","Switzerland","Number","Practising","Physiotherapists",":",""
"2014","United Kingdom","Number","Practising","Medical doctors","177 352.00",""
"2014","United Kingdom","Number","Practising","Dentists","34 348.00",""
"2014","United Kingdom","Number","Practising","Pharmacists","53 261.00",""
"2014","United Kingdom","Number","Practising","Physiotherapists",":",""
"2014","Montenegro","Number","Practising","Medical doctors","1 350.00",""
"2014","Montenegro","Number","Practising","Dentists",":",""
"2014","Montenegro","Number","Practising","Pharmacists",":",""
"2014","Montenegro","Number","Practising","Physiotherapists",":",""
"2014","North Macedonia","Number","Practising","Medical doctors",":",""
"2014","North Macedonia","Number","Practising","Dentists",":",""
"2014","North Macedonia","Number","Practising","Pharmacists",":",""
"2014","North Macedonia","Number","Practising","Physiotherapists",":",""
"2014","Albania","Number","Practising","Medical doctors",":",""
"2014","Albania","Number","Practising","Dentists",":",""
"2014","Albania","Number","Practising","Pharmacists",":",""
"2014","Albania","Number","Practising","Physiotherapists",":",""
"2014","Serbia","Number","Practising","Medical doctors",":",""
"2014","Serbia","Number","Practising","Dentists",":",""
"2014","Serbia","Number","Practising","Pharmacists",":",""
"2014","Serbia","Number","Practising","Physiotherapists",":",""
"2014","Turkey","Number","Practising","Medical doctors",":",""
"2014","Turkey","Number","Practising","Dentists",":",""
"2014","Turkey","Number","Practising","Pharmacists",":",""
"2014","Turkey","Number","Practising","Physiotherapists",":",""
"2015","European Union - 27 countries (from 2020)","Number","Practising","Medical doctors",":",""
"2015","European Union - 27 countries (from 2020)","Number","Practising","Dentists",":",""
"2015","European Union - 27 countries (from 2020)","Number","Practising","Pharmacists",":",""
"2015","European Union - 27 countries (from 2020)","Number","Practising","Physiotherapists",":",""
"2015","European Union - 28 countries (2013-2020)","Number","Practising","Medical doctors",":",""
"2015","European Union - 28 countries (2013-2020)","Number","Practising","Dentists",":",""
"2015","European Union - 28 countries (2013-2020)","Number","Practising","Pharmacists",":",""
"2015","European Union - 28 countries (2013-2020)","Number","Practising","Physiotherapists",":",""
"2015","Belgium","Number","Practising","Medical doctors","34 020.00",""
"2015","Belgium","Number","Practising","Dentists","8 291.00",""
"2015","Belgium","Number","Practising","Pharmacists","13 643.00",""
"2015","Belgium","Number","Practising","Physiotherapists",":",""
"2015","Bulgaria","Number","Practising","Medical doctors","29 038.00",""
"2015","Bulgaria","Number","Practising","Dentists","7 547.00",""
"2015","Bulgaria","Number","Practising","Pharmacists",":",""
"2015","Bulgaria","Number","Practising","Physiotherapists",":",""
"2015","Czechia","Number","Practising","Medical doctors",":",""
"2015","Czechia","Number","Practising","Dentists",":",""
"2015","Czechia","Number","Practising","Pharmacists","6 965.00",""
"2015","Czechia","Number","Practising","Physiotherapists",":",""
"2015","Denmark","Number","Practising","Medical doctors","22 332.00",""
"2015","Denmark","Number","Practising","Dentists","4 321.00",""
"2015","Denmark","Number","Practising","Pharmacists","2 931.00",""
"2015","Denmark","Number","Practising","Physiotherapists",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Practising","Medical doctors","338 129.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Practising","Dentists","69 971.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Practising","Pharmacists","52 568.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Practising","Physiotherapists",":",""
"2015","Estonia","Number","Practising","Medical doctors","4 492.00",""
"2015","Estonia","Number","Practising","Dentists","1 239.00",""
"2015","Estonia","Number","Practising","Pharmacists","948.00","b"
"2015","Estonia","Number","Practising","Physiotherapists",":",""
"2015","Ireland","Number","Practising","Medical doctors","14 666.00",""
"2015","Ireland","Number","Practising","Dentists",":",""
"2015","Ireland","Number","Practising","Pharmacists",":",""
"2015","Ireland","Number","Practising","Physiotherapists",":",""
"2015","Greece","Number","Practising","Medical doctors",":",""
"2015","Greece","Number","Practising","Dentists",":",""
"2015","Greece","Number","Practising","Pharmacists",":",""
"2015","Greece","Number","Practising","Physiotherapists",":",""
"2015","Spain","Number","Practising","Medical doctors","178 600.00",""
"2015","Spain","Number","Practising","Dentists",":",""
"2015","Spain","Number","Practising","Pharmacists","55 400.00",""
"2015","Spain","Number","Practising","Physiotherapists",":",""
"2015","France","Number","Practising","Medical doctors","207 789.00",""
"2015","France","Number","Practising","Dentists","42 602.00",""
"2015","France","Number","Practising","Pharmacists","70 247.00",""
"2015","France","Number","Practising","Physiotherapists",":",""
"2015","France (metropolitan)","Number","Practising","Medical doctors",":",""
"2015","France (metropolitan)","Number","Practising","Dentists",":",""
"2015","France (metropolitan)","Number","Practising","Pharmacists",":",""
"2015","France (metropolitan)","Number","Practising","Physiotherapists",":",""
"2015","Croatia","Number","Practising","Medical doctors","13 430.00",""
"2015","Croatia","Number","Practising","Dentists","3 347.00",""
"2015","Croatia","Number","Practising","Pharmacists","3 042.00",""
"2015","Croatia","Number","Practising","Physiotherapists",":",""
"2015","Italy","Number","Practising","Medical doctors","233 102.00",""
"2015","Italy","Number","Practising","Dentists","47 604.00","e"
"2015","Italy","Number","Practising","Pharmacists","69 939.00","e"
"2015","Italy","Number","Practising","Physiotherapists",":",""
"2015","Cyprus","Number","Practising","Medical doctors","3 046.00",""
"2015","Cyprus","Number","Practising","Dentists","876.00",""
"2015","Cyprus","Number","Practising","Pharmacists","750.00","b"
"2015","Cyprus","Number","Practising","Physiotherapists",":",""
"2015","Latvia","Number","Practising","Medical doctors","6 324.00",""
"2015","Latvia","Number","Practising","Dentists","1 419.00",""
"2015","Latvia","Number","Practising","Pharmacists","1 574.00",""
"2015","Latvia","Number","Practising","Physiotherapists",":",""
"2015","Lithuania","Number","Practising","Medical doctors","12 605.00",""
"2015","Lithuania","Number","Practising","Dentists","2 644.00",""
"2015","Lithuania","Number","Practising","Pharmacists",":",""
"2015","Lithuania","Number","Practising","Physiotherapists",":",""
"2015","Luxembourg","Number","Practising","Medical doctors","1 656.00","b"
"2015","Luxembourg","Number","Practising","Dentists","506.00",""
"2015","Luxembourg","Number","Practising","Pharmacists","397.00",""
"2015","Luxembourg","Number","Practising","Physiotherapists",":",""
"2015","Hungary","Number","Practising","Medical doctors","30 486.00","b"
"2015","Hungary","Number","Practising","Dentists","5 936.00","b"
"2015","Hungary","Number","Practising","Pharmacists","7 039.00","b"
"2015","Hungary","Number","Practising","Physiotherapists",":",""
"2015","Malta","Number","Practising","Medical doctors","1 636.00",""
"2015","Malta","Number","Practising","Dentists","206.00",""
"2015","Malta","Number","Practising","Pharmacists","558.00",""
"2015","Malta","Number","Practising","Physiotherapists",":",""
"2015","Netherlands","Number","Practising","Medical doctors","59 144.00",""
"2015","Netherlands","Number","Practising","Dentists","8 730.00","b"
"2015","Netherlands","Number","Practising","Pharmacists","3 599.00",""
"2015","Netherlands","Number","Practising","Physiotherapists",":",""
"2015","Austria","Number","Practising","Medical doctors","44 002.00",""
"2015","Austria","Number","Practising","Dentists","4 906.00",""
"2015","Austria","Number","Practising","Pharmacists","6 104.00",""
"2015","Austria","Number","Practising","Physiotherapists",":",""
"2015","Poland","Number","Practising","Medical doctors","88 437.00",""
"2015","Poland","Number","Practising","Dentists","12 603.00",""
"2015","Poland","Number","Practising","Pharmacists","28 121.00",""
"2015","Poland","Number","Practising","Physiotherapists",":",""
"2015","Portugal","Number","Practising","Medical doctors",":",""
"2015","Portugal","Number","Practising","Dentists",":",""
"2015","Portugal","Number","Practising","Pharmacists","8 711.00",""
"2015","Portugal","Number","Practising","Physiotherapists",":",""
"2015","Romania","Number","Practising","Medical doctors","54 807.00",""
"2015","Romania","Number","Practising","Dentists","15 389.00",""
"2015","Romania","Number","Practising","Pharmacists","17 063.00",""
"2015","Romania","Number","Practising","Physiotherapists",":",""
"2015","Slovenia","Number","Practising","Medical doctors","5 830.00",""
"2015","Slovenia","Number","Practising","Dentists","1 392.00",""
"2015","Slovenia","Number","Practising","Pharmacists","1 295.00",""
"2015","Slovenia","Number","Practising","Physiotherapists",":",""
"2015","Slovakia","Number","Practising","Medical doctors",":",""
"2015","Slovakia","Number","Practising","Dentists",":",""
"2015","Slovakia","Number","Practising","Pharmacists",":",""
"2015","Slovakia","Number","Practising","Physiotherapists",":",""
"2015","Finland","Number","Practising","Medical doctors",":",""
"2015","Finland","Number","Practising","Dentists",":",""
"2015","Finland","Number","Practising","Pharmacists",":",""
"2015","Finland","Number","Practising","Physiotherapists",":",""
"2015","Sweden","Number","Practising","Medical doctors","40 899.00",""
"2015","Sweden","Number","Practising","Dentists","8 001.00",""
"2015","Sweden","Number","Practising","Pharmacists","7 506.00",""
"2015","Sweden","Number","Practising","Physiotherapists",":",""
"2015","Iceland","Number","Practising","Medical doctors","1 249.00",""
"2015","Iceland","Number","Practising","Dentists","278.00",""
"2015","Iceland","Number","Practising","Pharmacists","160.00",""
"2015","Iceland","Number","Practising","Physiotherapists",":",""
"2015","Liechtenstein","Number","Practising","Medical doctors","120.00",""
"2015","Liechtenstein","Number","Practising","Dentists","52.00",""
"2015","Liechtenstein","Number","Practising","Pharmacists","16.00",""
"2015","Liechtenstein","Number","Practising","Physiotherapists",":",""
"2015","Norway","Number","Practising","Medical doctors","22 848.00","b"
"2015","Norway","Number","Practising","Dentists","4 434.00","b"
"2015","Norway","Number","Practising","Pharmacists","3 863.00","b"
"2015","Norway","Number","Practising","Physiotherapists",":",""
