"TIME","GEO","UNIT","MED_SPEC","Value","Flag and Footnotes"
"2012","Finland","Number","Generalist medical practitioners","6 604.00","e"
"2012","Finland","Number","General practitioners",":",""
"2012","Finland","Number","Other generalist medical practitioners",":",""
"2012","Finland","Number","Specialist medical practitioners","10 454.00","e"
"2012","Finland","Number","General paediatricians","788.00","e"
"2012","Sweden","Number","Generalist medical practitioners","6 106.00",""
"2012","Sweden","Number","General practitioners","6 106.00",""
"2012","Sweden","Number","Other generalist medical practitioners","0.00",""
"2012","Sweden","Number","Specialist medical practitioners","20 564.00",""
"2012","Sweden","Number","General paediatricians","995.00",""
"2012","Iceland","Number","Generalist medical practitioners","184.00",""
"2012","Iceland","Number","General practitioners","184.00",""
"2012","Iceland","Number","Other generalist medical practitioners",":",""
"2012","Iceland","Number","Specialist medical practitioners","703.00",""
"2012","Iceland","Number","General paediatricians","14.00",""
"2012","Liechtenstein","Number","Generalist medical practitioners","37.00",""
"2012","Liechtenstein","Number","General practitioners","27.00",""
"2012","Liechtenstein","Number","Other generalist medical practitioners","10.00",""
"2012","Liechtenstein","Number","Specialist medical practitioners","79.00",""
"2012","Liechtenstein","Number","General paediatricians","5.00",""
"2012","Norway","Number","Generalist medical practitioners","4 317.00",""
"2012","Norway","Number","General practitioners","3 891.00",""
"2012","Norway","Number","Other generalist medical practitioners","426.00",""
"2012","Norway","Number","Specialist medical practitioners","8 484.00",""
"2012","Norway","Number","General paediatricians","673.00",""
"2012","Switzerland","Number","Generalist medical practitioners","8 618.00",""
"2012","Switzerland","Number","General practitioners",":",""
"2012","Switzerland","Number","Other generalist medical practitioners",":",""
"2012","Switzerland","Number","Specialist medical practitioners","17 958.00",""
"2012","Switzerland","Number","General paediatricians","1 473.00",""
"2012","United Kingdom","Number","Generalist medical practitioners","50 008.00",""
"2012","United Kingdom","Number","General practitioners","50 008.00","d"
"2012","United Kingdom","Number","Other generalist medical practitioners",":",""
"2012","United Kingdom","Number","Specialist medical practitioners","122 061.00",""
"2012","United Kingdom","Number","General paediatricians","9 339.00",""
"2012","Montenegro","Number","Generalist medical practitioners","204.00",""
"2012","Montenegro","Number","General practitioners","204.00",""
"2012","Montenegro","Number","Other generalist medical practitioners","0.00",""
"2012","Montenegro","Number","Specialist medical practitioners","1 072.00",""
"2012","Montenegro","Number","General paediatricians","169.00",""
"2012","North Macedonia","Number","Generalist medical practitioners","2 063.00",""
"2012","North Macedonia","Number","General practitioners",":",""
"2012","North Macedonia","Number","Other generalist medical practitioners",":",""
"2012","North Macedonia","Number","Specialist medical practitioners","3 692.00",""
"2012","North Macedonia","Number","General paediatricians","394.00",""
"2012","Albania","Number","Generalist medical practitioners",":",""
"2012","Albania","Number","General practitioners","1 603.00",""
"2012","Albania","Number","Other generalist medical practitioners",":",""
"2012","Albania","Number","Specialist medical practitioners","2 093.00",""
"2012","Albania","Number","General paediatricians",":",""
"2012","Serbia","Number","Generalist medical practitioners","6 495.00",""
"2012","Serbia","Number","General practitioners","5 136.00",""
"2012","Serbia","Number","Other generalist medical practitioners","1 359.00",""
"2012","Serbia","Number","Specialist medical practitioners","15 820.00",""
"2012","Serbia","Number","General paediatricians","2 016.00",""
"2012","Turkey","Number","Generalist medical practitioners","41 401.00",""
"2012","Turkey","Number","General practitioners","41 401.00","d"
"2012","Turkey","Number","Other generalist medical practitioners",":",""
"2012","Turkey","Number","Specialist medical practitioners","88 371.00",""
"2012","Turkey","Number","General paediatricians","6 724.00",""
"2013","Belgium","Number","Generalist medical practitioners","12 483.00",""
"2013","Belgium","Number","General practitioners","12 483.00",""
"2013","Belgium","Number","Other generalist medical practitioners","0.00",""
"2013","Belgium","Number","Specialist medical practitioners","20 108.00",""
"2013","Belgium","Number","General paediatricians","1 414.00",""
"2013","Bulgaria","Number","Generalist medical practitioners","4 781.00",""
"2013","Bulgaria","Number","General practitioners","4 572.00",""
"2013","Bulgaria","Number","Other generalist medical practitioners","209.00",""
"2013","Bulgaria","Number","Specialist medical practitioners","24 110.00",""
"2013","Bulgaria","Number","General paediatricians","1 448.00",""
"2013","Czechia","Number","Generalist medical practitioners","7 371.00",""
"2013","Czechia","Number","General practitioners","7 371.00",""
"2013","Czechia","Number","Other generalist medical practitioners","0.00",""
"2013","Czechia","Number","Specialist medical practitioners","31 405.00",""
"2013","Czechia","Number","General paediatricians","1 296.00",""
"2013","Denmark","Number","Generalist medical practitioners","4 455.00",""
"2013","Denmark","Number","General practitioners",":",""
"2013","Denmark","Number","Other generalist medical practitioners",":",""
"2013","Denmark","Number","Specialist medical practitioners","9 358.00",""
"2013","Denmark","Number","General paediatricians","408.00",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Generalist medical practitioners","78 608.00",""
"2013","Germany (until 1990 former territory of the FRG)","Number","General practitioners","56 961.50",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Other generalist medical practitioners","21 646.50",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Specialist medical practitioners","246 799.00",""
"2013","Germany (until 1990 former territory of the FRG)","Number","General paediatricians","13 227.00",""
"2013","Estonia","Number","Generalist medical practitioners","1 052.00","b"
"2013","Estonia","Number","General practitioners","932.00","b"
"2013","Estonia","Number","Other generalist medical practitioners","120.00","b"
"2013","Estonia","Number","Specialist medical practitioners","3 343.00","b"
"2013","Estonia","Number","General paediatricians","179.00","b"
"2013","Ireland","Number","Generalist medical practitioners","10 781.00",""
"2013","Ireland","Number","General practitioners","3 361.00",""
"2013","Ireland","Number","Other generalist medical practitioners","7 420.00",""
"2013","Ireland","Number","Specialist medical practitioners","7 346.00","b"
"2013","Ireland","Number","General paediatricians","453.00","b"
"2013","Greece","Number","Generalist medical practitioners","3 494.00",""
"2013","Greece","Number","General practitioners","2 561.00",""
"2013","Greece","Number","Other generalist medical practitioners","933.00",""
"2013","Greece","Number","Specialist medical practitioners","41 783.00",""
"2013","Greece","Number","General paediatricians","3 326.00",""
"2013","Spain","Number","Generalist medical practitioners","35 017.00",""
"2013","Spain","Number","General practitioners","35 017.00",""
"2013","Spain","Number","Other generalist medical practitioners","0.00",""
"2013","Spain","Number","Specialist medical practitioners","112 464.00","d"
"2013","Spain","Number","General paediatricians","11 896.00",""
"2013","France","Number","Generalist medical practitioners","93 944.00",""
"2013","France","Number","General practitioners","62 864.00",""
"2013","France","Number","Other generalist medical practitioners","31 080.00",""
"2013","France","Number","Specialist medical practitioners","110 185.00",""
"2013","France","Number","General paediatricians","7 585.00",""
"2013","Croatia","Number","Generalist medical practitioners","3 335.00",""
"2013","Croatia","Number","General practitioners","2 286.00",""
"2013","Croatia","Number","Other generalist medical practitioners","1 049.00",""
"2013","Croatia","Number","Specialist medical practitioners","9 571.00",""
"2013","Croatia","Number","General paediatricians","788.00",""
"2013","Italy","Number","Generalist medical practitioners","53 525.00",""
"2013","Italy","Number","General practitioners","45 203.00",""
"2013","Italy","Number","Other generalist medical practitioners","8 322.00",""
"2013","Italy","Number","Specialist medical practitioners","181 393.00",""
"2013","Italy","Number","General paediatricians","17 472.00",""
"2013","Cyprus","Number","Generalist medical practitioners",":",""
"2013","Cyprus","Number","General practitioners",":",""
"2013","Cyprus","Number","Other generalist medical practitioners",":",""
"2013","Cyprus","Number","Specialist medical practitioners",":",""
"2013","Cyprus","Number","General paediatricians",":",""
"2013","Latvia","Number","Generalist medical practitioners","1 357.00",""
"2013","Latvia","Number","General practitioners","1 357.00",""
"2013","Latvia","Number","Other generalist medical practitioners","0.00",""
"2013","Latvia","Number","Specialist medical practitioners","5 066.00",""
"2013","Latvia","Number","General paediatricians","255.00",""
"2013","Lithuania","Number","Generalist medical practitioners","2 709.00",""
"2013","Lithuania","Number","General practitioners","2 552.00",""
"2013","Lithuania","Number","Other generalist medical practitioners","157.00",""
"2013","Lithuania","Number","Specialist medical practitioners","9 941.00",""
"2013","Lithuania","Number","General paediatricians","796.00",""
"2013","Luxembourg","Number","Generalist medical practitioners","467.00",""
"2013","Luxembourg","Number","General practitioners","467.00",""
"2013","Luxembourg","Number","Other generalist medical practitioners","0.00",""
"2013","Luxembourg","Number","Specialist medical practitioners","1 070.00",""
"2013","Luxembourg","Number","General paediatricians","81.00",""
"2013","Hungary","Number","Generalist medical practitioners",":",""
"2013","Hungary","Number","General practitioners",":",""
"2013","Hungary","Number","Other generalist medical practitioners",":",""
"2013","Hungary","Number","Specialist medical practitioners",":",""
"2013","Hungary","Number","General paediatricians",":",""
"2013","Malta","Number","Generalist medical practitioners","340.00",""
"2013","Malta","Number","General practitioners","340.00",""
"2013","Malta","Number","Other generalist medical practitioners","0.00",""
"2013","Malta","Number","Specialist medical practitioners","708.00",""
"2013","Malta","Number","General paediatricians","59.00",""
"2013","Netherlands","Number","Generalist medical practitioners","24 498.00",""
"2013","Netherlands","Number","General practitioners","13 192.00",""
"2013","Netherlands","Number","Other generalist medical practitioners","11 306.00",""
"2013","Netherlands","Number","Specialist medical practitioners","31 183.00",""
"2013","Netherlands","Number","General paediatricians","1 603.00",""
"2013","Austria","Number","Generalist medical practitioners","13 924.00",""
"2013","Austria","Number","General practitioners","6 523.00",""
"2013","Austria","Number","Other generalist medical practitioners","7 401.00",""
"2013","Austria","Number","Specialist medical practitioners","22 180.00",""
"2013","Austria","Number","General paediatricians","1 292.00",""
"2013","Poland","Number","Generalist medical practitioners","12 846.00",""
"2013","Poland","Number","General practitioners","8 270.00",""
"2013","Poland","Number","Other generalist medical practitioners","4 576.00",""
"2013","Poland","Number","Specialist medical practitioners","72 400.00",""
"2013","Poland","Number","General paediatricians","5 008.00",""
"2013","Portugal","Number","Generalist medical practitioners","22 744.00",""
"2013","Portugal","Number","General practitioners","20 901.00",""
"2013","Portugal","Number","Other generalist medical practitioners","1 843.00",""
"2013","Portugal","Number","Specialist medical practitioners","23 266.00",""
"2013","Portugal","Number","General paediatricians","1 861.00",""
"2013","Romania","Number","Generalist medical practitioners","15 923.00",""
"2013","Romania","Number","General practitioners","12 735.00",""
"2013","Romania","Number","Other generalist medical practitioners","3 188.00",""
"2013","Romania","Number","Specialist medical practitioners","36 905.00",""
"2013","Romania","Number","General paediatricians","2 452.00",""
"2013","Slovenia","Number","Generalist medical practitioners","1 204.00",""
"2013","Slovenia","Number","General practitioners","1 025.00",""
"2013","Slovenia","Number","Other generalist medical practitioners","179.00",""
"2013","Slovenia","Number","Specialist medical practitioners","4 087.00",""
"2013","Slovenia","Number","General paediatricians","540.00",""
"2013","Finland","Number","Generalist medical practitioners","6 849.00","e"
"2013","Finland","Number","General practitioners",":",""
"2013","Finland","Number","Other generalist medical practitioners",":",""
"2013","Finland","Number","Specialist medical practitioners","10 049.00","e"
"2013","Finland","Number","General paediatricians","703.00","e"
"2013","Sweden","Number","Generalist medical practitioners","6 201.00",""
"2013","Sweden","Number","General practitioners","6 201.00",""
"2013","Sweden","Number","Other generalist medical practitioners","0.00",""
"2013","Sweden","Number","Specialist medical practitioners","21 174.00",""
"2013","Sweden","Number","General paediatricians","1 015.00",""
"2013","Iceland","Number","Generalist medical practitioners","188.00",""
"2013","Iceland","Number","General practitioners","188.00",""
"2013","Iceland","Number","Other generalist medical practitioners",":",""
"2013","Iceland","Number","Specialist medical practitioners","706.00",""
"2013","Iceland","Number","General paediatricians","15.00",""
"2013","Liechtenstein","Number","Generalist medical practitioners","37.00",""
"2013","Liechtenstein","Number","General practitioners","27.00",""
"2013","Liechtenstein","Number","Other generalist medical practitioners","10.00",""
"2013","Liechtenstein","Number","Specialist medical practitioners","83.00",""
"2013","Liechtenstein","Number","General paediatricians","5.00",""
"2013","Norway","Number","Generalist medical practitioners","4 437.00",""
"2013","Norway","Number","General practitioners","3 965.00",""
"2013","Norway","Number","Other generalist medical practitioners","472.00",""
"2013","Norway","Number","Specialist medical practitioners","8 765.00",""
"2013","Norway","Number","General paediatricians","707.00",""
"2013","Switzerland","Number","Generalist medical practitioners","8 986.00",""
"2013","Switzerland","Number","General practitioners",":",""
"2013","Switzerland","Number","Other generalist medical practitioners",":",""
"2013","Switzerland","Number","Specialist medical practitioners","18 945.00",""
"2013","Switzerland","Number","General paediatricians","1 548.00",""
"2013","United Kingdom","Number","Generalist medical practitioners","49 875.00",""
"2013","United Kingdom","Number","General practitioners","49 875.00","d"
"2013","United Kingdom","Number","Other generalist medical practitioners",":",""
"2013","United Kingdom","Number","Specialist medical practitioners","124 110.00",""
"2013","United Kingdom","Number","General paediatricians","9 432.00",""
"2013","Montenegro","Number","Generalist medical practitioners","241.00",""
"2013","Montenegro","Number","General practitioners","241.00",""
"2013","Montenegro","Number","Other generalist medical practitioners","0.00",""
"2013","Montenegro","Number","Specialist medical practitioners","1 107.00",""
"2013","Montenegro","Number","General paediatricians","165.00",""
"2013","North Macedonia","Number","Generalist medical practitioners","2 017.00",""
"2013","North Macedonia","Number","General practitioners",":",""
"2013","North Macedonia","Number","Other generalist medical practitioners",":",""
"2013","North Macedonia","Number","Specialist medical practitioners","3 787.00",""
"2013","North Macedonia","Number","General paediatricians","400.00",""
"2013","Albania","Number","Generalist medical practitioners",":",""
"2013","Albania","Number","General practitioners","1 618.00",""
"2013","Albania","Number","Other generalist medical practitioners",":",""
"2013","Albania","Number","Specialist medical practitioners","2 087.00",""
"2013","Albania","Number","General paediatricians","147.00",""
"2013","Serbia","Number","Generalist medical practitioners","6 480.00",""
"2013","Serbia","Number","General practitioners","5 119.00",""
"2013","Serbia","Number","Other generalist medical practitioners","1 361.00",""
"2013","Serbia","Number","Specialist medical practitioners","15 768.00",""
"2013","Serbia","Number","General paediatricians","1 983.00",""
"2013","Turkey","Number","Generalist medical practitioners","41 040.00",""
"2013","Turkey","Number","General practitioners","41 040.00","d"
"2013","Turkey","Number","Other generalist medical practitioners",":",""
"2013","Turkey","Number","Specialist medical practitioners","92 735.00",""
"2013","Turkey","Number","General paediatricians","6 792.00",""
"2014","Belgium","Number","Generalist medical practitioners","12 560.00",""
"2014","Belgium","Number","General practitioners","12 560.00",""
"2014","Belgium","Number","Other generalist medical practitioners","0.00",""
"2014","Belgium","Number","Specialist medical practitioners","20 389.00",""
"2014","Belgium","Number","General paediatricians","1 429.00",""
"2014","Bulgaria","Number","Generalist medical practitioners","4 747.00",""
"2014","Bulgaria","Number","General practitioners","4 525.00",""
"2014","Bulgaria","Number","Other generalist medical practitioners","222.00",""
"2014","Bulgaria","Number","Specialist medical practitioners","24 054.00",""
"2014","Bulgaria","Number","General paediatricians","1 459.00",""
"2014","Czechia","Number","Generalist medical practitioners",":",""
"2014","Czechia","Number","General practitioners",":",""
"2014","Czechia","Number","Other generalist medical practitioners",":",""
"2014","Czechia","Number","Specialist medical practitioners",":",""
"2014","Czechia","Number","General paediatricians",":",""
"2014","Denmark","Number","Generalist medical practitioners","4 495.00",""
"2014","Denmark","Number","General practitioners",":",""
"2014","Denmark","Number","Other generalist medical practitioners",":",""
"2014","Denmark","Number","Specialist medical practitioners","9 597.00",""
"2014","Denmark","Number","General paediatricians","435.00",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Generalist medical practitioners","80 226.00",""
"2014","Germany (until 1990 former territory of the FRG)","Number","General practitioners","57 360.00",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Other generalist medical practitioners","22 866.00",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Specialist medical practitioners","252 469.00",""
"2014","Germany (until 1990 former territory of the FRG)","Number","General paediatricians","13 322.00",""
"2014","Estonia","Number","Generalist medical practitioners","1 057.00",""
"2014","Estonia","Number","General practitioners","940.00",""
"2014","Estonia","Number","Other generalist medical practitioners","117.00",""
"2014","Estonia","Number","Specialist medical practitioners","3 361.00",""
"2014","Estonia","Number","General paediatricians","167.00",""
"2014","Ireland","Number","Generalist medical practitioners","8 214.00","b"
"2014","Ireland","Number","General practitioners","3 585.00",""
"2014","Ireland","Number","Other generalist medical practitioners","4 629.00","b"
"2014","Ireland","Number","Specialist medical practitioners","5 753.00","b"
"2014","Ireland","Number","General paediatricians","419.00","b"
"2014","Greece","Number","Generalist medical practitioners","4 307.00","b"
"2014","Greece","Number","General practitioners","3 292.00","b"
"2014","Greece","Number","Other generalist medical practitioners","1 015.00","b"
"2014","Greece","Number","Specialist medical practitioners","51 520.00","b"
"2014","Greece","Number","General paediatricians","3 963.00","b"
"2014","Spain","Number","Generalist medical practitioners","34 880.00",""
"2014","Spain","Number","General practitioners","34 880.00",""
"2014","Spain","Number","Other generalist medical practitioners","0.00",""
"2014","Spain","Number","Specialist medical practitioners","113 206.00","d"
"2014","Spain","Number","General paediatricians","12 070.00",""
"2014","France","Number","Generalist medical practitioners","94 322.00",""
"2014","France","Number","General practitioners","62 129.00",""
"2014","France","Number","Other generalist medical practitioners","32 193.00",""
"2014","France","Number","Specialist medical practitioners","111 837.00",""
"2014","France","Number","General paediatricians","7 724.00",""
"2014","Croatia","Number","Generalist medical practitioners","3 502.00",""
"2014","Croatia","Number","General practitioners","2 426.00",""
"2014","Croatia","Number","Other generalist medical practitioners","1 076.00",""
"2014","Croatia","Number","Specialist medical practitioners","9 800.00",""
"2014","Croatia","Number","General paediatricians","798.00",""
"2014","Italy","Number","Generalist medical practitioners","53 463.00",""
"2014","Italy","Number","General practitioners","44 937.00",""
"2014","Italy","Number","Other generalist medical practitioners","8 526.00",""
"2014","Italy","Number","Specialist medical practitioners","182 426.00",""
"2014","Italy","Number","General paediatricians","17 495.00",""
"2014","Cyprus","Number","Generalist medical practitioners","680.00",""
"2014","Cyprus","Number","General practitioners","680.00",""
"2014","Cyprus","Number","Other generalist medical practitioners","0.00",""
"2014","Cyprus","Number","Specialist medical practitioners","2 200.00",""
"2014","Cyprus","Number","General paediatricians","238.00",""
"2014","Latvia","Number","Generalist medical practitioners","1 394.00",""
"2014","Latvia","Number","General practitioners","1 394.00",""
"2014","Latvia","Number","Other generalist medical practitioners","0.00",""
"2014","Latvia","Number","Specialist medical practitioners","5 018.00",""
"2014","Latvia","Number","General paediatricians","256.00",""
"2014","Lithuania","Number","Generalist medical practitioners","2 769.00",""
"2014","Lithuania","Number","General practitioners","2 600.00",""
"2014","Lithuania","Number","Other generalist medical practitioners","169.00",""
"2014","Lithuania","Number","Specialist medical practitioners","9 862.00",""
"2014","Lithuania","Number","General paediatricians","778.00",""
"2014","Luxembourg","Number","Generalist medical practitioners","489.00",""
"2014","Luxembourg","Number","General practitioners","489.00",""
"2014","Luxembourg","Number","Other generalist medical practitioners","0.00",""
"2014","Luxembourg","Number","Specialist medical practitioners","1 113.00",""
"2014","Luxembourg","Number","General paediatricians","84.00",""
"2014","Hungary","Number","Generalist medical practitioners",":",""
"2014","Hungary","Number","General practitioners",":",""
"2014","Hungary","Number","Other generalist medical practitioners",":",""
"2014","Hungary","Number","Specialist medical practitioners",":",""
"2014","Hungary","Number","General paediatricians",":",""
"2014","Malta","Number","Generalist medical practitioners","346.00",""
"2014","Malta","Number","General practitioners","346.00",""
"2014","Malta","Number","Other generalist medical practitioners","0.00",""
"2014","Malta","Number","Specialist medical practitioners","798.00",""
"2014","Malta","Number","General paediatricians","68.00",""
"2014","Netherlands","Number","Generalist medical practitioners","25 611.00","b"
"2014","Netherlands","Number","General practitioners","13 888.00","b"
"2014","Netherlands","Number","Other generalist medical practitioners","11 723.00",""
"2014","Netherlands","Number","Specialist medical practitioners","32 151.00","b"
"2014","Netherlands","Number","General paediatricians","1 645.00","b"
"2014","Austria","Number","Generalist medical practitioners","14 130.00",""
"2014","Austria","Number","General practitioners","6 614.00",""
"2014","Austria","Number","Other generalist medical practitioners","7 516.00",""
"2014","Austria","Number","Specialist medical practitioners","22 902.00",""
"2014","Austria","Number","General paediatricians","1 340.00",""
"2014","Poland","Number","Generalist medical practitioners","13 744.00",""
"2014","Poland","Number","General practitioners","8 439.00",""
"2014","Poland","Number","Other generalist medical practitioners","5 305.00",""
"2014","Poland","Number","Specialist medical practitioners","73 943.00",""
"2014","Poland","Number","General paediatricians","5 143.00",""
"2014","Portugal","Number","Generalist medical practitioners","23 748.00",""
"2014","Portugal","Number","General practitioners","21 926.00",""
"2014","Portugal","Number","Other generalist medical practitioners","1 822.00",""
"2014","Portugal","Number","Specialist medical practitioners","23 725.00",""
"2014","Portugal","Number","General paediatricians","1 914.00",""
"2014","Romania","Number","Generalist medical practitioners","15 740.00",""
"2014","Romania","Number","General practitioners","12 655.00",""
"2014","Romania","Number","Other generalist medical practitioners","3 085.00",""
"2014","Romania","Number","Specialist medical practitioners","37 980.00",""
"2014","Romania","Number","General paediatricians","2 501.00",""
"2014","Slovenia","Number","Generalist medical practitioners","1 284.00",""
"2014","Slovenia","Number","General practitioners","1 064.00",""
"2014","Slovenia","Number","Other generalist medical practitioners","220.00",""
"2014","Slovenia","Number","Specialist medical practitioners","4 278.00",""
"2014","Slovenia","Number","General paediatricians","574.00",""
"2014","Finland","Number","Generalist medical practitioners","7 167.00","e"
"2014","Finland","Number","General practitioners",":",""
"2014","Finland","Number","Other generalist medical practitioners",":",""
"2014","Finland","Number","Specialist medical practitioners","10 775.00","e"
"2014","Finland","Number","General paediatricians","720.00","e"
"2014","Sweden","Number","Generalist medical practitioners","6 270.00",""
"2014","Sweden","Number","General practitioners","6 270.00",""
"2014","Sweden","Number","Other generalist medical practitioners","0.00",""
"2014","Sweden","Number","Specialist medical practitioners","21 600.00",""
"2014","Sweden","Number","General paediatricians","1 002.00",""
"2014","Iceland","Number","Generalist medical practitioners","188.00",""
"2014","Iceland","Number","General practitioners","188.00",""
"2014","Iceland","Number","Other generalist medical practitioners",":",""
"2014","Iceland","Number","Specialist medical practitioners","722.00",""
"2014","Iceland","Number","General paediatricians","15.00",""
"2014","Liechtenstein","Number","Generalist medical practitioners","34.00",""
"2014","Liechtenstein","Number","General practitioners","23.00",""
"2014","Liechtenstein","Number","Other generalist medical practitioners","11.00",""
"2014","Liechtenstein","Number","Specialist medical practitioners","85.00",""
"2014","Liechtenstein","Number","General paediatricians","5.00",""
"2014","Norway","Number","Generalist medical practitioners","4 595.00",""
"2014","Norway","Number","General practitioners","4 083.00",""
"2014","Norway","Number","Other generalist medical practitioners","512.00",""
"2014","Norway","Number","Specialist medical practitioners","9 203.00",""
"2014","Norway","Number","General paediatricians","744.00",""
"2014","Switzerland","Number","Generalist medical practitioners","9 225.00",""
"2014","Switzerland","Number","General practitioners",":",""
"2014","Switzerland","Number","Other generalist medical practitioners",":",""
"2014","Switzerland","Number","Specialist medical practitioners","19 639.00",""
"2014","Switzerland","Number","General paediatricians","1 635.00",""
"2014","United Kingdom","Number","Generalist medical practitioners","50 595.00",""
"2014","United Kingdom","Number","General practitioners","50 595.00","d"
"2014","United Kingdom","Number","Other generalist medical practitioners",":",""
"2014","United Kingdom","Number","Specialist medical practitioners","127 025.00",""
"2014","United Kingdom","Number","General paediatricians","9 841.00",""
"2014","Montenegro","Number","Generalist medical practitioners","245.00",""
"2014","Montenegro","Number","General practitioners","245.00",""
"2014","Montenegro","Number","Other generalist medical practitioners","0.00",""
"2014","Montenegro","Number","Specialist medical practitioners","1 125.00",""
"2014","Montenegro","Number","General paediatricians","163.00",""
"2014","North Macedonia","Number","Generalist medical practitioners","2 112.00",""
"2014","North Macedonia","Number","General practitioners",":",""
"2014","North Macedonia","Number","Other generalist medical practitioners",":",""
"2014","North Macedonia","Number","Specialist medical practitioners","3 923.00",""
"2014","North Macedonia","Number","General paediatricians","396.00",""
"2014","Albania","Number","Generalist medical practitioners",":",""
"2014","Albania","Number","General practitioners",":",""
"2014","Albania","Number","Other generalist medical practitioners",":",""
"2014","Albania","Number","Specialist medical practitioners",":",""
"2014","Albania","Number","General paediatricians",":",""
"2014","Serbia","Number","Generalist medical practitioners","6 440.00",""
"2014","Serbia","Number","General practitioners","5 043.00",""
"2014","Serbia","Number","Other generalist medical practitioners","1 397.00",""
"2014","Serbia","Number","Specialist medical practitioners","15 460.00",""
"2014","Serbia","Number","General paediatricians","1 911.00",""
"2014","Turkey","Number","Generalist medical practitioners","41 542.00",""
"2014","Turkey","Number","General practitioners","41 542.00","d"
"2014","Turkey","Number","Other generalist medical practitioners",":",""
"2014","Turkey","Number","Specialist medical practitioners","94 074.00",""
"2014","Turkey","Number","General paediatricians","6 780.00",""
"2015","Belgium","Number","Generalist medical practitioners","12 693.00",""
"2015","Belgium","Number","General practitioners","12 693.00",""
"2015","Belgium","Number","Other generalist medical practitioners","0.00",""
"2015","Belgium","Number","Specialist medical practitioners","20 881.00",""
"2015","Belgium","Number","General paediatricians","1 482.00",""
"2015","Bulgaria","Number","Generalist medical practitioners","4 517.00",""
"2015","Bulgaria","Number","General practitioners","4 433.00",""
"2015","Bulgaria","Number","Other generalist medical practitioners","84.00","b"
"2015","Bulgaria","Number","Specialist medical practitioners","24 521.00",""
"2015","Bulgaria","Number","General paediatricians","1 420.00",""
"2015","Czechia","Number","Generalist medical practitioners",":",""
"2015","Czechia","Number","General practitioners",":",""
"2015","Czechia","Number","Other generalist medical practitioners",":",""
"2015","Czechia","Number","Specialist medical practitioners",":",""
"2015","Czechia","Number","General paediatricians",":",""
"2015","Denmark","Number","Generalist medical practitioners","4 571.00",""
"2015","Denmark","Number","General practitioners",":",""
"2015","Denmark","Number","Other generalist medical practitioners",":",""
"2015","Denmark","Number","Specialist medical practitioners","9 857.00",""
"2015","Denmark","Number","General paediatricians","436.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Generalist medical practitioners","78 601.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","General practitioners","57 652.50",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Other generalist medical practitioners","20 948.50",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Specialist medical practitioners","259 528.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","General paediatricians","13 621.00",""
"2015","Estonia","Number","Generalist medical practitioners","1 052.00",""
"2015","Estonia","Number","General practitioners","946.00",""
"2015","Estonia","Number","Other generalist medical practitioners","106.00",""
"2015","Estonia","Number","Specialist medical practitioners","3 440.00",""
"2015","Estonia","Number","General paediatricians","172.00",""
"2015","Ireland","Number","Generalist medical practitioners","8 610.00",""
"2015","Ireland","Number","General practitioners","3 523.00",""
"2015","Ireland","Number","Other generalist medical practitioners","5 087.00",""
"2015","Ireland","Number","Specialist medical practitioners","6 011.00",""
"2015","Ireland","Number","General paediatricians","421.00",""
"2015","Greece","Number","Generalist medical practitioners","4 396.00",""
"2015","Greece","Number","General practitioners","3 425.00",""
"2015","Greece","Number","Other generalist medical practitioners","971.00",""
"2015","Greece","Number","Specialist medical practitioners","51 596.00",""
"2015","Greece","Number","General paediatricians","4 035.00",""
"2015","Spain","Number","Generalist medical practitioners","34 735.00",""
"2015","Spain","Number","General practitioners","34 735.00",""
"2015","Spain","Number","Other generalist medical practitioners","0.00",""
"2015","Spain","Number","Specialist medical practitioners","115 392.00","d"
"2015","Spain","Number","General paediatricians","12 067.00",""
"2015","France","Number","Generalist medical practitioners","94 262.00",""
"2015","France","Number","General practitioners","61 205.00",""
"2015","France","Number","Other generalist medical practitioners","33 057.00",""
"2015","France","Number","Specialist medical practitioners","113 527.00",""
"2015","France","Number","General paediatricians","7 873.00",""
"2015","Croatia","Number","Generalist medical practitioners","3 248.00",""
"2015","Croatia","Number","General practitioners","2 329.00",""
"2015","Croatia","Number","Other generalist medical practitioners","919.00",""
"2015","Croatia","Number","Specialist medical practitioners","10 182.00",""
"2015","Croatia","Number","General paediatricians","827.00",""
"2015","Italy","Number","Generalist medical practitioners","53 610.00",""
"2015","Italy","Number","General practitioners","44 655.00",""
"2015","Italy","Number","Other generalist medical practitioners","8 955.00",""
"2015","Italy","Number","Specialist medical practitioners","179 492.00",""
"2015","Italy","Number","General paediatricians","17 211.00",""
"2015","Cyprus","Number","Generalist medical practitioners","735.00",""
"2015","Cyprus","Number","General practitioners","735.00",""
