"TIME","GEO","UNIT","WSTATUS","ISCO08","Value","Flag and Footnotes"
"2010","Lithuania","Number","Professionally active","Nursing professionals and midwives","23 843.00",""
"2010","Lithuania","Number","Professionally active","Nurses","22 953.00",""
"2010","Lithuania","Number","Professionally active","Nursing professionals","22 953.00",""
"2010","Lithuania","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Lithuania","Number","Licensed to practice","Nurses and midwives",":",""
"2010","Lithuania","Number","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Lithuania","Number","Licensed to practice","Nurses",":",""
"2010","Lithuania","Number","Licensed to practice","Nursing professionals",":",""
"2010","Lithuania","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers","102.89",""
"2010","Lithuania","Inhabitants per ...","Practising","Nurses and midwives","130.57",""
"2010","Lithuania","Inhabitants per ...","Practising","Nursing professionals and midwives","130.57",""
"2010","Lithuania","Inhabitants per ...","Practising","Nurses","135.64",""
"2010","Lithuania","Inhabitants per ...","Practising","Nursing professionals","135.64",""
"2010","Lithuania","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers","102.46",""
"2010","Lithuania","Inhabitants per ...","Professionally active","Nurses and midwives","129.90",""
"2010","Lithuania","Inhabitants per ...","Professionally active","Nursing professionals and midwives","129.90",""
"2010","Lithuania","Inhabitants per ...","Professionally active","Nurses","134.94",""
"2010","Lithuania","Inhabitants per ...","Professionally active","Nursing professionals","134.94",""
"2010","Lithuania","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Lithuania","Inhabitants per ...","Licensed to practice","Nurses and midwives",":",""
"2010","Lithuania","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Lithuania","Inhabitants per ...","Licensed to practice","Nurses",":",""
"2010","Lithuania","Inhabitants per ...","Licensed to practice","Nursing professionals",":",""
"2010","Lithuania","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers","971.88",""
"2010","Lithuania","Per hundred thousand inhabitants","Practising","Nurses and midwives","765.90",""
"2010","Lithuania","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives","765.90",""
"2010","Lithuania","Per hundred thousand inhabitants","Practising","Nurses","737.26",""
"2010","Lithuania","Per hundred thousand inhabitants","Practising","Nursing professionals","737.26",""
"2010","Lithuania","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers","976.02",""
"2010","Lithuania","Per hundred thousand inhabitants","Professionally active","Nurses and midwives","769.80",""
"2010","Lithuania","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives","769.80",""
"2010","Lithuania","Per hundred thousand inhabitants","Professionally active","Nurses","741.07",""
"2010","Lithuania","Per hundred thousand inhabitants","Professionally active","Nursing professionals","741.07",""
"2010","Lithuania","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Lithuania","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives",":",""
"2010","Lithuania","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Lithuania","Per hundred thousand inhabitants","Licensed to practice","Nurses",":",""
"2010","Lithuania","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",":",""
"2010","Luxembourg","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers","8 452.00",""
"2010","Luxembourg","Number","Practising","Nurses and midwives","5 786.00",""
"2010","Luxembourg","Number","Practising","Nursing professionals and midwives","5 786.00",""
"2010","Luxembourg","Number","Practising","Nurses","5 602.00","b"
"2010","Luxembourg","Number","Practising","Nursing professionals","5 602.00","b"
"2010","Luxembourg","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers","8 761.00",""
"2010","Luxembourg","Number","Professionally active","Nurses and midwives","6 006.00",""
"2010","Luxembourg","Number","Professionally active","Nursing professionals and midwives","6 006.00",""
"2010","Luxembourg","Number","Professionally active","Nurses","5 820.00",""
"2010","Luxembourg","Number","Professionally active","Nursing professionals","5 820.00",""
"2010","Luxembourg","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Luxembourg","Number","Licensed to practice","Nurses and midwives","10 959.00",""
"2010","Luxembourg","Number","Licensed to practice","Nursing professionals and midwives","10 959.00",""
"2010","Luxembourg","Number","Licensed to practice","Nurses","10 648.00",""
"2010","Luxembourg","Number","Licensed to practice","Nursing professionals","10 648.00",""
"2010","Luxembourg","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers","59.98",""
"2010","Luxembourg","Inhabitants per ...","Practising","Nurses and midwives","87.62",""
"2010","Luxembourg","Inhabitants per ...","Practising","Nursing professionals and midwives","87.62",""
"2010","Luxembourg","Inhabitants per ...","Practising","Nurses","90.50","b"
"2010","Luxembourg","Inhabitants per ...","Practising","Nursing professionals","90.50","b"
"2010","Luxembourg","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers","57.86",""
"2010","Luxembourg","Inhabitants per ...","Professionally active","Nurses and midwives","84.41",""
"2010","Luxembourg","Inhabitants per ...","Professionally active","Nursing professionals and midwives","84.41",""
"2010","Luxembourg","Inhabitants per ...","Professionally active","Nurses","87.11",""
"2010","Luxembourg","Inhabitants per ...","Professionally active","Nursing professionals","87.11",""
"2010","Luxembourg","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Luxembourg","Inhabitants per ...","Licensed to practice","Nurses and midwives","46.26",""
"2010","Luxembourg","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives","46.26",""
"2010","Luxembourg","Inhabitants per ...","Licensed to practice","Nurses","47.61",""
"2010","Luxembourg","Inhabitants per ...","Licensed to practice","Nursing professionals","47.61",""
"2010","Luxembourg","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers","1 667.22",""
"2010","Luxembourg","Per hundred thousand inhabitants","Practising","Nurses and midwives","1 141.33",""
"2010","Luxembourg","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives","1 141.33",""
"2010","Luxembourg","Per hundred thousand inhabitants","Practising","Nurses","1 105.03","b"
"2010","Luxembourg","Per hundred thousand inhabitants","Practising","Nursing professionals","1 105.03","b"
"2010","Luxembourg","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers","1 728.17",""
"2010","Luxembourg","Per hundred thousand inhabitants","Professionally active","Nurses and midwives","1 184.73",""
"2010","Luxembourg","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives","1 184.73",""
"2010","Luxembourg","Per hundred thousand inhabitants","Professionally active","Nurses","1 148.04",""
"2010","Luxembourg","Per hundred thousand inhabitants","Professionally active","Nursing professionals","1 148.04",""
"2010","Luxembourg","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Luxembourg","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives","2 161.74",""
"2010","Luxembourg","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives","2 161.74",""
"2010","Luxembourg","Per hundred thousand inhabitants","Licensed to practice","Nurses","2 100.39",""
"2010","Luxembourg","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals","2 100.39",""
"2010","Hungary","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers","88 322.00",""
"2010","Hungary","Number","Practising","Nurses and midwives","63 838.00",""
"2010","Hungary","Number","Practising","Nursing professionals and midwives","49 025.00",""
"2010","Hungary","Number","Practising","Nurses","62 088.00",""
"2010","Hungary","Number","Practising","Nursing professionals","47 275.00",""
"2010","Hungary","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Hungary","Number","Professionally active","Nurses and midwives",":",""
"2010","Hungary","Number","Professionally active","Nursing professionals and midwives",":",""
"2010","Hungary","Number","Professionally active","Nurses",":",""
"2010","Hungary","Number","Professionally active","Nursing professionals",":",""
"2010","Hungary","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Hungary","Number","Licensed to practice","Nurses and midwives",":",""
"2010","Hungary","Number","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Hungary","Number","Licensed to practice","Nurses",":",""
"2010","Hungary","Number","Licensed to practice","Nursing professionals",":",""
"2010","Hungary","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers","113.22",""
"2010","Hungary","Inhabitants per ...","Practising","Nurses and midwives","156.65",""
"2010","Hungary","Inhabitants per ...","Practising","Nursing professionals and midwives","203.98",""
"2010","Hungary","Inhabitants per ...","Practising","Nurses","161.06",""
"2010","Hungary","Inhabitants per ...","Practising","Nursing professionals","211.53",""
"2010","Hungary","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Hungary","Inhabitants per ...","Professionally active","Nurses and midwives",":",""
"2010","Hungary","Inhabitants per ...","Professionally active","Nursing professionals and midwives",":",""
"2010","Hungary","Inhabitants per ...","Professionally active","Nurses",":",""
"2010","Hungary","Inhabitants per ...","Professionally active","Nursing professionals",":",""
"2010","Hungary","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Hungary","Inhabitants per ...","Licensed to practice","Nurses and midwives",":",""
"2010","Hungary","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Hungary","Inhabitants per ...","Licensed to practice","Nurses",":",""
"2010","Hungary","Inhabitants per ...","Licensed to practice","Nursing professionals",":",""
"2010","Hungary","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers","883.22",""
"2010","Hungary","Per hundred thousand inhabitants","Practising","Nurses and midwives","638.38",""
"2010","Hungary","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives","490.25",""
"2010","Hungary","Per hundred thousand inhabitants","Practising","Nurses","620.88",""
"2010","Hungary","Per hundred thousand inhabitants","Practising","Nursing professionals","472.75",""
"2010","Hungary","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Hungary","Per hundred thousand inhabitants","Professionally active","Nurses and midwives",":",""
"2010","Hungary","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",":",""
"2010","Hungary","Per hundred thousand inhabitants","Professionally active","Nurses",":",""
"2010","Hungary","Per hundred thousand inhabitants","Professionally active","Nursing professionals",":",""
"2010","Hungary","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Hungary","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives",":",""
"2010","Hungary","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Hungary","Per hundred thousand inhabitants","Licensed to practice","Nurses",":",""
"2010","Hungary","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",":",""
"2010","Malta","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Malta","Number","Practising","Nurses and midwives","2 838.00",""
"2010","Malta","Number","Practising","Nursing professionals and midwives","2 838.00",""
"2010","Malta","Number","Practising","Nurses","2 686.00",""
"2010","Malta","Number","Practising","Nursing professionals","2 686.00",""
"2010","Malta","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Malta","Number","Professionally active","Nurses and midwives",":",""
"2010","Malta","Number","Professionally active","Nursing professionals and midwives",":",""
"2010","Malta","Number","Professionally active","Nurses",":",""
"2010","Malta","Number","Professionally active","Nursing professionals",":",""
"2010","Malta","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Malta","Number","Licensed to practice","Nurses and midwives",":",""
"2010","Malta","Number","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Malta","Number","Licensed to practice","Nurses",":",""
"2010","Malta","Number","Licensed to practice","Nursing professionals",":",""
"2010","Malta","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Malta","Inhabitants per ...","Practising","Nurses and midwives","146.06",""
"2010","Malta","Inhabitants per ...","Practising","Nursing professionals and midwives","146.06",""
"2010","Malta","Inhabitants per ...","Practising","Nurses","154.32",""
"2010","Malta","Inhabitants per ...","Practising","Nursing professionals","154.32",""
"2010","Malta","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Malta","Inhabitants per ...","Professionally active","Nurses and midwives",":",""
"2010","Malta","Inhabitants per ...","Professionally active","Nursing professionals and midwives",":",""
"2010","Malta","Inhabitants per ...","Professionally active","Nurses",":",""
"2010","Malta","Inhabitants per ...","Professionally active","Nursing professionals",":",""
"2010","Malta","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Malta","Inhabitants per ...","Licensed to practice","Nurses and midwives",":",""
"2010","Malta","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Malta","Inhabitants per ...","Licensed to practice","Nurses",":",""
"2010","Malta","Inhabitants per ...","Licensed to practice","Nursing professionals",":",""
"2010","Malta","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Malta","Per hundred thousand inhabitants","Practising","Nurses and midwives","684.67",""
"2010","Malta","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives","684.67",""
"2010","Malta","Per hundred thousand inhabitants","Practising","Nurses","648.00",""
"2010","Malta","Per hundred thousand inhabitants","Practising","Nursing professionals","648.00",""
"2010","Malta","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Malta","Per hundred thousand inhabitants","Professionally active","Nurses and midwives",":",""
"2010","Malta","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",":",""
"2010","Malta","Per hundred thousand inhabitants","Professionally active","Nurses",":",""
"2010","Malta","Per hundred thousand inhabitants","Professionally active","Nursing professionals",":",""
"2010","Malta","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Malta","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives",":",""
"2010","Malta","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Malta","Per hundred thousand inhabitants","Licensed to practice","Nurses",":",""
"2010","Malta","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",":",""
"2010","Netherlands","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Netherlands","Number","Practising","Nurses and midwives",":",""
"2010","Netherlands","Number","Practising","Nursing professionals and midwives",":",""
"2010","Netherlands","Number","Practising","Nurses",":",""
"2010","Netherlands","Number","Practising","Nursing professionals",":",""
"2010","Netherlands","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Netherlands","Number","Professionally active","Nurses and midwives","198 630.00",""
"2010","Netherlands","Number","Professionally active","Nursing professionals and midwives",":",""
"2010","Netherlands","Number","Professionally active","Nurses","195 430.00",""
"2010","Netherlands","Number","Professionally active","Nursing professionals",":",""
"2010","Netherlands","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Netherlands","Number","Licensed to practice","Nurses and midwives","255 305.00",""
"2010","Netherlands","Number","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Netherlands","Number","Licensed to practice","Nurses","251 385.00",""
"2010","Netherlands","Number","Licensed to practice","Nursing professionals",":",""
"2010","Netherlands","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Netherlands","Inhabitants per ...","Practising","Nurses and midwives",":",""
"2010","Netherlands","Inhabitants per ...","Practising","Nursing professionals and midwives",":",""
"2010","Netherlands","Inhabitants per ...","Practising","Nurses",":",""
"2010","Netherlands","Inhabitants per ...","Practising","Nursing professionals",":",""
"2010","Netherlands","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Netherlands","Inhabitants per ...","Professionally active","Nurses and midwives","83.65",""
"2010","Netherlands","Inhabitants per ...","Professionally active","Nursing professionals and midwives",":",""
"2010","Netherlands","Inhabitants per ...","Professionally active","Nurses","85.02",""
"2010","Netherlands","Inhabitants per ...","Professionally active","Nursing professionals",":",""
"2010","Netherlands","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Netherlands","Inhabitants per ...","Licensed to practice","Nurses and midwives","65.08",""
"2010","Netherlands","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Netherlands","Inhabitants per ...","Licensed to practice","Nurses","66.10",""
"2010","Netherlands","Inhabitants per ...","Licensed to practice","Nursing professionals",":",""
"2010","Netherlands","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Netherlands","Per hundred thousand inhabitants","Practising","Nurses and midwives",":",""
"2010","Netherlands","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives",":",""
"2010","Netherlands","Per hundred thousand inhabitants","Practising","Nurses",":",""
"2010","Netherlands","Per hundred thousand inhabitants","Practising","Nursing professionals",":",""
"2010","Netherlands","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Netherlands","Per hundred thousand inhabitants","Professionally active","Nurses and midwives","1 195.46",""
"2010","Netherlands","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",":",""
"2010","Netherlands","Per hundred thousand inhabitants","Professionally active","Nurses","1 176.20",""
"2010","Netherlands","Per hundred thousand inhabitants","Professionally active","Nursing professionals",":",""
"2010","Netherlands","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Netherlands","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives","1 536.56",""
"2010","Netherlands","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Netherlands","Per hundred thousand inhabitants","Licensed to practice","Nurses","1 512.96",""
"2010","Netherlands","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",":",""
"2010","Austria","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers","66 312.00",""
"2010","Austria","Number","Practising","Nurses and midwives","56 524.00",""
"2010","Austria","Number","Practising","Nursing professionals and midwives","56 524.00",""
"2010","Austria","Number","Practising","Nurses","54 617.00","d"
"2010","Austria","Number","Practising","Nursing professionals","54 617.00","d"
"2010","Austria","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Austria","Number","Professionally active","Nurses and midwives",":",""
"2010","Austria","Number","Professionally active","Nursing professionals and midwives",":",""
"2010","Austria","Number","Professionally active","Nurses",":",""
"2010","Austria","Number","Professionally active","Nursing professionals",":",""
"2010","Austria","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Austria","Number","Licensed to practice","Nurses and midwives",":",""
"2010","Austria","Number","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Austria","Number","Licensed to practice","Nurses",":",""
"2010","Austria","Number","Licensed to practice","Nursing professionals",":",""
"2010","Austria","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers","126.12",""
"2010","Austria","Inhabitants per ...","Practising","Nurses and midwives","147.96",""
"2010","Austria","Inhabitants per ...","Practising","Nursing professionals and midwives","147.96",""
"2010","Austria","Inhabitants per ...","Practising","Nurses","153.13","d"
"2010","Austria","Inhabitants per ...","Practising","Nursing professionals","153.13","d"
"2010","Austria","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Austria","Inhabitants per ...","Professionally active","Nurses and midwives",":",""
"2010","Austria","Inhabitants per ...","Professionally active","Nursing professionals and midwives",":",""
"2010","Austria","Inhabitants per ...","Professionally active","Nurses",":",""
"2010","Austria","Inhabitants per ...","Professionally active","Nursing professionals",":",""
"2010","Austria","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Austria","Inhabitants per ...","Licensed to practice","Nurses and midwives",":",""
"2010","Austria","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Austria","Inhabitants per ...","Licensed to practice","Nurses",":",""
"2010","Austria","Inhabitants per ...","Licensed to practice","Nursing professionals",":",""
"2010","Austria","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers","792.88",""
"2010","Austria","Per hundred thousand inhabitants","Practising","Nurses and midwives","675.85",""
"2010","Austria","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives","675.85",""
"2010","Austria","Per hundred thousand inhabitants","Practising","Nurses","653.05","d"
"2010","Austria","Per hundred thousand inhabitants","Practising","Nursing professionals","653.05","d"
"2010","Austria","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Austria","Per hundred thousand inhabitants","Professionally active","Nurses and midwives",":",""
"2010","Austria","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives",":",""
"2010","Austria","Per hundred thousand inhabitants","Professionally active","Nurses",":",""
"2010","Austria","Per hundred thousand inhabitants","Professionally active","Nursing professionals",":",""
"2010","Austria","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Austria","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives",":",""
"2010","Austria","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Austria","Per hundred thousand inhabitants","Licensed to practice","Nurses",":",""
"2010","Austria","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals",":",""
"2010","Poland","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Poland","Number","Practising","Nurses and midwives","223 385.00",""
"2010","Poland","Number","Practising","Nursing professionals and midwives","223 385.00",""
"2010","Poland","Number","Practising","Nurses","200 769.00",""
"2010","Poland","Number","Practising","Nursing professionals","200 769.00",""
"2010","Poland","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Poland","Number","Professionally active","Nurses and midwives","224 392.00",""
"2010","Poland","Number","Professionally active","Nursing professionals and midwives","224 392.00",""
"2010","Poland","Number","Professionally active","Nurses","201 718.00",""
"2010","Poland","Number","Professionally active","Nursing professionals","201 718.00",""
"2010","Poland","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Poland","Number","Licensed to practice","Nurses and midwives","316 722.00",""
"2010","Poland","Number","Licensed to practice","Nursing professionals and midwives","316 722.00",""
"2010","Poland","Number","Licensed to practice","Nurses","282 420.00",""
"2010","Poland","Number","Licensed to practice","Nursing professionals","282 420.00",""
"2010","Poland","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Poland","Inhabitants per ...","Practising","Nurses and midwives","170.30",""
"2010","Poland","Inhabitants per ...","Practising","Nursing professionals and midwives","170.30",""
"2010","Poland","Inhabitants per ...","Practising","Nurses","189.49",""
"2010","Poland","Inhabitants per ...","Practising","Nursing professionals","189.49",""
"2010","Poland","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Poland","Inhabitants per ...","Professionally active","Nurses and midwives","169.54",""
"2010","Poland","Inhabitants per ...","Professionally active","Nursing professionals and midwives","169.54",""
"2010","Poland","Inhabitants per ...","Professionally active","Nurses","188.59",""
"2010","Poland","Inhabitants per ...","Professionally active","Nursing professionals","188.59",""
"2010","Poland","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Poland","Inhabitants per ...","Licensed to practice","Nurses and midwives","120.11",""
"2010","Poland","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives","120.11",""
"2010","Poland","Inhabitants per ...","Licensed to practice","Nurses","134.70",""
"2010","Poland","Inhabitants per ...","Licensed to practice","Nursing professionals","134.70",""
"2010","Poland","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Poland","Per hundred thousand inhabitants","Practising","Nurses and midwives","587.19",""
"2010","Poland","Per hundred thousand inhabitants","Practising","Nursing professionals and midwives","587.19",""
"2010","Poland","Per hundred thousand inhabitants","Practising","Nurses","527.75",""
"2010","Poland","Per hundred thousand inhabitants","Practising","Nursing professionals","527.75",""
"2010","Poland","Per hundred thousand inhabitants","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Poland","Per hundred thousand inhabitants","Professionally active","Nurses and midwives","589.84",""
"2010","Poland","Per hundred thousand inhabitants","Professionally active","Nursing professionals and midwives","589.84",""
"2010","Poland","Per hundred thousand inhabitants","Professionally active","Nurses","530.24",""
"2010","Poland","Per hundred thousand inhabitants","Professionally active","Nursing professionals","530.24",""
"2010","Poland","Per hundred thousand inhabitants","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Poland","Per hundred thousand inhabitants","Licensed to practice","Nurses and midwives","832.54",""
"2010","Poland","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals and midwives","832.54",""
"2010","Poland","Per hundred thousand inhabitants","Licensed to practice","Nurses","742.37",""
"2010","Poland","Per hundred thousand inhabitants","Licensed to practice","Nursing professionals","742.37",""
"2010","Portugal","Number","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Portugal","Number","Practising","Nurses and midwives",":",""
"2010","Portugal","Number","Practising","Nursing professionals and midwives",":",""
"2010","Portugal","Number","Practising","Nurses",":",""
"2010","Portugal","Number","Practising","Nursing professionals",":",""
"2010","Portugal","Number","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Portugal","Number","Professionally active","Nurses and midwives","62 433.00",""
"2010","Portugal","Number","Professionally active","Nursing professionals and midwives","62 433.00",""
"2010","Portugal","Number","Professionally active","Nurses","60 106.00",""
"2010","Portugal","Number","Professionally active","Nursing professionals","60 106.00",""
"2010","Portugal","Number","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Portugal","Number","Licensed to practice","Nurses and midwives",":",""
"2010","Portugal","Number","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Portugal","Number","Licensed to practice","Nurses",":",""
"2010","Portugal","Number","Licensed to practice","Nursing professionals",":",""
"2010","Portugal","Inhabitants per ...","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Portugal","Inhabitants per ...","Practising","Nurses and midwives",":",""
"2010","Portugal","Inhabitants per ...","Practising","Nursing professionals and midwives",":",""
"2010","Portugal","Inhabitants per ...","Practising","Nurses",":",""
"2010","Portugal","Inhabitants per ...","Practising","Nursing professionals",":",""
"2010","Portugal","Inhabitants per ...","Professionally active","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Portugal","Inhabitants per ...","Professionally active","Nurses and midwives","169.35",""
"2010","Portugal","Inhabitants per ...","Professionally active","Nursing professionals and midwives","169.35",""
"2010","Portugal","Inhabitants per ...","Professionally active","Nurses","175.91",""
"2010","Portugal","Inhabitants per ...","Professionally active","Nursing professionals","175.91",""
"2010","Portugal","Inhabitants per ...","Licensed to practice","Nurses, midewives, health care assistants and home-based personal care workers",":",""
"2010","Portugal","Inhabitants per ...","Licensed to practice","Nurses and midwives",":",""
"2010","Portugal","Inhabitants per ...","Licensed to practice","Nursing professionals and midwives",":",""
"2010","Portugal","Inhabitants per ...","Licensed to practice","Nurses",":",""
"2010","Portugal","Inhabitants per ...","Licensed to practice","Nursing professionals",":",""
"2010","Portugal","Per hundred thousand inhabitants","Practising","Nurses, midewives, health care assistants and home-based personal care workers",":",""
