"TIME","GEO","UNIT","FACILITY","Value","Flag and Footnotes"
"2011","Sweden","Inhabitants per ...","Curative care beds in hospitals (HP.1)","403.83",""
"2011","Sweden","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","4 647.92",""
"2011","Sweden","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2011","Sweden","Inhabitants per ...","Other beds in hospitals (HP.1)","111 167.21",""
"2011","Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","270.04",""
"2011","Sweden","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","247.63",""
"2011","Sweden","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","21.52",""
"2011","Sweden","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2011","Sweden","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.90",""
"2011","Iceland","Number","Available beds in hospitals (HP.1)","1 050.00",""
"2011","Iceland","Number","Curative care beds in hospitals (HP.1)","853.00",""
"2011","Iceland","Number","Rehabilitative care beds in hospitals (HP.1)","63.00",""
"2011","Iceland","Number","Long-term care beds in hospitals (HP.1)","134.00",""
"2011","Iceland","Number","Other beds in hospitals (HP.1)","0.00",""
"2011","Iceland","Inhabitants per ...","Available beds in hospitals (HP.1)","303.82",""
"2011","Iceland","Inhabitants per ...","Curative care beds in hospitals (HP.1)","373.99",""
"2011","Iceland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","5 063.71",""
"2011","Iceland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","2 380.70",""
"2011","Iceland","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2011","Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","329.14",""
"2011","Iceland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","267.39",""
"2011","Iceland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","19.75",""
"2011","Iceland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","42.00",""
"2011","Iceland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2011","Liechtenstein","Number","Available beds in hospitals (HP.1)","78.00",""
"2011","Liechtenstein","Number","Curative care beds in hospitals (HP.1)","63.00",""
"2011","Liechtenstein","Number","Rehabilitative care beds in hospitals (HP.1)","0.00",""
"2011","Liechtenstein","Number","Long-term care beds in hospitals (HP.1)","15.00",""
"2011","Liechtenstein","Number","Other beds in hospitals (HP.1)","0.00",""
"2011","Liechtenstein","Inhabitants per ...","Available beds in hospitals (HP.1)","465.54",""
"2011","Liechtenstein","Inhabitants per ...","Curative care beds in hospitals (HP.1)","576.38",""
"2011","Liechtenstein","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","Liechtenstein","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","2 420.80",""
"2011","Liechtenstein","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2011","Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","214.81",""
"2011","Liechtenstein","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","173.50",""
"2011","Liechtenstein","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","0.00",""
"2011","Liechtenstein","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","41.31",""
"2011","Liechtenstein","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2011","Norway","Number","Available beds in hospitals (HP.1)","20 778.00",""
"2011","Norway","Number","Curative care beds in hospitals (HP.1)","18 748.00","d"
"2011","Norway","Number","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","Norway","Number","Long-term care beds in hospitals (HP.1)","0.00",""
"2011","Norway","Number","Other beds in hospitals (HP.1)","2 030.00",""
"2011","Norway","Inhabitants per ...","Available beds in hospitals (HP.1)","238.38",""
"2011","Norway","Inhabitants per ...","Curative care beds in hospitals (HP.1)","264.19",""
"2011","Norway","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","Norway","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2011","Norway","Inhabitants per ...","Other beds in hospitals (HP.1)","2 439.94",""
"2011","Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","419.50",""
"2011","Norway","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","378.51",""
"2011","Norway","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","Norway","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","0.00",""
"2011","Norway","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","40.98",""
"2011","Switzerland","Number","Available beds in hospitals (HP.1)","39 937.00",""
"2011","Switzerland","Number","Curative care beds in hospitals (HP.1)","31 240.00",""
"2011","Switzerland","Number","Rehabilitative care beds in hospitals (HP.1)","7 286.00",""
"2011","Switzerland","Number","Long-term care beds in hospitals (HP.1)","1 411.00","e"
"2011","Switzerland","Number","Other beds in hospitals (HP.1)","0.00",""
"2011","Switzerland","Inhabitants per ...","Available beds in hospitals (HP.1)","198.12",""
"2011","Switzerland","Inhabitants per ...","Curative care beds in hospitals (HP.1)","253.28",""
"2011","Switzerland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","1 085.97",""
"2011","Switzerland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","5 607.65",""
"2011","Switzerland","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2011","Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","504.74",""
"2011","Switzerland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","394.82",""
"2011","Switzerland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","92.08",""
"2011","Switzerland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","17.83",""
"2011","Switzerland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2011","United Kingdom","Number","Available beds in hospitals (HP.1)","181 972.00",""
"2011","United Kingdom","Number","Curative care beds in hospitals (HP.1)",":",""
"2011","United Kingdom","Number","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","United Kingdom","Number","Long-term care beds in hospitals (HP.1)",":",""
"2011","United Kingdom","Number","Other beds in hospitals (HP.1)",":",""
"2011","United Kingdom","Inhabitants per ...","Available beds in hospitals (HP.1)","347.63",""
"2011","United Kingdom","Inhabitants per ...","Curative care beds in hospitals (HP.1)",":",""
"2011","United Kingdom","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","United Kingdom","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2011","United Kingdom","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2011","United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","287.66",""
"2011","United Kingdom","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",":",""
"2011","United Kingdom","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","United Kingdom","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2011","United Kingdom","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":",""
"2011","Montenegro","Number","Available beds in hospitals (HP.1)","2 466.00",""
"2011","Montenegro","Number","Curative care beds in hospitals (HP.1)",":",""
"2011","Montenegro","Number","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","Montenegro","Number","Long-term care beds in hospitals (HP.1)",":",""
"2011","Montenegro","Number","Other beds in hospitals (HP.1)",":",""
"2011","Montenegro","Inhabitants per ...","Available beds in hospitals (HP.1)","251.45",""
"2011","Montenegro","Inhabitants per ...","Curative care beds in hospitals (HP.1)",":",""
"2011","Montenegro","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","Montenegro","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2011","Montenegro","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2011","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","397.69",""
"2011","Montenegro","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",":",""
"2011","Montenegro","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","Montenegro","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2011","Montenegro","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Number","Available beds in hospitals (HP.1)","9 279.00",""
"2011","North Macedonia","Number","Curative care beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Number","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Number","Long-term care beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Number","Other beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Inhabitants per ...","Available beds in hospitals (HP.1)","221.85",""
"2011","North Macedonia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","450.76",""
"2011","North Macedonia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2011","North Macedonia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":",""
"2011","Albania","Number","Available beds in hospitals (HP.1)","8 374.00",""
"2011","Albania","Number","Curative care beds in hospitals (HP.1)",":",""
"2011","Albania","Number","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","Albania","Number","Long-term care beds in hospitals (HP.1)",":",""
"2011","Albania","Number","Other beds in hospitals (HP.1)",":",""
"2011","Albania","Inhabitants per ...","Available beds in hospitals (HP.1)","346.93",""
"2011","Albania","Inhabitants per ...","Curative care beds in hospitals (HP.1)",":",""
"2011","Albania","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","Albania","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2011","Albania","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2011","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","288.24",""
"2011","Albania","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",":",""
"2011","Albania","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",":",""
"2011","Albania","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2011","Albania","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":",""
"2011","Serbia","Number","Available beds in hospitals (HP.1)","39 276.00",""
"2011","Serbia","Number","Curative care beds in hospitals (HP.1)","32 596.00",""
"2011","Serbia","Number","Rehabilitative care beds in hospitals (HP.1)","6 069.00","d"
"2011","Serbia","Number","Long-term care beds in hospitals (HP.1)","611.00","d"
"2011","Serbia","Number","Other beds in hospitals (HP.1)","0.00",""
"2011","Serbia","Inhabitants per ...","Available beds in hospitals (HP.1)","184.19",""
"2011","Serbia","Inhabitants per ...","Curative care beds in hospitals (HP.1)","221.93",""
"2011","Serbia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","1 191.98","d"
"2011","Serbia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","11 839.77","d"
"2011","Serbia","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2011","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","542.93",""
"2011","Serbia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","450.59",""
"2011","Serbia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","83.89","d"
"2011","Serbia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","8.45","d"
"2011","Serbia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2011","Turkey","Number","Available beds in hospitals (HP.1)","194 504.00",""
"2011","Turkey","Number","Curative care beds in hospitals (HP.1)","192 731.00",""
"2011","Turkey","Number","Rehabilitative care beds in hospitals (HP.1)","1 773.00",""
"2011","Turkey","Number","Long-term care beds in hospitals (HP.1)",":",""
"2011","Turkey","Number","Other beds in hospitals (HP.1)","0.00",""
"2011","Turkey","Inhabitants per ...","Available beds in hospitals (HP.1)","381.60",""
"2011","Turkey","Inhabitants per ...","Curative care beds in hospitals (HP.1)","385.12",""
"2011","Turkey","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","41 863.30",""
"2011","Turkey","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2011","Turkey","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2011","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","262.05",""
"2011","Turkey","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","259.66",""
"2011","Turkey","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","2.39",""
"2011","Turkey","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2011","Turkey","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2012","European Union - 27 countries (from 2020)","Number","Available beds in hospitals (HP.1)","2 483 347.75","e"
"2012","European Union - 27 countries (from 2020)","Number","Curative care beds in hospitals (HP.1)","1 813 611.78","e"
"2012","European Union - 27 countries (from 2020)","Number","Rehabilitative care beds in hospitals (HP.1)",":",""
"2012","European Union - 27 countries (from 2020)","Number","Long-term care beds in hospitals (HP.1)",":",""
"2012","European Union - 27 countries (from 2020)","Number","Other beds in hospitals (HP.1)",":",""
"2012","European Union - 27 countries (from 2020)","Inhabitants per ...","Available beds in hospitals (HP.1)","177.54","e"
"2012","European Union - 27 countries (from 2020)","Inhabitants per ...","Curative care beds in hospitals (HP.1)","243.11","e"
"2012","European Union - 27 countries (from 2020)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2012","European Union - 27 countries (from 2020)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2012","European Union - 27 countries (from 2020)","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2012","European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","563.24","e"
"2012","European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","411.34","e"
"2012","European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",":",""
"2012","European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2012","European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Number","Available beds in hospitals (HP.1)","2 662 188.75","e"
"2012","European Union - 28 countries (2013-2020)","Number","Curative care beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Number","Rehabilitative care beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Number","Long-term care beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Number","Other beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Inhabitants per ...","Available beds in hospitals (HP.1)","189.55","e"
"2012","European Union - 28 countries (2013-2020)","Inhabitants per ...","Curative care beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","527.58","e"
"2012","European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2012","European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":",""
"2012","Belgium","Number","Available beds in hospitals (HP.1)","66 477.00",""
"2012","Belgium","Number","Curative care beds in hospitals (HP.1)","58 879.00","d"
"2012","Belgium","Number","Rehabilitative care beds in hospitals (HP.1)","5 839.00",""
"2012","Belgium","Number","Long-term care beds in hospitals (HP.1)","1 759.00",""
"2012","Belgium","Number","Other beds in hospitals (HP.1)",":",""
"2012","Belgium","Inhabitants per ...","Available beds in hospitals (HP.1)","167.08",""
"2012","Belgium","Inhabitants per ...","Curative care beds in hospitals (HP.1)","188.64",""
"2012","Belgium","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","1 902.20",""
"2012","Belgium","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","6 314.34",""
"2012","Belgium","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2012","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","598.52",""
"2012","Belgium","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","530.11",""
"2012","Belgium","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","52.57",""
"2012","Belgium","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","15.84",""
"2012","Belgium","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":",""
"2012","Bulgaria","Number","Available beds in hospitals (HP.1)","48 308.00",""
"2012","Bulgaria","Number","Curative care beds in hospitals (HP.1)","40 883.00",""
"2012","Bulgaria","Number","Rehabilitative care beds in hospitals (HP.1)","5 178.00",""
"2012","Bulgaria","Number","Long-term care beds in hospitals (HP.1)","1 548.00",""
"2012","Bulgaria","Number","Other beds in hospitals (HP.1)","699.00",""
"2012","Bulgaria","Inhabitants per ...","Available beds in hospitals (HP.1)","151.24",""
"2012","Bulgaria","Inhabitants per ...","Curative care beds in hospitals (HP.1)","178.70",""
"2012","Bulgaria","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","1 410.95",""
"2012","Bulgaria","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","4 719.57",""
"2012","Bulgaria","Inhabitants per ...","Other beds in hospitals (HP.1)","10 451.91",""
"2012","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","661.22",""
"2012","Bulgaria","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","559.59",""
"2012","Bulgaria","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","70.87",""
"2012","Bulgaria","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","21.19",""
"2012","Bulgaria","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","9.57",""
"2012","Czechia","Number","Available beds in hospitals (HP.1)","72 842.00",""
"2012","Czechia","Number","Curative care beds in hospitals (HP.1)","46 863.00",""
"2012","Czechia","Number","Rehabilitative care beds in hospitals (HP.1)","4 007.00",""
"2012","Czechia","Number","Long-term care beds in hospitals (HP.1)","20 264.00",""
"2012","Czechia","Number","Other beds in hospitals (HP.1)","1 708.00",""
"2012","Czechia","Inhabitants per ...","Available beds in hospitals (HP.1)","144.30",""
"2012","Czechia","Inhabitants per ...","Curative care beds in hospitals (HP.1)","224.29",""
"2012","Czechia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","2 623.11",""
"2012","Czechia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","518.69",""
"2012","Czechia","Inhabitants per ...","Other beds in hospitals (HP.1)","6 153.86",""
"2012","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","693.02",""
"2012","Czechia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","445.86",""
"2012","Czechia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","38.12",""
"2012","Czechia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","192.79",""
"2012","Czechia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","16.25",""
"2012","Denmark","Number","Available beds in hospitals (HP.1)",":",""
"2012","Denmark","Number","Curative care beds in hospitals (HP.1)",":",""
"2012","Denmark","Number","Rehabilitative care beds in hospitals (HP.1)","140.00",""
"2012","Denmark","Number","Long-term care beds in hospitals (HP.1)","208.00",""
"2012","Denmark","Number","Other beds in hospitals (HP.1)","0.00",""
"2012","Denmark","Inhabitants per ...","Available beds in hospitals (HP.1)",":",""
"2012","Denmark","Inhabitants per ...","Curative care beds in hospitals (HP.1)",":",""
"2012","Denmark","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","39 939.80",""
"2012","Denmark","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","26 882.56",""
"2012","Denmark","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2012","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2012","Denmark","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",":",""
"2012","Denmark","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","2.50",""
"2012","Denmark","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","3.72",""
"2012","Denmark","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Available beds in hospitals (HP.1)","670 443.00",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Curative care beds in hospitals (HP.1)","501 475.00",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Rehabilitative care beds in hospitals (HP.1)","168 968.00",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Long-term care beds in hospitals (HP.1)","0.00",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Other beds in hospitals (HP.1)","0.00",""
"2012","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Available beds in hospitals (HP.1)","119.96",""
"2012","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Curative care beds in hospitals (HP.1)","160.38",""
"2012","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","475.98",""
"2012","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2012","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2012","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","833.62",""
"2012","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","623.52",""
"2012","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","210.09",""
"2012","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","0.00",""
"2012","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2012","Estonia","Number","Available beds in hospitals (HP.1)","7 309.00",""
"2012","Estonia","Number","Curative care beds in hospitals (HP.1)","5 093.00",""
"2012","Estonia","Number","Rehabilitative care beds in hospitals (HP.1)","314.00",""
"2012","Estonia","Number","Long-term care beds in hospitals (HP.1)","1 739.00",""
"2012","Estonia","Number","Other beds in hospitals (HP.1)","163.00",""
"2012","Estonia","Inhabitants per ...","Available beds in hospitals (HP.1)","180.97",""
"2012","Estonia","Inhabitants per ...","Curative care beds in hospitals (HP.1)","259.71",""
"2012","Estonia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","4 212.41",""
"2012","Estonia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","760.61",""
"2012","Estonia","Inhabitants per ...","Other beds in hospitals (HP.1)","8 114.70",""
"2012","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","552.58",""
"2012","Estonia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","385.05",""
"2012","Estonia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","23.74",""
"2012","Estonia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","131.47",""
"2012","Estonia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","12.32",""
"2012","Ireland","Number","Available beds in hospitals (HP.1)","11 692.00",""
"2012","Ireland","Number","Curative care beds in hospitals (HP.1)","10 885.00",""
"2012","Ireland","Number","Rehabilitative care beds in hospitals (HP.1)","132.00",""
"2012","Ireland","Number","Long-term care beds in hospitals (HP.1)","675.00",""
"2012","Ireland","Number","Other beds in hospitals (HP.1)","0.00",""
"2012","Ireland","Inhabitants per ...","Available beds in hospitals (HP.1)","393.39",""
"2012","Ireland","Inhabitants per ...","Curative care beds in hospitals (HP.1)","422.56",""
"2012","Ireland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","34 844.95",""
"2012","Ireland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","6 814.12",""
"2012","Ireland","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2012","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","254.20",""
"2012","Ireland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","236.65",""
"2012","Ireland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","2.87",""
"2012","Ireland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","14.68",""
"2012","Ireland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2012","Greece","Number","Available beds in hospitals (HP.1)","49 100.00",""
"2012","Greece","Number","Curative care beds in hospitals (HP.1)","40 385.00",""
"2012","Greece","Number","Rehabilitative care beds in hospitals (HP.1)","264.00","b"
"2012","Greece","Number","Long-term care beds in hospitals (HP.1)",":",""
"2012","Greece","Number","Other beds in hospitals (HP.1)","8 451.00",""
"2012","Greece","Inhabitants per ...","Available beds in hospitals (HP.1)","224.95",""
"2012","Greece","Inhabitants per ...","Curative care beds in hospitals (HP.1)","273.49",""
"2012","Greece","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","41 837.16",""
"2012","Greece","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2012","Greece","Inhabitants per ...","Other beds in hospitals (HP.1)","1 306.95",""
"2012","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","444.54",""
"2012","Greece","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","365.64",""
"2012","Greece","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","2.39",""
"2012","Greece","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2012","Greece","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","76.51",""
"2012","Spain","Number","Available beds in hospitals (HP.1)","139 895.00",""
"2012","Spain","Number","Curative care beds in hospitals (HP.1)","114 275.00",""
"2012","Spain","Number","Rehabilitative care beds in hospitals (HP.1)","1 682.00",""
"2012","Spain","Number","Long-term care beds in hospitals (HP.1)","23 938.00",""
"2012","Spain","Number","Other beds in hospitals (HP.1)","0.00",""
"2012","Spain","Inhabitants per ...","Available beds in hospitals (HP.1)","334.34",""
