"TIME","GEO","FACILITY","UNIT","Value","Flag and Footnotes"
"2012","Slovakia","Operation theatres in hospital","Number",":",""
"2012","Slovakia","Day care places altogether","Number","4 228.00",""
"2012","Slovakia","Surgical day care places","Number","2 057.00",""
"2012","Slovakia","Oncological day care place","Number","35.00",""
"2012","Slovakia","Psychiatric day care place","Number","432.00",""
"2012","Slovakia","Geriatric day care places","Number","27.00",""
"2012","Liechtenstein","Operation theatres in hospital","Number","4.00",""
"2012","Liechtenstein","Day care places altogether","Number","7.00",""
"2012","Liechtenstein","Surgical day care places","Number","7.00",""
"2012","Liechtenstein","Oncological day care place","Number","0.00",""
"2012","Liechtenstein","Psychiatric day care place","Number","0.00",""
"2012","Liechtenstein","Geriatric day care places","Number","0.00",""
"2012","Switzerland","Operation theatres in hospital","Number","970.00",""
"2012","Switzerland","Day care places altogether","Number",":",""
"2012","Switzerland","Surgical day care places","Number",":",""
"2012","Switzerland","Oncological day care place","Number",":",""
"2012","Switzerland","Psychiatric day care place","Number",":",""
"2012","Switzerland","Geriatric day care places","Number",":",""
"2012","United Kingdom","Operation theatres in hospital","Number","3 684.00","e"
"2012","United Kingdom","Day care places altogether","Number","14 193.00","e"
"2012","United Kingdom","Surgical day care places","Number",":",""
"2012","United Kingdom","Oncological day care place","Number",":",""
"2012","United Kingdom","Psychiatric day care place","Number",":",""
"2012","United Kingdom","Geriatric day care places","Number",":",""
"2012","North Macedonia","Operation theatres in hospital","Number",":",""
"2012","North Macedonia","Day care places altogether","Number","151.00",""
"2012","North Macedonia","Surgical day care places","Number","0.00",""
"2012","North Macedonia","Oncological day care place","Number","38.00",""
"2012","North Macedonia","Psychiatric day care place","Number","10.00",""
"2012","North Macedonia","Geriatric day care places","Number","0.00",""
"2012","Serbia","Operation theatres in hospital","Number","549.00",""
"2012","Serbia","Day care places altogether","Number","2 903.00",""
"2012","Serbia","Surgical day care places","Number","538.00",""
"2012","Serbia","Oncological day care place","Number","260.00",""
"2012","Serbia","Psychiatric day care place","Number","1 073.00",""
"2012","Serbia","Geriatric day care places","Number","2.00",""
"2012","Turkey","Operation theatres in hospital","Number","5 697.00",""
"2012","Turkey","Day care places altogether","Number",":",""
"2012","Turkey","Surgical day care places","Number",":",""
"2012","Turkey","Oncological day care place","Number",":",""
"2012","Turkey","Psychiatric day care place","Number",":",""
"2012","Turkey","Geriatric day care places","Number",":",""
"2013","Belgium","Operation theatres in hospital","Number","1 188.00",""
"2013","Belgium","Day care places altogether","Number",":",""
"2013","Belgium","Surgical day care places","Number","2 788.00",""
"2013","Belgium","Oncological day care place","Number","1 319.00",""
"2013","Belgium","Psychiatric day care place","Number","1 023.00",""
"2013","Belgium","Geriatric day care places","Number","405.00",""
"2013","Bulgaria","Operation theatres in hospital","Number",":",""
"2013","Bulgaria","Day care places altogether","Number",":",""
"2013","Bulgaria","Surgical day care places","Number",":",""
"2013","Bulgaria","Oncological day care place","Number",":",""
"2013","Bulgaria","Psychiatric day care place","Number",":",""
"2013","Bulgaria","Geriatric day care places","Number",":",""
"2013","Czechia","Operation theatres in hospital","Number","999.00",""
"2013","Czechia","Day care places altogether","Number",":",""
"2013","Czechia","Surgical day care places","Number",":",""
"2013","Czechia","Oncological day care place","Number",":",""
"2013","Czechia","Psychiatric day care place","Number",":",""
"2013","Czechia","Geriatric day care places","Number",":",""
"2013","Denmark","Operation theatres in hospital","Number",":",""
"2013","Denmark","Day care places altogether","Number",":",""
"2013","Denmark","Surgical day care places","Number",":",""
"2013","Denmark","Oncological day care place","Number",":",""
"2013","Denmark","Psychiatric day care place","Number",":",""
"2013","Denmark","Geriatric day care places","Number",":",""
"2013","Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",":",""
"2013","Germany (until 1990 former territory of the FRG)","Day care places altogether","Number","26 341.00",""
"2013","Germany (until 1990 former territory of the FRG)","Surgical day care places","Number","69.00",""
"2013","Germany (until 1990 former territory of the FRG)","Oncological day care place","Number","997.00",""
"2013","Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number","17 686.00",""
"2013","Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number","2 097.00",""
"2013","Estonia","Operation theatres in hospital","Number","126.00",""
"2013","Estonia","Day care places altogether","Number","397.00",""
"2013","Estonia","Surgical day care places","Number",":",""
"2013","Estonia","Oncological day care place","Number",":",""
"2013","Estonia","Psychiatric day care place","Number",":",""
"2013","Estonia","Geriatric day care places","Number",":",""
"2013","Ireland","Operation theatres in hospital","Number","225.00",""
"2013","Ireland","Day care places altogether","Number","2 021.00",""
"2013","Ireland","Surgical day care places","Number",":",""
"2013","Ireland","Oncological day care place","Number",":",""
"2013","Ireland","Psychiatric day care place","Number",":",""
"2013","Ireland","Geriatric day care places","Number",":",""
"2013","Greece","Operation theatres in hospital","Number",":",""
"2013","Greece","Day care places altogether","Number","3 022.00",""
"2013","Greece","Surgical day care places","Number",":",""
"2013","Greece","Oncological day care place","Number",":",""
"2013","Greece","Psychiatric day care place","Number",":",""
"2013","Greece","Geriatric day care places","Number",":",""
"2013","Spain","Operation theatres in hospital","Number","4 307.00",""
"2013","Spain","Day care places altogether","Number","16 841.00",""
"2013","Spain","Surgical day care places","Number","2 892.00",""
"2013","Spain","Oncological day care place","Number","7 644.00",""
"2013","Spain","Psychiatric day care place","Number","3 942.00",""
"2013","Spain","Geriatric day care places","Number","2 363.00",""
"2013","France","Operation theatres in hospital","Number","11 505.00",""
"2013","France","Day care places altogether","Number","71 942.00","b"
"2013","France","Surgical day care places","Number","15 856.00","b"
"2013","France","Oncological day care place","Number","5 710.00",""
"2013","France","Psychiatric day care place","Number","29 065.00","b"
"2013","France","Geriatric day care places","Number","633.00",""
"2013","Croatia","Operation theatres in hospital","Number","374.00",""
"2013","Croatia","Day care places altogether","Number","2 669.00",""
"2013","Croatia","Surgical day care places","Number","244.00",""
"2013","Croatia","Oncological day care place","Number","214.00",""
"2013","Croatia","Psychiatric day care place","Number","1 044.00",""
"2013","Croatia","Geriatric day care places","Number","0.00",""
"2013","Italy","Operation theatres in hospital","Number","6 078.00",""
"2013","Italy","Day care places altogether","Number","17 594.00",""
"2013","Italy","Surgical day care places","Number","8 102.00",""
"2013","Italy","Oncological day care place","Number","2 768.00",""
"2013","Italy","Psychiatric day care place","Number","676.00",""
"2013","Italy","Geriatric day care places","Number","154.00",""
"2013","Cyprus","Operation theatres in hospital","Number","28.00","d"
"2013","Cyprus","Day care places altogether","Number","212.00","d"
"2013","Cyprus","Surgical day care places","Number","5.00","d"
"2013","Cyprus","Oncological day care place","Number","26.00","d"
"2013","Cyprus","Psychiatric day care place","Number","0.00",""
"2013","Cyprus","Geriatric day care places","Number","0.00",""
"2013","Latvia","Operation theatres in hospital","Number","259.00",""
"2013","Latvia","Day care places altogether","Number","1 561.00",""
"2013","Latvia","Surgical day care places","Number",":",""
"2013","Latvia","Oncological day care place","Number",":",""
"2013","Latvia","Psychiatric day care place","Number","185.00",""
"2013","Latvia","Geriatric day care places","Number",":",""
"2013","Lithuania","Operation theatres in hospital","Number",":",""
"2013","Lithuania","Day care places altogether","Number","259.00","e"
"2013","Lithuania","Surgical day care places","Number",":",""
"2013","Lithuania","Oncological day care place","Number",":",""
"2013","Lithuania","Psychiatric day care place","Number",":",""
"2013","Lithuania","Geriatric day care places","Number",":",""
"2013","Luxembourg","Operation theatres in hospital","Number","52.00",""
"2013","Luxembourg","Day care places altogether","Number",":",""
"2013","Luxembourg","Surgical day care places","Number",":",""
"2013","Luxembourg","Oncological day care place","Number",":",""
"2013","Luxembourg","Psychiatric day care place","Number",":",""
"2013","Luxembourg","Geriatric day care places","Number",":",""
"2013","Hungary","Operation theatres in hospital","Number",":",""
"2013","Hungary","Day care places altogether","Number",":",""
"2013","Hungary","Surgical day care places","Number",":",""
"2013","Hungary","Oncological day care place","Number",":",""
"2013","Hungary","Psychiatric day care place","Number",":",""
"2013","Hungary","Geriatric day care places","Number",":",""
"2013","Malta","Operation theatres in hospital","Number","44.00",""
"2013","Malta","Day care places altogether","Number","162.00",""
"2013","Malta","Surgical day care places","Number",":",""
"2013","Malta","Oncological day care place","Number",":",""
"2013","Malta","Psychiatric day care place","Number",":",""
"2013","Malta","Geriatric day care places","Number",":",""
"2013","Netherlands","Operation theatres in hospital","Number",":",""
"2013","Netherlands","Day care places altogether","Number",":",""
"2013","Netherlands","Surgical day care places","Number",":",""
"2013","Netherlands","Oncological day care place","Number",":",""
"2013","Netherlands","Psychiatric day care place","Number",":",""
"2013","Netherlands","Geriatric day care places","Number",":",""
"2013","Austria","Operation theatres in hospital","Number","296.00","e"
"2013","Austria","Day care places altogether","Number",":",""
"2013","Austria","Surgical day care places","Number",":",""
"2013","Austria","Oncological day care place","Number",":",""
"2013","Austria","Psychiatric day care place","Number",":",""
"2013","Austria","Geriatric day care places","Number",":",""
"2013","Poland","Operation theatres in hospital","Number","3 279.00",""
"2013","Poland","Day care places altogether","Number","7 570.00",""
"2013","Poland","Surgical day care places","Number",":",""
"2013","Poland","Oncological day care place","Number",":",""
"2013","Poland","Psychiatric day care place","Number",":",""
"2013","Poland","Geriatric day care places","Number",":",""
"2013","Portugal","Operation theatres in hospital","Number","906.00",""
"2013","Portugal","Day care places altogether","Number","1 845.00",""
"2013","Portugal","Surgical day care places","Number",":",""
"2013","Portugal","Oncological day care place","Number",":",""
"2013","Portugal","Psychiatric day care place","Number",":",""
"2013","Portugal","Geriatric day care places","Number",":",""
"2013","Romania","Operation theatres in hospital","Number","1 846.00",""
"2013","Romania","Day care places altogether","Number","6 603.00",""
"2013","Romania","Surgical day care places","Number","637.00",""
"2013","Romania","Oncological day care place","Number","609.00",""
"2013","Romania","Psychiatric day care place","Number","280.00",""
"2013","Romania","Geriatric day care places","Number","7.00",""
"2013","Slovenia","Operation theatres in hospital","Number","144.00",""
"2013","Slovenia","Day care places altogether","Number",":",""
"2013","Slovenia","Surgical day care places","Number",":",""
"2013","Slovenia","Oncological day care place","Number",":",""
"2013","Slovenia","Psychiatric day care place","Number",":",""
"2013","Slovenia","Geriatric day care places","Number",":",""
"2013","Slovakia","Operation theatres in hospital","Number",":",""
"2013","Slovakia","Day care places altogether","Number","4 483.00",""
"2013","Slovakia","Surgical day care places","Number","2 304.00",""
"2013","Slovakia","Oncological day care place","Number","19.00",""
"2013","Slovakia","Psychiatric day care place","Number","503.00",""
"2013","Slovakia","Geriatric day care places","Number","15.00",""
"2013","Liechtenstein","Operation theatres in hospital","Number","4.00",""
"2013","Liechtenstein","Day care places altogether","Number","14.00",""
"2013","Liechtenstein","Surgical day care places","Number","13.00",""
"2013","Liechtenstein","Oncological day care place","Number","1.00",""
"2013","Liechtenstein","Psychiatric day care place","Number","0.00",""
"2013","Liechtenstein","Geriatric day care places","Number","0.00",""
"2013","Switzerland","Operation theatres in hospital","Number","961.00",""
"2013","Switzerland","Day care places altogether","Number",":",""
"2013","Switzerland","Surgical day care places","Number",":",""
"2013","Switzerland","Oncological day care place","Number",":",""
"2013","Switzerland","Psychiatric day care place","Number",":",""
"2013","Switzerland","Geriatric day care places","Number",":",""
"2013","United Kingdom","Operation theatres in hospital","Number","3 776.00","e"
"2013","United Kingdom","Day care places altogether","Number","14 344.00","e"
"2013","United Kingdom","Surgical day care places","Number",":",""
"2013","United Kingdom","Oncological day care place","Number",":",""
"2013","United Kingdom","Psychiatric day care place","Number",":",""
"2013","United Kingdom","Geriatric day care places","Number",":",""
"2013","North Macedonia","Operation theatres in hospital","Number",":",""
"2013","North Macedonia","Day care places altogether","Number","150.00",""
"2013","North Macedonia","Surgical day care places","Number","0.00",""
"2013","North Macedonia","Oncological day care place","Number","38.00",""
"2013","North Macedonia","Psychiatric day care place","Number","10.00",""
"2013","North Macedonia","Geriatric day care places","Number","0.00",""
"2013","Serbia","Operation theatres in hospital","Number","564.00",""
"2013","Serbia","Day care places altogether","Number","3 009.00",""
"2013","Serbia","Surgical day care places","Number","635.00",""
"2013","Serbia","Oncological day care place","Number","264.00",""
"2013","Serbia","Psychiatric day care place","Number","1 115.00",""
"2013","Serbia","Geriatric day care places","Number","2.00",""
"2013","Turkey","Operation theatres in hospital","Number","5 526.00",""
"2013","Turkey","Day care places altogether","Number",":",""
"2013","Turkey","Surgical day care places","Number",":",""
"2013","Turkey","Oncological day care place","Number",":",""
"2013","Turkey","Psychiatric day care place","Number",":",""
"2013","Turkey","Geriatric day care places","Number",":",""
"2014","Belgium","Operation theatres in hospital","Number","1 274.00",""
"2014","Belgium","Day care places altogether","Number",":",""
"2014","Belgium","Surgical day care places","Number","3 118.00",""
"2014","Belgium","Oncological day care place","Number","1 448.00",""
"2014","Belgium","Psychiatric day care place","Number","1 174.00",""
"2014","Belgium","Geriatric day care places","Number","446.00",""
"2014","Bulgaria","Operation theatres in hospital","Number",":",""
"2014","Bulgaria","Day care places altogether","Number",":",""
"2014","Bulgaria","Surgical day care places","Number",":",""
"2014","Bulgaria","Oncological day care place","Number",":",""
"2014","Bulgaria","Psychiatric day care place","Number",":",""
"2014","Bulgaria","Geriatric day care places","Number",":",""
"2014","Czechia","Operation theatres in hospital","Number","976.00",""
"2014","Czechia","Day care places altogether","Number",":",""
"2014","Czechia","Surgical day care places","Number",":",""
"2014","Czechia","Oncological day care place","Number",":",""
"2014","Czechia","Psychiatric day care place","Number",":",""
"2014","Czechia","Geriatric day care places","Number",":",""
"2014","Denmark","Operation theatres in hospital","Number",":",""
"2014","Denmark","Day care places altogether","Number",":",""
"2014","Denmark","Surgical day care places","Number",":",""
"2014","Denmark","Oncological day care place","Number",":",""
"2014","Denmark","Psychiatric day care place","Number",":",""
"2014","Denmark","Geriatric day care places","Number",":",""
"2014","Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",":",""
"2014","Germany (until 1990 former territory of the FRG)","Day care places altogether","Number","27 444.00",""
"2014","Germany (until 1990 former territory of the FRG)","Surgical day care places","Number","60.00",""
"2014","Germany (until 1990 former territory of the FRG)","Oncological day care place","Number","928.00",""
"2014","Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number","18 753.00",""
"2014","Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number","2 195.00",""
"2014","Estonia","Operation theatres in hospital","Number","132.00",""
"2014","Estonia","Day care places altogether","Number","420.00",""
"2014","Estonia","Surgical day care places","Number",":",""
"2014","Estonia","Oncological day care place","Number",":",""
"2014","Estonia","Psychiatric day care place","Number",":",""
"2014","Estonia","Geriatric day care places","Number",":",""
"2014","Ireland","Operation theatres in hospital","Number","243.00",""
"2014","Ireland","Day care places altogether","Number","2 006.00",""
"2014","Ireland","Surgical day care places","Number",":",""
"2014","Ireland","Oncological day care place","Number",":",""
"2014","Ireland","Psychiatric day care place","Number",":",""
"2014","Ireland","Geriatric day care places","Number",":",""
"2014","Greece","Operation theatres in hospital","Number","1 286.00",""
"2014","Greece","Day care places altogether","Number","3 548.00",""
"2014","Greece","Surgical day care places","Number",":",""
"2014","Greece","Oncological day care place","Number","443.00",""
"2014","Greece","Psychiatric day care place","Number","97.00",""
"2014","Greece","Geriatric day care places","Number",":",""
"2014","Spain","Operation theatres in hospital","Number","4 352.00",""
"2014","Spain","Day care places altogether","Number","17 159.00",""
"2014","Spain","Surgical day care places","Number","2 855.00",""
"2014","Spain","Oncological day care place","Number","7 951.00",""
"2014","Spain","Psychiatric day care place","Number","4 018.00",""
"2014","Spain","Geriatric day care places","Number","2 335.00",""
"2014","France","Operation theatres in hospital","Number","11 337.00",""
"2014","France","Day care places altogether","Number","72 536.00",""
"2014","France","Surgical day care places","Number","16 334.00",""
"2014","France","Oncological day care place","Number","6 052.00",""
"2014","France","Psychiatric day care place","Number","29 245.00",""
"2014","France","Geriatric day care places","Number","627.00",""
"2014","Croatia","Operation theatres in hospital","Number","412.00",""
"2014","Croatia","Day care places altogether","Number","2 963.00",""
"2014","Croatia","Surgical day care places","Number","324.00",""
"2014","Croatia","Oncological day care place","Number","230.00",""
"2014","Croatia","Psychiatric day care place","Number","1 125.00",""
"2014","Croatia","Geriatric day care places","Number","0.00",""
"2014","Italy","Operation theatres in hospital","Number","6 095.00",""
"2014","Italy","Day care places altogether","Number","16 703.00",""
"2014","Italy","Surgical day care places","Number","7 877.00",""
"2014","Italy","Oncological day care place","Number","2 715.00",""
"2014","Italy","Psychiatric day care place","Number","529.00",""
"2014","Italy","Geriatric day care places","Number","126.00",""
"2014","Cyprus","Operation theatres in hospital","Number","28.00","d"
"2014","Cyprus","Day care places altogether","Number","232.00","d"
"2014","Cyprus","Surgical day care places","Number","21.00","d"
"2014","Cyprus","Oncological day care place","Number","26.00","d"
"2014","Cyprus","Psychiatric day care place","Number","0.00",""
"2014","Cyprus","Geriatric day care places","Number","0.00",""
"2014","Latvia","Operation theatres in hospital","Number","274.00",""
"2014","Latvia","Day care places altogether","Number","1 643.00",""
"2014","Latvia","Surgical day care places","Number",":",""
"2014","Latvia","Oncological day care place","Number",":",""
"2014","Latvia","Psychiatric day care place","Number","187.00",""
"2014","Latvia","Geriatric day care places","Number",":",""
"2014","Lithuania","Operation theatres in hospital","Number",":",""
"2014","Lithuania","Day care places altogether","Number","219.00","e"
"2014","Lithuania","Surgical day care places","Number",":",""
"2014","Lithuania","Oncological day care place","Number",":",""
"2014","Lithuania","Psychiatric day care place","Number",":",""
"2014","Lithuania","Geriatric day care places","Number",":",""
"2014","Luxembourg","Operation theatres in hospital","Number","51.00",""
"2014","Luxembourg","Day care places altogether","Number",":",""
"2014","Luxembourg","Surgical day care places","Number",":",""
"2014","Luxembourg","Oncological day care place","Number",":",""
"2014","Luxembourg","Psychiatric day care place","Number",":",""
"2014","Luxembourg","Geriatric day care places","Number",":",""
"2014","Hungary","Operation theatres in hospital","Number",":",""
"2014","Hungary","Day care places altogether","Number",":",""
"2014","Hungary","Surgical day care places","Number",":",""
"2014","Hungary","Oncological day care place","Number",":",""
"2014","Hungary","Psychiatric day care place","Number",":",""
"2014","Hungary","Geriatric day care places","Number",":",""
"2014","Malta","Operation theatres in hospital","Number","44.00",""
"2014","Malta","Day care places altogether","Number","171.00",""
"2014","Malta","Surgical day care places","Number",":",""
"2014","Malta","Oncological day care place","Number",":",""
"2014","Malta","Psychiatric day care place","Number",":",""
"2014","Malta","Geriatric day care places","Number",":",""
"2014","Netherlands","Operation theatres in hospital","Number",":",""
"2014","Netherlands","Day care places altogether","Number",":",""
"2014","Netherlands","Surgical day care places","Number",":",""
"2014","Netherlands","Oncological day care place","Number",":",""
"2014","Netherlands","Psychiatric day care place","Number",":",""
"2014","Netherlands","Geriatric day care places","Number",":",""
"2014","Austria","Operation theatres in hospital","Number","296.00","e"
"2014","Austria","Day care places altogether","Number",":",""
"2014","Austria","Surgical day care places","Number",":",""
"2014","Austria","Oncological day care place","Number",":",""
"2014","Austria","Psychiatric day care place","Number",":",""
"2014","Austria","Geriatric day care places","Number",":",""
"2014","Poland","Operation theatres in hospital","Number","3 528.00",""
"2014","Poland","Day care places altogether","Number","6 476.00",""
"2014","Poland","Surgical day care places","Number",":",""
"2014","Poland","Oncological day care place","Number",":",""
"2014","Poland","Psychiatric day care place","Number",":",""
"2014","Poland","Geriatric day care places","Number",":",""
"2014","Portugal","Operation theatres in hospital","Number","902.00",""
"2014","Portugal","Day care places altogether","Number","1 957.00",""
"2014","Portugal","Surgical day care places","Number",":",""
"2014","Portugal","Oncological day care place","Number",":",""
"2014","Portugal","Psychiatric day care place","Number",":",""
"2014","Portugal","Geriatric day care places","Number",":",""
"2014","Romania","Operation theatres in hospital","Number","1 860.00",""
"2014","Romania","Day care places altogether","Number","7 185.00",""
"2014","Romania","Surgical day care places","Number","784.00",""
"2014","Romania","Oncological day care place","Number","616.00",""
"2014","Romania","Psychiatric day care place","Number","283.00",""
"2014","Romania","Geriatric day care places","Number","3.00",""
"2014","Slovenia","Operation theatres in hospital","Number","147.00",""
"2014","Slovenia","Day care places altogether","Number",":",""
"2014","Slovenia","Surgical day care places","Number",":",""
"2014","Slovenia","Oncological day care place","Number",":",""
"2014","Slovenia","Psychiatric day care place","Number",":",""
"2014","Slovenia","Geriatric day care places","Number",":",""
"2014","Slovakia","Operation theatres in hospital","Number",":",""
"2014","Slovakia","Day care places altogether","Number","5 316.00",""
"2014","Slovakia","Surgical day care places","Number","2 770.00",""
"2014","Slovakia","Oncological day care place","Number","19.00",""
"2014","Slovakia","Psychiatric day care place","Number","611.00",""
"2014","Slovakia","Geriatric day care places","Number","27.00",""
"2014","Liechtenstein","Operation theatres in hospital","Number","4.00",""
"2014","Liechtenstein","Day care places altogether","Number","14.00",""
"2014","Liechtenstein","Surgical day care places","Number","13.00",""
"2014","Liechtenstein","Oncological day care place","Number","1.00",""
"2014","Liechtenstein","Psychiatric day care place","Number","0.00",""
"2014","Liechtenstein","Geriatric day care places","Number","0.00",""
"2014","Switzerland","Operation theatres in hospital","Number","986.00",""
"2014","Switzerland","Day care places altogether","Number",":",""
"2014","Switzerland","Surgical day care places","Number",":",""
"2014","Switzerland","Oncological day care place","Number",":",""
"2014","Switzerland","Psychiatric day care place","Number",":",""
"2014","Switzerland","Geriatric day care places","Number",":",""
"2014","United Kingdom","Operation theatres in hospital","Number","3 800.00","e"
"2014","United Kingdom","Day care places altogether","Number","14 952.00","e"
"2014","United Kingdom","Surgical day care places","Number",":",""
"2014","United Kingdom","Oncological day care place","Number",":",""
"2014","United Kingdom","Psychiatric day care place","Number",":",""
"2014","United Kingdom","Geriatric day care places","Number",":",""
"2014","North Macedonia","Operation theatres in hospital","Number",":",""
"2014","North Macedonia","Day care places altogether","Number","151.00",""
"2014","North Macedonia","Surgical day care places","Number","0.00",""
"2014","North Macedonia","Oncological day care place","Number","38.00",""
"2014","North Macedonia","Psychiatric day care place","Number","10.00",""
"2014","North Macedonia","Geriatric day care places","Number","0.00",""
"2014","Serbia","Operation theatres in hospital","Number","559.00",""
"2014","Serbia","Day care places altogether","Number","2 900.00",""
"2014","Serbia","Surgical day care places","Number","649.00",""
"2014","Serbia","Oncological day care place","Number","286.00",""
"2014","Serbia","Psychiatric day care place","Number","1 071.00",""
"2014","Serbia","Geriatric day care places","Number","2.00",""
"2014","Turkey","Operation theatres in hospital","Number","5 682.00",""
"2014","Turkey","Day care places altogether","Number",":",""
"2014","Turkey","Surgical day care places","Number",":",""
"2014","Turkey","Oncological day care place","Number",":",""
"2014","Turkey","Psychiatric day care place","Number",":",""
"2014","Turkey","Geriatric day care places","Number",":",""
"2015","Belgium","Operation theatres in hospital","Number","1 336.00",""
"2015","Belgium","Day care places altogether","Number",":",""
"2015","Belgium","Surgical day care places","Number","3 243.00",""
"2015","Belgium","Oncological day care place","Number","1 527.00",""
"2015","Belgium","Psychiatric day care place","Number","2 473.00",""
"2015","Belgium","Geriatric day care places","Number","478.00",""
"2015","Bulgaria","Operation theatres in hospital","Number",":",""
"2015","Bulgaria","Day care places altogether","Number",":",""
"2015","Bulgaria","Surgical day care places","Number",":",""
"2015","Bulgaria","Oncological day care place","Number",":",""
"2015","Bulgaria","Psychiatric day care place","Number",":",""
"2015","Bulgaria","Geriatric day care places","Number",":",""
"2015","Czechia","Operation theatres in hospital","Number","950.00",""
"2015","Czechia","Day care places altogether","Number",":",""
"2015","Czechia","Surgical day care places","Number",":",""
"2015","Czechia","Oncological day care place","Number",":",""
"2015","Czechia","Psychiatric day care place","Number",":",""
"2015","Czechia","Geriatric day care places","Number",":",""
"2015","Denmark","Operation theatres in hospital","Number",":",""
"2015","Denmark","Day care places altogether","Number",":",""
"2015","Denmark","Surgical day care places","Number",":",""
"2015","Denmark","Oncological day care place","Number",":",""
"2015","Denmark","Psychiatric day care place","Number",":",""
"2015","Denmark","Geriatric day care places","Number",":",""
"2015","Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",":",""
"2015","Germany (until 1990 former territory of the FRG)","Day care places altogether","Number","28 456.00",""
"2015","Germany (until 1990 former territory of the FRG)","Surgical day care places","Number","59.00",""
"2015","Germany (until 1990 former territory of the FRG)","Oncological day care place","Number","962.00",""
"2015","Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number","19 464.00",""
"2015","Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number","2 368.00",""
"2015","Estonia","Operation theatres in hospital","Number","134.00",""
"2015","Estonia","Day care places altogether","Number","423.00",""
"2015","Estonia","Surgical day care places","Number",":",""
"2015","Estonia","Oncological day care place","Number",":",""
"2015","Estonia","Psychiatric day care place","Number",":",""
"2015","Estonia","Geriatric day care places","Number",":",""
"2015","Ireland","Operation theatres in hospital","Number","245.00",""
"2015","Ireland","Day care places altogether","Number","2 026.00",""
"2015","Ireland","Surgical day care places","Number",":",""
"2015","Ireland","Oncological day care place","Number",":",""
"2015","Ireland","Psychiatric day care place","Number",":",""
"2015","Ireland","Geriatric day care places","Number",":",""
"2015","Greece","Operation theatres in hospital","Number","1 275.00",""
"2015","Greece","Day care places altogether","Number","3 814.00",""
"2015","Greece","Surgical day care places","Number",":",""
"2015","Greece","Oncological day care place","Number","479.00",""
"2015","Greece","Psychiatric day care place","Number","118.00",""
"2015","Greece","Geriatric day care places","Number",":",""
"2015","Spain","Operation theatres in hospital","Number","4 421.00",""
"2015","Spain","Day care places altogether","Number","18 039.00",""
"2015","Spain","Surgical day care places","Number","3 225.00",""
"2015","Spain","Oncological day care place","Number","8 323.00",""
"2015","Spain","Psychiatric day care place","Number","4 171.00",""
"2015","Spain","Geriatric day care places","Number","2 330.00",""
"2015","France","Operation theatres in hospital","Number","10 991.00",""
"2015","France","Day care places altogether","Number","72 789.00",""
"2015","France","Surgical day care places","Number","17 147.00",""
"2015","France","Oncological day care place","Number","6 273.00",""
"2015","France","Psychiatric day care place","Number","29 357.00",""
"2015","France","Geriatric day care places","Number","628.00",""
"2015","Croatia","Operation theatres in hospital","Number","420.00",""
"2015","Croatia","Day care places altogether","Number","3 418.00",""
"2015","Croatia","Surgical day care places","Number","483.00",""
"2015","Croatia","Oncological day care place","Number","204.00",""
"2015","Croatia","Psychiatric day care place","Number","1 262.00",""
"2015","Croatia","Geriatric day care places","Number","0.00",""
"2015","Italy","Operation theatres in hospital","Number","6 173.00",""
"2015","Italy","Day care places altogether","Number","15 728.00",""
"2015","Italy","Surgical day care places","Number","8 197.00",""
"2015","Italy","Oncological day care place","Number","2 666.00",""
"2015","Italy","Psychiatric day care place","Number","499.00",""
"2015","Italy","Geriatric day care places","Number","122.00",""
"2015","Cyprus","Operation theatres in hospital","Number","122.00","b"
"2015","Cyprus","Day care places altogether","Number","371.00","b"
"2015","Cyprus","Surgical day care places","Number","75.00","b"
"2015","Cyprus","Oncological day care place","Number","61.00","b"
"2015","Cyprus","Psychiatric day care place","Number","0.00",""
"2015","Cyprus","Geriatric day care places","Number","0.00",""
"2015","Latvia","Operation theatres in hospital","Number","292.00",""
"2015","Latvia","Day care places altogether","Number","1 699.00",""
"2015","Latvia","Surgical day care places","Number",":",""
"2015","Latvia","Oncological day care place","Number",":",""
"2015","Latvia","Psychiatric day care place","Number","197.00",""
"2015","Latvia","Geriatric day care places","Number",":",""
"2015","Lithuania","Operation theatres in hospital","Number",":",""
"2015","Lithuania","Day care places altogether","Number","239.00","e"
"2015","Lithuania","Surgical day care places","Number",":",""
"2015","Lithuania","Oncological day care place","Number",":",""
"2015","Lithuania","Psychiatric day care place","Number",":",""
"2015","Lithuania","Geriatric day care places","Number",":",""
"2015","Luxembourg","Operation theatres in hospital","Number","51.00",""
"2015","Luxembourg","Day care places altogether","Number",":",""
"2015","Luxembourg","Surgical day care places","Number",":",""
"2015","Luxembourg","Oncological day care place","Number",":",""
"2015","Luxembourg","Psychiatric day care place","Number",":",""
"2015","Luxembourg","Geriatric day care places","Number","30.00",""
"2015","Hungary","Operation theatres in hospital","Number",":",""
