"TIME","GEO","UNIT","ICHA11_HP","Value","Value_imp"
2010,"United Kingdom","Million euro","All providers of health care",229998.79,TRUE
2010,"United Kingdom","Million euro","Hospitals",93210.11,TRUE
2010,"United Kingdom","Million euro","General hospitals",10599.99,TRUE
2010,"United Kingdom","Million euro","Mental health hospitals",948.77,TRUE
2010,"United Kingdom","Million euro","Specialised hospitals (other than mental health hospitals)",59.79,TRUE
2010,"Bosnia and Herzegovina","Million euro","All providers of health care",1322.65,TRUE
2010,"Bosnia and Herzegovina","Million euro","Hospitals",475.8,TRUE
2010,"Bosnia and Herzegovina","Million euro","General hospitals",442.33,TRUE
2010,"Bosnia and Herzegovina","Million euro","Mental health hospitals",3.67,TRUE
2010,"Bosnia and Herzegovina","Million euro","Specialised hospitals (other than mental health hospitals)",29.79,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","All providers of health care",1213033.51,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Hospitals",444547.49,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","General hospitals",11357.76,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Mental health hospitals",981.36,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","All providers of health care",1474601,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Hospitals",553241.98,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","General hospitals",11357.76,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",981.36,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","All providers of health care",1471573.21,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Hospitals",551868.65,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","General hospitals",11357.76,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Mental health hospitals",981.36,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","All providers of health care",1333671.16,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Hospitals",496066.46,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","General hospitals",11357.76,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Mental health hospitals",981.36,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","All providers of health care",1074381.4,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Hospitals",389966.3,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","General hospitals",11357.76,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Mental health hospitals",981.36,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","All providers of health care",1071957.52,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Hospitals",389134.37,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","General hospitals",11357.76,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Mental health hospitals",981.36,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","All providers of health care",1001514.67,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Hospitals",361966.76,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","General hospitals",11357.76,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Mental health hospitals",981.36,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"Belgium","Million euro","All providers of health care",39071.17,FALSE
2011,"Belgium","Million euro","Hospitals",13037.21,FALSE
2011,"Belgium","Million euro","General hospitals",11357.76,FALSE
2011,"Belgium","Million euro","Mental health hospitals",1613.05,FALSE
2011,"Belgium","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,FALSE
2011,"Bulgaria","Million euro","All providers of health care",2946.38,FALSE
2011,"Bulgaria","Million euro","Hospitals",1077,FALSE
2011,"Bulgaria","Million euro","General hospitals",887.08,TRUE
2011,"Bulgaria","Million euro","Mental health hospitals",21.01,TRUE
2011,"Bulgaria","Million euro","Specialised hospitals (other than mental health hospitals)",249.81,TRUE
2011,"Czechia","Million euro","All providers of health care",12202.11,TRUE
2011,"Czechia","Million euro","Hospitals",4971.52,TRUE
2011,"Czechia","Million euro","General hospitals",4476.73,TRUE
2011,"Czechia","Million euro","Mental health hospitals",173.28,TRUE
2011,"Czechia","Million euro","Specialised hospitals (other than mental health hospitals)",333.75,TRUE
2011,"Denmark","Million euro","All providers of health care",25167.02,FALSE
2011,"Denmark","Million euro","Hospitals",11092.27,FALSE
2011,"Denmark","Million euro","General hospitals",10110.91,FALSE
2011,"Denmark","Million euro","Mental health hospitals",981.36,FALSE
2011,"Denmark","Million euro","Specialised hospitals (other than mental health hospitals)",0,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care",290266,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Hospitals",84816,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","General hospitals",76452,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",1613.05,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Specialised hospitals (other than mental health hospitals)",8364,FALSE
2011,"Estonia","Million euro","All providers of health care",970.49,FALSE
2011,"Estonia","Million euro","Hospitals",458.39,FALSE
2011,"Estonia","Million euro","General hospitals",433.26,FALSE
2011,"Estonia","Million euro","Mental health hospitals",2.86,FALSE
2011,"Estonia","Million euro","Specialised hospitals (other than mental health hospitals)",22.27,FALSE
2011,"Ireland","Million euro","All providers of health care",18292.67,FALSE
2011,"Ireland","Million euro","Hospitals",6520.04,FALSE
2011,"Ireland","Million euro","General hospitals",5548.61,FALSE
2011,"Ireland","Million euro","Mental health hospitals",267.18,FALSE
2011,"Ireland","Million euro","Specialised hospitals (other than mental health hospitals)",704.26,FALSE
2011,"Greece","Million euro","All providers of health care",18690.74,FALSE
2011,"Greece","Million euro","Hospitals",7290.26,FALSE
2011,"Greece","Million euro","General hospitals",6224.56,FALSE
2011,"Greece","Million euro","Mental health hospitals",342.76,FALSE
2011,"Greece","Million euro","Specialised hospitals (other than mental health hospitals)",722.94,FALSE
2011,"Spain","Million euro","All providers of health care",97532.09,FALSE
2011,"Spain","Million euro","Hospitals",41164.82,FALSE
2011,"Spain","Million euro","General hospitals",38218.56,FALSE
2011,"Spain","Million euro","Mental health hospitals",774.08,FALSE
2011,"Spain","Million euro","Specialised hospitals (other than mental health hospitals)",2172.17,FALSE
2011,"France","Million euro","All providers of health care",230575.03,FALSE
2011,"France","Million euro","Hospitals",87269.89,FALSE
2011,"France","Million euro","General hospitals",73665.6,FALSE
2011,"France","Million euro","Mental health hospitals",13272.43,FALSE
2011,"France","Million euro","Specialised hospitals (other than mental health hospitals)",331.86,FALSE
2011,"Croatia","Million euro","All providers of health care",2907.78,TRUE
2011,"Croatia","Million euro","Hospitals",1286,TRUE
2011,"Croatia","Million euro","General hospitals",1163.06,TRUE
2011,"Croatia","Million euro","Mental health hospitals",43.57,TRUE
2011,"Croatia","Million euro","Specialised hospitals (other than mental health hospitals)",96.01,TRUE
2011,"Italy","Million euro","All providers of health care",142676,TRUE
2011,"Italy","Million euro","Hospitals",65633,TRUE
2011,"Italy","Million euro","General hospitals",11357.76,TRUE
2011,"Italy","Million euro","Mental health hospitals",981.36,TRUE
2011,"Italy","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"Cyprus","Million euro","All providers of health care",1277.15,FALSE
2011,"Cyprus","Million euro","Hospitals",579.82,FALSE
2011,"Cyprus","Million euro","General hospitals",481.84,FALSE
2011,"Cyprus","Million euro","Mental health hospitals",15.23,FALSE
2011,"Cyprus","Million euro","Specialised hospitals (other than mental health hospitals)",82.76,FALSE
2011,"Latvia","Million euro","All providers of health care",1290.77,TRUE
2011,"Latvia","Million euro","Hospitals",443.65,TRUE
2011,"Latvia","Million euro","General hospitals",344.77,TRUE
2011,"Latvia","Million euro","Mental health hospitals",35.8,TRUE
2011,"Latvia","Million euro","Specialised hospitals (other than mental health hospitals)",62.82,TRUE
2011,"Lithuania","Million euro","All providers of health care",2031.79,FALSE
2011,"Lithuania","Million euro","Hospitals",759.54,FALSE
2011,"Lithuania","Million euro","General hospitals",641.92,FALSE
2011,"Lithuania","Million euro","Mental health hospitals",25.03,FALSE
2011,"Lithuania","Million euro","Specialised hospitals (other than mental health hospitals)",92.58,FALSE
2011,"Luxembourg","Million euro","All providers of health care",2638.25,FALSE
2011,"Luxembourg","Million euro","Hospitals",864.47,FALSE
2011,"Luxembourg","Million euro","General hospitals",741.17,FALSE
2011,"Luxembourg","Million euro","Mental health hospitals",52.11,FALSE
2011,"Luxembourg","Million euro","Specialised hospitals (other than mental health hospitals)",71.18,FALSE
2011,"Hungary","Million euro","All providers of health care",7642.3,FALSE
2011,"Hungary","Million euro","Hospitals",2443.91,FALSE
2011,"Hungary","Million euro","General hospitals",2090.93,FALSE
2011,"Hungary","Million euro","Mental health hospitals",12.21,FALSE
2011,"Hungary","Million euro","Specialised hospitals (other than mental health hospitals)",340.77,FALSE
2011,"Malta","Million euro","All providers of health care",889.47,TRUE
2011,"Malta","Million euro","Hospitals",385.21,TRUE
2011,"Malta","Million euro","General hospitals",333.01,TRUE
2011,"Malta","Million euro","Mental health hospitals",25.38,TRUE
2011,"Malta","Million euro","Specialised hospitals (other than mental health hospitals)",25.49,TRUE
2011,"Netherlands","Million euro","All providers of health care",66554.7,FALSE
2011,"Netherlands","Million euro","Hospitals",21040.43,FALSE
2011,"Netherlands","Million euro","General hospitals",16198.17,FALSE
2011,"Netherlands","Million euro","Mental health hospitals",3940.46,FALSE
2011,"Netherlands","Million euro","Specialised hospitals (other than mental health hospitals)",901.8,FALSE
2011,"Austria","Million euro","All providers of health care",31093.91,FALSE
2011,"Austria","Million euro","Hospitals",12060.33,FALSE
2011,"Austria","Million euro","General hospitals",10738.4,FALSE
2011,"Austria","Million euro","Mental health hospitals",981.36,TRUE
2011,"Austria","Million euro","Specialised hospitals (other than mental health hospitals)",1321.93,FALSE
2011,"Poland","Million euro","All providers of health care",25681.21,TRUE
2011,"Poland","Million euro","Hospitals",9118.38,TRUE
2011,"Poland","Million euro","General hospitals",8213,TRUE
2011,"Poland","Million euro","Mental health hospitals",420.95,TRUE
2011,"Poland","Million euro","Specialised hospitals (other than mental health hospitals)",484.43,TRUE
2011,"Portugal","Million euro","All providers of health care",16790.72,FALSE
2011,"Portugal","Million euro","Hospitals",6635.32,FALSE
2011,"Portugal","Million euro","General hospitals",6493.82,FALSE
2011,"Portugal","Million euro","Mental health hospitals",141.5,FALSE
2011,"Portugal","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"Romania","Million euro","All providers of health care",6199.11,FALSE
2011,"Romania","Million euro","Hospitals",2207.47,FALSE
2011,"Romania","Million euro","General hospitals",1841.35,FALSE
2011,"Romania","Million euro","Mental health hospitals",67.96,FALSE
2011,"Romania","Million euro","Specialised hospitals (other than mental health hospitals)",298.16,FALSE
2011,"Slovenia","Million euro","All providers of health care",3309.2,TRUE
2011,"Slovenia","Million euro","Hospitals",1359.81,TRUE
2011,"Slovenia","Million euro","General hospitals",1064.28,TRUE
2011,"Slovenia","Million euro","Mental health hospitals",51.01,TRUE
2011,"Slovenia","Million euro","Specialised hospitals (other than mental health hospitals)",244.51,TRUE
2011,"Slovakia","Million euro","All providers of health care",5550.07,TRUE
2011,"Slovakia","Million euro","Hospitals",1535.71,TRUE
2011,"Slovakia","Million euro","General hospitals",1498.19,TRUE
2011,"Slovakia","Million euro","Mental health hospitals",33.15,TRUE
2011,"Slovakia","Million euro","Specialised hospitals (other than mental health hospitals)",1.04,TRUE
2011,"Finland","Million euro","All providers of health care",18261.42,FALSE
2011,"Finland","Million euro","Hospitals",6258.62,FALSE
2011,"Finland","Million euro","General hospitals",6253.16,FALSE
2011,"Finland","Million euro","Mental health hospitals",5.46,FALSE
2011,"Finland","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"Sweden","Million euro","All providers of health care",43024.65,FALSE
2011,"Sweden","Million euro","Hospitals",16563.05,FALSE
2011,"Sweden","Million euro","General hospitals",16563.05,FALSE
2011,"Sweden","Million euro","Mental health hospitals",981.36,TRUE
2011,"Sweden","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"Iceland","Million euro","All providers of health care",898.48,FALSE
2011,"Iceland","Million euro","Hospitals",332.03,FALSE
2011,"Iceland","Million euro","General hospitals",332.03,FALSE
2011,"Iceland","Million euro","Mental health hospitals",0,TRUE
2011,"Iceland","Million euro","Specialised hospitals (other than mental health hospitals)",0,TRUE
2011,"Liechtenstein","Million euro","All providers of health care",283.02,TRUE
2011,"Liechtenstein","Million euro","Hospitals",27.9,TRUE
2011,"Liechtenstein","Million euro","General hospitals",27.9,TRUE
2011,"Liechtenstein","Million euro","Mental health hospitals",0,TRUE
2011,"Liechtenstein","Million euro","Specialised hospitals (other than mental health hospitals)",0,TRUE
2011,"Norway","Million euro","All providers of health care",31493.31,FALSE
2011,"Norway","Million euro","Hospitals",12323.38,FALSE
2011,"Norway","Million euro","General hospitals",9497.78,FALSE
2011,"Norway","Million euro","Mental health hospitals",2825.6,FALSE
2011,"Norway","Million euro","Specialised hospitals (other than mental health hospitals)",0,TRUE
2011,"Switzerland","Million euro","All providers of health care",52119.65,FALSE
2011,"Switzerland","Million euro","Hospitals",18692.08,FALSE
2011,"Switzerland","Million euro","General hospitals",15214.52,FALSE
2011,"Switzerland","Million euro","Mental health hospitals",1491.4,FALSE
2011,"Switzerland","Million euro","Specialised hospitals (other than mental health hospitals)",1986.16,FALSE
2011,"United Kingdom","Million euro","All providers of health care",229998.79,TRUE
2011,"United Kingdom","Million euro","Hospitals",93210.11,TRUE
2011,"United Kingdom","Million euro","General hospitals",11357.76,TRUE
2011,"United Kingdom","Million euro","Mental health hospitals",981.36,TRUE
2011,"United Kingdom","Million euro","Specialised hospitals (other than mental health hospitals)",66.39,TRUE
2011,"Bosnia and Herzegovina","Million euro","All providers of health care",1322.65,TRUE
2011,"Bosnia and Herzegovina","Million euro","Hospitals",475.8,TRUE
2011,"Bosnia and Herzegovina","Million euro","General hospitals",442.33,TRUE
2011,"Bosnia and Herzegovina","Million euro","Mental health hospitals",3.67,TRUE
2011,"Bosnia and Herzegovina","Million euro","Specialised hospitals (other than mental health hospitals)",29.79,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","All providers of health care",1213033.51,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Hospitals",444547.49,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","General hospitals",10448.19,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Mental health hospitals",1039.49,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Specialised hospitals (other than mental health hospitals)",66.65,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","All providers of health care",1474601,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Hospitals",553241.98,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","General hospitals",10448.19,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",1039.49,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Specialised hospitals (other than mental health hospitals)",66.65,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","All providers of health care",1471573.21,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Hospitals",551868.65,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","General hospitals",10448.19,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Mental health hospitals",1039.49,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Specialised hospitals (other than mental health hospitals)",66.65,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","All providers of health care",1333671.16,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Hospitals",496066.46,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","General hospitals",10448.19,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Mental health hospitals",1039.49,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Specialised hospitals (other than mental health hospitals)",66.65,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","All providers of health care",1074381.4,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Hospitals",389966.3,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","General hospitals",10448.19,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Mental health hospitals",1039.49,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Specialised hospitals (other than mental health hospitals)",66.65,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","All providers of health care",1071957.52,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Hospitals",389134.37,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","General hospitals",10448.19,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Mental health hospitals",1039.49,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Specialised hospitals (other than mental health hospitals)",66.65,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","All providers of health care",986082.66,FALSE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Hospitals",358609.81,FALSE
2012,"Euro area - 12 countries (2001-2006)","Million euro","General hospitals",358609.81,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Mental health hospitals",358609.81,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Specialised hospitals (other than mental health hospitals)",358609.81,TRUE
2012,"Belgium","Million euro","All providers of health care",40574.75,FALSE
2012,"Belgium","Million euro","Hospitals",13639.85,FALSE
2012,"Belgium","Million euro","General hospitals",11863.15,FALSE
2012,"Belgium","Million euro","Mental health hospitals",1710.05,FALSE
2012,"Belgium","Million euro","Specialised hospitals (other than mental health hospitals)",66.65,FALSE
2012,"Bulgaria","Million euro","All providers of health care",3185.79,FALSE
2012,"Bulgaria","Million euro","Hospitals",1115.41,FALSE
2012,"Bulgaria","Million euro","General hospitals",851.1,FALSE
2012,"Bulgaria","Million euro","Mental health hospitals",14.5,FALSE
2012,"Bulgaria","Million euro","Specialised hospitals (other than mental health hospitals)",249.81,FALSE
2012,"Czechia","Million euro","All providers of health care",12202.11,TRUE
2012,"Czechia","Million euro","Hospitals",4971.52,TRUE
2012,"Czechia","Million euro","General hospitals",4476.73,TRUE
2012,"Czechia","Million euro","Mental health hospitals",173.28,TRUE
2012,"Czechia","Million euro","Specialised hospitals (other than mental health hospitals)",333.75,TRUE
2012,"Denmark","Million euro","All providers of health care",26072.23,FALSE
2012,"Denmark","Million euro","Hospitals",11487.69,FALSE
2012,"Denmark","Million euro","General hospitals",10448.19,FALSE
2012,"Denmark","Million euro","Mental health hospitals",1039.49,FALSE
2012,"Denmark","Million euro","Specialised hospitals (other than mental health hospitals)",0,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care",297784,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Hospitals",86930,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","General hospitals",78244,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",1039.49,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Specialised hospitals (other than mental health hospitals)",8686,FALSE
2012,"Estonia","Million euro","All providers of health care",1045.15,FALSE
2012,"Estonia","Million euro","Hospitals",494.23,FALSE
2012,"Estonia","Million euro","General hospitals",461.49,FALSE
2012,"Estonia","Million euro","Mental health hospitals",2.8,FALSE
2012,"Estonia","Million euro","Specialised hospitals (other than mental health hospitals)",29.95,FALSE
2012,"Ireland","Million euro","All providers of health care",18714.64,FALSE
2012,"Ireland","Million euro","Hospitals",6533.87,FALSE
2012,"Ireland","Million euro","General hospitals",5564.5,FALSE
2012,"Ireland","Million euro","Mental health hospitals",264.26,FALSE
2012,"Ireland","Million euro","Specialised hospitals (other than mental health hospitals)",705.11,FALSE
2012,"Greece","Million euro","All providers of health care",16811.38,FALSE
2012,"Greece","Million euro","Hospitals",7611.27,FALSE
2012,"Greece","Million euro","General hospitals",6569.63,FALSE
2012,"Greece","Million euro","Mental health hospitals",332.36,FALSE
2012,"Greece","Million euro","Specialised hospitals (other than mental health hospitals)",709.28,FALSE
2012,"Spain","Million euro","All providers of health care",94417.66,FALSE
2012,"Spain","Million euro","Hospitals",39914.26,FALSE
2012,"Spain","Million euro","General hospitals",37084.54,FALSE
2012,"Spain","Million euro","Mental health hospitals",751.72,FALSE
2012,"Spain","Million euro","Specialised hospitals (other than mental health hospitals)",2078.01,FALSE
2012,"France","Million euro","All providers of health care",236311.46,FALSE
2012,"France","Million euro","Hospitals",89646.33,FALSE
2012,"France","Million euro","General hospitals",75839.33,FALSE
2012,"France","Million euro","Mental health hospitals",13454.33,FALSE
2012,"France","Million euro","Specialised hospitals (other than mental health hospitals)",352.66,FALSE
2012,"Croatia","Million euro","All providers of health care",2907.78,TRUE
2012,"Croatia","Million euro","Hospitals",1286,TRUE
2012,"Croatia","Million euro","General hospitals",1163.06,TRUE
2012,"Croatia","Million euro","Mental health hospitals",43.57,TRUE
2012,"Croatia","Million euro","Specialised hospitals (other than mental health hospitals)",96.01,TRUE
2012,"Italy","Million euro","All providers of health care",142676,FALSE
2012,"Italy","Million euro","Hospitals",65954,FALSE
2012,"Italy","Million euro","General hospitals",10448.19,TRUE
2012,"Italy","Million euro","Mental health hospitals",1039.49,TRUE
2012,"Italy","Million euro","Specialised hospitals (other than mental health hospitals)",66.65,TRUE
2012,"Cyprus","Million euro","All providers of health care",1274.3,FALSE
2012,"Cyprus","Million euro","Hospitals",576.23,FALSE
2012,"Cyprus","Million euro","General hospitals",477.12,FALSE
2012,"Cyprus","Million euro","Mental health hospitals",14.64,FALSE
2012,"Cyprus","Million euro","Specialised hospitals (other than mental health hospitals)",84.47,FALSE
2012,"Latvia","Million euro","All providers of health care",1290.77,TRUE
2012,"Latvia","Million euro","Hospitals",443.65,TRUE
2012,"Latvia","Million euro","General hospitals",344.77,TRUE
2012,"Latvia","Million euro","Mental health hospitals",35.8,TRUE
2012,"Latvia","Million euro","Specialised hospitals (other than mental health hospitals)",62.82,TRUE
2012,"Lithuania","Million euro","All providers of health care",2096.85,FALSE
2012,"Lithuania","Million euro","Hospitals",742.86,FALSE
2012,"Lithuania","Million euro","General hospitals",636.29,FALSE
2012,"Lithuania","Million euro","Mental health hospitals",15.89,FALSE
2012,"Lithuania","Million euro","Specialised hospitals (other than mental health hospitals)",90.68,FALSE
2012,"Luxembourg","Million euro","All providers of health care",2463.12,FALSE
2012,"Luxembourg","Million euro","Hospitals",759.42,FALSE
2012,"Luxembourg","Million euro","General hospitals",668.87,FALSE
2012,"Luxembourg","Million euro","Mental health hospitals",38.36,FALSE
2012,"Luxembourg","Million euro","Specialised hospitals (other than mental health hospitals)",52.19,FALSE
2012,"Hungary","Million euro","All providers of health care",7428.99,FALSE
2012,"Hungary","Million euro","Hospitals",2515.62,FALSE
2012,"Hungary","Million euro","General hospitals",2294.23,FALSE
2012,"Hungary","Million euro","Mental health hospitals",37.89,FALSE
2012,"Hungary","Million euro","Specialised hospitals (other than mental health hospitals)",183.5,FALSE
2012,"Malta","Million euro","All providers of health care",889.47,TRUE
2012,"Malta","Million euro","Hospitals",385.21,TRUE
2012,"Malta","Million euro","General hospitals",333.01,TRUE
2012,"Malta","Million euro","Mental health hospitals",25.38,TRUE
2012,"Malta","Million euro","Specialised hospitals (other than mental health hospitals)",25.49,TRUE
2012,"Netherlands","Million euro","All providers of health care",68816.48,FALSE
2012,"Netherlands","Million euro","Hospitals",21843.44,FALSE
2012,"Netherlands","Million euro","General hospitals",16850.57,FALSE
2012,"Netherlands","Million euro","Mental health hospitals",4102.67,FALSE
2012,"Netherlands","Million euro","Specialised hospitals (other than mental health hospitals)",890.2,FALSE
2012,"Austria","Million euro","All providers of health care",32499.92,FALSE
2012,"Austria","Million euro","Hospitals",12747.46,FALSE
2012,"Austria","Million euro","General hospitals",11337.12,FALSE
2012,"Austria","Million euro","Mental health hospitals",1039.49,TRUE
2012,"Austria","Million euro","Specialised hospitals (other than mental health hospitals)",1410.35,FALSE
2012,"Poland","Million euro","All providers of health care",25681.21,TRUE
2012,"Poland","Million euro","Hospitals",9118.38,TRUE
2012,"Poland","Million euro","General hospitals",8213,TRUE
2012,"Poland","Million euro","Mental health hospitals",420.95,TRUE
2012,"Poland","Million euro","Specialised hospitals (other than mental health hospitals)",484.43,TRUE
2012,"Portugal","Million euro","All providers of health care",15742.27,FALSE
2012,"Portugal","Million euro","Hospitals",6488.64,FALSE
2012,"Portugal","Million euro","General hospitals",6363.97,FALSE
2012,"Portugal","Million euro","Mental health hospitals",124.66,FALSE
2012,"Portugal","Million euro","Specialised hospitals (other than mental health hospitals)",66.65,TRUE
2012,"Romania","Million euro","All providers of health care",6281.85,FALSE
2012,"Romania","Million euro","Hospitals",2366.4,FALSE
2012,"Romania","Million euro","General hospitals",2000.3,FALSE
2012,"Romania","Million euro","Mental health hospitals",67.8,FALSE
2012,"Romania","Million euro","Specialised hospitals (other than mental health hospitals)",298.3,FALSE
2012,"Slovenia","Million euro","All providers of health care",3309.2,TRUE
2012,"Slovenia","Million euro","Hospitals",1359.81,TRUE
2012,"Slovenia","Million euro","General hospitals",1064.28,TRUE
2012,"Slovenia","Million euro","Mental health hospitals",51.01,TRUE
2012,"Slovenia","Million euro","Specialised hospitals (other than mental health hospitals)",244.51,TRUE
2012,"Slovakia","Million euro","All providers of health care",5550.07,FALSE
2012,"Slovakia","Million euro","Hospitals",1463.44,FALSE
2012,"Slovakia","Million euro","General hospitals",1430.89,FALSE
2012,"Slovakia","Million euro","Mental health hospitals",31.53,FALSE
2012,"Slovakia","Million euro","Specialised hospitals (other than mental health hospitals)",1.01,FALSE
2012,"Finland","Million euro","All providers of health care",19271,FALSE
2012,"Finland","Million euro","Hospitals",6541.27,FALSE
2012,"Finland","Million euro","General hospitals",6534.72,FALSE
2012,"Finland","Million euro","Mental health hospitals",6.55,FALSE
2012,"Finland","Million euro","Specialised hospitals (other than mental health hospitals)",66.65,TRUE
2012,"Sweden","Million euro","All providers of health care",46166.63,FALSE
2012,"Sweden","Million euro","Hospitals",17679.6,FALSE
2012,"Sweden","Million euro","General hospitals",17679.6,FALSE
2012,"Sweden","Million euro","Mental health hospitals",1039.49,TRUE
2012,"Sweden","Million euro","Specialised hospitals (other than mental health hospitals)",66.65,TRUE
2012,"Iceland","Million euro","All providers of health care",939.05,FALSE
2012,"Iceland","Million euro","Hospitals",351.73,FALSE
2012,"Iceland","Million euro","General hospitals",351.73,FALSE
2012,"Iceland","Million euro","Mental health hospitals",0,TRUE
2012,"Iceland","Million euro","Specialised hospitals (other than mental health hospitals)",0,TRUE
2012,"Liechtenstein","Million euro","All providers of health care",283.02,TRUE
2012,"Liechtenstein","Million euro","Hospitals",27.9,TRUE
2012,"Liechtenstein","Million euro","General hospitals",27.9,TRUE
2012,"Liechtenstein","Million euro","Mental health hospitals",0,TRUE
2012,"Liechtenstein","Million euro","Specialised hospitals (other than mental health hospitals)",0,TRUE
