"TIME","GEO","UNIT","ICD9CM","Value","Value_imp"
2007,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney",34.57,FALSE
2007,"Denmark","Number","Transplantation of kidney and haemodialysis",4527,FALSE
2007,"Denmark","Number","Haemodialysis",2717,FALSE
2007,"Denmark","Number","Transplantation of kidney",1810,FALSE
2007,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",82.89,FALSE
2007,"Denmark","Per hundred thousand inhabitants","Haemodialysis",49.75,FALSE
2007,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney",33.14,FALSE
2007,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",87151,TRUE
2007,"Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",63427,TRUE
2007,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",23724,TRUE
2007,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",107.25,TRUE
2007,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",76.91,TRUE
2007,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",30.6,TRUE
2007,"Estonia","Number","Transplantation of kidney and haemodialysis",9659,TRUE
2007,"Estonia","Number","Haemodialysis",6086,TRUE
2007,"Estonia","Number","Transplantation of kidney",395,TRUE
2007,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",93.47,TRUE
2007,"Estonia","Per hundred thousand inhabitants","Haemodialysis",58.89,TRUE
2007,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney",29.47,TRUE
2007,"Ireland","Number","Transplantation of kidney and haemodialysis",3143,FALSE
2007,"Ireland","Number","Haemodialysis",1520,FALSE
2007,"Ireland","Number","Transplantation of kidney",1623,FALSE
2007,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",72.14,FALSE
2007,"Ireland","Per hundred thousand inhabitants","Haemodialysis",34.89,FALSE
2007,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney",37.25,FALSE
2007,"Greece","Number","Transplantation of kidney and haemodialysis",11318,FALSE
2007,"Greece","Number","Haemodialysis",9083,FALSE
2007,"Greece","Number","Transplantation of kidney",2235,FALSE
2007,"Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",101.12,FALSE
2007,"Greece","Per hundred thousand inhabitants","Haemodialysis",81.15,FALSE
2007,"Greece","Per hundred thousand inhabitants","Transplantation of kidney",19.97,FALSE
2007,"Spain","Number","Transplantation of kidney and haemodialysis",41547,FALSE
2007,"Spain","Number","Haemodialysis",21974,FALSE
2007,"Spain","Number","Transplantation of kidney",19573,FALSE
2007,"Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",92.58,FALSE
2007,"Spain","Per hundred thousand inhabitants","Haemodialysis",48.96,FALSE
2007,"Spain","Per hundred thousand inhabitants","Transplantation of kidney",43.61,FALSE
2007,"France","Number","Transplantation of kidney and haemodialysis",59600,FALSE
2007,"France","Number","Haemodialysis",32600,FALSE
2007,"France","Number","Transplantation of kidney",27000,FALSE
2007,"France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",93.38,FALSE
2007,"France","Per hundred thousand inhabitants","Haemodialysis",51.08,FALSE
2007,"France","Per hundred thousand inhabitants","Transplantation of kidney",42.3,FALSE
2007,"Croatia","Number","Transplantation of kidney and haemodialysis",3932,FALSE
2007,"Croatia","Number","Haemodialysis",3023,FALSE
2007,"Croatia","Number","Transplantation of kidney",909,FALSE
2007,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",88.58,FALSE
2007,"Croatia","Per hundred thousand inhabitants","Haemodialysis",68.1,FALSE
2007,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney",20.48,FALSE
2007,"Italy","Number","Transplantation of kidney and haemodialysis",53903,FALSE
2007,"Italy","Number","Haemodialysis",43761,FALSE
2007,"Italy","Number","Transplantation of kidney",10142,FALSE
2007,"Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",90.78,FALSE
2007,"Italy","Per hundred thousand inhabitants","Haemodialysis",73.7,FALSE
2007,"Italy","Per hundred thousand inhabitants","Transplantation of kidney",17.08,FALSE
2007,"Lithuania","Number","Transplantation of kidney and haemodialysis",2671,TRUE
2007,"Lithuania","Number","Haemodialysis",1888,TRUE
2007,"Lithuania","Number","Transplantation of kidney",460,FALSE
2007,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",90.31,TRUE
2007,"Lithuania","Per hundred thousand inhabitants","Haemodialysis",63.02,TRUE
2007,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney",13.63,FALSE
2007,"Luxembourg","Number","Transplantation of kidney and haemodialysis",9659,TRUE
2007,"Luxembourg","Number","Haemodialysis",237,FALSE
2007,"Luxembourg","Number","Transplantation of kidney",3573,TRUE
2007,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",93.47,TRUE
2007,"Luxembourg","Per hundred thousand inhabitants","Haemodialysis",49.38,FALSE
2007,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",34.57,TRUE
2007,"Hungary","Number","Transplantation of kidney and haemodialysis",7964,FALSE
2007,"Hungary","Number","Haemodialysis",5746,FALSE
2007,"Hungary","Number","Transplantation of kidney",2218,FALSE
2007,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",79.2,FALSE
2007,"Hungary","Per hundred thousand inhabitants","Haemodialysis",57.14,FALSE
2007,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney",22.06,FALSE
2007,"Malta","Number","Transplantation of kidney and haemodialysis",9659,TRUE
2007,"Malta","Number","Haemodialysis",519,TRUE
2007,"Malta","Number","Transplantation of kidney",3573,TRUE
2007,"Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",93.47,TRUE
2007,"Malta","Per hundred thousand inhabitants","Haemodialysis",63.02,TRUE
2007,"Malta","Per hundred thousand inhabitants","Transplantation of kidney",34.57,TRUE
2007,"Netherlands","Number","Transplantation of kidney and haemodialysis",12363,FALSE
2007,"Netherlands","Number","Haemodialysis",5780,FALSE
2007,"Netherlands","Number","Transplantation of kidney",6583,FALSE
2007,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",75.47,FALSE
2007,"Netherlands","Per hundred thousand inhabitants","Haemodialysis",35.28,FALSE
2007,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney",40.19,FALSE
2007,"Austria","Number","Transplantation of kidney and haemodialysis",7738,FALSE
2007,"Austria","Number","Haemodialysis",3947,FALSE
2007,"Austria","Number","Transplantation of kidney",3791,FALSE
2007,"Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",93.22,FALSE
2007,"Austria","Per hundred thousand inhabitants","Haemodialysis",47.55,FALSE
2007,"Austria","Per hundred thousand inhabitants","Transplantation of kidney",45.67,FALSE
2007,"Poland","Number","Transplantation of kidney and haemodialysis",9659,TRUE
2007,"Poland","Number","Haemodialysis",25813,FALSE
2007,"Poland","Number","Transplantation of kidney",3573,TRUE
2007,"Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",93.47,TRUE
2007,"Poland","Per hundred thousand inhabitants","Haemodialysis",67.71,FALSE
2007,"Poland","Per hundred thousand inhabitants","Transplantation of kidney",34.57,TRUE
2007,"Portugal","Number","Transplantation of kidney and haemodialysis",14567,FALSE
2007,"Portugal","Number","Haemodialysis",9554,FALSE
2007,"Portugal","Number","Transplantation of kidney",5013,FALSE
2007,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",137.32,FALSE
2007,"Portugal","Per hundred thousand inhabitants","Haemodialysis",90.06,FALSE
2007,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney",47.26,FALSE
2007,"Romania","Number","Transplantation of kidney and haemodialysis",11384,FALSE
2007,"Romania","Number","Haemodialysis",11384,FALSE
2007,"Romania","Number","Transplantation of kidney",3573,TRUE
2007,"Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",52.83,FALSE
2007,"Romania","Per hundred thousand inhabitants","Haemodialysis",52.83,FALSE
2007,"Romania","Per hundred thousand inhabitants","Transplantation of kidney",34.57,TRUE
2007,"Slovakia","Number","Transplantation of kidney and haemodialysis",4583,TRUE
2007,"Slovakia","Number","Haemodialysis",2930,FALSE
2007,"Slovakia","Number","Transplantation of kidney",1343,TRUE
2007,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.75,TRUE
2007,"Slovakia","Per hundred thousand inhabitants","Haemodialysis",54.29,FALSE
2007,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",24.83,TRUE
2007,"Finland","Number","Transplantation of kidney and haemodialysis",3949,FALSE
2007,"Finland","Number","Haemodialysis",1594,FALSE
2007,"Finland","Number","Transplantation of kidney",2355,FALSE
2007,"Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",74.67,FALSE
2007,"Finland","Per hundred thousand inhabitants","Haemodialysis",30.14,FALSE
2007,"Finland","Per hundred thousand inhabitants","Transplantation of kidney",44.53,FALSE
2007,"Iceland","Number","Transplantation of kidney and haemodialysis",158,FALSE
2007,"Iceland","Number","Haemodialysis",60,FALSE
2007,"Iceland","Number","Transplantation of kidney",98,FALSE
2007,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",50.71,FALSE
2007,"Iceland","Per hundred thousand inhabitants","Haemodialysis",19.26,FALSE
2007,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney",31.45,FALSE
2007,"Liechtenstein","Number","Transplantation of kidney and haemodialysis",0,TRUE
2007,"Liechtenstein","Number","Haemodialysis",0,TRUE
2007,"Liechtenstein","Number","Transplantation of kidney",0,TRUE
2007,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",0,TRUE
2007,"Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",0,TRUE
2007,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",0,TRUE
2007,"Switzerland","Number","Transplantation of kidney and haemodialysis",9659,TRUE
2007,"Switzerland","Number","Haemodialysis",6086,TRUE
2007,"Switzerland","Number","Transplantation of kidney",3573,TRUE
2007,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",93.47,TRUE
2007,"Switzerland","Per hundred thousand inhabitants","Haemodialysis",58.89,TRUE
2007,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",34.57,TRUE
2007,"United Kingdom","Number","Transplantation of kidney and haemodialysis",45484,FALSE
2007,"United Kingdom","Number","Haemodialysis",24352,FALSE
2007,"United Kingdom","Number","Transplantation of kidney",21132,FALSE
2007,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",74.58,FALSE
2007,"United Kingdom","Per hundred thousand inhabitants","Haemodialysis",39.93,FALSE
2007,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney",34.65,FALSE
2007,"Serbia","Number","Transplantation of kidney and haemodialysis",9659,TRUE
2007,"Serbia","Number","Haemodialysis",4146,FALSE
2007,"Serbia","Number","Transplantation of kidney",3573,TRUE
2007,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",93.47,TRUE
2007,"Serbia","Per hundred thousand inhabitants","Haemodialysis",56.17,FALSE
2007,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney",34.57,TRUE
2007,"Turkey","Number","Transplantation of kidney and haemodialysis",60635,TRUE
2007,"Turkey","Number","Haemodialysis",46508,FALSE
2007,"Turkey","Number","Transplantation of kidney",5743,TRUE
2007,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",80.52,TRUE
2007,"Turkey","Per hundred thousand inhabitants","Haemodialysis",66.31,FALSE
2007,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney",7.64,TRUE
2008,"Belgium","Number","Transplantation of kidney and haemodialysis",10948,TRUE
2008,"Belgium","Number","Haemodialysis",6475,TRUE
2008,"Belgium","Number","Transplantation of kidney",4473,TRUE
2008,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.79,TRUE
2008,"Belgium","Per hundred thousand inhabitants","Haemodialysis",61.39,TRUE
2008,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney",42.41,TRUE
2008,"Bulgaria","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2008,"Bulgaria","Number","Haemodialysis",6269,TRUE
2008,"Bulgaria","Number","Transplantation of kidney",1895,TRUE
2008,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",95.51,TRUE
2008,"Bulgaria","Per hundred thousand inhabitants","Haemodialysis",60.14,TRUE
2008,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",34.49,TRUE
2008,"Czechia","Number","Transplantation of kidney and haemodialysis",9956,FALSE
2008,"Czechia","Number","Haemodialysis",6269,FALSE
2008,"Czechia","Number","Transplantation of kidney",3687,FALSE
2008,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",95.51,FALSE
2008,"Czechia","Per hundred thousand inhabitants","Haemodialysis",60.14,FALSE
2008,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney",35.37,FALSE
2008,"Denmark","Number","Transplantation of kidney and haemodialysis",4613,FALSE
2008,"Denmark","Number","Haemodialysis",2718,FALSE
2008,"Denmark","Number","Transplantation of kidney",1895,FALSE
2008,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",83.97,FALSE
2008,"Denmark","Per hundred thousand inhabitants","Haemodialysis",49.48,FALSE
2008,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney",34.49,FALSE
2008,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",87151,TRUE
2008,"Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",63427,TRUE
2008,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",23724,TRUE
2008,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",105.68,TRUE
2008,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",76.91,TRUE
2008,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",30.6,TRUE
2008,"Estonia","Number","Transplantation of kidney and haemodialysis",4613,TRUE
2008,"Estonia","Number","Haemodialysis",2718,TRUE
2008,"Estonia","Number","Transplantation of kidney",357,FALSE
2008,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",83.97,TRUE
2008,"Estonia","Per hundred thousand inhabitants","Haemodialysis",49.48,TRUE
2008,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney",26.63,FALSE
2008,"Ireland","Number","Transplantation of kidney and haemodialysis",3329,FALSE
2008,"Ireland","Number","Haemodialysis",1601,FALSE
2008,"Ireland","Number","Transplantation of kidney",1728,FALSE
2008,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",75.22,FALSE
2008,"Ireland","Per hundred thousand inhabitants","Haemodialysis",36.18,FALSE
2008,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney",39.04,FALSE
2008,"Greece","Number","Transplantation of kidney and haemodialysis",11606,FALSE
2008,"Greece","Number","Haemodialysis",9226,FALSE
2008,"Greece","Number","Transplantation of kidney",2380,FALSE
2008,"Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.28,FALSE
2008,"Greece","Per hundred thousand inhabitants","Haemodialysis",82.1,FALSE
2008,"Greece","Per hundred thousand inhabitants","Transplantation of kidney",21.18,FALSE
2008,"Spain","Number","Transplantation of kidney and haemodialysis",44875,FALSE
2008,"Spain","Number","Haemodialysis",22609,FALSE
2008,"Spain","Number","Transplantation of kidney",22266,FALSE
2008,"Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",98.51,FALSE
2008,"Spain","Per hundred thousand inhabitants","Haemodialysis",49.63,FALSE
2008,"Spain","Per hundred thousand inhabitants","Transplantation of kidney",48.88,FALSE
2008,"France","Number","Transplantation of kidney and haemodialysis",56755,FALSE
2008,"France","Number","Haemodialysis",31056,FALSE
2008,"France","Number","Transplantation of kidney",25699,FALSE
2008,"France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",88.43,FALSE
2008,"France","Per hundred thousand inhabitants","Haemodialysis",48.39,FALSE
2008,"France","Per hundred thousand inhabitants","Transplantation of kidney",40.04,FALSE
2008,"Croatia","Number","Transplantation of kidney and haemodialysis",4009,FALSE
2008,"Croatia","Number","Haemodialysis",2987,FALSE
2008,"Croatia","Number","Transplantation of kidney",1022,FALSE
2008,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",90.38,FALSE
2008,"Croatia","Per hundred thousand inhabitants","Haemodialysis",67.34,FALSE
2008,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney",23.04,FALSE
2008,"Italy","Number","Transplantation of kidney and haemodialysis",56497,FALSE
2008,"Italy","Number","Haemodialysis",45025,FALSE
2008,"Italy","Number","Transplantation of kidney",11472,FALSE
2008,"Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",94.43,FALSE
2008,"Italy","Per hundred thousand inhabitants","Haemodialysis",75.25,FALSE
2008,"Italy","Per hundred thousand inhabitants","Transplantation of kidney",19.17,FALSE
2008,"Lithuania","Number","Transplantation of kidney and haemodialysis",2671,TRUE
2008,"Lithuania","Number","Haemodialysis",1888,TRUE
2008,"Lithuania","Number","Transplantation of kidney",509,FALSE
2008,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",90.31,TRUE
2008,"Lithuania","Per hundred thousand inhabitants","Haemodialysis",60.75,TRUE
2008,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney",15.16,FALSE
2008,"Luxembourg","Number","Transplantation of kidney and haemodialysis",4613,TRUE
2008,"Luxembourg","Number","Haemodialysis",276,FALSE
2008,"Luxembourg","Number","Transplantation of kidney",1895,TRUE
2008,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",83.97,TRUE
2008,"Luxembourg","Per hundred thousand inhabitants","Haemodialysis",56.48,FALSE
2008,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",34.49,TRUE
2008,"Hungary","Number","Transplantation of kidney and haemodialysis",8590,FALSE
2008,"Hungary","Number","Haemodialysis",6229,FALSE
2008,"Hungary","Number","Transplantation of kidney",2361,FALSE
2008,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.57,FALSE
2008,"Hungary","Per hundred thousand inhabitants","Haemodialysis",62.05,FALSE
2008,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney",23.52,FALSE
2008,"Malta","Number","Transplantation of kidney and haemodialysis",4613,TRUE
2008,"Malta","Number","Haemodialysis",519,TRUE
2008,"Malta","Number","Transplantation of kidney",1895,TRUE
2008,"Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",83.97,TRUE
2008,"Malta","Per hundred thousand inhabitants","Haemodialysis",60.14,TRUE
2008,"Malta","Per hundred thousand inhabitants","Transplantation of kidney",34.49,TRUE
2008,"Netherlands","Number","Transplantation of kidney and haemodialysis",12825,FALSE
2008,"Netherlands","Number","Haemodialysis",5851,FALSE
2008,"Netherlands","Number","Transplantation of kidney",6974,FALSE
2008,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",77.98,FALSE
2008,"Netherlands","Per hundred thousand inhabitants","Haemodialysis",35.58,FALSE
2008,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney",42.41,FALSE
2008,"Austria","Number","Transplantation of kidney and haemodialysis",7920,FALSE
2008,"Austria","Number","Haemodialysis",4045,FALSE
2008,"Austria","Number","Transplantation of kidney",3875,FALSE
2008,"Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",95,FALSE
2008,"Austria","Per hundred thousand inhabitants","Haemodialysis",48.52,FALSE
2008,"Austria","Per hundred thousand inhabitants","Transplantation of kidney",46.48,FALSE
2008,"Poland","Number","Transplantation of kidney and haemodialysis",4613,TRUE
2008,"Poland","Number","Haemodialysis",29396,FALSE
2008,"Poland","Number","Transplantation of kidney",1895,TRUE
2008,"Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",83.97,TRUE
2008,"Poland","Per hundred thousand inhabitants","Haemodialysis",77.1,FALSE
2008,"Poland","Per hundred thousand inhabitants","Transplantation of kidney",34.49,TRUE
2008,"Portugal","Number","Transplantation of kidney and haemodialysis",14965,FALSE
2008,"Portugal","Number","Haemodialysis",9814,FALSE
2008,"Portugal","Number","Transplantation of kidney",5151,FALSE
2008,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",140.88,FALSE
2008,"Portugal","Per hundred thousand inhabitants","Haemodialysis",92.39,FALSE
2008,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney",48.49,FALSE
2008,"Romania","Number","Transplantation of kidney and haemodialysis",9864,FALSE
2008,"Romania","Number","Haemodialysis",9864,FALSE
2008,"Romania","Number","Transplantation of kidney",2240,TRUE
2008,"Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",45.85,FALSE
2008,"Romania","Per hundred thousand inhabitants","Haemodialysis",45.85,FALSE
2008,"Romania","Per hundred thousand inhabitants","Transplantation of kidney",34.49,TRUE
2008,"Slovakia","Number","Transplantation of kidney and haemodialysis",4583,TRUE
2008,"Slovakia","Number","Haemodialysis",2937,FALSE
2008,"Slovakia","Number","Transplantation of kidney",1343,TRUE
2008,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.75,TRUE
2008,"Slovakia","Per hundred thousand inhabitants","Haemodialysis",54.32,FALSE
2008,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",24.83,TRUE
2008,"Finland","Number","Transplantation of kidney and haemodialysis",4088,FALSE
2008,"Finland","Number","Haemodialysis",1700,FALSE
2008,"Finland","Number","Transplantation of kidney",2388,FALSE
2008,"Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",76.94,FALSE
2008,"Finland","Per hundred thousand inhabitants","Haemodialysis",31.99,FALSE
2008,"Finland","Per hundred thousand inhabitants","Transplantation of kidney",44.94,FALSE
2008,"Iceland","Number","Transplantation of kidney and haemodialysis",167,FALSE
2008,"Iceland","Number","Haemodialysis",64,FALSE
2008,"Iceland","Number","Transplantation of kidney",103,FALSE
2008,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",52.61,FALSE
2008,"Iceland","Per hundred thousand inhabitants","Haemodialysis",20.16,FALSE
2008,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney",32.45,FALSE
2008,"Liechtenstein","Number","Transplantation of kidney and haemodialysis",0,TRUE
2008,"Liechtenstein","Number","Haemodialysis",0,TRUE
2008,"Liechtenstein","Number","Transplantation of kidney",0,TRUE
2008,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",0,TRUE
2008,"Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",0,TRUE
2008,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",0,TRUE
2008,"Switzerland","Number","Transplantation of kidney and haemodialysis",4613,TRUE
2008,"Switzerland","Number","Haemodialysis",2718,TRUE
2008,"Switzerland","Number","Transplantation of kidney",1895,TRUE
2008,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",83.97,TRUE
2008,"Switzerland","Per hundred thousand inhabitants","Haemodialysis",49.48,TRUE
2008,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",34.49,TRUE
2008,"United Kingdom","Number","Transplantation of kidney and haemodialysis",47209,FALSE
2008,"United Kingdom","Number","Haemodialysis",25225,FALSE
2008,"United Kingdom","Number","Transplantation of kidney",21984,FALSE
2008,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",76.9,FALSE
2008,"United Kingdom","Per hundred thousand inhabitants","Haemodialysis",41.09,FALSE
2008,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney",35.81,FALSE
2008,"Serbia","Number","Transplantation of kidney and haemodialysis",4613,TRUE
2008,"Serbia","Number","Haemodialysis",4369,FALSE
2008,"Serbia","Number","Transplantation of kidney",1895,TRUE
2008,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",83.97,TRUE
2008,"Serbia","Per hundred thousand inhabitants","Haemodialysis",59.44,FALSE
2008,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney",34.49,TRUE
2008,"Turkey","Number","Transplantation of kidney and haemodialysis",60635,TRUE
2008,"Turkey","Number","Haemodialysis",50554,FALSE
2008,"Turkey","Number","Transplantation of kidney",5743,TRUE
2008,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",80.52,TRUE
2008,"Turkey","Per hundred thousand inhabitants","Haemodialysis",71.15,FALSE
2008,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney",7.64,TRUE
2009,"Belgium","Number","Transplantation of kidney and haemodialysis",10948,TRUE
2009,"Belgium","Number","Haemodialysis",6475,TRUE
2009,"Belgium","Number","Transplantation of kidney",4473,TRUE
2009,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.79,TRUE
2009,"Belgium","Per hundred thousand inhabitants","Haemodialysis",61.39,TRUE
2009,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney",42.41,TRUE
2009,"Bulgaria","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2009,"Bulgaria","Number","Haemodialysis",6413,TRUE
2009,"Bulgaria","Number","Transplantation of kidney",2000,TRUE
2009,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",97.11,TRUE
2009,"Bulgaria","Per hundred thousand inhabitants","Haemodialysis",61.15,TRUE
2009,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",35.96,TRUE
2009,"Czechia","Number","Transplantation of kidney and haemodialysis",10184,FALSE
2009,"Czechia","Number","Haemodialysis",6413,FALSE
2009,"Czechia","Number","Transplantation of kidney",3771,FALSE
2009,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",97.11,FALSE
2009,"Czechia","Per hundred thousand inhabitants","Haemodialysis",61.15,FALSE
2009,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney",35.96,FALSE
2009,"Denmark","Number","Transplantation of kidney and haemodialysis",4705,FALSE
2009,"Denmark","Number","Haemodialysis",2705,FALSE
2009,"Denmark","Number","Transplantation of kidney",2000,FALSE
2009,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.19,FALSE
2009,"Denmark","Per hundred thousand inhabitants","Haemodialysis",48.98,FALSE
2009,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney",36.21,FALSE
2009,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",87151,TRUE
2009,"Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",63427,TRUE
2009,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",23724,TRUE
2009,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",105.68,TRUE
2009,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",76.91,TRUE
2009,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",30.6,TRUE
2009,"Estonia","Number","Transplantation of kidney and haemodialysis",4705,TRUE
2009,"Estonia","Number","Haemodialysis",2705,TRUE
2009,"Estonia","Number","Transplantation of kidney",395,FALSE
