"TIME","GEO","MORTALIT","SEX","ICD10","UNIT","Value","Flag and Footnotes"
"2012","Portugal","Treatable mortality","Total","Total","Rate","93.05",""
"2012","Portugal","Treatable mortality","Males","Total","Number","4 669",""
"2012","Portugal","Treatable mortality","Males","Total","Rate","110.35",""
"2012","Portugal","Treatable mortality","Females","Total","Number","3 936.5",""
"2012","Portugal","Treatable mortality","Females","Total","Rate","78.83",""
"2012","Romania","Total","Total","Total","Number","94 848",""
"2012","Romania","Total","Total","Total","Rate","552.27",""
"2012","Romania","Total","Males","Total","Number","61 599",""
"2012","Romania","Total","Males","Total","Rate","781.93",""
"2012","Romania","Total","Females","Total","Number","33 249",""
"2012","Romania","Total","Females","Total","Rate","357.68",""
"2012","Romania","Preventable mortality","Total","Total","Number","57 486.5",""
"2012","Romania","Preventable mortality","Total","Total","Rate","332.47",""
"2012","Romania","Preventable mortality","Males","Total","Number","40 407",""
"2012","Romania","Preventable mortality","Males","Total","Rate","507.18",""
"2012","Romania","Preventable mortality","Females","Total","Number","17 079.5",""
"2012","Romania","Preventable mortality","Females","Total","Rate","183.13",""
"2012","Romania","Treatable mortality","Total","Total","Number","37 361.5",""
"2012","Romania","Treatable mortality","Total","Total","Rate","219.8",""
"2012","Romania","Treatable mortality","Males","Total","Number","21 192",""
"2012","Romania","Treatable mortality","Males","Total","Rate","274.74",""
"2012","Romania","Treatable mortality","Females","Total","Number","16 169.5",""
"2012","Romania","Treatable mortality","Females","Total","Rate","174.55",""
"2012","Slovenia","Total","Total","Total","Number","5 416",""
"2012","Slovenia","Total","Total","Total","Rate","297.41",""
"2012","Slovenia","Total","Males","Total","Number","3 720",""
"2012","Slovenia","Total","Males","Total","Rate","423.69",""
"2012","Slovenia","Total","Females","Total","Number","1 696",""
"2012","Slovenia","Total","Females","Total","Rate","180.63",""
"2012","Slovenia","Preventable mortality","Total","Total","Number","3 741",""
"2012","Slovenia","Preventable mortality","Total","Total","Rate","203.29",""
"2012","Slovenia","Preventable mortality","Males","Total","Number","2 773.5",""
"2012","Slovenia","Preventable mortality","Males","Total","Rate","311.21",""
"2012","Slovenia","Preventable mortality","Females","Total","Number","967.5",""
"2012","Slovenia","Preventable mortality","Females","Total","Rate","102.52",""
"2012","Slovenia","Treatable mortality","Total","Total","Number","1 675",""
"2012","Slovenia","Treatable mortality","Total","Total","Rate","94.13",""
"2012","Slovenia","Treatable mortality","Males","Total","Number","946.5",""
"2012","Slovenia","Treatable mortality","Males","Total","Rate","112.49",""
"2012","Slovenia","Treatable mortality","Females","Total","Number","728.5",""
"2012","Slovenia","Treatable mortality","Females","Total","Rate","78.11",""
"2012","Slovakia","Total","Total","Total","Number","19 709",""
"2012","Slovakia","Total","Total","Total","Rate","458.45",""
"2012","Slovakia","Total","Males","Total","Number","13 363",""
"2012","Slovakia","Total","Males","Total","Rate","684.49",""
"2012","Slovakia","Total","Females","Total","Number","6 346",""
"2012","Slovakia","Total","Females","Total","Rate","274.44",""
"2012","Slovakia","Preventable mortality","Total","Total","Number","12 090",""
"2012","Slovakia","Preventable mortality","Total","Total","Rate","276.16",""
"2012","Slovakia","Preventable mortality","Males","Total","Number","8 932.5",""
"2012","Slovakia","Preventable mortality","Males","Total","Rate","447.23",""
"2012","Slovakia","Preventable mortality","Females","Total","Number","3 157.5",""
"2012","Slovakia","Preventable mortality","Females","Total","Rate","135.42",""
"2012","Slovakia","Treatable mortality","Total","Total","Number","7 619",""
"2012","Slovakia","Treatable mortality","Total","Total","Rate","182.3",""
"2012","Slovakia","Treatable mortality","Males","Total","Number","4 430.5",""
"2012","Slovakia","Treatable mortality","Males","Total","Rate","237.26",""
"2012","Slovakia","Treatable mortality","Females","Total","Number","3 188.5",""
"2012","Slovakia","Treatable mortality","Females","Total","Rate","139.03",""
"2012","Finland","Total","Total","Total","Number","13 371",""
"2012","Finland","Total","Total","Total","Rate","267.92",""
"2012","Finland","Total","Males","Total","Number","9 189",""
"2012","Finland","Total","Males","Total","Rate","380.76",""
"2012","Finland","Total","Females","Total","Number","4 182",""
"2012","Finland","Total","Females","Total","Rate","162.55",""
"2012","Finland","Preventable mortality","Total","Total","Number","9 146",""
"2012","Finland","Preventable mortality","Total","Total","Rate","182.95",""
"2012","Finland","Preventable mortality","Males","Total","Number","6 743.5",""
"2012","Finland","Preventable mortality","Males","Total","Rate","278.31",""
"2012","Finland","Preventable mortality","Females","Total","Number","2 402.5",""
"2012","Finland","Preventable mortality","Females","Total","Rate","93.26",""
"2012","Finland","Treatable mortality","Total","Total","Number","4 225",""
"2012","Finland","Treatable mortality","Total","Total","Rate","84.97",""
"2012","Finland","Treatable mortality","Males","Total","Number","2 445.5",""
"2012","Finland","Treatable mortality","Males","Total","Rate","102.45",""
"2012","Finland","Treatable mortality","Females","Total","Number","1 779.5",""
"2012","Finland","Treatable mortality","Females","Total","Rate","69.29",""
"2012","Sweden","Total","Total","Total","Number","17 038",""
"2012","Sweden","Total","Total","Total","Rate","201.45",""
"2012","Sweden","Total","Males","Total","Number","10 438",""
"2012","Sweden","Total","Males","Total","Rate","248.48",""
"2012","Sweden","Total","Females","Total","Number","6 600",""
"2012","Sweden","Total","Females","Total","Rate","155.1",""
"2012","Sweden","Preventable mortality","Total","Total","Number","10 646.5",""
"2012","Sweden","Preventable mortality","Total","Total","Rate","125.76",""
"2012","Sweden","Preventable mortality","Males","Total","Number","6 914",""
"2012","Sweden","Preventable mortality","Males","Total","Rate","164.2",""
"2012","Sweden","Preventable mortality","Females","Total","Number","3 732.5",""
"2012","Sweden","Preventable mortality","Females","Total","Rate","87.65",""
"2012","Sweden","Treatable mortality","Total","Total","Number","6 391.5",""
"2012","Sweden","Treatable mortality","Total","Total","Rate","75.7",""
"2012","Sweden","Treatable mortality","Males","Total","Number","3 524",""
"2012","Sweden","Treatable mortality","Males","Total","Rate","84.27",""
"2012","Sweden","Treatable mortality","Females","Total","Number","2 867.5",""
"2012","Sweden","Treatable mortality","Females","Total","Rate","67.44",""
"2012","Iceland","Total","Total","Total","Number","433",""
"2012","Iceland","Total","Total","Total","Rate","192.02",""
"2012","Iceland","Total","Males","Total","Number","251",""
"2012","Iceland","Total","Males","Total","Rate","219.53",""
"2012","Iceland","Total","Females","Total","Number","182",""
"2012","Iceland","Total","Females","Total","Rate","164.55",""
"2012","Iceland","Preventable mortality","Total","Total","Number","294.5",""
"2012","Iceland","Preventable mortality","Total","Total","Rate","129.87",""
"2012","Iceland","Preventable mortality","Males","Total","Number","177.5",""
"2012","Iceland","Preventable mortality","Males","Total","Rate","152.87",""
"2012","Iceland","Preventable mortality","Females","Total","Number","117",""
"2012","Iceland","Preventable mortality","Females","Total","Rate","106.78",""
"2012","Iceland","Treatable mortality","Total","Total","Number","138.5",""
"2012","Iceland","Treatable mortality","Total","Total","Rate","62.15",""
"2012","Iceland","Treatable mortality","Males","Total","Number","73.5",""
"2012","Iceland","Treatable mortality","Males","Total","Rate","66.66",""
"2012","Iceland","Treatable mortality","Females","Total","Number","65",""
"2012","Iceland","Treatable mortality","Females","Total","Rate","57.77",""
"2012","Liechtenstein","Total","Total","Total","Number","57",""
"2012","Liechtenstein","Total","Total","Total","Rate","179.51",""
"2012","Liechtenstein","Total","Males","Total","Number","37",""
"2012","Liechtenstein","Total","Males","Total","Rate","244.43",""
"2012","Liechtenstein","Total","Females","Total","Number","20",""
"2012","Liechtenstein","Total","Females","Total","Rate","118.3",""
"2012","Liechtenstein","Preventable mortality","Total","Total","Number","35",""
"2012","Liechtenstein","Preventable mortality","Total","Total","Rate","108.03",""
"2012","Liechtenstein","Preventable mortality","Males","Total","Number","23",""
"2012","Liechtenstein","Preventable mortality","Males","Total","Rate","149.5",""
"2012","Liechtenstein","Preventable mortality","Females","Total","Number","12",""
"2012","Liechtenstein","Preventable mortality","Females","Total","Rate","68.89",""
"2012","Liechtenstein","Treatable mortality","Total","Total","Number","22",""
"2012","Liechtenstein","Treatable mortality","Total","Total","Rate","71.48",""
"2012","Liechtenstein","Treatable mortality","Males","Total","Number","14",""
"2012","Liechtenstein","Treatable mortality","Males","Total","Rate","94.93",""
"2012","Liechtenstein","Treatable mortality","Females","Total","Number","8",""
"2012","Liechtenstein","Treatable mortality","Females","Total","Rate","49.41",""
"2012","Norway","Total","Total","Total","Number","8 446",""
"2012","Norway","Total","Total","Total","Rate","211.89",""
"2012","Norway","Total","Males","Total","Number","5 223",""
"2012","Norway","Total","Males","Total","Rate","262.32",""
"2012","Norway","Total","Females","Total","Number","3 223",""
"2012","Norway","Total","Females","Total","Rate","161.98",""
"2012","Norway","Preventable mortality","Total","Total","Number","5 499",""
"2012","Norway","Preventable mortality","Total","Total","Rate","137.16",""
"2012","Norway","Preventable mortality","Males","Total","Number","3 587.5",""
"2012","Norway","Preventable mortality","Males","Total","Rate","178.58",""
"2012","Norway","Preventable mortality","Females","Total","Number","1 911.5",""
"2012","Norway","Preventable mortality","Females","Total","Rate","95.92",""
"2012","Norway","Treatable mortality","Total","Total","Number","2 947",""
"2012","Norway","Treatable mortality","Total","Total","Rate","74.74",""
"2012","Norway","Treatable mortality","Males","Total","Number","1 635.5",""
"2012","Norway","Treatable mortality","Males","Total","Rate","83.74",""
"2012","Norway","Treatable mortality","Females","Total","Number","1 311.5",""
"2012","Norway","Treatable mortality","Females","Total","Rate","66.05",""
"2012","Switzerland","Total","Total","Total","Number","12 399",""
"2012","Switzerland","Total","Total","Total","Rate","182.15",""
"2012","Switzerland","Total","Males","Total","Number","7 850",""
"2012","Switzerland","Total","Males","Total","Rate","237.2",""
"2012","Switzerland","Total","Females","Total","Number","4 549",""
"2012","Switzerland","Total","Females","Total","Rate","130.34",""
"2012","Switzerland","Preventable mortality","Total","Total","Number","8 380.5",""
"2012","Switzerland","Preventable mortality","Total","Total","Rate","122.49",""
"2012","Switzerland","Preventable mortality","Males","Total","Number","5 788.5",""
"2012","Switzerland","Preventable mortality","Males","Total","Rate","173.75",""
"2012","Switzerland","Preventable mortality","Females","Total","Number","2 592",""
"2012","Switzerland","Preventable mortality","Females","Total","Rate","74.02",""
"2012","Switzerland","Treatable mortality","Total","Total","Number","4 018.5",""
"2012","Switzerland","Treatable mortality","Total","Total","Rate","59.66",""
"2012","Switzerland","Treatable mortality","Males","Total","Number","2 061.5",""
"2012","Switzerland","Treatable mortality","Males","Total","Rate","63.45",""
"2012","Switzerland","Treatable mortality","Females","Total","Number","1 957",""
"2012","Switzerland","Treatable mortality","Females","Total","Rate","56.32",""
"2012","United Kingdom","Total","Total","Total","Number","130 557",""
"2012","United Kingdom","Total","Total","Total","Rate","248.82",""
"2012","United Kingdom","Total","Males","Total","Number","78 849",""
"2012","United Kingdom","Total","Males","Total","Rate","308.61",""
"2012","United Kingdom","Total","Females","Total","Number","51 708",""
"2012","United Kingdom","Total","Females","Total","Rate","192.28",""
"2012","United Kingdom","Preventable mortality","Total","Total","Number","81 962.5",""
"2012","United Kingdom","Preventable mortality","Total","Total","Rate","156.35",""
"2012","United Kingdom","Preventable mortality","Males","Total","Number","53 268",""
"2012","United Kingdom","Preventable mortality","Males","Total","Rate","208.24",""
"2012","United Kingdom","Preventable mortality","Females","Total","Number","28 694.5",""
"2012","United Kingdom","Preventable mortality","Females","Total","Rate","107.15",""
"2012","United Kingdom","Treatable mortality","Total","Total","Number","48 594.5",""
"2012","United Kingdom","Treatable mortality","Total","Total","Rate","92.47",""
"2012","United Kingdom","Treatable mortality","Males","Total","Number","25 581",""
"2012","United Kingdom","Treatable mortality","Males","Total","Rate","100.37",""
"2012","United Kingdom","Treatable mortality","Females","Total","Number","23 013.5",""
"2012","United Kingdom","Treatable mortality","Females","Total","Rate","85.12",""
"2012","Serbia","Total","Total","Total","Number","28 776",""
"2012","Serbia","Total","Total","Total","Rate","426.2",""
"2012","Serbia","Total","Males","Total","Number","17 803",""
"2012","Serbia","Total","Males","Total","Rate","564.36",""
"2012","Serbia","Total","Females","Total","Number","10 973",""
"2012","Serbia","Total","Females","Total","Rate","305.39",""
"2012","Serbia","Preventable mortality","Total","Total","Number","16 729.5",""
"2012","Serbia","Preventable mortality","Total","Total","Rate","245.95",""
"2012","Serbia","Preventable mortality","Males","Total","Number","11 496.5",""
"2012","Serbia","Preventable mortality","Males","Total","Rate","360.57",""
"2012","Serbia","Preventable mortality","Females","Total","Number","5 233",""
"2012","Serbia","Preventable mortality","Females","Total","Rate","144.92",""
"2012","Serbia","Treatable mortality","Total","Total","Number","12 046.5",""
"2012","Serbia","Treatable mortality","Total","Total","Rate","180.25",""
"2012","Serbia","Treatable mortality","Males","Total","Number","6 306.5",""
"2012","Serbia","Treatable mortality","Males","Total","Rate","203.79",""
"2012","Serbia","Treatable mortality","Females","Total","Number","5 740",""
"2012","Serbia","Treatable mortality","Females","Total","Rate","160.47",""
"2012","Turkey","Total","Total","Total","Number","117 184",""
"2012","Turkey","Total","Total","Total","Rate","294.9",""
"2012","Turkey","Total","Males","Total","Number","75 853",""
"2012","Turkey","Total","Males","Total","Rate","398.97",""
"2012","Turkey","Total","Females","Total","Number","41 331",""
"2012","Turkey","Total","Females","Total","Rate","200.79",""
"2012","Turkey","Preventable mortality","Total","Total","Number","67 271.5",""
"2012","Turkey","Preventable mortality","Total","Total","Rate","173.94",""
"2012","Turkey","Preventable mortality","Males","Total","Number","48 416.5",""
"2012","Turkey","Preventable mortality","Males","Total","Rate","259.83",""
"2012","Turkey","Preventable mortality","Females","Total","Number","18 855",""
"2012","Turkey","Preventable mortality","Females","Total","Rate","96.23",""
"2012","Turkey","Treatable mortality","Total","Total","Number","49 912.5",""
"2012","Turkey","Treatable mortality","Total","Total","Rate","120.96",""
"2012","Turkey","Treatable mortality","Males","Total","Number","27 436.5",""
"2012","Turkey","Treatable mortality","Males","Total","Rate","139.15",""
"2012","Turkey","Treatable mortality","Females","Total","Number","22 476",""
"2012","Turkey","Treatable mortality","Females","Total","Rate","104.57",""
"2013","European Union - 27 countries (from 2020)","Total","Total","Total","Number","1 052 974",""
"2013","European Union - 27 countries (from 2020)","Total","Total","Total","Rate","269.66",""
"2013","European Union - 27 countries (from 2020)","Total","Males","Total","Number","693 296",""
"2013","European Union - 27 countries (from 2020)","Total","Males","Total","Rate","372.8",""
"2013","European Union - 27 countries (from 2020)","Total","Females","Total","Number","359 678",""
"2013","European Union - 27 countries (from 2020)","Total","Females","Total","Rate","176.1",""
"2013","European Union - 27 countries (from 2020)","Preventable mortality","Total","Total","Number","670 506",""
"2013","European Union - 27 countries (from 2020)","Preventable mortality","Total","Total","Rate","171.01",""
"2013","European Union - 27 countries (from 2020)","Preventable mortality","Males","Total","Number","481 604.5",""
"2013","European Union - 27 countries (from 2020)","Preventable mortality","Males","Total","Rate","257.38",""
"2013","European Union - 27 countries (from 2020)","Preventable mortality","Females","Total","Number","188 901.5",""
"2013","European Union - 27 countries (from 2020)","Preventable mortality","Females","Total","Rate","92.3",""
"2013","European Union - 27 countries (from 2020)","Treatable mortality","Total","Total","Number","382 468",""
"2013","European Union - 27 countries (from 2020)","Treatable mortality","Total","Total","Rate","98.65",""
"2013","European Union - 27 countries (from 2020)","Treatable mortality","Males","Total","Number","211 691.5",""
"2013","European Union - 27 countries (from 2020)","Treatable mortality","Males","Total","Rate","115.42",""
"2013","European Union - 27 countries (from 2020)","Treatable mortality","Females","Total","Number","170 776.5",""
"2013","European Union - 27 countries (from 2020)","Treatable mortality","Females","Total","Rate","83.79",""
"2013","European Union - 28 countries (2013-2020)","Total","Total","Total","Number","1 183 590",""
"2013","European Union - 28 countries (2013-2020)","Total","Total","Total","Rate","266.66",""
"2013","European Union - 28 countries (2013-2020)","Total","Males","Total","Number","772 586",""
"2013","European Union - 28 countries (2013-2020)","Total","Males","Total","Rate","364.48",""
"2013","European Union - 28 countries (2013-2020)","Total","Females","Total","Number","411 004",""
"2013","European Union - 28 countries (2013-2020)","Total","Females","Total","Rate","177.45",""
"2013","European Union - 28 countries (2013-2020)","Preventable mortality","Total","Total","Number","752 984.5",""
"2013","European Union - 28 countries (2013-2020)","Preventable mortality","Total","Total","Rate","169.04",""
"2013","European Union - 28 countries (2013-2020)","Preventable mortality","Males","Total","Number","535 356",""
"2013","European Union - 28 countries (2013-2020)","Preventable mortality","Males","Total","Rate","251.16",""
"2013","European Union - 28 countries (2013-2020)","Preventable mortality","Females","Total","Number","217 628.5",""
"2013","European Union - 28 countries (2013-2020)","Preventable mortality","Females","Total","Rate","93.83",""
"2013","European Union - 28 countries (2013-2020)","Treatable mortality","Total","Total","Number","430 605.5",""
"2013","European Union - 28 countries (2013-2020)","Treatable mortality","Total","Total","Rate","97.62",""
"2013","European Union - 28 countries (2013-2020)","Treatable mortality","Males","Total","Number","237 230",""
"2013","European Union - 28 countries (2013-2020)","Treatable mortality","Males","Total","Rate","113.32",""
"2013","European Union - 28 countries (2013-2020)","Treatable mortality","Females","Total","Number","193 375.5",""
"2013","European Union - 28 countries (2013-2020)","Treatable mortality","Females","Total","Rate","83.62",""
"2013","Belgium","Total","Total","Total","Number","23 241",""
"2013","Belgium","Total","Total","Total","Rate","249.36",""
"2013","Belgium","Total","Males","Total","Number","14 779",""
"2013","Belgium","Total","Males","Total","Rate","327.16",""
"2013","Belgium","Total","Females","Total","Number","8 462",""
"2013","Belgium","Total","Females","Total","Rate","176.58",""
"2013","Belgium","Preventable mortality","Total","Total","Number","15 733.5",""
"2013","Belgium","Preventable mortality","Total","Total","Rate","167.71",""
"2013","Belgium","Preventable mortality","Males","Total","Number","10 901",""
"2013","Belgium","Preventable mortality","Males","Total","Rate","239.34",""
"2013","Belgium","Preventable mortality","Females","Total","Number","4 832.5",""
"2013","Belgium","Preventable mortality","Females","Total","Rate","100.34",""
"2013","Belgium","Treatable mortality","Total","Total","Number","7 507.5",""
"2013","Belgium","Treatable mortality","Total","Total","Rate","81.65",""
"2013","Belgium","Treatable mortality","Males","Total","Number","3 878",""
"2013","Belgium","Treatable mortality","Males","Total","Rate","87.82",""
"2013","Belgium","Treatable mortality","Females","Total","Number","3 629.5",""
"2013","Belgium","Treatable mortality","Females","Total","Rate","76.24",""
"2013","Bulgaria","Total","Total","Total","Number","30 057",""
"2013","Bulgaria","Total","Total","Total","Rate","431.63",""
"2013","Bulgaria","Total","Males","Total","Number","20 017",""
"2013","Bulgaria","Total","Males","Total","Rate","627.28",""
"2013","Bulgaria","Total","Females","Total","Number","10 040",""
"2013","Bulgaria","Total","Females","Total","Rate","266.38",""
"2013","Bulgaria","Preventable mortality","Total","Total","Number","16 672.5",""
"2013","Bulgaria","Preventable mortality","Total","Total","Rate","238.8",""
"2013","Bulgaria","Preventable mortality","Males","Total","Number","12 176.5",""
"2013","Bulgaria","Preventable mortality","Males","Total","Rate","379.13",""
"2013","Bulgaria","Preventable mortality","Females","Total","Number","4 496",""
"2013","Bulgaria","Preventable mortality","Females","Total","Rate","119.29",""
"2013","Bulgaria","Treatable mortality","Total","Total","Number","13 384.5",""
"2013","Bulgaria","Treatable mortality","Total","Total","Rate","192.83",""
"2013","Bulgaria","Treatable mortality","Males","Total","Number","7 840.5",""
"2013","Bulgaria","Treatable mortality","Males","Total","Rate","248.15",""
"2013","Bulgaria","Treatable mortality","Females","Total","Number","5 544",""
"2013","Bulgaria","Treatable mortality","Females","Total","Rate","147.09",""
"2013","Czechia","Total","Total","Total","Number","34 819",""
"2013","Czechia","Total","Total","Total","Rate","362.66",""
"2013","Czechia","Total","Males","Total","Number","23 139",""
"2013","Czechia","Total","Males","Total","Rate","513.89",""
"2013","Czechia","Total","Females","Total","Number","11 680",""
"2013","Czechia","Total","Females","Total","Rate","229.78",""
"2013","Czechia","Preventable mortality","Total","Total","Number","21 211",""
"2013","Czechia","Preventable mortality","Total","Total","Rate","219.72",""
"2013","Czechia","Preventable mortality","Males","Total","Number","15 076",""
"2013","Czechia","Preventable mortality","Males","Total","Rate","331.8",""
"2013","Czechia","Preventable mortality","Females","Total","Number","6 135",""
"2013","Czechia","Preventable mortality","Females","Total","Rate","120.41",""
"2013","Czechia","Treatable mortality","Total","Total","Number","13 608",""
"2013","Czechia","Treatable mortality","Total","Total","Rate","142.95",""
"2013","Czechia","Treatable mortality","Males","Total","Number","8 063",""
"2013","Czechia","Treatable mortality","Males","Total","Rate","182.09",""
"2013","Czechia","Treatable mortality","Females","Total","Number","5 545",""
"2013","Czechia","Treatable mortality","Females","Total","Rate","109.37",""
"2013","Denmark","Total","Total","Total","Number","12 856",""
"2013","Denmark","Total","Total","Total","Rate","252.94",""
"2013","Denmark","Total","Males","Total","Number","7 792",""
"2013","Denmark","Total","Males","Total","Rate","311.48",""
"2013","Denmark","Total","Females","Total","Number","5 064",""
"2013","Denmark","Total","Females","Total","Rate","196.18",""
"2013","Denmark","Preventable mortality","Total","Total","Number","8 772.5",""
"2013","Denmark","Preventable mortality","Total","Total","Rate","172.52",""
"2013","Denmark","Preventable mortality","Males","Total","Number","5 616.5",""
"2013","Denmark","Preventable mortality","Males","Total","Rate","223.94",""
"2013","Denmark","Preventable mortality","Females","Total","Number","3 156",""
"2013","Denmark","Preventable mortality","Females","Total","Rate","122.39",""
"2013","Denmark","Treatable mortality","Total","Total","Number","4 083.5",""
"2013","Denmark","Treatable mortality","Total","Total","Rate","80.42",""
"2013","Denmark","Treatable mortality","Males","Total","Number","2 175.5",""
"2013","Denmark","Treatable mortality","Males","Total","Rate","87.55",""
"2013","Denmark","Treatable mortality","Females","Total","Number","1 908",""
"2013","Denmark","Treatable mortality","Females","Total","Rate","73.79",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Number","197 357",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rate","253.78",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Males","Total","Number","127 388",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Males","Total","Rate","339.09",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Females","Total","Number","69 969",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Females","Total","Rate","174.01",""
"2013","Germany (until 1990 former territory of the FRG)","Preventable mortality","Total","Total","Number","126 132",""
"2013","Germany (until 1990 former territory of the FRG)","Preventable mortality","Total","Total","Rate","162.24",""
"2013","Germany (until 1990 former territory of the FRG)","Preventable mortality","Males","Total","Number","87 866",""
"2013","Germany (until 1990 former territory of the FRG)","Preventable mortality","Males","Total","Rate","233.47",""
"2013","Germany (until 1990 former territory of the FRG)","Preventable mortality","Females","Total","Number","38 266",""
"2013","Germany (until 1990 former territory of the FRG)","Preventable mortality","Females","Total","Rate","95.3",""
"2013","Germany (until 1990 former territory of the FRG)","Treatable mortality","Total","Total","Number","71 225",""
"2013","Germany (until 1990 former territory of the FRG)","Treatable mortality","Total","Total","Rate","91.54",""
"2013","Germany (until 1990 former territory of the FRG)","Treatable mortality","Males","Total","Number","39 522",""
"2013","Germany (until 1990 former territory of the FRG)","Treatable mortality","Males","Total","Rate","105.62",""
"2013","Germany (until 1990 former territory of the FRG)","Treatable mortality","Females","Total","Number","31 703",""
"2013","Germany (until 1990 former territory of the FRG)","Treatable mortality","Females","Total","Rate","78.71",""
"2013","Estonia","Total","Total","Total","Number","5 080",""
"2013","Estonia","Total","Total","Total","Rate","436",""
"2013","Estonia","Total","Males","Total","Number","3 442",""
"2013","Estonia","Total","Males","Total","Rate","693.96",""
"2013","Estonia","Total","Females","Total","Number","1 638",""
"2013","Estonia","Total","Females","Total","Rate","244.68",""
"2013","Estonia","Preventable mortality","Total","Total","Number","3 300.5",""
"2013","Estonia","Preventable mortality","Total","Total","Rate","281.71",""
"2013","Estonia","Preventable mortality","Males","Total","Number","2 406",""
"2013","Estonia","Preventable mortality","Males","Total","Rate","476.59",""
"2013","Estonia","Preventable mortality","Females","Total","Number","894.5",""
"2013","Estonia","Preventable mortality","Females","Total","Rate","134.01",""
"2013","Estonia","Treatable mortality","Total","Total","Number","1 779.5",""
"2013","Estonia","Treatable mortality","Total","Total","Rate","154.29",""
"2013","Estonia","Treatable mortality","Males","Total","Number","1 036",""
"2013","Estonia","Treatable mortality","Males","Total","Rate","217.37",""
"2013","Estonia","Treatable mortality","Females","Total","Number","743.5",""
"2013","Estonia","Treatable mortality","Females","Total","Rate","110.67",""
"2013","Ireland","Total","Total","Total","Number","7 812",""
"2013","Ireland","Total","Total","Total","Rate","236.64",""
"2013","Ireland","Total","Males","Total","Number","4 959",""
"2013","Ireland","Total","Males","Total","Rate","302.06",""
"2013","Ireland","Total","Females","Total","Number","2 853",""
"2013","Ireland","Total","Females","Total","Rate","172.64",""
"2013","Ireland","Preventable mortality","Total","Total","Number","4 989.5",""
"2013","Ireland","Preventable mortality","Total","Total","Rate","150.14",""
"2013","Ireland","Preventable mortality","Males","Total","Number","3 436",""
"2013","Ireland","Preventable mortality","Males","Total","Rate","207.05",""
"2013","Ireland","Preventable mortality","Females","Total","Number","1 553.5",""
"2013","Ireland","Preventable mortality","Females","Total","Rate","94.38",""
"2013","Ireland","Treatable mortality","Total","Total","Number","2 822.5",""
"2013","Ireland","Treatable mortality","Total","Total","Rate","86.49",""
"2013","Ireland","Treatable mortality","Males","Total","Number","1 523",""
"2013","Ireland","Treatable mortality","Males","Total","Rate","95",""
"2013","Ireland","Treatable mortality","Females","Total","Number","1 299.5",""
"2013","Ireland","Treatable mortality","Females","Total","Rate","78.26",""
"2013","Greece","Total","Total","Total","Number","23 192",""
"2013","Greece","Total","Total","Total","Rate","240.91",""
"2013","Greece","Total","Males","Total","Number","16 095",""
"2013","Greece","Total","Males","Total","Rate","350.98",""
"2013","Greece","Total","Females","Total","Number","7 097",""
"2013","Greece","Total","Females","Total","Rate","140.86",""
"2013","Greece","Preventable mortality","Total","Total","Number","14 460.5",""
"2013","Greece","Preventable mortality","Total","Total","Rate","149.78",""
"2013","Greece","Preventable mortality","Males","Total","Number","11 087",""
"2013","Greece","Preventable mortality","Males","Total","Rate","241",""
"2013","Greece","Preventable mortality","Females","Total","Number","3 373.5",""
"2013","Greece","Preventable mortality","Females","Total","Rate","66.81",""
"2013","Greece","Treatable mortality","Total","Total","Number","8 731.5",""
"2013","Greece","Treatable mortality","Total","Total","Rate","91.13",""
"2013","Greece","Treatable mortality","Males","Total","Number","5 008",""
"2013","Greece","Treatable mortality","Males","Total","Rate","109.98",""
"2013","Greece","Treatable mortality","Females","Total","Number","3 723.5",""
"2013","Greece","Treatable mortality","Females","Total","Rate","74.05",""
"2013","Spain","Total","Total","Total","Number","73 920",""
"2013","Spain","Total","Total","Total","Rate","193.81",""
"2013","Spain","Total","Males","Total","Number","51 382",""
"2013","Spain","Total","Males","Total","Rate","280.69",""
"2013","Spain","Total","Females","Total","Number","22 538",""
"2013","Spain","Total","Females","Total","Rate","113.76",""
"2013","Spain","Preventable mortality","Total","Total","Number","47 275.5",""
"2013","Spain","Preventable mortality","Total","Total","Rate","123.32",""
"2013","Spain","Preventable mortality","Males","Total","Number","36 560.5",""
"2013","Spain","Preventable mortality","Males","Total","Rate","198.39",""
"2013","Spain","Preventable mortality","Females","Total","Number","10 715",""
"2013","Spain","Preventable mortality","Females","Total","Rate","53.85",""
"2013","Spain","Treatable mortality","Total","Total","Number","26 644.5",""
"2013","Spain","Treatable mortality","Total","Total","Rate","70.49",""
"2013","Spain","Treatable mortality","Males","Total","Number","14 821.5",""
"2013","Spain","Treatable mortality","Males","Total","Rate","82.3",""
"2013","Spain","Treatable mortality","Females","Total","Number","11 823",""
"2013","Spain","Treatable mortality","Females","Total","Rate","59.91",""
"2013","France","Total","Total","Total","Number","112 696",""
"2013","France","Total","Total","Total","Rate","205.16",""
"2013","France","Total","Males","Total","Number","75 925",""
"2013","France","Total","Males","Total","Rate","288.61",""
"2013","France","Total","Females","Total","Number","36 771",""
"2013","France","Total","Females","Total","Rate","128.8",""
