"TIME","GEO","UNIT","FACILITY","ICHA_HP","Value","Value_imp"
2011,"Portugal","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",72,TRUE
2011,"Portugal","Number","Magnetic Resonance Imaging Units","Hospitals",64,FALSE
2011,"Portugal","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",11,TRUE
2011,"Portugal","Number","Gamma cameras","Hospitals and providers of ambulatory health care",97,TRUE
2011,"Portugal","Number","Gamma cameras","Hospitals",30,FALSE
2011,"Portugal","Number","Gamma cameras","Providers of ambulatory health care",0,TRUE
2011,"Portugal","Number","Angiography units","Hospitals and providers of ambulatory health care",70,TRUE
2011,"Portugal","Number","Angiography units","Hospitals",90,FALSE
2011,"Portugal","Number","Angiography units","Providers of ambulatory health care",2,TRUE
2011,"Portugal","Number","Lithotriptors","Hospitals and providers of ambulatory health care",34,TRUE
2011,"Portugal","Number","Lithotriptors","Hospitals",32,FALSE
2011,"Portugal","Number","Lithotriptors","Providers of ambulatory health care",0,TRUE
2011,"Portugal","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",67716.7,TRUE
2011,"Portugal","Inhabitants per ...","Computed Tomography Scanners","Hospitals",55275.18,FALSE
2011,"Portugal","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",874674,TRUE
2011,"Portugal","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",145779,TRUE
2011,"Portugal","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",164961.87,FALSE
2011,"Portugal","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",262440.27,TRUE
2011,"Portugal","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",84645.87,TRUE
2011,"Portugal","Inhabitants per ...","Gamma cameras","Hospitals",351918.65,FALSE
2011,"Portugal","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",874674,TRUE
2011,"Portugal","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",138106.42,TRUE
2011,"Portugal","Inhabitants per ...","Angiography units","Hospitals",117306.22,FALSE
2011,"Portugal","Inhabitants per ...","Angiography units","Providers of ambulatory health care",3595592.04,TRUE
2011,"Portugal","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",308708.47,TRUE
2011,"Portugal","Inhabitants per ...","Lithotriptors","Hospitals",329923.73,FALSE
2011,"Portugal","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",2059709,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1.48,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",1.81,FALSE
2011,"Portugal","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.11,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",0.69,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.61,FALSE
2011,"Portugal","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.1,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",1.18,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.28,FALSE
2011,"Portugal","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.72,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Angiography units","Hospitals",0.85,FALSE
2011,"Portugal","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0.02,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.32,TRUE
2011,"Portugal","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.3,FALSE
2011,"Portugal","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,TRUE
2011,"Romania","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",157,FALSE
2011,"Romania","Number","Computed Tomography Scanners","Hospitals",103,FALSE
2011,"Romania","Number","Computed Tomography Scanners","Providers of ambulatory health care",54,FALSE
2011,"Romania","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",66,FALSE
2011,"Romania","Number","Magnetic Resonance Imaging Units","Hospitals",33,FALSE
2011,"Romania","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",33,FALSE
2011,"Romania","Number","Gamma cameras","Hospitals and providers of ambulatory health care",37,FALSE
2011,"Romania","Number","Gamma cameras","Hospitals",25,FALSE
2011,"Romania","Number","Gamma cameras","Providers of ambulatory health care",12,FALSE
2011,"Romania","Number","Angiography units","Hospitals and providers of ambulatory health care",50,FALSE
2011,"Romania","Number","Angiography units","Hospitals",44,FALSE
2011,"Romania","Number","Angiography units","Providers of ambulatory health care",6,FALSE
2011,"Romania","Number","Lithotriptors","Hospitals and providers of ambulatory health care",33,FALSE
2011,"Romania","Number","Lithotriptors","Hospitals",31,FALSE
2011,"Romania","Number","Lithotriptors","Providers of ambulatory health care",2,FALSE
2011,"Romania","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",132196.85,FALSE
2011,"Romania","Inhabitants per ...","Computed Tomography Scanners","Hospitals",201503.94,FALSE
2011,"Romania","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",384350.1,FALSE
2011,"Romania","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",314468.27,FALSE
2011,"Romania","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",628936.53,FALSE
2011,"Romania","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",628936.53,FALSE
2011,"Romania","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",560943.39,FALSE
2011,"Romania","Inhabitants per ...","Gamma cameras","Hospitals",830196.22,FALSE
2011,"Romania","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",1729575.46,FALSE
2011,"Romania","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",415098.11,FALSE
2011,"Romania","Inhabitants per ...","Angiography units","Hospitals",471702.4,FALSE
2011,"Romania","Inhabitants per ...","Angiography units","Providers of ambulatory health care",3459150.92,FALSE
2011,"Romania","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",628936.53,FALSE
2011,"Romania","Inhabitants per ...","Lithotriptors","Hospitals",669513.08,FALSE
2011,"Romania","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",10377452.75,FALSE
2011,"Romania","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",0.76,FALSE
2011,"Romania","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",0.5,FALSE
2011,"Romania","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.26,FALSE
2011,"Romania","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",0.32,FALSE
2011,"Romania","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.16,FALSE
2011,"Romania","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.16,FALSE
2011,"Romania","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.18,FALSE
2011,"Romania","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.12,FALSE
2011,"Romania","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0.06,FALSE
2011,"Romania","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.24,FALSE
2011,"Romania","Per hundred thousand inhabitants","Angiography units","Hospitals",0.21,FALSE
2011,"Romania","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0.03,FALSE
2011,"Romania","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.16,FALSE
2011,"Romania","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.15,FALSE
2011,"Romania","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0.01,FALSE
2011,"Slovenia","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",26,FALSE
2011,"Slovenia","Number","Computed Tomography Scanners","Hospitals",23,FALSE
2011,"Slovenia","Number","Computed Tomography Scanners","Providers of ambulatory health care",3,FALSE
2011,"Slovenia","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",18,FALSE
2011,"Slovenia","Number","Magnetic Resonance Imaging Units","Hospitals",13,FALSE
2011,"Slovenia","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",5,FALSE
2011,"Slovenia","Number","Gamma cameras","Hospitals and providers of ambulatory health care",17,FALSE
2011,"Slovenia","Number","Gamma cameras","Hospitals",17,FALSE
2011,"Slovenia","Number","Gamma cameras","Providers of ambulatory health care",0,FALSE
2011,"Slovenia","Number","Angiography units","Hospitals and providers of ambulatory health care",18,FALSE
2011,"Slovenia","Number","Angiography units","Hospitals",18,FALSE
2011,"Slovenia","Number","Angiography units","Providers of ambulatory health care",0,FALSE
2011,"Slovenia","Number","Lithotriptors","Hospitals and providers of ambulatory health care",2,TRUE
2011,"Slovenia","Number","Lithotriptors","Hospitals",1,TRUE
2011,"Slovenia","Number","Lithotriptors","Providers of ambulatory health care",1,TRUE
2011,"Slovenia","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",78955.48,FALSE
2011,"Slovenia","Inhabitants per ...","Computed Tomography Scanners","Hospitals",89254.02,FALSE
2011,"Slovenia","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",684280.83,FALSE
2011,"Slovenia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",114046.81,FALSE
2011,"Slovenia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",157910.96,FALSE
2011,"Slovenia","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",410568.5,FALSE
2011,"Slovenia","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",120755.44,FALSE
2011,"Slovenia","Inhabitants per ...","Gamma cameras","Hospitals",120755.44,FALSE
2011,"Slovenia","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",874674,TRUE
2011,"Slovenia","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",114046.81,FALSE
2011,"Slovenia","Inhabitants per ...","Angiography units","Hospitals",114046.81,FALSE
2011,"Slovenia","Inhabitants per ...","Angiography units","Providers of ambulatory health care",3595592.04,TRUE
2011,"Slovenia","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",1031765.5,TRUE
2011,"Slovenia","Inhabitants per ...","Lithotriptors","Hospitals",2063531,TRUE
2011,"Slovenia","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",2063531,TRUE
2011,"Slovenia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1.27,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",1.12,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.15,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",0.88,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.63,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.24,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.83,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.83,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.88,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Angiography units","Hospitals",0.88,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0,FALSE
2011,"Slovenia","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.1,TRUE
2011,"Slovenia","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.05,TRUE
2011,"Slovenia","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0.05,TRUE
2011,"Slovakia","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",81,FALSE
2011,"Slovakia","Number","Computed Tomography Scanners","Hospitals",70,FALSE
2011,"Slovakia","Number","Computed Tomography Scanners","Providers of ambulatory health care",11,FALSE
2011,"Slovakia","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",38,FALSE
2011,"Slovakia","Number","Magnetic Resonance Imaging Units","Hospitals",20,FALSE
2011,"Slovakia","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",18,FALSE
2011,"Slovakia","Number","Gamma cameras","Hospitals and providers of ambulatory health care",33,FALSE
2011,"Slovakia","Number","Gamma cameras","Hospitals",28,FALSE
2011,"Slovakia","Number","Gamma cameras","Providers of ambulatory health care",5,FALSE
2011,"Slovakia","Number","Angiography units","Hospitals and providers of ambulatory health care",46,FALSE
2011,"Slovakia","Number","Angiography units","Hospitals",45,FALSE
2011,"Slovakia","Number","Angiography units","Providers of ambulatory health care",1,FALSE
2011,"Slovakia","Number","Lithotriptors","Hospitals and providers of ambulatory health care",33,FALSE
2011,"Slovakia","Number","Lithotriptors","Hospitals",32,FALSE
2011,"Slovakia","Number","Lithotriptors","Providers of ambulatory health care",1,FALSE
2011,"Slovakia","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",66646.72,FALSE
2011,"Slovakia","Inhabitants per ...","Computed Tomography Scanners","Hospitals",77119.77,FALSE
2011,"Slovakia","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",490762.18,FALSE
2011,"Slovakia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",142062.74,FALSE
2011,"Slovakia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",269919.2,FALSE
2011,"Slovakia","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",299910.22,FALSE
2011,"Slovakia","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",163587.39,FALSE
2011,"Slovakia","Inhabitants per ...","Gamma cameras","Hospitals",192799.43,FALSE
2011,"Slovakia","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",1079676.8,FALSE
2011,"Slovakia","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",117356.17,FALSE
2011,"Slovakia","Inhabitants per ...","Angiography units","Hospitals",119964.09,FALSE
2011,"Slovakia","Inhabitants per ...","Angiography units","Providers of ambulatory health care",5398384,FALSE
2011,"Slovakia","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",163587.39,FALSE
2011,"Slovakia","Inhabitants per ...","Lithotriptors","Hospitals",168699.5,FALSE
2011,"Slovakia","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",5398384,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1.5,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",1.3,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.2,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",0.7,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.37,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.33,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.61,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.52,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0.09,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.85,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Angiography units","Hospitals",0.83,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0.02,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.61,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.59,FALSE
2011,"Slovakia","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0.02,FALSE
2011,"Finland","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",115,FALSE
2011,"Finland","Number","Computed Tomography Scanners","Hospitals",115,FALSE
2011,"Finland","Number","Computed Tomography Scanners","Providers of ambulatory health care",0,FALSE
2011,"Finland","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",109,FALSE
2011,"Finland","Number","Magnetic Resonance Imaging Units","Hospitals",109,FALSE
2011,"Finland","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0,FALSE
2011,"Finland","Number","Gamma cameras","Hospitals and providers of ambulatory health care",46,TRUE
2011,"Finland","Number","Gamma cameras","Hospitals",46,TRUE
2011,"Finland","Number","Gamma cameras","Providers of ambulatory health care",0,TRUE
2011,"Finland","Number","Angiography units","Hospitals and providers of ambulatory health care",115,FALSE
2011,"Finland","Number","Angiography units","Hospitals",115,FALSE
2011,"Finland","Number","Angiography units","Providers of ambulatory health care",0,FALSE
2011,"Finland","Number","Lithotriptors","Hospitals and providers of ambulatory health care",3,FALSE
2011,"Finland","Number","Lithotriptors","Hospitals",3,FALSE
2011,"Finland","Number","Lithotriptors","Providers of ambulatory health care",0,FALSE
2011,"Finland","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",46854.53,FALSE
2011,"Finland","Inhabitants per ...","Computed Tomography Scanners","Hospitals",46854.53,FALSE
2011,"Finland","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",874674,TRUE
2011,"Finland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",49433.68,FALSE
2011,"Finland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",49433.68,FALSE
2011,"Finland","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",262440.27,TRUE
2011,"Finland","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",118238.52,TRUE
2011,"Finland","Inhabitants per ...","Gamma cameras","Hospitals",118238.52,TRUE
2011,"Finland","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",874674,TRUE
2011,"Finland","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",46854.53,FALSE
2011,"Finland","Inhabitants per ...","Angiography units","Hospitals",46854.53,FALSE
2011,"Finland","Inhabitants per ...","Angiography units","Providers of ambulatory health care",3595592.04,TRUE
2011,"Finland","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",1796090.5,FALSE
2011,"Finland","Inhabitants per ...","Lithotriptors","Hospitals",1796090.5,FALSE
2011,"Finland","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",2059709,TRUE
2011,"Finland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",2.13,FALSE
2011,"Finland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",2.13,FALSE
2011,"Finland","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0,FALSE
2011,"Finland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",2.02,FALSE
2011,"Finland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",2.02,FALSE
2011,"Finland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0,FALSE
2011,"Finland","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.85,TRUE
2011,"Finland","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.85,TRUE
2011,"Finland","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,TRUE
2011,"Finland","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",2.13,FALSE
2011,"Finland","Per hundred thousand inhabitants","Angiography units","Hospitals",2.13,FALSE
2011,"Finland","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0,FALSE
2011,"Finland","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.06,FALSE
2011,"Finland","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.06,FALSE
2011,"Finland","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,FALSE
2011,"Sweden","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",155,TRUE
2011,"Sweden","Number","Computed Tomography Scanners","Hospitals",199,TRUE
2011,"Sweden","Number","Computed Tomography Scanners","Providers of ambulatory health care",12,TRUE
2011,"Sweden","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",72,TRUE
2011,"Sweden","Number","Magnetic Resonance Imaging Units","Hospitals",143,TRUE
2011,"Sweden","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",11,TRUE
2011,"Sweden","Number","Gamma cameras","Hospitals and providers of ambulatory health care",97,TRUE
2011,"Sweden","Number","Gamma cameras","Hospitals",75,TRUE
2011,"Sweden","Number","Gamma cameras","Providers of ambulatory health care",0,TRUE
2011,"Sweden","Number","Angiography units","Hospitals and providers of ambulatory health care",70,TRUE
2011,"Sweden","Number","Angiography units","Hospitals",125,TRUE
2011,"Sweden","Number","Angiography units","Providers of ambulatory health care",2,TRUE
2011,"Sweden","Number","Lithotriptors","Hospitals and providers of ambulatory health care",34,TRUE
2011,"Sweden","Number","Lithotriptors","Hospitals",26,TRUE
2011,"Sweden","Number","Lithotriptors","Providers of ambulatory health care",0,TRUE
2011,"Sweden","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",67716.7,TRUE
2011,"Sweden","Inhabitants per ...","Computed Tomography Scanners","Hospitals",49242.14,TRUE
2011,"Sweden","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",874674,TRUE
2011,"Sweden","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",145779,TRUE
2011,"Sweden","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",68525.78,TRUE
2011,"Sweden","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",262440.27,TRUE
2011,"Sweden","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",84645.87,TRUE
2011,"Sweden","Inhabitants per ...","Gamma cameras","Hospitals",130655.81,TRUE
2011,"Sweden","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",874674,TRUE
2011,"Sweden","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",138106.42,TRUE
2011,"Sweden","Inhabitants per ...","Angiography units","Hospitals",78393.49,TRUE
2011,"Sweden","Inhabitants per ...","Angiography units","Providers of ambulatory health care",3595592.04,TRUE
2011,"Sweden","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",308708.47,TRUE
2011,"Sweden","Inhabitants per ...","Lithotriptors","Hospitals",381657.12,TRUE
2011,"Sweden","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",2059709,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1.48,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",2.03,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.11,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",0.69,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",1.46,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.1,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",1.18,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.77,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.72,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Angiography units","Hospitals",1.28,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0.02,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.32,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.26,TRUE
2011,"Sweden","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,TRUE
2011,"Iceland","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",13,FALSE
2011,"Iceland","Number","Computed Tomography Scanners","Hospitals",9,FALSE
2011,"Iceland","Number","Computed Tomography Scanners","Providers of ambulatory health care",4,FALSE
2011,"Iceland","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",7,FALSE
2011,"Iceland","Number","Magnetic Resonance Imaging Units","Hospitals",3,FALSE
2011,"Iceland","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",4,FALSE
2011,"Iceland","Number","Gamma cameras","Hospitals and providers of ambulatory health care",2,FALSE
2011,"Iceland","Number","Gamma cameras","Hospitals",1,FALSE
2011,"Iceland","Number","Gamma cameras","Providers of ambulatory health care",1,FALSE
2011,"Iceland","Number","Angiography units","Hospitals and providers of ambulatory health care",5,FALSE
2011,"Iceland","Number","Angiography units","Hospitals",5,FALSE
2011,"Iceland","Number","Angiography units","Providers of ambulatory health care",0,FALSE
2011,"Iceland","Number","Lithotriptors","Hospitals and providers of ambulatory health care",1,FALSE
2011,"Iceland","Number","Lithotriptors","Hospitals",1,FALSE
2011,"Iceland","Number","Lithotriptors","Providers of ambulatory health care",0,FALSE
2011,"Iceland","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",24539.5,FALSE
2011,"Iceland","Inhabitants per ...","Computed Tomography Scanners","Hospitals",35445.94,FALSE
2011,"Iceland","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",79753.38,FALSE
2011,"Iceland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",45573.36,FALSE
2011,"Iceland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",106337.83,FALSE
2011,"Iceland","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",79753.38,FALSE
2011,"Iceland","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",159506.75,FALSE
2011,"Iceland","Inhabitants per ...","Gamma cameras","Hospitals",319013.5,FALSE
