"TIME","GEO","UNIT","ICHA11_HF","Value","Flag and Footnotes"
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","221 609.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Social health insurance schemes","198 169.00",""
"2011","Estonia","Million euro","All financing schemes","970.49",""
"2011","Estonia","Million euro","Government schemes and compulsory contributory health care financing schemes","744.27",""
"2011","Estonia","Million euro","Government schemes","106.77",""
"2011","Estonia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","637.50",""
"2011","Estonia","Million euro","Social health insurance schemes","637.50",""
"2011","Ireland","Million euro","All financing schemes","18 292.67",""
"2011","Ireland","Million euro","Government schemes and compulsory contributory health care financing schemes","13 233.25",""
"2011","Ireland","Million euro","Government schemes","13 177.04",""
"2011","Ireland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","56.22",""
"2011","Ireland","Million euro","Social health insurance schemes","0.00",""
"2011","Greece","Million euro","All financing schemes","18 690.74",""
"2011","Greece","Million euro","Government schemes and compulsory contributory health care financing schemes","12 280.38",""
"2011","Greece","Million euro","Government schemes","4 202.25",""
"2011","Greece","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","8 078.13",""
"2011","Greece","Million euro","Social health insurance schemes","8 078.13",""
"2011","Spain","Million euro","All financing schemes","97 532.09",""
"2011","Spain","Million euro","Government schemes and compulsory contributory health care financing schemes","71 672.19",""
"2011","Spain","Million euro","Government schemes","67 646.49",""
"2011","Spain","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4 025.70",""
"2011","Spain","Million euro","Social health insurance schemes","4 025.70",""
"2011","France","Million euro","All financing schemes","230 575.03",""
"2011","France","Million euro","Government schemes and compulsory contributory health care financing schemes","175 330.50",""
"2011","France","Million euro","Government schemes","11 242.85",""
"2011","France","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","164 087.65",""
"2011","France","Million euro","Social health insurance schemes","164 087.65",""
"2011","Croatia","Million euro","All financing schemes",":",""
"2011","Croatia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Croatia","Million euro","Government schemes",":",""
"2011","Croatia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Croatia","Million euro","Social health insurance schemes",":",""
"2011","Italy","Million euro","All financing schemes",":",""
"2011","Italy","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Italy","Million euro","Government schemes",":",""
"2011","Italy","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Italy","Million euro","Social health insurance schemes",":",""
"2011","Cyprus","Million euro","All financing schemes","1 277.15",""
"2011","Cyprus","Million euro","Government schemes and compulsory contributory health care financing schemes","610.98",""
"2011","Cyprus","Million euro","Government schemes","601.79",""
"2011","Cyprus","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","9.20",""
"2011","Cyprus","Million euro","Social health insurance schemes","9.20",""
"2011","Latvia","Million euro","All financing schemes",":",""
"2011","Latvia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Latvia","Million euro","Government schemes",":",""
"2011","Latvia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Latvia","Million euro","Social health insurance schemes",":",""
"2011","Lithuania","Million euro","All financing schemes","2 031.79",""
"2011","Lithuania","Million euro","Government schemes and compulsory contributory health care financing schemes","1 442.45",""
"2011","Lithuania","Million euro","Government schemes","196.68",""
"2011","Lithuania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1 245.77",""
"2011","Lithuania","Million euro","Social health insurance schemes",":",""
"2011","Luxembourg","Million euro","All financing schemes","2 638.25",""
"2011","Luxembourg","Million euro","Government schemes and compulsory contributory health care financing schemes","2 193.88",""
"2011","Luxembourg","Million euro","Government schemes","177.33",""
"2011","Luxembourg","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2 016.55",""
"2011","Luxembourg","Million euro","Social health insurance schemes",":",""
"2011","Hungary","Million euro","All financing schemes","7 642.30",""
"2011","Hungary","Million euro","Government schemes and compulsory contributory health care financing schemes","5 084.01",""
"2011","Hungary","Million euro","Government schemes","614.77",""
"2011","Hungary","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4 469.24",""
"2011","Hungary","Million euro","Social health insurance schemes","4 469.24",""
"2011","Malta","Million euro","All financing schemes",":",""
"2011","Malta","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Malta","Million euro","Government schemes",":",""
"2011","Malta","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Malta","Million euro","Social health insurance schemes",":",""
"2011","Netherlands","Million euro","All financing schemes","66 554.70",""
"2011","Netherlands","Million euro","Government schemes and compulsory contributory health care financing schemes","55 016.02",""
"2011","Netherlands","Million euro","Government schemes","3 377.11",""
"2011","Netherlands","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","51 638.91",""
"2011","Netherlands","Million euro","Social health insurance schemes","17 030.26",""
"2011","Austria","Million euro","All financing schemes","31 093.91",""
"2011","Austria","Million euro","Government schemes and compulsory contributory health care financing schemes","23 200.55",""
"2011","Austria","Million euro","Government schemes","9 601.01",""
"2011","Austria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","13 599.53",""
"2011","Austria","Million euro","Social health insurance schemes","13 599.53",""
"2011","Poland","Million euro","All financing schemes",":",""
"2011","Poland","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Poland","Million euro","Government schemes",":",""
"2011","Poland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Poland","Million euro","Social health insurance schemes",":",""
"2011","Portugal","Million euro","All financing schemes","16 790.72",""
"2011","Portugal","Million euro","Government schemes and compulsory contributory health care financing schemes","11 366.40",""
"2011","Portugal","Million euro","Government schemes","11 186.71",""
"2011","Portugal","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","179.69",""
"2011","Portugal","Million euro","Social health insurance schemes","179.69",""
"2011","Romania","Million euro","All financing schemes","6 199.11",""
"2011","Romania","Million euro","Government schemes and compulsory contributory health care financing schemes","4 665.09",""
"2011","Romania","Million euro","Government schemes","608.41",""
"2011","Romania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4 056.67",""
"2011","Romania","Million euro","Social health insurance schemes","4 056.67",""
"2011","Slovenia","Million euro","All financing schemes",":",""
"2011","Slovenia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Slovenia","Million euro","Government schemes",":",""
"2011","Slovenia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Slovenia","Million euro","Social health insurance schemes",":",""
"2011","Slovakia","Million euro","All financing schemes",":",""
"2011","Slovakia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Slovakia","Million euro","Government schemes",":",""
"2011","Slovakia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Slovakia","Million euro","Social health insurance schemes",":",""
"2011","Finland","Million euro","All financing schemes","18 261.42",""
"2011","Finland","Million euro","Government schemes and compulsory contributory health care financing schemes","14 173.16",""
"2011","Finland","Million euro","Government schemes","11 464.33",""
"2011","Finland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2 708.83",""
"2011","Finland","Million euro","Social health insurance schemes","2 500.96",""
"2011","Sweden","Million euro","All financing schemes","43 024.65","b"
"2011","Sweden","Million euro","Government schemes and compulsory contributory health care financing schemes","36 330.37",""
"2011","Sweden","Million euro","Government schemes","36 330.37",""
"2011","Sweden","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2011","Sweden","Million euro","Social health insurance schemes","0.00",""
"2011","Iceland","Million euro","All financing schemes","898.48",""
"2011","Iceland","Million euro","Government schemes and compulsory contributory health care financing schemes","719.29",""
"2011","Iceland","Million euro","Government schemes","719.29",""
"2011","Iceland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2011","Iceland","Million euro","Social health insurance schemes","0.00",""
"2011","Liechtenstein","Million euro","All financing schemes",":",""
"2011","Liechtenstein","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Liechtenstein","Million euro","Government schemes",":",""
"2011","Liechtenstein","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Liechtenstein","Million euro","Social health insurance schemes",":",""
"2011","Norway","Million euro","All financing schemes","31 493.31",""
"2011","Norway","Million euro","Government schemes and compulsory contributory health care financing schemes","26 587.63",""
"2011","Norway","Million euro","Government schemes","26 587.63",""
"2011","Norway","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Norway","Million euro","Social health insurance schemes",":",""
"2011","Switzerland","Million euro","All financing schemes","52 119.65",""
"2011","Switzerland","Million euro","Government schemes and compulsory contributory health care financing schemes","33 776.92",""
"2011","Switzerland","Million euro","Government schemes","11 831.11",""
"2011","Switzerland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","21 945.80",""
"2011","Switzerland","Million euro","Social health insurance schemes","2 035.15",""
"2011","United Kingdom","Million euro","All financing schemes",":",""
"2011","United Kingdom","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","United Kingdom","Million euro","Government schemes",":",""
"2011","United Kingdom","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","United Kingdom","Million euro","Social health insurance schemes",":",""
"2011","Bosnia and Herzegovina","Million euro","All financing schemes",":",""
"2011","Bosnia and Herzegovina","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2011","Bosnia and Herzegovina","Million euro","Government schemes",":",""
"2011","Bosnia and Herzegovina","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2011","Bosnia and Herzegovina","Million euro","Social health insurance schemes",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","All financing schemes",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Government schemes",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Social health insurance schemes",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","All financing schemes",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Government schemes",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Social health insurance schemes",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","All financing schemes",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Government schemes",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Social health insurance schemes",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","All financing schemes",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Government schemes",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Social health insurance schemes",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","All financing schemes",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Government schemes",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Social health insurance schemes",":",""
"2012","Euro area - 18 countries (2014)","Million euro","All financing schemes",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Government schemes",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Social health insurance schemes",":",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","All financing schemes","986 082.66",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Government schemes and compulsory contributory health care financing schemes","767 126.93",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Government schemes","262 928.63",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","504 199.31",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Social health insurance schemes",":",""
"2012","Belgium","Million euro","All financing schemes","40 574.75",""
"2012","Belgium","Million euro","Government schemes and compulsory contributory health care financing schemes","31 028.69",""
"2012","Belgium","Million euro","Government schemes","4 365.28",""
"2012","Belgium","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","26 663.41",""
"2012","Belgium","Million euro","Social health insurance schemes","26 644.27",""
"2012","Bulgaria","Million euro","All financing schemes","3 185.79",""
"2012","Bulgaria","Million euro","Government schemes and compulsory contributory health care financing schemes","1 624.92",""
"2012","Bulgaria","Million euro","Government schemes","350.12",""
"2012","Bulgaria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1 274.80",""
"2012","Bulgaria","Million euro","Social health insurance schemes","1 274.80",""
"2012","Czechia","Million euro","All financing schemes",":",""
"2012","Czechia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Czechia","Million euro","Government schemes",":",""
"2012","Czechia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Czechia","Million euro","Social health insurance schemes",":",""
"2012","Denmark","Million euro","All financing schemes","26 072.23",""
"2012","Denmark","Million euro","Government schemes and compulsory contributory health care financing schemes","21 895.41",""
"2012","Denmark","Million euro","Government schemes","21 895.41",""
"2012","Denmark","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2012","Denmark","Million euro","Social health insurance schemes","0.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","All financing schemes","297 784.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Government schemes and compulsory contributory health care financing schemes","247 064.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Government schemes","20 169.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","226 896.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Social health insurance schemes","203 380.00",""
"2012","Estonia","Million euro","All financing schemes","1 045.15",""
"2012","Estonia","Million euro","Government schemes and compulsory contributory health care financing schemes","801.14",""
"2012","Estonia","Million euro","Government schemes","113.21",""
"2012","Estonia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","687.93",""
"2012","Estonia","Million euro","Social health insurance schemes","687.93",""
"2012","Ireland","Million euro","All financing schemes","18 714.64",""
"2012","Ireland","Million euro","Government schemes and compulsory contributory health care financing schemes","13 488.38",""
"2012","Ireland","Million euro","Government schemes","13 435.74",""
"2012","Ireland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","52.64",""
"2012","Ireland","Million euro","Social health insurance schemes","0.00",""
"2012","Greece","Million euro","All financing schemes","16 811.38",""
"2012","Greece","Million euro","Government schemes and compulsory contributory health care financing schemes","11 113.22",""
"2012","Greece","Million euro","Government schemes","5 082.10",""
"2012","Greece","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","6 031.13",""
"2012","Greece","Million euro","Social health insurance schemes","6 031.13",""
"2012","Spain","Million euro","All financing schemes","94 417.66",""
"2012","Spain","Million euro","Government schemes and compulsory contributory health care financing schemes","68 085.16",""
"2012","Spain","Million euro","Government schemes","64 077.57",""
"2012","Spain","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4 007.60",""
"2012","Spain","Million euro","Social health insurance schemes","4 007.60",""
"2012","France","Million euro","All financing schemes","236 311.46",""
"2012","France","Million euro","Government schemes and compulsory contributory health care financing schemes","179 882.89",""
"2012","France","Million euro","Government schemes","11 788.00",""
"2012","France","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","168 094.88",""
"2012","France","Million euro","Social health insurance schemes","168 094.88",""
"2012","Croatia","Million euro","All financing schemes",":",""
"2012","Croatia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Croatia","Million euro","Government schemes",":",""
"2012","Croatia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Croatia","Million euro","Social health insurance schemes",":",""
"2012","Italy","Million euro","All financing schemes","142 676.00",""
"2012","Italy","Million euro","Government schemes and compulsory contributory health care financing schemes","108 258.00",""
"2012","Italy","Million euro","Government schemes","107 932.00",""
"2012","Italy","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","326.00",""
"2012","Italy","Million euro","Social health insurance schemes","326.00",""
"2012","Cyprus","Million euro","All financing schemes","1 274.30",""
"2012","Cyprus","Million euro","Government schemes and compulsory contributory health care financing schemes","590.54",""
"2012","Cyprus","Million euro","Government schemes","581.57",""
"2012","Cyprus","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","8.98",""
"2012","Cyprus","Million euro","Social health insurance schemes","8.98",""
"2012","Latvia","Million euro","All financing schemes",":",""
"2012","Latvia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Latvia","Million euro","Government schemes",":",""
"2012","Latvia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Latvia","Million euro","Social health insurance schemes",":",""
"2012","Lithuania","Million euro","All financing schemes","2 096.85",""
"2012","Lithuania","Million euro","Government schemes and compulsory contributory health care financing schemes","1 411.66",""
"2012","Lithuania","Million euro","Government schemes","192.70",""
"2012","Lithuania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1 218.96",""
"2012","Lithuania","Million euro","Social health insurance schemes",":",""
"2012","Luxembourg","Million euro","All financing schemes","2 463.12","b"
"2012","Luxembourg","Million euro","Government schemes and compulsory contributory health care financing schemes","2 040.68","b"
"2012","Luxembourg","Million euro","Government schemes","94.17","b"
"2012","Luxembourg","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1 946.51","b"
"2012","Luxembourg","Million euro","Social health insurance schemes","1 946.51","b"
"2012","Hungary","Million euro","All financing schemes","7 428.99",""
"2012","Hungary","Million euro","Government schemes and compulsory contributory health care financing schemes","4 868.47",""
"2012","Hungary","Million euro","Government schemes","642.03",""
"2012","Hungary","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4 226.44",""
"2012","Hungary","Million euro","Social health insurance schemes","4 226.44",""
"2012","Malta","Million euro","All financing schemes",":",""
"2012","Malta","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Malta","Million euro","Government schemes",":",""
"2012","Malta","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Malta","Million euro","Social health insurance schemes",":",""
"2012","Netherlands","Million euro","All financing schemes","68 816.48",""
"2012","Netherlands","Million euro","Government schemes and compulsory contributory health care financing schemes","56 506.16",""
"2012","Netherlands","Million euro","Government schemes","3 482.18",""
"2012","Netherlands","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","53 023.98",""
"2012","Netherlands","Million euro","Social health insurance schemes","18 874.61",""
"2012","Austria","Million euro","All financing schemes","32 499.92",""
"2012","Austria","Million euro","Government schemes and compulsory contributory health care financing schemes","24 270.42",""
"2012","Austria","Million euro","Government schemes","10 118.20",""
"2012","Austria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","14 152.22",""
"2012","Austria","Million euro","Social health insurance schemes","14 152.22",""
"2012","Poland","Million euro","All financing schemes",":",""
"2012","Poland","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Poland","Million euro","Government schemes",":",""
"2012","Poland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Poland","Million euro","Social health insurance schemes",":",""
"2012","Portugal","Million euro","All financing schemes","15 742.27",""
"2012","Portugal","Million euro","Government schemes and compulsory contributory health care financing schemes","10 322.10",""
"2012","Portugal","Million euro","Government schemes","10 139.39",""
"2012","Portugal","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","182.71",""
"2012","Portugal","Million euro","Social health insurance schemes","182.71",""
"2012","Romania","Million euro","All financing schemes","6 281.85",""
"2012","Romania","Million euro","Government schemes and compulsory contributory health care financing schemes","4 832.14",""
"2012","Romania","Million euro","Government schemes","626.87",""
"2012","Romania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4 205.27",""
"2012","Romania","Million euro","Social health insurance schemes","4 205.27",""
"2012","Slovenia","Million euro","All financing schemes",":",""
"2012","Slovenia","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Slovenia","Million euro","Government schemes",":",""
"2012","Slovenia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Slovenia","Million euro","Social health insurance schemes",":",""
"2012","Slovakia","Million euro","All financing schemes","5 550.07",""
"2012","Slovakia","Million euro","Government schemes and compulsory contributory health care financing schemes","4 005.45",""
"2012","Slovakia","Million euro","Government schemes","376.89",""
"2012","Slovakia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","3 628.56",""
"2012","Slovakia","Million euro","Social health insurance schemes",":",""
"2012","Finland","Million euro","All financing schemes","19 271.00",""
"2012","Finland","Million euro","Government schemes and compulsory contributory health care financing schemes","15 067.24",""
"2012","Finland","Million euro","Government schemes","12 245.00",""
"2012","Finland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2 822.24",""
"2012","Finland","Million euro","Social health insurance schemes","2 605.64",""
"2012","Sweden","Million euro","All financing schemes","46 166.63",""
"2012","Sweden","Million euro","Government schemes and compulsory contributory health care financing schemes","38 878.69",""
"2012","Sweden","Million euro","Government schemes","38 878.69",""
"2012","Sweden","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2012","Sweden","Million euro","Social health insurance schemes","0.00",""
"2012","Iceland","Million euro","All financing schemes","939.05",""
"2012","Iceland","Million euro","Government schemes and compulsory contributory health care financing schemes","750.62",""
"2012","Iceland","Million euro","Government schemes","750.62",""
"2012","Iceland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2012","Iceland","Million euro","Social health insurance schemes","0.00",""
"2012","Liechtenstein","Million euro","All financing schemes",":",""
"2012","Liechtenstein","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Liechtenstein","Million euro","Government schemes",":",""
"2012","Liechtenstein","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Liechtenstein","Million euro","Social health insurance schemes",":",""
"2012","Norway","Million euro","All financing schemes","34 806.36",""
"2012","Norway","Million euro","Government schemes and compulsory contributory health care financing schemes","29 500.21",""
"2012","Norway","Million euro","Government schemes","29 500.21",""
"2012","Norway","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Norway","Million euro","Social health insurance schemes",":",""
"2012","Switzerland","Million euro","All financing schemes","55 183.30",""
"2012","Switzerland","Million euro","Government schemes and compulsory contributory health care financing schemes","36 514.10",""
"2012","Switzerland","Million euro","Government schemes","13 269.08",""
"2012","Switzerland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","23 245.02",""
"2012","Switzerland","Million euro","Social health insurance schemes","2 059.27",""
"2012","United Kingdom","Million euro","All financing schemes",":",""
"2012","United Kingdom","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","United Kingdom","Million euro","Government schemes",":",""
"2012","United Kingdom","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","United Kingdom","Million euro","Social health insurance schemes",":",""
"2012","Bosnia and Herzegovina","Million euro","All financing schemes",":",""
"2012","Bosnia and Herzegovina","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2012","Bosnia and Herzegovina","Million euro","Government schemes",":",""
"2012","Bosnia and Herzegovina","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2012","Bosnia and Herzegovina","Million euro","Social health insurance schemes",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","All financing schemes",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Government schemes",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Social health insurance schemes",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","All financing schemes",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Government schemes",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Social health insurance schemes",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","All financing schemes",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Government schemes",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Social health insurance schemes",":",""
"2013","European Union - 15 countries (1995-2004)","Million euro","All financing schemes","1 285 398.21",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Government schemes and compulsory contributory health care financing schemes","1 008 697.28",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Government schemes","489 222.14",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","519 475.14",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Social health insurance schemes","460 441.00",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","All financing schemes",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Government schemes and compulsory contributory health care financing schemes",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Government schemes",":",""
