"TIME","GEO","UNIT","ICHA11_HP","Value","Flag and Footnotes"
"2011","Belgium","Million euro","All providers of health care","39 071.17",""
"2011","Belgium","Million euro","Hospitals","13 037.21",""
"2011","Belgium","Million euro","General hospitals","11 357.76",""
"2011","Belgium","Million euro","Mental health hospitals","1 613.05",""
"2011","Belgium","Million euro","Specialised hospitals (other than mental health hospitals)","66.39",""
"2011","Bulgaria","Million euro","All providers of health care","2 946.38",""
"2011","Bulgaria","Million euro","Hospitals","1 077.00",""
"2011","Bulgaria","Million euro","General hospitals",":",""
"2011","Bulgaria","Million euro","Mental health hospitals",":",""
"2011","Bulgaria","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Czechia","Million euro","All providers of health care",":",""
"2011","Czechia","Million euro","Hospitals",":",""
"2011","Czechia","Million euro","General hospitals",":",""
"2011","Czechia","Million euro","Mental health hospitals",":",""
"2011","Czechia","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Denmark","Million euro","All providers of health care","25 167.02",""
"2011","Denmark","Million euro","Hospitals","11 092.27",""
"2011","Denmark","Million euro","General hospitals","10 110.91",""
"2011","Denmark","Million euro","Mental health hospitals","981.36",""
"2011","Denmark","Million euro","Specialised hospitals (other than mental health hospitals)","0.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care","290 266.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Hospitals","84 816.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","General hospitals","76 452.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",":",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Specialised hospitals (other than mental health hospitals)","8 364.00",""
"2011","Estonia","Million euro","All providers of health care","970.49",""
"2011","Estonia","Million euro","Hospitals","458.39",""
"2011","Estonia","Million euro","General hospitals","433.26",""
"2011","Estonia","Million euro","Mental health hospitals","2.86",""
"2011","Estonia","Million euro","Specialised hospitals (other than mental health hospitals)","22.27",""
"2011","Ireland","Million euro","All providers of health care","18 292.67",""
"2011","Ireland","Million euro","Hospitals","6 520.04",""
"2011","Ireland","Million euro","General hospitals","5 548.61",""
"2011","Ireland","Million euro","Mental health hospitals","267.18",""
"2011","Ireland","Million euro","Specialised hospitals (other than mental health hospitals)","704.26",""
"2011","Greece","Million euro","All providers of health care","18 690.74",""
"2011","Greece","Million euro","Hospitals","7 290.26",""
"2011","Greece","Million euro","General hospitals","6 224.56",""
"2011","Greece","Million euro","Mental health hospitals","342.76",""
"2011","Greece","Million euro","Specialised hospitals (other than mental health hospitals)","722.94",""
"2011","Spain","Million euro","All providers of health care","97 532.09",""
"2011","Spain","Million euro","Hospitals","41 164.82",""
"2011","Spain","Million euro","General hospitals","38 218.56",""
"2011","Spain","Million euro","Mental health hospitals","774.08",""
"2011","Spain","Million euro","Specialised hospitals (other than mental health hospitals)","2 172.17",""
"2011","France","Million euro","All providers of health care","230 575.03",""
"2011","France","Million euro","Hospitals","87 269.89",""
"2011","France","Million euro","General hospitals","73 665.60",""
"2011","France","Million euro","Mental health hospitals","13 272.43",""
"2011","France","Million euro","Specialised hospitals (other than mental health hospitals)","331.86","d"
"2011","Croatia","Million euro","All providers of health care",":",""
"2011","Croatia","Million euro","Hospitals",":",""
"2011","Croatia","Million euro","General hospitals",":",""
"2011","Croatia","Million euro","Mental health hospitals",":",""
"2011","Croatia","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Italy","Million euro","All providers of health care",":",""
"2011","Italy","Million euro","Hospitals",":",""
"2011","Italy","Million euro","General hospitals",":",""
"2011","Italy","Million euro","Mental health hospitals",":",""
"2011","Italy","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Cyprus","Million euro","All providers of health care","1 277.15",""
"2011","Cyprus","Million euro","Hospitals","579.82",""
"2011","Cyprus","Million euro","General hospitals","481.84",""
"2011","Cyprus","Million euro","Mental health hospitals","15.23",""
"2011","Cyprus","Million euro","Specialised hospitals (other than mental health hospitals)","82.76",""
"2011","Latvia","Million euro","All providers of health care",":",""
"2011","Latvia","Million euro","Hospitals",":",""
"2011","Latvia","Million euro","General hospitals",":",""
"2011","Latvia","Million euro","Mental health hospitals",":",""
"2011","Latvia","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Lithuania","Million euro","All providers of health care","2 031.79",""
"2011","Lithuania","Million euro","Hospitals","759.54",""
"2011","Lithuania","Million euro","General hospitals","641.92",""
"2011","Lithuania","Million euro","Mental health hospitals","25.03",""
"2011","Lithuania","Million euro","Specialised hospitals (other than mental health hospitals)","92.58",""
"2011","Luxembourg","Million euro","All providers of health care","2 638.25",""
"2011","Luxembourg","Million euro","Hospitals","864.47",""
"2011","Luxembourg","Million euro","General hospitals","741.17",""
"2011","Luxembourg","Million euro","Mental health hospitals","52.11",""
"2011","Luxembourg","Million euro","Specialised hospitals (other than mental health hospitals)","71.18",""
"2011","Hungary","Million euro","All providers of health care","7 642.30",""
"2011","Hungary","Million euro","Hospitals","2 443.91",""
"2011","Hungary","Million euro","General hospitals","2 090.93",""
"2011","Hungary","Million euro","Mental health hospitals","12.21",""
"2011","Hungary","Million euro","Specialised hospitals (other than mental health hospitals)","340.77",""
"2011","Malta","Million euro","All providers of health care",":",""
"2011","Malta","Million euro","Hospitals",":",""
"2011","Malta","Million euro","General hospitals",":",""
"2011","Malta","Million euro","Mental health hospitals",":",""
"2011","Malta","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Netherlands","Million euro","All providers of health care","66 554.70",""
"2011","Netherlands","Million euro","Hospitals","21 040.43",""
"2011","Netherlands","Million euro","General hospitals","16 198.17",""
"2011","Netherlands","Million euro","Mental health hospitals","3 940.46",""
"2011","Netherlands","Million euro","Specialised hospitals (other than mental health hospitals)","901.80",""
"2011","Austria","Million euro","All providers of health care","31 093.91",""
"2011","Austria","Million euro","Hospitals","12 060.33",""
"2011","Austria","Million euro","General hospitals","10 738.40",""
"2011","Austria","Million euro","Mental health hospitals",":",""
"2011","Austria","Million euro","Specialised hospitals (other than mental health hospitals)","1 321.93",""
"2011","Poland","Million euro","All providers of health care",":",""
"2011","Poland","Million euro","Hospitals",":",""
"2011","Poland","Million euro","General hospitals",":",""
"2011","Poland","Million euro","Mental health hospitals",":",""
"2011","Poland","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Portugal","Million euro","All providers of health care","16 790.72",""
"2011","Portugal","Million euro","Hospitals","6 635.32",""
"2011","Portugal","Million euro","General hospitals","6 493.82","d"
"2011","Portugal","Million euro","Mental health hospitals","141.50",""
"2011","Portugal","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Romania","Million euro","All providers of health care","6 199.11",""
"2011","Romania","Million euro","Hospitals","2 207.47",""
"2011","Romania","Million euro","General hospitals","1 841.35",""
"2011","Romania","Million euro","Mental health hospitals","67.96",""
"2011","Romania","Million euro","Specialised hospitals (other than mental health hospitals)","298.16",""
"2011","Slovenia","Million euro","All providers of health care",":",""
"2011","Slovenia","Million euro","Hospitals",":",""
"2011","Slovenia","Million euro","General hospitals",":",""
"2011","Slovenia","Million euro","Mental health hospitals",":",""
"2011","Slovenia","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Slovakia","Million euro","All providers of health care",":",""
"2011","Slovakia","Million euro","Hospitals",":",""
"2011","Slovakia","Million euro","General hospitals",":",""
"2011","Slovakia","Million euro","Mental health hospitals",":",""
"2011","Slovakia","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Finland","Million euro","All providers of health care","18 261.42",""
"2011","Finland","Million euro","Hospitals","6 258.62",""
"2011","Finland","Million euro","General hospitals","6 253.16",""
"2011","Finland","Million euro","Mental health hospitals","5.46",""
"2011","Finland","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Sweden","Million euro","All providers of health care","43 024.65",""
"2011","Sweden","Million euro","Hospitals","16 563.05",""
"2011","Sweden","Million euro","General hospitals","16 563.05",""
"2011","Sweden","Million euro","Mental health hospitals",":",""
"2011","Sweden","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Iceland","Million euro","All providers of health care","898.48",""
"2011","Iceland","Million euro","Hospitals","332.03",""
"2011","Iceland","Million euro","General hospitals","332.03",""
"2011","Iceland","Million euro","Mental health hospitals",":",""
"2011","Iceland","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Liechtenstein","Million euro","All providers of health care",":",""
"2011","Liechtenstein","Million euro","Hospitals",":",""
"2011","Liechtenstein","Million euro","General hospitals",":",""
"2011","Liechtenstein","Million euro","Mental health hospitals",":",""
"2011","Liechtenstein","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Norway","Million euro","All providers of health care","31 493.31",""
"2011","Norway","Million euro","Hospitals","12 323.38",""
"2011","Norway","Million euro","General hospitals","9 497.78",""
"2011","Norway","Million euro","Mental health hospitals","2 825.60",""
"2011","Norway","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Switzerland","Million euro","All providers of health care","52 119.65",""
"2011","Switzerland","Million euro","Hospitals","18 692.08",""
"2011","Switzerland","Million euro","General hospitals","15 214.52",""
"2011","Switzerland","Million euro","Mental health hospitals","1 491.40",""
"2011","Switzerland","Million euro","Specialised hospitals (other than mental health hospitals)","1 986.16",""
"2011","United Kingdom","Million euro","All providers of health care",":",""
"2011","United Kingdom","Million euro","Hospitals",":",""
"2011","United Kingdom","Million euro","General hospitals",":",""
"2011","United Kingdom","Million euro","Mental health hospitals",":",""
"2011","United Kingdom","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2011","Bosnia and Herzegovina","Million euro","All providers of health care",":",""
"2011","Bosnia and Herzegovina","Million euro","Hospitals",":",""
"2011","Bosnia and Herzegovina","Million euro","General hospitals",":",""
"2011","Bosnia and Herzegovina","Million euro","Mental health hospitals",":",""
"2011","Bosnia and Herzegovina","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","All providers of health care",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Hospitals",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","General hospitals",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Mental health hospitals",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","All providers of health care",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Hospitals",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","General hospitals",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","All providers of health care",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Hospitals",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","General hospitals",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Mental health hospitals",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","All providers of health care",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Hospitals",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","General hospitals",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Mental health hospitals",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","All providers of health care",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Hospitals",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","General hospitals",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Mental health hospitals",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Euro area - 18 countries (2014)","Million euro","All providers of health care",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Hospitals",":",""
"2012","Euro area - 18 countries (2014)","Million euro","General hospitals",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Mental health hospitals",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","All providers of health care","986 082.66",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Hospitals","358 609.81",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","General hospitals",":",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Mental health hospitals",":",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Belgium","Million euro","All providers of health care","40 574.75",""
"2012","Belgium","Million euro","Hospitals","13 639.85",""
"2012","Belgium","Million euro","General hospitals","11 863.15",""
"2012","Belgium","Million euro","Mental health hospitals","1 710.05",""
"2012","Belgium","Million euro","Specialised hospitals (other than mental health hospitals)","66.65",""
"2012","Bulgaria","Million euro","All providers of health care","3 185.79",""
"2012","Bulgaria","Million euro","Hospitals","1 115.41",""
"2012","Bulgaria","Million euro","General hospitals","851.10",""
"2012","Bulgaria","Million euro","Mental health hospitals","14.50",""
"2012","Bulgaria","Million euro","Specialised hospitals (other than mental health hospitals)","249.81",""
"2012","Czechia","Million euro","All providers of health care",":",""
"2012","Czechia","Million euro","Hospitals",":",""
"2012","Czechia","Million euro","General hospitals",":",""
"2012","Czechia","Million euro","Mental health hospitals",":",""
"2012","Czechia","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Denmark","Million euro","All providers of health care","26 072.23",""
"2012","Denmark","Million euro","Hospitals","11 487.69",""
"2012","Denmark","Million euro","General hospitals","10 448.19",""
"2012","Denmark","Million euro","Mental health hospitals","1 039.49",""
"2012","Denmark","Million euro","Specialised hospitals (other than mental health hospitals)","0.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care","297 784.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Hospitals","86 930.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","General hospitals","78 244.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",":",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Specialised hospitals (other than mental health hospitals)","8 686.00",""
"2012","Estonia","Million euro","All providers of health care","1 045.15",""
"2012","Estonia","Million euro","Hospitals","494.23",""
"2012","Estonia","Million euro","General hospitals","461.49",""
"2012","Estonia","Million euro","Mental health hospitals","2.80",""
"2012","Estonia","Million euro","Specialised hospitals (other than mental health hospitals)","29.95",""
"2012","Ireland","Million euro","All providers of health care","18 714.64",""
"2012","Ireland","Million euro","Hospitals","6 533.87",""
"2012","Ireland","Million euro","General hospitals","5 564.50",""
"2012","Ireland","Million euro","Mental health hospitals","264.26",""
"2012","Ireland","Million euro","Specialised hospitals (other than mental health hospitals)","705.11",""
"2012","Greece","Million euro","All providers of health care","16 811.38",""
"2012","Greece","Million euro","Hospitals","7 611.27",""
"2012","Greece","Million euro","General hospitals","6 569.63",""
"2012","Greece","Million euro","Mental health hospitals","332.36",""
"2012","Greece","Million euro","Specialised hospitals (other than mental health hospitals)","709.28",""
"2012","Spain","Million euro","All providers of health care","94 417.66",""
"2012","Spain","Million euro","Hospitals","39 914.26",""
"2012","Spain","Million euro","General hospitals","37 084.54",""
"2012","Spain","Million euro","Mental health hospitals","751.72",""
"2012","Spain","Million euro","Specialised hospitals (other than mental health hospitals)","2 078.01",""
"2012","France","Million euro","All providers of health care","236 311.46",""
"2012","France","Million euro","Hospitals","89 646.33",""
"2012","France","Million euro","General hospitals","75 839.33",""
"2012","France","Million euro","Mental health hospitals","13 454.33",""
"2012","France","Million euro","Specialised hospitals (other than mental health hospitals)","352.66","d"
"2012","Croatia","Million euro","All providers of health care",":",""
"2012","Croatia","Million euro","Hospitals",":",""
"2012","Croatia","Million euro","General hospitals",":",""
"2012","Croatia","Million euro","Mental health hospitals",":",""
"2012","Croatia","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Italy","Million euro","All providers of health care","142 676.00",""
"2012","Italy","Million euro","Hospitals","65 954.00",""
"2012","Italy","Million euro","General hospitals",":",""
"2012","Italy","Million euro","Mental health hospitals",":",""
"2012","Italy","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Cyprus","Million euro","All providers of health care","1 274.30",""
"2012","Cyprus","Million euro","Hospitals","576.23",""
"2012","Cyprus","Million euro","General hospitals","477.12",""
"2012","Cyprus","Million euro","Mental health hospitals","14.64",""
"2012","Cyprus","Million euro","Specialised hospitals (other than mental health hospitals)","84.47",""
"2012","Latvia","Million euro","All providers of health care",":",""
"2012","Latvia","Million euro","Hospitals",":",""
"2012","Latvia","Million euro","General hospitals",":",""
"2012","Latvia","Million euro","Mental health hospitals",":",""
"2012","Latvia","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Lithuania","Million euro","All providers of health care","2 096.85",""
"2012","Lithuania","Million euro","Hospitals","742.86",""
"2012","Lithuania","Million euro","General hospitals","636.29",""
"2012","Lithuania","Million euro","Mental health hospitals","15.89",""
"2012","Lithuania","Million euro","Specialised hospitals (other than mental health hospitals)","90.68",""
"2012","Luxembourg","Million euro","All providers of health care","2 463.12","b"
"2012","Luxembourg","Million euro","Hospitals","759.42","b"
"2012","Luxembourg","Million euro","General hospitals","668.87","b"
"2012","Luxembourg","Million euro","Mental health hospitals","38.36","b"
"2012","Luxembourg","Million euro","Specialised hospitals (other than mental health hospitals)","52.19","b"
"2012","Hungary","Million euro","All providers of health care","7 428.99",""
"2012","Hungary","Million euro","Hospitals","2 515.62",""
"2012","Hungary","Million euro","General hospitals","2 294.23",""
"2012","Hungary","Million euro","Mental health hospitals","37.89","b"
"2012","Hungary","Million euro","Specialised hospitals (other than mental health hospitals)","183.50","b"
"2012","Malta","Million euro","All providers of health care",":",""
"2012","Malta","Million euro","Hospitals",":",""
"2012","Malta","Million euro","General hospitals",":",""
"2012","Malta","Million euro","Mental health hospitals",":",""
"2012","Malta","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Netherlands","Million euro","All providers of health care","68 816.48",""
"2012","Netherlands","Million euro","Hospitals","21 843.44",""
"2012","Netherlands","Million euro","General hospitals","16 850.57",""
"2012","Netherlands","Million euro","Mental health hospitals","4 102.67",""
"2012","Netherlands","Million euro","Specialised hospitals (other than mental health hospitals)","890.20",""
"2012","Austria","Million euro","All providers of health care","32 499.92",""
"2012","Austria","Million euro","Hospitals","12 747.46",""
"2012","Austria","Million euro","General hospitals","11 337.12",""
"2012","Austria","Million euro","Mental health hospitals",":",""
"2012","Austria","Million euro","Specialised hospitals (other than mental health hospitals)","1 410.35",""
"2012","Poland","Million euro","All providers of health care",":",""
"2012","Poland","Million euro","Hospitals",":",""
"2012","Poland","Million euro","General hospitals",":",""
"2012","Poland","Million euro","Mental health hospitals",":",""
"2012","Poland","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Portugal","Million euro","All providers of health care","15 742.27",""
"2012","Portugal","Million euro","Hospitals","6 488.64",""
"2012","Portugal","Million euro","General hospitals","6 363.97","d"
"2012","Portugal","Million euro","Mental health hospitals","124.66",""
"2012","Portugal","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Romania","Million euro","All providers of health care","6 281.85",""
"2012","Romania","Million euro","Hospitals","2 366.40",""
"2012","Romania","Million euro","General hospitals","2 000.30",""
"2012","Romania","Million euro","Mental health hospitals","67.80",""
"2012","Romania","Million euro","Specialised hospitals (other than mental health hospitals)","298.30",""
"2012","Slovenia","Million euro","All providers of health care",":",""
"2012","Slovenia","Million euro","Hospitals",":",""
"2012","Slovenia","Million euro","General hospitals",":",""
"2012","Slovenia","Million euro","Mental health hospitals",":",""
"2012","Slovenia","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Slovakia","Million euro","All providers of health care","5 550.07",""
"2012","Slovakia","Million euro","Hospitals","1 463.44",""
"2012","Slovakia","Million euro","General hospitals","1 430.89",""
"2012","Slovakia","Million euro","Mental health hospitals","31.53",""
"2012","Slovakia","Million euro","Specialised hospitals (other than mental health hospitals)","1.01",""
"2012","Finland","Million euro","All providers of health care","19 271.00",""
"2012","Finland","Million euro","Hospitals","6 541.27",""
"2012","Finland","Million euro","General hospitals","6 534.72",""
"2012","Finland","Million euro","Mental health hospitals","6.55",""
"2012","Finland","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Sweden","Million euro","All providers of health care","46 166.63",""
"2012","Sweden","Million euro","Hospitals","17 679.60",""
"2012","Sweden","Million euro","General hospitals","17 679.60",""
"2012","Sweden","Million euro","Mental health hospitals",":",""
"2012","Sweden","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Iceland","Million euro","All providers of health care","939.05",""
"2012","Iceland","Million euro","Hospitals","351.73",""
"2012","Iceland","Million euro","General hospitals","351.73",""
"2012","Iceland","Million euro","Mental health hospitals",":",""
"2012","Iceland","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Liechtenstein","Million euro","All providers of health care",":",""
"2012","Liechtenstein","Million euro","Hospitals",":",""
"2012","Liechtenstein","Million euro","General hospitals",":",""
"2012","Liechtenstein","Million euro","Mental health hospitals",":",""
"2012","Liechtenstein","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Norway","Million euro","All providers of health care","34 806.36",""
"2012","Norway","Million euro","Hospitals","13 657.74",""
"2012","Norway","Million euro","General hospitals","10 520.53",""
"2012","Norway","Million euro","Mental health hospitals","3 137.22",""
"2012","Norway","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Switzerland","Million euro","All providers of health care","55 183.30",""
"2012","Switzerland","Million euro","Hospitals","20 148.98",""
"2012","Switzerland","Million euro","General hospitals","16 374.63",""
"2012","Switzerland","Million euro","Mental health hospitals","1 595.12",""
"2012","Switzerland","Million euro","Specialised hospitals (other than mental health hospitals)","2 179.23",""
"2012","United Kingdom","Million euro","All providers of health care",":",""
"2012","United Kingdom","Million euro","Hospitals",":",""
"2012","United Kingdom","Million euro","General hospitals",":",""
"2012","United Kingdom","Million euro","Mental health hospitals",":",""
"2012","United Kingdom","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2012","Bosnia and Herzegovina","Million euro","All providers of health care",":",""
"2012","Bosnia and Herzegovina","Million euro","Hospitals",":",""
"2012","Bosnia and Herzegovina","Million euro","General hospitals",":",""
"2012","Bosnia and Herzegovina","Million euro","Mental health hospitals",":",""
"2012","Bosnia and Herzegovina","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","All providers of health care",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Hospitals",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","General hospitals",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Mental health hospitals",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","All providers of health care",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Hospitals",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","General hospitals",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","All providers of health care",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Hospitals",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","General hospitals",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Mental health hospitals",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","European Union - 15 countries (1995-2004)","Million euro","All providers of health care","1 285 398.21",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Hospitals","476 558.23",""
"2013","European Union - 15 countries (1995-2004)","Million euro","General hospitals",":",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Mental health hospitals",":",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","All providers of health care",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Hospitals",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","General hospitals",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Mental health hospitals",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Euro area - 18 countries (2014)","Million euro","All providers of health care",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Hospitals",":",""
"2013","Euro area - 18 countries (2014)","Million euro","General hospitals",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Mental health hospitals",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","All providers of health care","1 001 514.67",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Hospitals","361 966.76",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","General hospitals",":",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Mental health hospitals",":",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Belgium","Million euro","All providers of health care","41 494.19",""
"2013","Belgium","Million euro","Hospitals","14 005.61",""
"2013","Belgium","Million euro","General hospitals","12 168.07",""
"2013","Belgium","Million euro","Mental health hospitals","1 763.96",""
"2013","Belgium","Million euro","Specialised hospitals (other than mental health hospitals)","73.58",""
"2013","Bulgaria","Million euro","All providers of health care","3 003.51",""
"2013","Bulgaria","Million euro","Hospitals","1 146.93",""
"2013","Bulgaria","Million euro","General hospitals","887.08","b"
"2013","Bulgaria","Million euro","Mental health hospitals","21.01",""
"2013","Bulgaria","Million euro","Specialised hospitals (other than mental health hospitals)","238.84",""
"2013","Czechia","Million euro","All providers of health care","12 314.41",""
"2013","Czechia","Million euro","Hospitals","4 969.89",""
"2013","Czechia","Million euro","General hospitals","4 504.33",""
"2013","Czechia","Million euro","Mental health hospitals","154.65",""
"2013","Czechia","Million euro","Specialised hospitals (other than mental health hospitals)","310.91",""
"2013","Denmark","Million euro","All providers of health care","26 313.05",""
"2013","Denmark","Million euro","Hospitals","11 734.80",""
"2013","Denmark","Million euro","General hospitals","10 662.26",""
"2013","Denmark","Million euro","Mental health hospitals","1 072.54",""
"2013","Denmark","Million euro","Specialised hospitals (other than mental health hospitals)","0.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care","309 020.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Hospitals","90 262.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","General hospitals","81 577.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",":",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Specialised hospitals (other than mental health hospitals)","8 685.00",""
"2013","Estonia","Million euro","All providers of health care","1 137.77",""
"2013","Estonia","Million euro","Hospitals","540.41",""
"2013","Estonia","Million euro","General hospitals","509.30",""
"2013","Estonia","Million euro","Mental health hospitals","2.97",""
"2013","Estonia","Million euro","Specialised hospitals (other than mental health hospitals)","28.14",""
"2013","Ireland","Million euro","All providers of health care","18 505.51",""
"2013","Ireland","Million euro","Hospitals","6 535.34",""
"2013","Ireland","Million euro","General hospitals","5 563.62",""
"2013","Ireland","Million euro","Mental health hospitals","278.47",""
