"TIME","GEO","UNIT","ICHA11_HC","Value","Flag and Footnotes"
"2011","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",":",""
"2011","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)",":",""
"2011","European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care",":",""
"2011","European Union - 15 countries (1995-2004)","Million euro","Curative care",":",""
"2011","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",":",""
"2011","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)",":",""
"2011","Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care",":",""
"2011","Euro area - 19 countries  (from 2015)","Million euro","Curative care",":",""
"2011","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",":",""
"2011","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)",":",""
"2011","Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care",":",""
"2011","Euro area - 18 countries (2014)","Million euro","Curative care",":",""
"2011","Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Euro area - 18 countries (2014)","Million euro","Inpatient curative care",":",""
"2011","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)",":",""
"2011","Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care",":",""
"2011","Euro area - 12 countries (2001-2006)","Million euro","Curative care",":",""
"2011","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",":",""
"2011","Belgium","Million euro","Current health care expenditure (CHE)","39 071.17",""
"2011","Belgium","Million euro","Curative care and rehabilitative care","20 105.42",""
"2011","Belgium","Million euro","Curative care","17 218.47",""
"2011","Belgium","Million euro","Inpatient curative and rehabilitative care","10 837.66",""
"2011","Belgium","Million euro","Inpatient curative care","9 818.06",""
"2011","Bulgaria","Million euro","Current health care expenditure (CHE)","2 946.38",""
"2011","Bulgaria","Million euro","Curative care and rehabilitative care","1 441.84",""
"2011","Bulgaria","Million euro","Curative care","1 406.06",""
"2011","Bulgaria","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Bulgaria","Million euro","Inpatient curative care",":",""
"2011","Czechia","Million euro","Current health care expenditure (CHE)",":",""
"2011","Czechia","Million euro","Curative care and rehabilitative care",":",""
"2011","Czechia","Million euro","Curative care",":",""
"2011","Czechia","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Czechia","Million euro","Inpatient curative care",":",""
"2011","Denmark","Million euro","Current health care expenditure (CHE)","25 167.02",""
"2011","Denmark","Million euro","Curative care and rehabilitative care","14 164.09",""
"2011","Denmark","Million euro","Curative care","13 971.84",""
"2011","Denmark","Million euro","Inpatient curative and rehabilitative care","7 008.40",""
"2011","Denmark","Million euro","Inpatient curative care","7 008.40",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","290 266.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care","150 588.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Curative care","141 807.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care","80 315.00",""
"2011","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care","72 510.00",""
"2011","Estonia","Million euro","Current health care expenditure (CHE)","970.49",""
"2011","Estonia","Million euro","Curative care and rehabilitative care","549.25",""
"2011","Estonia","Million euro","Curative care","533.71",""
"2011","Estonia","Million euro","Inpatient curative and rehabilitative care","253.54",""
"2011","Estonia","Million euro","Inpatient curative care","248.56",""
"2011","Ireland","Million euro","Current health care expenditure (CHE)","18 292.67",""
"2011","Ireland","Million euro","Curative care and rehabilitative care","9 854.81",""
"2011","Ireland","Million euro","Curative care",":",""
"2011","Ireland","Million euro","Inpatient curative and rehabilitative care","4 453.20",""
"2011","Ireland","Million euro","Inpatient curative care",":",""
"2011","Greece","Million euro","Current health care expenditure (CHE)","18 690.74",""
"2011","Greece","Million euro","Curative care and rehabilitative care","11 030.12",""
"2011","Greece","Million euro","Curative care","11 020.55",""
"2011","Greece","Million euro","Inpatient curative and rehabilitative care","6 736.15",""
"2011","Greece","Million euro","Inpatient curative care","6 728.05",""
"2011","Spain","Million euro","Current health care expenditure (CHE)","97 532.09",""
"2011","Spain","Million euro","Curative care and rehabilitative care","55 849.51",""
"2011","Spain","Million euro","Curative care","55 849.51",""
"2011","Spain","Million euro","Inpatient curative and rehabilitative care","23 772.32",""
"2011","Spain","Million euro","Inpatient curative care","23 772.32",""
"2011","France","Million euro","Current health care expenditure (CHE)","230 575.03",""
"2011","France","Million euro","Curative care and rehabilitative care","121 151.32",""
"2011","France","Million euro","Curative care","98 303.06",""
"2011","France","Million euro","Inpatient curative and rehabilitative care","64 954.38",""
"2011","France","Million euro","Inpatient curative care","48 777.99",""
"2011","Croatia","Million euro","Current health care expenditure (CHE)",":",""
"2011","Croatia","Million euro","Curative care and rehabilitative care",":",""
"2011","Croatia","Million euro","Curative care",":",""
"2011","Croatia","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Croatia","Million euro","Inpatient curative care",":",""
"2011","Italy","Million euro","Current health care expenditure (CHE)",":",""
"2011","Italy","Million euro","Curative care and rehabilitative care",":",""
"2011","Italy","Million euro","Curative care",":",""
"2011","Italy","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Italy","Million euro","Inpatient curative care",":",""
"2011","Cyprus","Million euro","Current health care expenditure (CHE)","1 277.15",""
"2011","Cyprus","Million euro","Curative care and rehabilitative care","829.30",""
"2011","Cyprus","Million euro","Curative care","748.44",""
"2011","Cyprus","Million euro","Inpatient curative and rehabilitative care","404.01",""
"2011","Cyprus","Million euro","Inpatient curative care","374.19",""
"2011","Latvia","Million euro","Current health care expenditure (CHE)",":",""
"2011","Latvia","Million euro","Curative care and rehabilitative care",":",""
"2011","Latvia","Million euro","Curative care",":",""
"2011","Latvia","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Latvia","Million euro","Inpatient curative care",":",""
"2011","Lithuania","Million euro","Current health care expenditure (CHE)","2 031.79",""
"2011","Lithuania","Million euro","Curative care and rehabilitative care","1 093.37",""
"2011","Lithuania","Million euro","Curative care","1 007.56",""
"2011","Lithuania","Million euro","Inpatient curative and rehabilitative care","589.71",""
"2011","Lithuania","Million euro","Inpatient curative care","511.05",""
"2011","Luxembourg","Million euro","Current health care expenditure (CHE)","2 638.25",""
"2011","Luxembourg","Million euro","Curative care and rehabilitative care","1 463.24",""
"2011","Luxembourg","Million euro","Curative care","1 327.20",""
"2011","Luxembourg","Million euro","Inpatient curative and rehabilitative care","740.68",""
"2011","Luxembourg","Million euro","Inpatient curative care","633.38",""
"2011","Hungary","Million euro","Current health care expenditure (CHE)","7 642.30",""
"2011","Hungary","Million euro","Curative care and rehabilitative care","3 689.10",""
"2011","Hungary","Million euro","Curative care","3 438.14",""
"2011","Hungary","Million euro","Inpatient curative and rehabilitative care","1 855.73",""
"2011","Hungary","Million euro","Inpatient curative care","1 666.82",""
"2011","Malta","Million euro","Current health care expenditure (CHE)",":",""
"2011","Malta","Million euro","Curative care and rehabilitative care",":",""
"2011","Malta","Million euro","Curative care",":",""
"2011","Malta","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Malta","Million euro","Inpatient curative care",":",""
"2011","Netherlands","Million euro","Current health care expenditure (CHE)","66 554.70",""
"2011","Netherlands","Million euro","Curative care and rehabilitative care","32 277.10",""
"2011","Netherlands","Million euro","Curative care","29 755.34",""
"2011","Netherlands","Million euro","Inpatient curative and rehabilitative care","12 668.17",""
"2011","Netherlands","Million euro","Inpatient curative care","11 973.41",""
"2011","Austria","Million euro","Current health care expenditure (CHE)","31 093.91",""
"2011","Austria","Million euro","Curative care and rehabilitative care","18 424.41",""
"2011","Austria","Million euro","Curative care","16 495.25",""
"2011","Austria","Million euro","Inpatient curative and rehabilitative care","10 546.27",""
"2011","Austria","Million euro","Inpatient curative care","9 218.74",""
"2011","Poland","Million euro","Current health care expenditure (CHE)",":",""
"2011","Poland","Million euro","Curative care and rehabilitative care",":",""
"2011","Poland","Million euro","Curative care",":",""
"2011","Poland","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Poland","Million euro","Inpatient curative care",":",""
"2011","Portugal","Million euro","Current health care expenditure (CHE)","16 790.72",""
"2011","Portugal","Million euro","Curative care and rehabilitative care","10 682.00",""
"2011","Portugal","Million euro","Curative care","9 991.50",""
"2011","Portugal","Million euro","Inpatient curative and rehabilitative care","2 914.26",""
"2011","Portugal","Million euro","Inpatient curative care","2 727.35",""
"2011","Romania","Million euro","Current health care expenditure (CHE)","6 199.11",""
"2011","Romania","Million euro","Curative care and rehabilitative care","2 838.16",""
"2011","Romania","Million euro","Curative care","2 664.47",""
"2011","Romania","Million euro","Inpatient curative and rehabilitative care","1 681.94",""
"2011","Romania","Million euro","Inpatient curative care","1 607.79",""
"2011","Slovenia","Million euro","Current health care expenditure (CHE)",":",""
"2011","Slovenia","Million euro","Curative care and rehabilitative care",":",""
"2011","Slovenia","Million euro","Curative care",":",""
"2011","Slovenia","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Slovenia","Million euro","Inpatient curative care",":",""
"2011","Slovakia","Million euro","Current health care expenditure (CHE)",":",""
"2011","Slovakia","Million euro","Curative care and rehabilitative care",":",""
"2011","Slovakia","Million euro","Curative care",":",""
"2011","Slovakia","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Slovakia","Million euro","Inpatient curative care",":",""
"2011","Finland","Million euro","Current health care expenditure (CHE)","18 261.42",""
"2011","Finland","Million euro","Curative care and rehabilitative care","10 223.87",""
"2011","Finland","Million euro","Curative care","9 785.10",""
"2011","Finland","Million euro","Inpatient curative and rehabilitative care","4 454.94",""
"2011","Finland","Million euro","Inpatient curative care","4 213.64",""
"2011","Sweden","Million euro","Current health care expenditure (CHE)","43 024.65","b"
"2011","Sweden","Million euro","Curative care and rehabilitative care","22 465.50",""
"2011","Sweden","Million euro","Curative care",":",""
"2011","Sweden","Million euro","Inpatient curative and rehabilitative care","9 212.50",""
"2011","Sweden","Million euro","Inpatient curative care",":",""
"2011","Iceland","Million euro","Current health care expenditure (CHE)","898.48",""
"2011","Iceland","Million euro","Curative care and rehabilitative care","499.18",""
"2011","Iceland","Million euro","Curative care","453.06",""
"2011","Iceland","Million euro","Inpatient curative and rehabilitative care","229.26",""
"2011","Iceland","Million euro","Inpatient curative care","207.86",""
"2011","Liechtenstein","Million euro","Current health care expenditure (CHE)",":",""
"2011","Liechtenstein","Million euro","Curative care and rehabilitative care",":",""
"2011","Liechtenstein","Million euro","Curative care",":",""
"2011","Liechtenstein","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Liechtenstein","Million euro","Inpatient curative care",":",""
"2011","Norway","Million euro","Current health care expenditure (CHE)","31 493.31",""
"2011","Norway","Million euro","Curative care and rehabilitative care","15 698.80",""
"2011","Norway","Million euro","Curative care","15 122.67",""
"2011","Norway","Million euro","Inpatient curative and rehabilitative care","8 737.91",""
"2011","Norway","Million euro","Inpatient curative care","8 161.78",""
"2011","Switzerland","Million euro","Current health care expenditure (CHE)","52 119.65",""
"2011","Switzerland","Million euro","Curative care and rehabilitative care","28 001.05",""
"2011","Switzerland","Million euro","Curative care","25 614.75",""
"2011","Switzerland","Million euro","Inpatient curative and rehabilitative care","14 047.46",""
"2011","Switzerland","Million euro","Inpatient curative care","12 545.84",""
"2011","United Kingdom","Million euro","Current health care expenditure (CHE)",":",""
"2011","United Kingdom","Million euro","Curative care and rehabilitative care",":",""
"2011","United Kingdom","Million euro","Curative care",":",""
"2011","United Kingdom","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","United Kingdom","Million euro","Inpatient curative care",":",""
"2011","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)",":",""
"2011","Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care",":",""
"2011","Bosnia and Herzegovina","Million euro","Curative care",":",""
"2011","Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care",":",""
"2011","Bosnia and Herzegovina","Million euro","Inpatient curative care",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Curative care",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Curative care",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Curative care",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Curative care",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Curative care",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Curative care",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","Euro area - 18 countries (2014)","Million euro","Inpatient curative care",":",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","986 082.66",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care","529 351.01",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Curative care",":",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care","269 405.47",""
"2012","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",":",""
"2012","Belgium","Million euro","Current health care expenditure (CHE)","40 574.75",""
"2012","Belgium","Million euro","Curative care and rehabilitative care","21 012.56",""
"2012","Belgium","Million euro","Curative care","17 913.69",""
"2012","Belgium","Million euro","Inpatient curative and rehabilitative care","11 355.74",""
"2012","Belgium","Million euro","Inpatient curative care","10 231.97",""
"2012","Bulgaria","Million euro","Current health care expenditure (CHE)","3 185.79",""
"2012","Bulgaria","Million euro","Curative care and rehabilitative care","1 608.72",""
"2012","Bulgaria","Million euro","Curative care","1 569.20",""
"2012","Bulgaria","Million euro","Inpatient curative and rehabilitative care","1 038.25",""
"2012","Bulgaria","Million euro","Inpatient curative care","1 003.69",""
"2012","Czechia","Million euro","Current health care expenditure (CHE)",":",""
"2012","Czechia","Million euro","Curative care and rehabilitative care",":",""
"2012","Czechia","Million euro","Curative care",":",""
"2012","Czechia","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","Czechia","Million euro","Inpatient curative care",":",""
"2012","Denmark","Million euro","Current health care expenditure (CHE)","26 072.23",""
"2012","Denmark","Million euro","Curative care and rehabilitative care","14 765.03",""
"2012","Denmark","Million euro","Curative care","14 544.86",""
"2012","Denmark","Million euro","Inpatient curative and rehabilitative care","7 162.92",""
"2012","Denmark","Million euro","Inpatient curative care","7 162.92",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","297 784.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care","154 062.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Curative care","144 966.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care","82 352.00",""
"2012","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care","74 268.00",""
"2012","Estonia","Million euro","Current health care expenditure (CHE)","1 045.15",""
"2012","Estonia","Million euro","Curative care and rehabilitative care","590.42",""
"2012","Estonia","Million euro","Curative care","574.87",""
"2012","Estonia","Million euro","Inpatient curative and rehabilitative care","270.16",""
"2012","Estonia","Million euro","Inpatient curative care","264.88",""
"2012","Ireland","Million euro","Current health care expenditure (CHE)","18 714.64",""
"2012","Ireland","Million euro","Curative care and rehabilitative care","9 955.94",""
"2012","Ireland","Million euro","Curative care",":",""
"2012","Ireland","Million euro","Inpatient curative and rehabilitative care","4 500.24",""
"2012","Ireland","Million euro","Inpatient curative care",":",""
"2012","Greece","Million euro","Current health care expenditure (CHE)","16 811.38",""
"2012","Greece","Million euro","Curative care and rehabilitative care","10 340.96",""
"2012","Greece","Million euro","Curative care","10 326.96",""
"2012","Greece","Million euro","Inpatient curative and rehabilitative care","7 097.67",""
"2012","Greece","Million euro","Inpatient curative care","7 083.67",""
"2012","Spain","Million euro","Current health care expenditure (CHE)","94 417.66",""
"2012","Spain","Million euro","Curative care and rehabilitative care","54 581.13",""
"2012","Spain","Million euro","Curative care","54 581.13",""
"2012","Spain","Million euro","Inpatient curative and rehabilitative care","23 051.63",""
"2012","Spain","Million euro","Inpatient curative care","23 051.63",""
"2012","France","Million euro","Current health care expenditure (CHE)","236 311.46",""
"2012","France","Million euro","Curative care and rehabilitative care","124 822.41",""
"2012","France","Million euro","Curative care","101 086.09",""
"2012","France","Million euro","Inpatient curative and rehabilitative care","66 410.25",""
"2012","France","Million euro","Inpatient curative care","49 764.97",""
"2012","Croatia","Million euro","Current health care expenditure (CHE)",":",""
"2012","Croatia","Million euro","Curative care and rehabilitative care",":",""
"2012","Croatia","Million euro","Curative care",":",""
"2012","Croatia","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","Croatia","Million euro","Inpatient curative care",":",""
"2012","Italy","Million euro","Current health care expenditure (CHE)","142 676.00",""
"2012","Italy","Million euro","Curative care and rehabilitative care","79 760.00",""
"2012","Italy","Million euro","Curative care",":",""
"2012","Italy","Million euro","Inpatient curative and rehabilitative care","42 348.00",""
"2012","Italy","Million euro","Inpatient curative care",":",""
"2012","Cyprus","Million euro","Current health care expenditure (CHE)","1 274.30",""
"2012","Cyprus","Million euro","Curative care and rehabilitative care","820.81",""
"2012","Cyprus","Million euro","Curative care","739.48",""
"2012","Cyprus","Million euro","Inpatient curative and rehabilitative care","391.02",""
"2012","Cyprus","Million euro","Inpatient curative care","361.48",""
"2012","Latvia","Million euro","Current health care expenditure (CHE)",":",""
"2012","Latvia","Million euro","Curative care and rehabilitative care",":",""
"2012","Latvia","Million euro","Curative care",":",""
"2012","Latvia","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","Latvia","Million euro","Inpatient curative care",":",""
"2012","Lithuania","Million euro","Current health care expenditure (CHE)","2 096.85",""
"2012","Lithuania","Million euro","Curative care and rehabilitative care","1 098.03",""
"2012","Lithuania","Million euro","Curative care","1 004.15",""
"2012","Lithuania","Million euro","Inpatient curative and rehabilitative care","624.19",""
"2012","Lithuania","Million euro","Inpatient curative care","537.15",""
"2012","Luxembourg","Million euro","Current health care expenditure (CHE)","2 463.12","b"
"2012","Luxembourg","Million euro","Curative care and rehabilitative care","1 361.01","b"
"2012","Luxembourg","Million euro","Curative care","1 305.46","b"
"2012","Luxembourg","Million euro","Inpatient curative and rehabilitative care","652.62","b"
"2012","Luxembourg","Million euro","Inpatient curative care","619.19","b"
"2012","Hungary","Million euro","Current health care expenditure (CHE)","7 428.99",""
"2012","Hungary","Million euro","Curative care and rehabilitative care","3 781.18",""
"2012","Hungary","Million euro","Curative care","3 515.64",""
"2012","Hungary","Million euro","Inpatient curative and rehabilitative care","1 909.96",""
"2012","Hungary","Million euro","Inpatient curative care","1 726.84",""
"2012","Malta","Million euro","Current health care expenditure (CHE)",":",""
"2012","Malta","Million euro","Curative care and rehabilitative care",":",""
"2012","Malta","Million euro","Curative care",":",""
"2012","Malta","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","Malta","Million euro","Inpatient curative care",":",""
"2012","Netherlands","Million euro","Current health care expenditure (CHE)","68 816.48",""
"2012","Netherlands","Million euro","Curative care and rehabilitative care","33 085.28",""
"2012","Netherlands","Million euro","Curative care","30 543.72",""
"2012","Netherlands","Million euro","Inpatient curative and rehabilitative care","13 035.33",""
"2012","Netherlands","Million euro","Inpatient curative care","12 297.80",""
"2012","Austria","Million euro","Current health care expenditure (CHE)","32 499.92",""
"2012","Austria","Million euro","Curative care and rehabilitative care","19 321.18",""
"2012","Austria","Million euro","Curative care","17 259.34",""
"2012","Austria","Million euro","Inpatient curative and rehabilitative care","11 067.97",""
"2012","Austria","Million euro","Inpatient curative care","9 644.18",""
"2012","Poland","Million euro","Current health care expenditure (CHE)",":",""
"2012","Poland","Million euro","Curative care and rehabilitative care",":",""
"2012","Poland","Million euro","Curative care",":",""
"2012","Poland","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","Poland","Million euro","Inpatient curative care",":",""
"2012","Portugal","Million euro","Current health care expenditure (CHE)","15 742.27",""
"2012","Portugal","Million euro","Curative care and rehabilitative care","10 236.64",""
"2012","Portugal","Million euro","Curative care","9 600.47",""
"2012","Portugal","Million euro","Inpatient curative and rehabilitative care","2 865.44",""
"2012","Portugal","Million euro","Inpatient curative care","2 696.89",""
"2012","Romania","Million euro","Current health care expenditure (CHE)","6 281.85",""
"2012","Romania","Million euro","Curative care and rehabilitative care","3 008.90",""
"2012","Romania","Million euro","Curative care","2 843.22",""
"2012","Romania","Million euro","Inpatient curative and rehabilitative care","1 675.25",""
"2012","Romania","Million euro","Inpatient curative care","1 610.48",""
"2012","Slovenia","Million euro","Current health care expenditure (CHE)",":",""
"2012","Slovenia","Million euro","Curative care and rehabilitative care",":",""
"2012","Slovenia","Million euro","Curative care",":",""
"2012","Slovenia","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","Slovenia","Million euro","Inpatient curative care",":",""
"2012","Slovakia","Million euro","Current health care expenditure (CHE)","5 550.07",""
"2012","Slovakia","Million euro","Curative care and rehabilitative care","2 657.63",""
"2012","Slovakia","Million euro","Curative care","2 615.61",""
"2012","Slovakia","Million euro","Inpatient curative and rehabilitative care","1 200.14",""
"2012","Slovakia","Million euro","Inpatient curative care","1 198.61",""
"2012","Finland","Million euro","Current health care expenditure (CHE)","19 271.00",""
"2012","Finland","Million euro","Curative care and rehabilitative care","10 811.90",""
"2012","Finland","Million euro","Curative care","10 346.97",""
"2012","Finland","Million euro","Inpatient curative and rehabilitative care","4 668.58",""
"2012","Finland","Million euro","Inpatient curative care","4 433.68",""
"2012","Sweden","Million euro","Current health care expenditure (CHE)","46 166.63",""
"2012","Sweden","Million euro","Curative care and rehabilitative care","24 020.40",""
"2012","Sweden","Million euro","Curative care",":",""
"2012","Sweden","Million euro","Inpatient curative and rehabilitative care","9 802.62",""
"2012","Sweden","Million euro","Inpatient curative care",":",""
"2012","Iceland","Million euro","Current health care expenditure (CHE)","939.05",""
"2012","Iceland","Million euro","Curative care and rehabilitative care","527.56",""
"2012","Iceland","Million euro","Curative care","477.44",""
"2012","Iceland","Million euro","Inpatient curative and rehabilitative care","245.83",""
"2012","Iceland","Million euro","Inpatient curative care","221.62",""
"2012","Liechtenstein","Million euro","Current health care expenditure (CHE)",":",""
"2012","Liechtenstein","Million euro","Curative care and rehabilitative care",":",""
"2012","Liechtenstein","Million euro","Curative care",":",""
"2012","Liechtenstein","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","Liechtenstein","Million euro","Inpatient curative care",":",""
"2012","Norway","Million euro","Current health care expenditure (CHE)","34 806.36",""
"2012","Norway","Million euro","Curative care and rehabilitative care","17 084.32",""
"2012","Norway","Million euro","Curative care","16 427.20",""
"2012","Norway","Million euro","Inpatient curative and rehabilitative care","9 525.89",""
"2012","Norway","Million euro","Inpatient curative care","8 868.78",""
"2012","Switzerland","Million euro","Current health care expenditure (CHE)","55 183.30",""
"2012","Switzerland","Million euro","Curative care and rehabilitative care","29 948.06",""
"2012","Switzerland","Million euro","Curative care","27 470.58",""
"2012","Switzerland","Million euro","Inpatient curative and rehabilitative care","14 961.87",""
"2012","Switzerland","Million euro","Inpatient curative care","13 428.86",""
"2012","United Kingdom","Million euro","Current health care expenditure (CHE)",":",""
"2012","United Kingdom","Million euro","Curative care and rehabilitative care",":",""
"2012","United Kingdom","Million euro","Curative care",":",""
"2012","United Kingdom","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","United Kingdom","Million euro","Inpatient curative care",":",""
"2012","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)",":",""
"2012","Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care",":",""
"2012","Bosnia and Herzegovina","Million euro","Curative care",":",""
"2012","Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care",":",""
"2012","Bosnia and Herzegovina","Million euro","Inpatient curative care",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Curative care",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care",":",""
"2013","European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Curative care",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care",":",""
"2013","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Curative care",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care",":",""
"2013","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",":",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","1 285 398.21",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care","691 676.89",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Curative care",":",""
"2013","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care","337 290.76",""
