"TIME","GEO","UNIT","ICHA11_HC","Value","Value_imp"
2010,"Liechtenstein","Million euro","Current health care expenditure (CHE)",283.02,TRUE
2010,"Liechtenstein","Million euro","Curative care and rehabilitative care",177.86,TRUE
2010,"Liechtenstein","Million euro","Curative care",157.24,TRUE
2010,"Liechtenstein","Million euro","Inpatient curative and rehabilitative care",79.41,TRUE
2010,"Liechtenstein","Million euro","Inpatient curative care",70.7,TRUE
2010,"Norway","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Norway","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Norway","Million euro","Curative care",740.63,TRUE
2010,"Norway","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Norway","Million euro","Inpatient curative care",365.72,TRUE
2010,"Switzerland","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Switzerland","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"Switzerland","Million euro","Curative care",740.63,TRUE
2010,"Switzerland","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"Switzerland","Million euro","Inpatient curative care",365.72,TRUE
2010,"United Kingdom","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"United Kingdom","Million euro","Curative care and rehabilitative care",821.3,TRUE
2010,"United Kingdom","Million euro","Curative care",740.63,TRUE
2010,"United Kingdom","Million euro","Inpatient curative and rehabilitative care",394.71,TRUE
2010,"United Kingdom","Million euro","Inpatient curative care",365.72,TRUE
2010,"Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2010,"Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care",763.08,TRUE
2010,"Bosnia and Herzegovina","Million euro","Curative care",726.79,TRUE
2010,"Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care",410.5,TRUE
2010,"Bosnia and Herzegovina","Million euro","Inpatient curative care",391.3,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Curative care",533.71,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",374.19,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Curative care",533.71,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",374.19,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Curative care",533.71,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",374.19,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Curative care",533.71,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",374.19,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Curative care",533.71,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",374.19,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Curative care",533.71,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Euro area - 18 countries (2014)","Million euro","Inpatient curative care",374.19,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Curative care",533.71,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",374.19,TRUE
2011,"Belgium","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Belgium","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Belgium","Million euro","Curative care",533.71,TRUE
2011,"Belgium","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Belgium","Million euro","Inpatient curative care",374.19,TRUE
2011,"Bulgaria","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Bulgaria","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Bulgaria","Million euro","Curative care",533.71,TRUE
2011,"Bulgaria","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Bulgaria","Million euro","Inpatient curative care",374.19,TRUE
2011,"Czechia","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Czechia","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Czechia","Million euro","Curative care",533.71,TRUE
2011,"Czechia","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Czechia","Million euro","Inpatient curative care",374.19,TRUE
2011,"Denmark","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Denmark","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Denmark","Million euro","Curative care",533.71,TRUE
2011,"Denmark","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Denmark","Million euro","Inpatient curative care",374.19,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care",533.71,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care",374.19,TRUE
2011,"Estonia","Million euro","Current health care expenditure (CHE)",970.49,FALSE
2011,"Estonia","Million euro","Curative care and rehabilitative care",549.25,FALSE
2011,"Estonia","Million euro","Curative care",533.71,FALSE
2011,"Estonia","Million euro","Inpatient curative and rehabilitative care",253.54,FALSE
2011,"Estonia","Million euro","Inpatient curative care",248.56,FALSE
2011,"Ireland","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Ireland","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Ireland","Million euro","Curative care",533.71,TRUE
2011,"Ireland","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Ireland","Million euro","Inpatient curative care",374.19,TRUE
2011,"Greece","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Greece","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Greece","Million euro","Curative care",533.71,TRUE
2011,"Greece","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Greece","Million euro","Inpatient curative care",374.19,TRUE
2011,"Spain","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Spain","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Spain","Million euro","Curative care",533.71,TRUE
2011,"Spain","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Spain","Million euro","Inpatient curative care",374.19,TRUE
2011,"France","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"France","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"France","Million euro","Curative care",533.71,TRUE
2011,"France","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"France","Million euro","Inpatient curative care",374.19,TRUE
2011,"Croatia","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Croatia","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Croatia","Million euro","Curative care",533.71,TRUE
2011,"Croatia","Million euro","Inpatient curative and rehabilitative care",692.84,TRUE
2011,"Croatia","Million euro","Inpatient curative care",652.78,TRUE
2011,"Italy","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Italy","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Italy","Million euro","Curative care",533.71,TRUE
2011,"Italy","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Italy","Million euro","Inpatient curative care",374.19,TRUE
2011,"Cyprus","Million euro","Current health care expenditure (CHE)",829.3,TRUE
2011,"Cyprus","Million euro","Curative care and rehabilitative care",829.3,FALSE
2011,"Cyprus","Million euro","Curative care",748.44,FALSE
2011,"Cyprus","Million euro","Inpatient curative and rehabilitative care",404.01,FALSE
2011,"Cyprus","Million euro","Inpatient curative care",374.19,FALSE
2011,"Latvia","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Latvia","Million euro","Curative care and rehabilitative care",639.95,TRUE
2011,"Latvia","Million euro","Curative care",618.56,TRUE
2011,"Latvia","Million euro","Inpatient curative and rehabilitative care",291.9,TRUE
2011,"Latvia","Million euro","Inpatient curative care",279.79,TRUE
2011,"Lithuania","Million euro","Current health care expenditure (CHE)",589.71,TRUE
2011,"Lithuania","Million euro","Curative care and rehabilitative care",829.3,TRUE
2011,"Lithuania","Million euro","Curative care",931.66,TRUE
2011,"Lithuania","Million euro","Inpatient curative and rehabilitative care",589.71,FALSE
2011,"Lithuania","Million euro","Inpatient curative care",511.05,FALSE
2011,"Luxembourg","Million euro","Current health care expenditure (CHE)",740.68,TRUE
2011,"Luxembourg","Million euro","Curative care and rehabilitative care",740.68,TRUE
2011,"Luxembourg","Million euro","Curative care",740.68,TRUE
2011,"Luxembourg","Million euro","Inpatient curative and rehabilitative care",740.68,FALSE
2011,"Luxembourg","Million euro","Inpatient curative care",633.38,FALSE
2011,"Hungary","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Hungary","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Hungary","Million euro","Curative care",533.71,TRUE
2011,"Hungary","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Hungary","Million euro","Inpatient curative care",374.19,TRUE
2011,"Malta","Million euro","Current health care expenditure (CHE)",889.47,TRUE
2011,"Malta","Million euro","Curative care and rehabilitative care",442.28,TRUE
2011,"Malta","Million euro","Curative care",414.01,TRUE
2011,"Malta","Million euro","Inpatient curative and rehabilitative care",207.39,TRUE
2011,"Malta","Million euro","Inpatient curative care",179.89,TRUE
2011,"Netherlands","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Netherlands","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Netherlands","Million euro","Curative care",533.71,TRUE
2011,"Netherlands","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Netherlands","Million euro","Inpatient curative care",374.19,TRUE
2011,"Austria","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Austria","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Austria","Million euro","Curative care",533.71,TRUE
2011,"Austria","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Austria","Million euro","Inpatient curative care",374.19,TRUE
2011,"Poland","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Poland","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Poland","Million euro","Curative care",533.71,TRUE
2011,"Poland","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Poland","Million euro","Inpatient curative care",374.19,TRUE
2011,"Portugal","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Portugal","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Portugal","Million euro","Curative care",533.71,TRUE
2011,"Portugal","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Portugal","Million euro","Inpatient curative care",374.19,TRUE
2011,"Romania","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Romania","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Romania","Million euro","Curative care",533.71,TRUE
2011,"Romania","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Romania","Million euro","Inpatient curative care",374.19,TRUE
2011,"Slovenia","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Slovenia","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Slovenia","Million euro","Curative care",533.71,TRUE
2011,"Slovenia","Million euro","Inpatient curative and rehabilitative care",910.51,TRUE
2011,"Slovenia","Million euro","Inpatient curative care",857.73,TRUE
2011,"Slovakia","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Slovakia","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Slovakia","Million euro","Curative care",533.71,TRUE
2011,"Slovakia","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Slovakia","Million euro","Inpatient curative care",374.19,TRUE
2011,"Finland","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Finland","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Finland","Million euro","Curative care",533.71,TRUE
2011,"Finland","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Finland","Million euro","Inpatient curative care",374.19,TRUE
2011,"Sweden","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Sweden","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Sweden","Million euro","Curative care",533.71,TRUE
2011,"Sweden","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Sweden","Million euro","Inpatient curative care",374.19,TRUE
2011,"Iceland","Million euro","Current health care expenditure (CHE)",898.48,FALSE
2011,"Iceland","Million euro","Curative care and rehabilitative care",499.18,FALSE
2011,"Iceland","Million euro","Curative care",453.06,FALSE
2011,"Iceland","Million euro","Inpatient curative and rehabilitative care",229.26,FALSE
2011,"Iceland","Million euro","Inpatient curative care",207.86,FALSE
2011,"Liechtenstein","Million euro","Current health care expenditure (CHE)",283.02,TRUE
2011,"Liechtenstein","Million euro","Curative care and rehabilitative care",177.86,TRUE
2011,"Liechtenstein","Million euro","Curative care",157.24,TRUE
2011,"Liechtenstein","Million euro","Inpatient curative and rehabilitative care",79.41,TRUE
2011,"Liechtenstein","Million euro","Inpatient curative care",70.7,TRUE
2011,"Norway","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Norway","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Norway","Million euro","Curative care",533.71,TRUE
2011,"Norway","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Norway","Million euro","Inpatient curative care",374.19,TRUE
2011,"Switzerland","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Switzerland","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"Switzerland","Million euro","Curative care",533.71,TRUE
2011,"Switzerland","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"Switzerland","Million euro","Inpatient curative care",374.19,TRUE
2011,"United Kingdom","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"United Kingdom","Million euro","Curative care and rehabilitative care",549.25,TRUE
2011,"United Kingdom","Million euro","Curative care",533.71,TRUE
2011,"United Kingdom","Million euro","Inpatient curative and rehabilitative care",404.01,TRUE
2011,"United Kingdom","Million euro","Inpatient curative care",374.19,TRUE
2011,"Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2011,"Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care",763.08,TRUE
2011,"Bosnia and Herzegovina","Million euro","Curative care",726.79,TRUE
2011,"Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care",410.5,TRUE
2011,"Bosnia and Herzegovina","Million euro","Inpatient curative care",391.3,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Curative care",574.87,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",361.48,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Curative care",574.87,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",361.48,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Curative care",574.87,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",361.48,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Curative care",574.87,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",361.48,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Curative care",574.87,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",361.48,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Curative care",574.87,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Euro area - 18 countries (2014)","Million euro","Inpatient curative care",361.48,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Curative care",574.87,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",361.48,TRUE
2012,"Belgium","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Belgium","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Belgium","Million euro","Curative care",574.87,TRUE
2012,"Belgium","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Belgium","Million euro","Inpatient curative care",361.48,TRUE
2012,"Bulgaria","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Bulgaria","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Bulgaria","Million euro","Curative care",574.87,TRUE
2012,"Bulgaria","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Bulgaria","Million euro","Inpatient curative care",361.48,TRUE
2012,"Czechia","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Czechia","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Czechia","Million euro","Curative care",574.87,TRUE
2012,"Czechia","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Czechia","Million euro","Inpatient curative care",361.48,TRUE
2012,"Denmark","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Denmark","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Denmark","Million euro","Curative care",574.87,TRUE
2012,"Denmark","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Denmark","Million euro","Inpatient curative care",361.48,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Curative care",574.87,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care",361.48,TRUE
2012,"Estonia","Million euro","Current health care expenditure (CHE)",932.1,TRUE
2012,"Estonia","Million euro","Curative care and rehabilitative care",590.42,FALSE
2012,"Estonia","Million euro","Curative care",574.87,FALSE
2012,"Estonia","Million euro","Inpatient curative and rehabilitative care",270.16,FALSE
2012,"Estonia","Million euro","Inpatient curative care",264.88,FALSE
2012,"Ireland","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Ireland","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Ireland","Million euro","Curative care",574.87,TRUE
2012,"Ireland","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Ireland","Million euro","Inpatient curative care",361.48,TRUE
2012,"Greece","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Greece","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Greece","Million euro","Curative care",574.87,TRUE
2012,"Greece","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Greece","Million euro","Inpatient curative care",361.48,TRUE
2012,"Spain","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Spain","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Spain","Million euro","Curative care",574.87,TRUE
2012,"Spain","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Spain","Million euro","Inpatient curative care",361.48,TRUE
2012,"France","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"France","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"France","Million euro","Curative care",574.87,TRUE
2012,"France","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"France","Million euro","Inpatient curative care",361.48,TRUE
2012,"Croatia","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Croatia","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Croatia","Million euro","Curative care",574.87,TRUE
2012,"Croatia","Million euro","Inpatient curative and rehabilitative care",692.84,TRUE
2012,"Croatia","Million euro","Inpatient curative care",652.78,TRUE
2012,"Italy","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Italy","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Italy","Million euro","Curative care",574.87,TRUE
2012,"Italy","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Italy","Million euro","Inpatient curative care",361.48,TRUE
2012,"Cyprus","Million euro","Current health care expenditure (CHE)",739.48,TRUE
2012,"Cyprus","Million euro","Curative care and rehabilitative care",820.81,FALSE
2012,"Cyprus","Million euro","Curative care",739.48,FALSE
2012,"Cyprus","Million euro","Inpatient curative and rehabilitative care",391.02,FALSE
2012,"Cyprus","Million euro","Inpatient curative care",361.48,FALSE
2012,"Latvia","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Latvia","Million euro","Curative care and rehabilitative care",639.95,TRUE
2012,"Latvia","Million euro","Curative care",618.56,TRUE
2012,"Latvia","Million euro","Inpatient curative and rehabilitative care",291.9,TRUE
2012,"Latvia","Million euro","Inpatient curative care",279.79,TRUE
2012,"Lithuania","Million euro","Current health care expenditure (CHE)",624.19,TRUE
2012,"Lithuania","Million euro","Curative care and rehabilitative care",820.81,TRUE
2012,"Lithuania","Million euro","Curative care",931.66,TRUE
2012,"Lithuania","Million euro","Inpatient curative and rehabilitative care",624.19,FALSE
2012,"Lithuania","Million euro","Inpatient curative care",537.15,FALSE
2012,"Luxembourg","Million euro","Current health care expenditure (CHE)",652.62,TRUE
2012,"Luxembourg","Million euro","Curative care and rehabilitative care",652.62,TRUE
2012,"Luxembourg","Million euro","Curative care",652.62,TRUE
2012,"Luxembourg","Million euro","Inpatient curative and rehabilitative care",652.62,FALSE
2012,"Luxembourg","Million euro","Inpatient curative care",619.19,FALSE
2012,"Hungary","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Hungary","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Hungary","Million euro","Curative care",574.87,TRUE
2012,"Hungary","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Hungary","Million euro","Inpatient curative care",361.48,TRUE
2012,"Malta","Million euro","Current health care expenditure (CHE)",889.47,TRUE
2012,"Malta","Million euro","Curative care and rehabilitative care",442.28,TRUE
2012,"Malta","Million euro","Curative care",414.01,TRUE
2012,"Malta","Million euro","Inpatient curative and rehabilitative care",207.39,TRUE
2012,"Malta","Million euro","Inpatient curative care",179.89,TRUE
2012,"Netherlands","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Netherlands","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Netherlands","Million euro","Curative care",574.87,TRUE
2012,"Netherlands","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Netherlands","Million euro","Inpatient curative care",361.48,TRUE
2012,"Austria","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Austria","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Austria","Million euro","Curative care",574.87,TRUE
2012,"Austria","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Austria","Million euro","Inpatient curative care",361.48,TRUE
2012,"Poland","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Poland","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Poland","Million euro","Curative care",574.87,TRUE
2012,"Poland","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Poland","Million euro","Inpatient curative care",361.48,TRUE
2012,"Portugal","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Portugal","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Portugal","Million euro","Curative care",574.87,TRUE
2012,"Portugal","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
2012,"Portugal","Million euro","Inpatient curative care",361.48,TRUE
2012,"Romania","Million euro","Current health care expenditure (CHE)",939.05,TRUE
2012,"Romania","Million euro","Curative care and rehabilitative care",590.42,TRUE
2012,"Romania","Million euro","Curative care",574.87,TRUE
2012,"Romania","Million euro","Inpatient curative and rehabilitative care",391.02,TRUE
