"TIME","GEO","UNIT","AGE","Value","Value_imp"
2012,"Hungary","Number","From 55 to 64 years",7835,FALSE
2012,"Malta","Number","Total",1381,FALSE
2012,"Malta","Number","Less than 35 years",573,FALSE
2012,"Malta","Number","From 35 to 44 years",240,FALSE
2012,"Malta","Number","From 45 to 54 years",362,FALSE
2012,"Malta","Number","From 55 to 64 years",136,FALSE
2012,"Netherlands","Number","Total",54511,FALSE
2012,"Netherlands","Number","Less than 35 years",15240,FALSE
2012,"Netherlands","Number","From 35 to 44 years",13244,FALSE
2012,"Netherlands","Number","From 45 to 54 years",12663,FALSE
2012,"Netherlands","Number","From 55 to 64 years",11543,FALSE
2012,"Austria","Number","Total",41268,FALSE
2012,"Austria","Number","Less than 35 years",7412,FALSE
2012,"Austria","Number","From 35 to 44 years",10310,FALSE
2012,"Austria","Number","From 45 to 54 years",13289,FALSE
2012,"Austria","Number","From 55 to 64 years",8273,FALSE
2012,"Poland","Number","Total",85025,FALSE
2012,"Poland","Number","Less than 35 years",4208,TRUE
2012,"Poland","Number","From 35 to 44 years",7898,TRUE
2012,"Poland","Number","From 45 to 54 years",8641,TRUE
2012,"Poland","Number","From 55 to 64 years",9240,TRUE
2012,"Portugal","Number","Total",43123,FALSE
2012,"Portugal","Number","Less than 35 years",4208,TRUE
2012,"Portugal","Number","From 35 to 44 years",7898,TRUE
2012,"Portugal","Number","From 45 to 54 years",8641,TRUE
2012,"Portugal","Number","From 55 to 64 years",9240,TRUE
2012,"Romania","Number","Total",52362,FALSE
2012,"Romania","Number","Less than 35 years",15763,FALSE
2012,"Romania","Number","From 35 to 44 years",13173,FALSE
2012,"Romania","Number","From 45 to 54 years",11568,FALSE
2012,"Romania","Number","From 55 to 64 years",10461,FALSE
2012,"Slovenia","Number","Total",5228,FALSE
2012,"Slovenia","Number","Less than 35 years",1159,FALSE
2012,"Slovenia","Number","From 35 to 44 years",1346,FALSE
2012,"Slovenia","Number","From 45 to 54 years",1374,FALSE
2012,"Slovenia","Number","From 55 to 64 years",1100,FALSE
2012,"Slovakia","Number","Total",18193,FALSE
2012,"Slovakia","Number","Less than 35 years",3678,FALSE
2012,"Slovakia","Number","From 35 to 44 years",4399,FALSE
2012,"Slovakia","Number","From 45 to 54 years",3633,FALSE
2012,"Slovakia","Number","From 55 to 64 years",5034,FALSE
2012,"Finland","Number","Total",17790,FALSE
2012,"Finland","Number","Less than 35 years",3511,FALSE
2012,"Finland","Number","From 35 to 44 years",4463,FALSE
2012,"Finland","Number","From 45 to 54 years",5284,FALSE
2012,"Finland","Number","From 55 to 64 years",4532,FALSE
2012,"Sweden","Number","Total",37769,FALSE
2012,"Sweden","Number","Less than 35 years",6945,FALSE
2012,"Sweden","Number","From 35 to 44 years",9555,FALSE
2012,"Sweden","Number","From 45 to 54 years",8129,FALSE
2012,"Sweden","Number","From 55 to 64 years",9303,FALSE
2012,"Iceland","Number","Total",1142,FALSE
2012,"Iceland","Number","Less than 35 years",175,FALSE
2012,"Iceland","Number","From 35 to 44 years",177,FALSE
2012,"Iceland","Number","From 45 to 54 years",323,FALSE
2012,"Iceland","Number","From 55 to 64 years",331,FALSE
2012,"Liechtenstein","Number","Total",116,FALSE
2012,"Liechtenstein","Number","Less than 35 years",2,FALSE
2012,"Liechtenstein","Number","From 35 to 44 years",28,FALSE
2012,"Liechtenstein","Number","From 45 to 54 years",38,FALSE
2012,"Liechtenstein","Number","From 55 to 64 years",39,FALSE
2012,"Norway","Number","Total",21238,FALSE
2012,"Norway","Number","Less than 35 years",5515,FALSE
2012,"Norway","Number","From 35 to 44 years",5759,FALSE
2012,"Norway","Number","From 45 to 54 years",4246,FALSE
2012,"Norway","Number","From 55 to 64 years",4056,FALSE
2012,"Switzerland","Number","Total",31313,FALSE
2012,"Switzerland","Number","Less than 35 years",3488,FALSE
2012,"Switzerland","Number","From 35 to 44 years",8370,FALSE
2012,"Switzerland","Number","From 45 to 54 years",9265,FALSE
2012,"Switzerland","Number","From 55 to 64 years",7849,FALSE
2012,"United Kingdom","Number","Total",170580,FALSE
2012,"United Kingdom","Number","Less than 35 years",56471,FALSE
2012,"United Kingdom","Number","From 35 to 44 years",50887,FALSE
2012,"United Kingdom","Number","From 45 to 54 years",40298,FALSE
2012,"United Kingdom","Number","From 55 to 64 years",19416,FALSE
2012,"Montenegro","Number","Total",1276,FALSE
2012,"Montenegro","Number","Less than 35 years",242,FALSE
2012,"Montenegro","Number","From 35 to 44 years",367,FALSE
2012,"Montenegro","Number","From 45 to 54 years",434,FALSE
2012,"Montenegro","Number","From 55 to 64 years",233,FALSE
2012,"North Macedonia","Number","Total",5755,FALSE
2012,"North Macedonia","Number","Less than 35 years",1040,FALSE
2012,"North Macedonia","Number","From 35 to 44 years",1299,FALSE
2012,"North Macedonia","Number","From 45 to 54 years",1740,FALSE
2012,"North Macedonia","Number","From 55 to 64 years",1676,FALSE
2012,"Serbia","Number","Total",22315,FALSE
2012,"Serbia","Number","Less than 35 years",3260,FALSE
2012,"Serbia","Number","From 35 to 44 years",6406,FALSE
2012,"Serbia","Number","From 45 to 54 years",7329,FALSE
2012,"Serbia","Number","From 55 to 64 years",5206,FALSE
2012,"Turkey","Number","Total",129772,FALSE
2012,"Turkey","Number","Less than 35 years",42386,FALSE
2012,"Turkey","Number","From 35 to 44 years",40674,FALSE
2012,"Turkey","Number","From 45 to 54 years",26668,FALSE
2012,"Turkey","Number","From 55 to 64 years",11092,FALSE
2013,"European Union - 27 countries (from 2020)","Number","Total",1612767,TRUE
2013,"European Union - 27 countries (from 2020)","Number","Less than 35 years",4170,TRUE
2013,"European Union - 27 countries (from 2020)","Number","From 35 to 44 years",7946,TRUE
2013,"European Union - 27 countries (from 2020)","Number","From 45 to 54 years",8337,TRUE
2013,"European Union - 27 countries (from 2020)","Number","From 55 to 64 years",9446,TRUE
2013,"European Union - 28 countries (2013-2020)","Number","Total",1791929,TRUE
2013,"European Union - 28 countries (2013-2020)","Number","Less than 35 years",4170,TRUE
2013,"European Union - 28 countries (2013-2020)","Number","From 35 to 44 years",7946,TRUE
2013,"European Union - 28 countries (2013-2020)","Number","From 45 to 54 years",8337,TRUE
2013,"European Union - 28 countries (2013-2020)","Number","From 55 to 64 years",9446,TRUE
2013,"Belgium","Number","Total",32999,FALSE
2013,"Belgium","Number","Less than 35 years",2457,FALSE
2013,"Belgium","Number","From 35 to 44 years",7946,FALSE
2013,"Belgium","Number","From 45 to 54 years",8337,FALSE
2013,"Belgium","Number","From 55 to 64 years",9446,FALSE
2013,"Bulgaria","Number","Total",29038,TRUE
2013,"Bulgaria","Number","Less than 35 years",2943,TRUE
2013,"Bulgaria","Number","From 35 to 44 years",3709,TRUE
2013,"Bulgaria","Number","From 45 to 54 years",9456,TRUE
2013,"Bulgaria","Number","From 55 to 64 years",9061,TRUE
2013,"Czechia","Number","Total",38776,FALSE
2013,"Czechia","Number","Less than 35 years",7298,FALSE
2013,"Czechia","Number","From 35 to 44 years",8555,FALSE
2013,"Czechia","Number","From 45 to 54 years",8508,FALSE
2013,"Czechia","Number","From 55 to 64 years",10088,FALSE
2013,"Denmark","Number","Total",21614,FALSE
2013,"Denmark","Number","Less than 35 years",4170,FALSE
2013,"Denmark","Number","From 35 to 44 years",5725,FALSE
2013,"Denmark","Number","From 45 to 54 years",4533,FALSE
2013,"Denmark","Number","From 55 to 64 years",5074,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Number","Total",325407,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Number","Less than 35 years",62703,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years",38966,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years",86349,FALSE
2013,"Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years",124023,FALSE
2013,"Estonia","Number","Total",4395,FALSE
2013,"Estonia","Number","Less than 35 years",731,FALSE
2013,"Estonia","Number","From 35 to 44 years",654,FALSE
2013,"Estonia","Number","From 45 to 54 years",1110,FALSE
2013,"Estonia","Number","From 55 to 64 years",1169,FALSE
2013,"Ireland","Number","Total",18160,FALSE
2013,"Ireland","Number","Less than 35 years",5115,FALSE
2013,"Ireland","Number","From 35 to 44 years",5102,FALSE
2013,"Ireland","Number","From 45 to 54 years",4051,FALSE
2013,"Ireland","Number","From 55 to 64 years",2661,FALSE
2013,"Greece","Number","Total",63736,FALSE
2013,"Greece","Number","Less than 35 years",10859,FALSE
2013,"Greece","Number","From 35 to 44 years",21708,FALSE
2013,"Greece","Number","From 45 to 54 years",14621,FALSE
2013,"Greece","Number","From 55 to 64 years",12599,FALSE
2013,"Spain","Number","Total",177665,FALSE
2013,"Spain","Number","Less than 35 years",36566,FALSE
2013,"Spain","Number","From 35 to 44 years",47167,FALSE
2013,"Spain","Number","From 45 to 54 years",48566,FALSE
2013,"Spain","Number","From 55 to 64 years",38700,FALSE
2013,"France","Number","Total",204129,FALSE
2013,"France","Number","Less than 35 years",20188,FALSE
2013,"France","Number","From 35 to 44 years",38032,FALSE
2013,"France","Number","From 45 to 54 years",55586,FALSE
2013,"France","Number","From 55 to 64 years",71459,FALSE
2013,"Croatia","Number","Total",12906,FALSE
2013,"Croatia","Number","Less than 35 years",2827,FALSE
2013,"Croatia","Number","From 35 to 44 years",2973,FALSE
2013,"Croatia","Number","From 45 to 54 years",3724,FALSE
2013,"Croatia","Number","From 55 to 64 years",3068,FALSE
2013,"Italy","Number","Total",234918,FALSE
2013,"Italy","Number","Less than 35 years",20545,FALSE
2013,"Italy","Number","From 35 to 44 years",38008,FALSE
2013,"Italy","Number","From 45 to 54 years",61033,FALSE
2013,"Italy","Number","From 55 to 64 years",96582,FALSE
2013,"Cyprus","Number","Total",3046,TRUE
2013,"Cyprus","Number","Less than 35 years",311,TRUE
2013,"Cyprus","Number","From 35 to 44 years",704,TRUE
2013,"Cyprus","Number","From 45 to 54 years",690,TRUE
2013,"Cyprus","Number","From 55 to 64 years",879,TRUE
2013,"Latvia","Number","Total",6423,FALSE
2013,"Latvia","Number","Less than 35 years",749,FALSE
2013,"Latvia","Number","From 35 to 44 years",977,FALSE
2013,"Latvia","Number","From 45 to 54 years",1904,FALSE
2013,"Latvia","Number","From 55 to 64 years",1705,FALSE
2013,"Lithuania","Number","Total",13570,FALSE
2013,"Lithuania","Number","Less than 35 years",2773,FALSE
2013,"Lithuania","Number","From 35 to 44 years",2136,FALSE
2013,"Lithuania","Number","From 45 to 54 years",3446,FALSE
2013,"Lithuania","Number","From 55 to 64 years",3421,FALSE
2013,"Luxembourg","Number","Total",1537,FALSE
2013,"Luxembourg","Number","Less than 35 years",72,FALSE
2013,"Luxembourg","Number","From 35 to 44 years",355,FALSE
2013,"Luxembourg","Number","From 45 to 54 years",532,FALSE
2013,"Luxembourg","Number","From 55 to 64 years",457,FALSE
2013,"Hungary","Number","Total",31748,FALSE
2013,"Hungary","Number","Less than 35 years",6074,FALSE
2013,"Hungary","Number","From 35 to 44 years",5762,FALSE
2013,"Hungary","Number","From 45 to 54 years",7296,FALSE
2013,"Hungary","Number","From 55 to 64 years",7804,FALSE
2013,"Malta","Number","Total",1466,FALSE
2013,"Malta","Number","Less than 35 years",619,FALSE
2013,"Malta","Number","From 35 to 44 years",261,FALSE
2013,"Malta","Number","From 45 to 54 years",364,FALSE
2013,"Malta","Number","From 55 to 64 years",143,FALSE
2013,"Netherlands","Number","Total",55681,FALSE
2013,"Netherlands","Number","Less than 35 years",15841,FALSE
2013,"Netherlands","Number","From 35 to 44 years",13582,FALSE
2013,"Netherlands","Number","From 45 to 54 years",12461,FALSE
2013,"Netherlands","Number","From 55 to 64 years",11763,FALSE
2013,"Austria","Number","Total",42302,FALSE
2013,"Austria","Number","Less than 35 years",7232,FALSE
2013,"Austria","Number","From 35 to 44 years",10628,FALSE
2013,"Austria","Number","From 45 to 54 years",12975,FALSE
2013,"Austria","Number","From 55 to 64 years",8942,FALSE
2013,"Poland","Number","Total",85246,FALSE
2013,"Poland","Number","Less than 35 years",4170,TRUE
2013,"Poland","Number","From 35 to 44 years",7946,TRUE
2013,"Poland","Number","From 45 to 54 years",8337,TRUE
2013,"Poland","Number","From 55 to 64 years",9446,TRUE
2013,"Portugal","Number","Total",44555,FALSE
2013,"Portugal","Number","Less than 35 years",4170,TRUE
2013,"Portugal","Number","From 35 to 44 years",7946,TRUE
2013,"Portugal","Number","From 45 to 54 years",8337,TRUE
2013,"Portugal","Number","From 55 to 64 years",9446,TRUE
2013,"Romania","Number","Total",52828,FALSE
2013,"Romania","Number","Less than 35 years",15353,FALSE
2013,"Romania","Number","From 35 to 44 years",13152,FALSE
2013,"Romania","Number","From 45 to 54 years",11883,FALSE
2013,"Romania","Number","From 55 to 64 years",10954,FALSE
2013,"Slovenia","Number","Total",5416,FALSE
2013,"Slovenia","Number","Less than 35 years",1220,FALSE
2013,"Slovenia","Number","From 35 to 44 years",1391,FALSE
2013,"Slovenia","Number","From 45 to 54 years",1376,FALSE
2013,"Slovenia","Number","From 55 to 64 years",1163,FALSE
2013,"Slovakia","Number","Total",18355,FALSE
2013,"Slovakia","Number","Less than 35 years",3945,FALSE
2013,"Slovakia","Number","From 35 to 44 years",4318,FALSE
2013,"Slovakia","Number","From 45 to 54 years",3528,FALSE
2013,"Slovakia","Number","From 55 to 64 years",4932,FALSE
2013,"Finland","Number","Total",17931,FALSE
2013,"Finland","Number","Less than 35 years",3571,FALSE
2013,"Finland","Number","From 35 to 44 years",4399,FALSE
2013,"Finland","Number","From 45 to 54 years",5258,FALSE
2013,"Finland","Number","From 55 to 64 years",4703,FALSE
2013,"Sweden","Number","Total",38817,FALSE
2013,"Sweden","Number","Less than 35 years",7223,FALSE
2013,"Sweden","Number","From 35 to 44 years",10037,FALSE
2013,"Sweden","Number","From 45 to 54 years",8220,FALSE
2013,"Sweden","Number","From 55 to 64 years",9058,FALSE
2013,"Iceland","Number","Total",1168,FALSE
2013,"Iceland","Number","Less than 35 years",187,FALSE
2013,"Iceland","Number","From 35 to 44 years",189,FALSE
2013,"Iceland","Number","From 45 to 54 years",312,FALSE
2013,"Iceland","Number","From 55 to 64 years",334,FALSE
2013,"Liechtenstein","Number","Total",120,FALSE
2013,"Liechtenstein","Number","Less than 35 years",2,FALSE
2013,"Liechtenstein","Number","From 35 to 44 years",28,FALSE
2013,"Liechtenstein","Number","From 45 to 54 years",41,FALSE
2013,"Liechtenstein","Number","From 55 to 64 years",33,FALSE
2013,"Norway","Number","Total",21874,FALSE
2013,"Norway","Number","Less than 35 years",5753,FALSE
2013,"Norway","Number","From 35 to 44 years",5964,FALSE
2013,"Norway","Number","From 45 to 54 years",4302,FALSE
2013,"Norway","Number","From 55 to 64 years",4070,FALSE
2013,"Switzerland","Number","Total",32681,FALSE
2013,"Switzerland","Number","Less than 35 years",3749,FALSE
2013,"Switzerland","Number","From 35 to 44 years",8707,FALSE
2013,"Switzerland","Number","From 45 to 54 years",9461,FALSE
2013,"Switzerland","Number","From 55 to 64 years",8105,FALSE
2013,"United Kingdom","Number","Total",172792,FALSE
2013,"United Kingdom","Number","Less than 35 years",57455,FALSE
2013,"United Kingdom","Number","From 35 to 44 years",51666,FALSE
2013,"United Kingdom","Number","From 45 to 54 years",40496,FALSE
2013,"United Kingdom","Number","From 55 to 64 years",19679,FALSE
2013,"Montenegro","Number","Total",1348,FALSE
2013,"Montenegro","Number","Less than 35 years",243,FALSE
2013,"Montenegro","Number","From 35 to 44 years",425,FALSE
2013,"Montenegro","Number","From 45 to 54 years",429,FALSE
2013,"Montenegro","Number","From 55 to 64 years",251,FALSE
2013,"North Macedonia","Number","Total",5804,FALSE
2013,"North Macedonia","Number","Less than 35 years",1060,FALSE
2013,"North Macedonia","Number","From 35 to 44 years",1323,FALSE
2013,"North Macedonia","Number","From 45 to 54 years",1680,FALSE
2013,"North Macedonia","Number","From 55 to 64 years",1741,FALSE
2013,"Serbia","Number","Total",22248,FALSE
2013,"Serbia","Number","Less than 35 years",3231,FALSE
2013,"Serbia","Number","From 35 to 44 years",6442,FALSE
2013,"Serbia","Number","From 45 to 54 years",7229,FALSE
2013,"Serbia","Number","From 55 to 64 years",5216,FALSE
2013,"Turkey","Number","Total",133775,FALSE
2013,"Turkey","Number","Less than 35 years",42233,FALSE
2013,"Turkey","Number","From 35 to 44 years",40910,FALSE
2013,"Turkey","Number","From 45 to 54 years",29170,FALSE
2013,"Turkey","Number","From 55 to 64 years",11832,FALSE
2014,"European Union - 27 countries (from 2020)","Number","Total",1599619,FALSE
2014,"European Union - 27 countries (from 2020)","Number","Less than 35 years",2615,TRUE
2014,"European Union - 27 countries (from 2020)","Number","From 35 to 44 years",7878,TRUE
2014,"European Union - 27 countries (from 2020)","Number","From 45 to 54 years",10294,TRUE
2014,"European Union - 27 countries (from 2020)","Number","From 55 to 64 years",9487,TRUE
2014,"European Union - 28 countries (2013-2020)","Number","Total",1775754,FALSE
2014,"European Union - 28 countries (2013-2020)","Number","Less than 35 years",2615,TRUE
2014,"European Union - 28 countries (2013-2020)","Number","From 35 to 44 years",7878,TRUE
2014,"European Union - 28 countries (2013-2020)","Number","From 45 to 54 years",10294,TRUE
2014,"European Union - 28 countries (2013-2020)","Number","From 55 to 64 years",9487,TRUE
2014,"Belgium","Number","Total",33353,FALSE
2014,"Belgium","Number","Less than 35 years",2615,FALSE
2014,"Belgium","Number","From 35 to 44 years",7878,FALSE
2014,"Belgium","Number","From 45 to 54 years",8180,FALSE
2014,"Belgium","Number","From 55 to 64 years",9487,FALSE
2014,"Bulgaria","Number","Total",28801,FALSE
2014,"Bulgaria","Number","Less than 35 years",2351,FALSE
2014,"Bulgaria","Number","From 35 to 44 years",4005,FALSE
2014,"Bulgaria","Number","From 45 to 54 years",10294,FALSE
2014,"Bulgaria","Number","From 55 to 64 years",8598,FALSE
2014,"Czechia","Number","Total",38624,TRUE
2014,"Czechia","Number","Less than 35 years",7298,TRUE
2014,"Czechia","Number","From 35 to 44 years",8631,TRUE
2014,"Czechia","Number","From 45 to 54 years",8656,TRUE
2014,"Czechia","Number","From 55 to 64 years",9797,TRUE
2014,"Denmark","Number","Total",21882,FALSE
2014,"Denmark","Number","Less than 35 years",4118,FALSE
2014,"Denmark","Number","From 35 to 44 years",6034,FALSE
2014,"Denmark","Number","From 45 to 54 years",4457,FALSE
2014,"Denmark","Number","From 55 to 64 years",5081,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","Total",332695,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","Less than 35 years",64989,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years",40315,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years",83991,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years",128499,FALSE
2014,"Estonia","Number","Total",4418,FALSE
2014,"Estonia","Number","Less than 35 years",782,FALSE
2014,"Estonia","Number","From 35 to 44 years",632,FALSE
2014,"Estonia","Number","From 45 to 54 years",1070,FALSE
2014,"Estonia","Number","From 55 to 64 years",1180,FALSE
2014,"Ireland","Number","Total",14029,FALSE
2014,"Ireland","Number","Less than 35 years",3565,FALSE
2014,"Ireland","Number","From 35 to 44 years",4063,FALSE
2014,"Ireland","Number","From 45 to 54 years",3283,FALSE
2014,"Ireland","Number","From 55 to 64 years",2238,FALSE
2014,"Greece","Number","Total",63906,FALSE
2014,"Greece","Number","Less than 35 years",9586,FALSE
2014,"Greece","Number","From 35 to 44 years",22159,FALSE
2014,"Greece","Number","From 45 to 54 years",14793,FALSE
2014,"Greece","Number","From 55 to 64 years",12902,FALSE
2014,"Spain","Number","Total",176665,FALSE
2014,"Spain","Number","Less than 35 years",34833,FALSE
2014,"Spain","Number","From 35 to 44 years",45166,FALSE
2014,"Spain","Number","From 45 to 54 years",47300,FALSE
2014,"Spain","Number","From 55 to 64 years",43200,FALSE
2014,"France","Number","Total",206159,FALSE
2014,"France","Number","Less than 35 years",22338,FALSE
2014,"France","Number","From 35 to 44 years",38500,FALSE
2014,"France","Number","From 45 to 54 years",52448,FALSE
2014,"France","Number","From 55 to 64 years",71403,FALSE
2014,"Croatia","Number","Total",13302,FALSE
2014,"Croatia","Number","Less than 35 years",2837,FALSE
2014,"Croatia","Number","From 35 to 44 years",3020,FALSE
2014,"Croatia","Number","From 45 to 54 years",3394,FALSE
2014,"Croatia","Number","From 55 to 64 years",3453,FALSE
2014,"Italy","Number","Total",235889,FALSE
2014,"Italy","Number","Less than 35 years",19918,FALSE
2014,"Italy","Number","From 35 to 44 years",38584,FALSE
2014,"Italy","Number","From 45 to 54 years",55725,FALSE
2014,"Italy","Number","From 55 to 64 years",99546,FALSE
2014,"Cyprus","Number","Total",2880,FALSE
2014,"Cyprus","Number","Less than 35 years",313,FALSE
2014,"Cyprus","Number","From 35 to 44 years",654,FALSE
2014,"Cyprus","Number","From 45 to 54 years",690,FALSE
2014,"Cyprus","Number","From 55 to 64 years",830,FALSE
2014,"Latvia","Number","Total",6412,FALSE
2014,"Latvia","Number","Less than 35 years",835,FALSE
2014,"Latvia","Number","From 35 to 44 years",906,FALSE
2014,"Latvia","Number","From 45 to 54 years",1785,FALSE
2014,"Latvia","Number","From 55 to 64 years",1797,FALSE
2014,"Lithuania","Number","Total",13510,FALSE
2014,"Lithuania","Number","Less than 35 years",2962,FALSE
2014,"Lithuania","Number","From 35 to 44 years",2068,FALSE
2014,"Lithuania","Number","From 45 to 54 years",3198,FALSE
2014,"Lithuania","Number","From 55 to 64 years",3464,FALSE
2014,"Luxembourg","Number","Total",1603,FALSE
2014,"Luxembourg","Number","Less than 35 years",71,FALSE
2014,"Luxembourg","Number","From 35 to 44 years",365,FALSE
2014,"Luxembourg","Number","From 45 to 54 years",534,FALSE
2014,"Luxembourg","Number","From 55 to 64 years",491,FALSE
2014,"Hungary","Number","Total",32791,FALSE
2014,"Hungary","Number","Less than 35 years",5674,FALSE
2014,"Hungary","Number","From 35 to 44 years",5698,FALSE
2014,"Hungary","Number","From 45 to 54 years",7101,FALSE
2014,"Hungary","Number","From 55 to 64 years",8232,FALSE
2014,"Malta","Number","Total",1566,FALSE
2014,"Malta","Number","Less than 35 years",667,FALSE
2014,"Malta","Number","From 35 to 44 years",283,FALSE
2014,"Malta","Number","From 45 to 54 years",353,FALSE
2014,"Malta","Number","From 55 to 64 years",175,FALSE
2014,"Netherlands","Number","Total",57762,FALSE
2014,"Netherlands","Number","Less than 35 years",16729,FALSE
2014,"Netherlands","Number","From 35 to 44 years",14077,FALSE
2014,"Netherlands","Number","From 45 to 54 years",12348,FALSE
2014,"Netherlands","Number","From 55 to 64 years",12274,FALSE
2014,"Austria","Number","Total",43126,FALSE
2014,"Austria","Number","Less than 35 years",6716,FALSE
2014,"Austria","Number","From 35 to 44 years",11067,FALSE
2014,"Austria","Number","From 45 to 54 years",12103,FALSE
2014,"Austria","Number","From 55 to 64 years",10261,FALSE
2014,"Poland","Number","Total",87687,FALSE
2014,"Poland","Number","Less than 35 years",2615,TRUE
2014,"Poland","Number","From 35 to 44 years",6034,TRUE
2014,"Poland","Number","From 45 to 54 years",8180,TRUE
2014,"Poland","Number","From 55 to 64 years",8598,TRUE
2014,"Portugal","Number","Total",46036,FALSE
2014,"Portugal","Number","Less than 35 years",2615,TRUE
2014,"Portugal","Number","From 35 to 44 years",6034,TRUE
2014,"Portugal","Number","From 45 to 54 years",8180,TRUE
2014,"Portugal","Number","From 55 to 64 years",8598,TRUE
2014,"Romania","Number","Total",53720,FALSE
2014,"Romania","Number","Less than 35 years",15721,FALSE
2014,"Romania","Number","From 35 to 44 years",13193,FALSE
2014,"Romania","Number","From 45 to 54 years",11887,FALSE
2014,"Romania","Number","From 55 to 64 years",11133,FALSE
2014,"Slovenia","Number","Total",5712,FALSE
2014,"Slovenia","Number","Less than 35 years",1342,FALSE
2014,"Slovenia","Number","From 35 to 44 years",1476,FALSE
2014,"Slovenia","Number","From 45 to 54 years",1379,FALSE
2014,"Slovenia","Number","From 55 to 64 years",1216,FALSE
2014,"Slovakia","Number","Total",18574,FALSE
2014,"Slovakia","Number","Less than 35 years",4026,FALSE
2014,"Slovakia","Number","From 35 to 44 years",4268,FALSE
2014,"Slovakia","Number","From 45 to 54 years",3609,FALSE
2014,"Slovakia","Number","From 55 to 64 years",4883,FALSE
2014,"Finland","Number","Total",18526,FALSE
2014,"Finland","Number","Less than 35 years",3903,FALSE
2014,"Finland","Number","From 35 to 44 years",4510,FALSE
2014,"Finland","Number","From 45 to 54 years",5308,FALSE
2014,"Finland","Number","From 55 to 64 years",4805,FALSE
2014,"Sweden","Number","Total",39839,FALSE
2014,"Sweden","Number","Less than 35 years",7571,FALSE
2014,"Sweden","Number","From 35 to 44 years",10477,FALSE
2014,"Sweden","Number","From 45 to 54 years",8343,FALSE
2014,"Sweden","Number","From 55 to 64 years",8759,FALSE
2014,"Iceland","Number","Total",1193,FALSE
2014,"Iceland","Number","Less than 35 years",195,FALSE
2014,"Iceland","Number","From 35 to 44 years",189,FALSE
2014,"Iceland","Number","From 45 to 54 years",303,FALSE
2014,"Iceland","Number","From 55 to 64 years",345,FALSE
2014,"Liechtenstein","Number","Total",119,FALSE
2014,"Liechtenstein","Number","Less than 35 years",2,FALSE
2014,"Liechtenstein","Number","From 35 to 44 years",27,FALSE
2014,"Liechtenstein","Number","From 45 to 54 years",43,FALSE
2014,"Liechtenstein","Number","From 55 to 64 years",34,FALSE
2014,"Norway","Number","Total",22754,FALSE
2014,"Norway","Number","Less than 35 years",5912,FALSE
2014,"Norway","Number","From 35 to 44 years",6400,FALSE
2014,"Norway","Number","From 45 to 54 years",4452,FALSE
2014,"Norway","Number","From 55 to 64 years",4095,FALSE
2014,"Switzerland","Number","Total",33785,FALSE
2014,"Switzerland","Number","Less than 35 years",4142,FALSE
2014,"Switzerland","Number","From 35 to 44 years",8821,FALSE
2014,"Switzerland","Number","From 45 to 54 years",9576,FALSE
2014,"Switzerland","Number","From 55 to 64 years",8298,FALSE
2014,"United Kingdom","Number","Total",176135,FALSE
2014,"United Kingdom","Number","Less than 35 years",58326,FALSE
2014,"United Kingdom","Number","From 35 to 44 years",52646,FALSE
2014,"United Kingdom","Number","From 45 to 54 years",41161,FALSE
2014,"United Kingdom","Number","From 55 to 64 years",19839,FALSE
2014,"Montenegro","Number","Total",1370,FALSE
2014,"Montenegro","Number","Less than 35 years",247,FALSE
2014,"Montenegro","Number","From 35 to 44 years",436,FALSE
2014,"Montenegro","Number","From 45 to 54 years",400,FALSE
2014,"Montenegro","Number","From 55 to 64 years",287,FALSE
2014,"North Macedonia","Number","Total",6035,FALSE
2014,"North Macedonia","Number","Less than 35 years",1168,FALSE
2014,"North Macedonia","Number","From 35 to 44 years",1389,FALSE
2014,"North Macedonia","Number","From 45 to 54 years",1566,FALSE
2014,"North Macedonia","Number","From 55 to 64 years",1912,FALSE
2014,"Serbia","Number","Total",21900,FALSE
2014,"Serbia","Number","Less than 35 years",3056,FALSE
2014,"Serbia","Number","From 35 to 44 years",6468,FALSE
2014,"Serbia","Number","From 45 to 54 years",6972,FALSE
2014,"Serbia","Number","From 55 to 64 years",5310,FALSE
2014,"Turkey","Number","Total",135616,FALSE
2014,"Turkey","Number","Less than 35 years",42251,FALSE
2014,"Turkey","Number","From 35 to 44 years",40008,FALSE
2014,"Turkey","Number","From 45 to 54 years",30618,FALSE
2014,"Turkey","Number","From 55 to 64 years",12570,FALSE
2015,"European Union - 27 countries (from 2020)","Number","Total",1612767,FALSE
2015,"European Union - 27 countries (from 2020)","Number","Less than 35 years",2943,TRUE
2015,"European Union - 27 countries (from 2020)","Number","From 35 to 44 years",7781,TRUE
2015,"European Union - 27 countries (from 2020)","Number","From 45 to 54 years",9456,TRUE
