"TIME","GEO","UNIT","FACILITY","Value","Value_imp"
2011,"Iceland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",19.75,FALSE
2011,"Iceland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",42,FALSE
2011,"Iceland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2011,"Liechtenstein","Number","Available beds in hospitals (HP.1)",78,FALSE
2011,"Liechtenstein","Number","Curative care beds in hospitals (HP.1)",63,FALSE
2011,"Liechtenstein","Number","Rehabilitative care beds in hospitals (HP.1)",0,FALSE
2011,"Liechtenstein","Number","Long-term care beds in hospitals (HP.1)",15,FALSE
2011,"Liechtenstein","Number","Other beds in hospitals (HP.1)",0,FALSE
2011,"Liechtenstein","Inhabitants per ...","Available beds in hospitals (HP.1)",465.54,FALSE
2011,"Liechtenstein","Inhabitants per ...","Curative care beds in hospitals (HP.1)",576.38,FALSE
2011,"Liechtenstein","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1970.06,TRUE
2011,"Liechtenstein","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2420.8,FALSE
2011,"Liechtenstein","Inhabitants per ...","Other beds in hospitals (HP.1)",7854.67,TRUE
2011,"Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",214.81,FALSE
2011,"Liechtenstein","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",173.5,FALSE
2011,"Liechtenstein","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",0,FALSE
2011,"Liechtenstein","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",41.31,FALSE
2011,"Liechtenstein","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2011,"Norway","Number","Available beds in hospitals (HP.1)",20778,FALSE
2011,"Norway","Number","Curative care beds in hospitals (HP.1)",18748,FALSE
2011,"Norway","Number","Rehabilitative care beds in hospitals (HP.1)",5023,TRUE
2011,"Norway","Number","Long-term care beds in hospitals (HP.1)",0,FALSE
2011,"Norway","Number","Other beds in hospitals (HP.1)",2030,FALSE
2011,"Norway","Inhabitants per ...","Available beds in hospitals (HP.1)",238.38,FALSE
2011,"Norway","Inhabitants per ...","Curative care beds in hospitals (HP.1)",264.19,FALSE
2011,"Norway","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1970.06,TRUE
2011,"Norway","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4689.42,TRUE
2011,"Norway","Inhabitants per ...","Other beds in hospitals (HP.1)",2439.94,FALSE
2011,"Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",419.5,FALSE
2011,"Norway","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",378.51,FALSE
2011,"Norway","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",50.76,TRUE
2011,"Norway","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",0,FALSE
2011,"Norway","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",40.98,FALSE
2011,"Switzerland","Number","Available beds in hospitals (HP.1)",39937,FALSE
2011,"Switzerland","Number","Curative care beds in hospitals (HP.1)",31240,FALSE
2011,"Switzerland","Number","Rehabilitative care beds in hospitals (HP.1)",7286,FALSE
2011,"Switzerland","Number","Long-term care beds in hospitals (HP.1)",1411,FALSE
2011,"Switzerland","Number","Other beds in hospitals (HP.1)",0,FALSE
2011,"Switzerland","Inhabitants per ...","Available beds in hospitals (HP.1)",198.12,FALSE
2011,"Switzerland","Inhabitants per ...","Curative care beds in hospitals (HP.1)",253.28,FALSE
2011,"Switzerland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1085.97,FALSE
2011,"Switzerland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",5607.65,FALSE
2011,"Switzerland","Inhabitants per ...","Other beds in hospitals (HP.1)",7854.67,TRUE
2011,"Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",504.74,FALSE
2011,"Switzerland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",394.82,FALSE
2011,"Switzerland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",92.08,FALSE
2011,"Switzerland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",17.83,FALSE
2011,"Switzerland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2011,"United Kingdom","Number","Available beds in hospitals (HP.1)",181972,FALSE
2011,"United Kingdom","Number","Curative care beds in hospitals (HP.1)",48187,TRUE
2011,"United Kingdom","Number","Rehabilitative care beds in hospitals (HP.1)",5023,TRUE
2011,"United Kingdom","Number","Long-term care beds in hospitals (HP.1)",1760,TRUE
2011,"United Kingdom","Number","Other beds in hospitals (HP.1)",646,TRUE
2011,"United Kingdom","Inhabitants per ...","Available beds in hospitals (HP.1)",347.63,FALSE
2011,"United Kingdom","Inhabitants per ...","Curative care beds in hospitals (HP.1)",185.76,TRUE
2011,"United Kingdom","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1970.06,TRUE
2011,"United Kingdom","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4689.42,TRUE
2011,"United Kingdom","Inhabitants per ...","Other beds in hospitals (HP.1)",7854.67,TRUE
2011,"United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",287.66,FALSE
2011,"United Kingdom","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",538.33,TRUE
2011,"United Kingdom","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",50.76,TRUE
2011,"United Kingdom","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",21.32,TRUE
2011,"United Kingdom","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",8.79,TRUE
2011,"Montenegro","Number","Available beds in hospitals (HP.1)",2466,FALSE
2011,"Montenegro","Number","Curative care beds in hospitals (HP.1)",40155,TRUE
2011,"Montenegro","Number","Rehabilitative care beds in hospitals (HP.1)",5023,TRUE
2011,"Montenegro","Number","Long-term care beds in hospitals (HP.1)",1567,TRUE
2011,"Montenegro","Number","Other beds in hospitals (HP.1)",646,TRUE
2011,"Montenegro","Inhabitants per ...","Available beds in hospitals (HP.1)",251.45,FALSE
2011,"Montenegro","Inhabitants per ...","Curative care beds in hospitals (HP.1)",185.76,TRUE
2011,"Montenegro","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1970.06,TRUE
2011,"Montenegro","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4689.42,TRUE
2011,"Montenegro","Inhabitants per ...","Other beds in hospitals (HP.1)",7854.67,TRUE
2011,"Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",397.69,FALSE
2011,"Montenegro","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",538.33,TRUE
2011,"Montenegro","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",50.76,TRUE
2011,"Montenegro","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",21.32,TRUE
2011,"Montenegro","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",8.79,TRUE
2011,"North Macedonia","Number","Available beds in hospitals (HP.1)",9279,FALSE
2011,"North Macedonia","Number","Curative care beds in hospitals (HP.1)",6175,TRUE
2011,"North Macedonia","Number","Rehabilitative care beds in hospitals (HP.1)",345,TRUE
2011,"North Macedonia","Number","Long-term care beds in hospitals (HP.1)",1732,TRUE
2011,"North Macedonia","Number","Other beds in hospitals (HP.1)",828,TRUE
2011,"North Macedonia","Inhabitants per ...","Available beds in hospitals (HP.1)",221.85,FALSE
2011,"North Macedonia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",335.59,TRUE
2011,"North Macedonia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",6000.65,TRUE
2011,"North Macedonia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1193.69,TRUE
2011,"North Macedonia","Inhabitants per ...","Other beds in hospitals (HP.1)",2496.95,TRUE
2011,"North Macedonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",450.76,FALSE
2011,"North Macedonia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",297.99,TRUE
2011,"North Macedonia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",16.66,TRUE
2011,"North Macedonia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",83.77,TRUE
2011,"North Macedonia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",40.05,TRUE
2011,"Albania","Number","Available beds in hospitals (HP.1)",8374,FALSE
2011,"Albania","Number","Curative care beds in hospitals (HP.1)",48187,TRUE
2011,"Albania","Number","Rehabilitative care beds in hospitals (HP.1)",5023,TRUE
2011,"Albania","Number","Long-term care beds in hospitals (HP.1)",1760,TRUE
2011,"Albania","Number","Other beds in hospitals (HP.1)",646,TRUE
2011,"Albania","Inhabitants per ...","Available beds in hospitals (HP.1)",346.93,FALSE
2011,"Albania","Inhabitants per ...","Curative care beds in hospitals (HP.1)",185.76,TRUE
2011,"Albania","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1970.06,TRUE
2011,"Albania","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4689.42,TRUE
2011,"Albania","Inhabitants per ...","Other beds in hospitals (HP.1)",7854.67,TRUE
2011,"Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",288.24,FALSE
2011,"Albania","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",538.33,TRUE
2011,"Albania","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",50.76,TRUE
2011,"Albania","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",21.32,TRUE
2011,"Albania","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",8.79,TRUE
2011,"Serbia","Number","Available beds in hospitals (HP.1)",39276,FALSE
2011,"Serbia","Number","Curative care beds in hospitals (HP.1)",32596,FALSE
2011,"Serbia","Number","Rehabilitative care beds in hospitals (HP.1)",6069,FALSE
2011,"Serbia","Number","Long-term care beds in hospitals (HP.1)",611,FALSE
2011,"Serbia","Number","Other beds in hospitals (HP.1)",0,FALSE
2011,"Serbia","Inhabitants per ...","Available beds in hospitals (HP.1)",184.19,FALSE
2011,"Serbia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",221.93,FALSE
2011,"Serbia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1191.98,FALSE
2011,"Serbia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",11839.77,FALSE
2011,"Serbia","Inhabitants per ...","Other beds in hospitals (HP.1)",339551.24,TRUE
2011,"Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",542.93,FALSE
2011,"Serbia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",450.59,FALSE
2011,"Serbia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",83.89,FALSE
2011,"Serbia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",8.45,FALSE
2011,"Serbia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2011,"Turkey","Number","Available beds in hospitals (HP.1)",194504,FALSE
2011,"Turkey","Number","Curative care beds in hospitals (HP.1)",192731,FALSE
2011,"Turkey","Number","Rehabilitative care beds in hospitals (HP.1)",1773,FALSE
2011,"Turkey","Number","Long-term care beds in hospitals (HP.1)",1760,TRUE
2011,"Turkey","Number","Other beds in hospitals (HP.1)",0,FALSE
2011,"Turkey","Inhabitants per ...","Available beds in hospitals (HP.1)",381.6,FALSE
2011,"Turkey","Inhabitants per ...","Curative care beds in hospitals (HP.1)",385.12,FALSE
2011,"Turkey","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",41863.3,FALSE
2011,"Turkey","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4689.42,TRUE
2011,"Turkey","Inhabitants per ...","Other beds in hospitals (HP.1)",7854.67,TRUE
2011,"Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",262.05,FALSE
2011,"Turkey","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",259.66,FALSE
2011,"Turkey","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",2.39,FALSE
2011,"Turkey","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",21.32,TRUE
2011,"Turkey","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2012,"European Union - 27 countries (from 2020)","Number","Available beds in hospitals (HP.1)",2483347.75,FALSE
2012,"European Union - 27 countries (from 2020)","Number","Curative care beds in hospitals (HP.1)",1813611.78,FALSE
2012,"European Union - 27 countries (from 2020)","Number","Rehabilitative care beds in hospitals (HP.1)",431231.16,TRUE
2012,"European Union - 27 countries (from 2020)","Number","Long-term care beds in hospitals (HP.1)",1813611.78,TRUE
2012,"European Union - 27 countries (from 2020)","Number","Other beds in hospitals (HP.1)",1813611.78,TRUE
2012,"European Union - 27 countries (from 2020)","Inhabitants per ...","Available beds in hospitals (HP.1)",177.54,FALSE
2012,"European Union - 27 countries (from 2020)","Inhabitants per ...","Curative care beds in hospitals (HP.1)",243.11,FALSE
2012,"European Union - 27 countries (from 2020)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1032.07,TRUE
2012,"European Union - 27 countries (from 2020)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",243.11,TRUE
2012,"European Union - 27 countries (from 2020)","Inhabitants per ...","Other beds in hospitals (HP.1)",243.11,TRUE
2012,"European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",563.24,FALSE
2012,"European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",411.34,FALSE
2012,"European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",96.89,TRUE
2012,"European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",411.34,TRUE
2012,"European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",411.34,TRUE
2012,"European Union - 28 countries (2013-2020)","Number","Available beds in hospitals (HP.1)",2662188.75,FALSE
2012,"European Union - 28 countries (2013-2020)","Number","Curative care beds in hospitals (HP.1)",1813611.78,TRUE
2012,"European Union - 28 countries (2013-2020)","Number","Rehabilitative care beds in hospitals (HP.1)",5839,TRUE
2012,"European Union - 28 countries (2013-2020)","Number","Long-term care beds in hospitals (HP.1)",1759,TRUE
2012,"European Union - 28 countries (2013-2020)","Number","Other beds in hospitals (HP.1)",1708,TRUE
2012,"European Union - 28 countries (2013-2020)","Inhabitants per ...","Available beds in hospitals (HP.1)",189.55,FALSE
2012,"European Union - 28 countries (2013-2020)","Inhabitants per ...","Curative care beds in hospitals (HP.1)",189.55,TRUE
2012,"European Union - 28 countries (2013-2020)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1410.95,TRUE
2012,"European Union - 28 countries (2013-2020)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4719.57,TRUE
2012,"European Union - 28 countries (2013-2020)","Inhabitants per ...","Other beds in hospitals (HP.1)",6153.86,TRUE
2012,"European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",527.58,FALSE
2012,"European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",527.58,TRUE
2012,"European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",70.87,TRUE
2012,"European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",21.19,TRUE
2012,"European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",16.25,TRUE
2012,"Belgium","Number","Available beds in hospitals (HP.1)",66477,FALSE
2012,"Belgium","Number","Curative care beds in hospitals (HP.1)",58879,FALSE
2012,"Belgium","Number","Rehabilitative care beds in hospitals (HP.1)",5839,FALSE
2012,"Belgium","Number","Long-term care beds in hospitals (HP.1)",1759,FALSE
2012,"Belgium","Number","Other beds in hospitals (HP.1)",58879,TRUE
2012,"Belgium","Inhabitants per ...","Available beds in hospitals (HP.1)",167.08,FALSE
2012,"Belgium","Inhabitants per ...","Curative care beds in hospitals (HP.1)",188.64,FALSE
2012,"Belgium","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1902.2,FALSE
2012,"Belgium","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",6314.34,FALSE
2012,"Belgium","Inhabitants per ...","Other beds in hospitals (HP.1)",188.64,TRUE
2012,"Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",598.52,FALSE
2012,"Belgium","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",530.11,FALSE
2012,"Belgium","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",52.57,FALSE
2012,"Belgium","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",15.84,FALSE
2012,"Belgium","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",530.11,TRUE
2012,"Bulgaria","Number","Available beds in hospitals (HP.1)",48308,FALSE
2012,"Bulgaria","Number","Curative care beds in hospitals (HP.1)",40883,FALSE
2012,"Bulgaria","Number","Rehabilitative care beds in hospitals (HP.1)",5178,FALSE
2012,"Bulgaria","Number","Long-term care beds in hospitals (HP.1)",1548,FALSE
2012,"Bulgaria","Number","Other beds in hospitals (HP.1)",699,FALSE
2012,"Bulgaria","Inhabitants per ...","Available beds in hospitals (HP.1)",151.24,FALSE
2012,"Bulgaria","Inhabitants per ...","Curative care beds in hospitals (HP.1)",178.7,FALSE
2012,"Bulgaria","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1410.95,FALSE
2012,"Bulgaria","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4719.57,FALSE
2012,"Bulgaria","Inhabitants per ...","Other beds in hospitals (HP.1)",10451.91,FALSE
2012,"Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",661.22,FALSE
2012,"Bulgaria","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",559.59,FALSE
2012,"Bulgaria","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",70.87,FALSE
2012,"Bulgaria","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",21.19,FALSE
2012,"Bulgaria","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",9.57,FALSE
2012,"Czechia","Number","Available beds in hospitals (HP.1)",72842,FALSE
2012,"Czechia","Number","Curative care beds in hospitals (HP.1)",46863,FALSE
2012,"Czechia","Number","Rehabilitative care beds in hospitals (HP.1)",4007,FALSE
2012,"Czechia","Number","Long-term care beds in hospitals (HP.1)",20264,FALSE
2012,"Czechia","Number","Other beds in hospitals (HP.1)",1708,FALSE
2012,"Czechia","Inhabitants per ...","Available beds in hospitals (HP.1)",144.3,FALSE
2012,"Czechia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",224.29,FALSE
2012,"Czechia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",2623.11,FALSE
2012,"Czechia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",518.69,FALSE
2012,"Czechia","Inhabitants per ...","Other beds in hospitals (HP.1)",6153.86,FALSE
2012,"Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",693.02,FALSE
2012,"Czechia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",445.86,FALSE
2012,"Czechia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",38.12,FALSE
2012,"Czechia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",192.79,FALSE
2012,"Czechia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",16.25,FALSE
2012,"Denmark","Number","Available beds in hospitals (HP.1)",17433,TRUE
2012,"Denmark","Number","Curative care beds in hospitals (HP.1)",17085,TRUE
2012,"Denmark","Number","Rehabilitative care beds in hospitals (HP.1)",140,FALSE
2012,"Denmark","Number","Long-term care beds in hospitals (HP.1)",208,FALSE
2012,"Denmark","Number","Other beds in hospitals (HP.1)",0,FALSE
2012,"Denmark","Inhabitants per ...","Available beds in hospitals (HP.1)",319.54,TRUE
2012,"Denmark","Inhabitants per ...","Curative care beds in hospitals (HP.1)",326.05,TRUE
2012,"Denmark","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",39939.8,FALSE
2012,"Denmark","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",26882.56,FALSE
2012,"Denmark","Inhabitants per ...","Other beds in hospitals (HP.1)",6153.86,TRUE
2012,"Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",312.95,TRUE
2012,"Denmark","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",306.7,TRUE
2012,"Denmark","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",2.5,FALSE
2012,"Denmark","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",3.72,FALSE
2012,"Denmark","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Available beds in hospitals (HP.1)",670443,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Curative care beds in hospitals (HP.1)",501475,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Rehabilitative care beds in hospitals (HP.1)",168968,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Long-term care beds in hospitals (HP.1)",0,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Number","Other beds in hospitals (HP.1)",0,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Available beds in hospitals (HP.1)",119.96,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Curative care beds in hospitals (HP.1)",160.38,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",475.98,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4719.57,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Other beds in hospitals (HP.1)",6153.86,TRUE
2012,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",833.62,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",623.52,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",210.09,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",0,FALSE
2012,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2012,"Estonia","Number","Available beds in hospitals (HP.1)",7309,FALSE
2012,"Estonia","Number","Curative care beds in hospitals (HP.1)",5093,FALSE
2012,"Estonia","Number","Rehabilitative care beds in hospitals (HP.1)",314,FALSE
2012,"Estonia","Number","Long-term care beds in hospitals (HP.1)",1739,FALSE
2012,"Estonia","Number","Other beds in hospitals (HP.1)",163,FALSE
2012,"Estonia","Inhabitants per ...","Available beds in hospitals (HP.1)",180.97,FALSE
2012,"Estonia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",259.71,FALSE
2012,"Estonia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",4212.41,FALSE
2012,"Estonia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",760.61,FALSE
2012,"Estonia","Inhabitants per ...","Other beds in hospitals (HP.1)",8114.7,FALSE
2012,"Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",552.58,FALSE
2012,"Estonia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",385.05,FALSE
2012,"Estonia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",23.74,FALSE
2012,"Estonia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",131.47,FALSE
2012,"Estonia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",12.32,FALSE
2012,"Ireland","Number","Available beds in hospitals (HP.1)",11692,FALSE
2012,"Ireland","Number","Curative care beds in hospitals (HP.1)",10885,FALSE
2012,"Ireland","Number","Rehabilitative care beds in hospitals (HP.1)",132,FALSE
2012,"Ireland","Number","Long-term care beds in hospitals (HP.1)",675,FALSE
2012,"Ireland","Number","Other beds in hospitals (HP.1)",0,FALSE
2012,"Ireland","Inhabitants per ...","Available beds in hospitals (HP.1)",393.39,FALSE
2012,"Ireland","Inhabitants per ...","Curative care beds in hospitals (HP.1)",422.56,FALSE
2012,"Ireland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",34844.95,FALSE
2012,"Ireland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",6814.12,FALSE
2012,"Ireland","Inhabitants per ...","Other beds in hospitals (HP.1)",8114.7,TRUE
2012,"Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",254.2,FALSE
2012,"Ireland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",236.65,FALSE
2012,"Ireland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",2.87,FALSE
2012,"Ireland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",14.68,FALSE
2012,"Ireland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2012,"Greece","Number","Available beds in hospitals (HP.1)",49100,FALSE
2012,"Greece","Number","Curative care beds in hospitals (HP.1)",40385,FALSE
2012,"Greece","Number","Rehabilitative care beds in hospitals (HP.1)",264,FALSE
2012,"Greece","Number","Long-term care beds in hospitals (HP.1)",6414,TRUE
2012,"Greece","Number","Other beds in hospitals (HP.1)",8451,FALSE
2012,"Greece","Inhabitants per ...","Available beds in hospitals (HP.1)",224.95,FALSE
2012,"Greece","Inhabitants per ...","Curative care beds in hospitals (HP.1)",273.49,FALSE
2012,"Greece","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",41837.16,FALSE
2012,"Greece","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1680.07,TRUE
2012,"Greece","Inhabitants per ...","Other beds in hospitals (HP.1)",1306.95,FALSE
2012,"Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",444.54,FALSE
2012,"Greece","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",365.64,FALSE
2012,"Greece","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",2.39,FALSE
2012,"Greece","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",59.52,TRUE
2012,"Greece","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",76.51,FALSE
2012,"Spain","Number","Available beds in hospitals (HP.1)",139895,FALSE
2012,"Spain","Number","Curative care beds in hospitals (HP.1)",114275,FALSE
2012,"Spain","Number","Rehabilitative care beds in hospitals (HP.1)",1682,FALSE
2012,"Spain","Number","Long-term care beds in hospitals (HP.1)",23938,FALSE
2012,"Spain","Number","Other beds in hospitals (HP.1)",0,FALSE
2012,"Spain","Inhabitants per ...","Available beds in hospitals (HP.1)",334.34,FALSE
2012,"Spain","Inhabitants per ...","Curative care beds in hospitals (HP.1)",409.3,FALSE
2012,"Spain","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",27808,FALSE
